,group,variable,month,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS FUERA,17.23 COVID 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SIPE SIPE,otras vacunaciones,covid 1ra dosis,2022-01-01,1497,1326,1696,1712,3193,3038,6231
SOPACHUY,otras vacunaciones,covid 1ra dosis,2022-01-01,144,106,7,6,151,112,263
SORACACHI,otras vacunaciones,covid 1ra dosis,2022-01-01,407,345,0,0,407,345,752
SORATA,otras vacunaciones,covid 1ra dosis,2022-01-01,456,336,254,191,710,527,1237
SUCRE,otras vacunaciones,covid 1ra dosis,2022-01-01,10684,10110,2085,1960,12769,12070,24839
TACACHI,otras vacunaciones,covid 1ra dosis,2022-01-01,84,94,0,0,84,94,178
TACACOMA,otras vacunaciones,covid 1ra dosis,2022-01-01,122,30,102,50,224,80,304
TACOBAMBA,otras vacunaciones,covid 1ra dosis,2022-01-01,59,47,247,224,306,271,577
TACOPAYA,otras vacunaciones,covid 1ra dosis,2022-01-01,138,84,95,71,233,155,388
TAHUA,otras vacunaciones,covid 1ra dosis,2022-01-01,5,5,1,2,6,7,13
TAPACARI,otras vacunaciones,covid 1ra dosis,2022-01-01,639,594,0,0,639,594,1233
TARABUCO,otras vacunaciones,covid 1ra dosis,2022-01-01,349,359,22,22,371,381,752
TARACO,otras vacunaciones,covid 1ra dosis,2022-01-01,309,283,51,72,360,355,715
TARATA,otras vacunaciones,covid 1ra dosis,2022-01-01,698,660,10,15,708,675,1383
TARIJA,otras vacunaciones,covid 1ra dosis,2022-01-01,7209,6910,3197,3051,10406,9961,20367
TARVITA,otras vacunaciones,covid 1ra dosis,2022-01-01,156,148,166,147,322,295,617
TEOPONTE,otras vacunaciones,covid 1ra dosis,2022-01-01,301,206,98,63,399,269,668
TIAHUANACU,otras vacunaciones,covid 1ra dosis,2022-01-01,554,513,62,61,616,574,1190
TINGUIPAYA,otras vacunaciones,covid 1ra dosis,2022-01-01,56,46,57,59,113,105,218
TIPUANI,otras vacunaciones,covid 1ra dosis,2022-01-01,186,172,81,67,267,239,506
TIQUIPAYA,otras vacunaciones,covid 1ra dosis,2022-01-01,4423,4026,26,21,4449,4047,8496
TIRAQUE (CBBA),otras vacunaciones,covid 1ra dosis,2022-01-01,806,782,109,95,915,877,1792
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 1ra dosis,2022-01-01,102,103,4,3,106,106,212
TOCO,otras vacunaciones,covid 1ra dosis,2022-01-01,833,866,2,1,835,867,1702
TODOS SANTOS,otras vacunaciones,covid 1ra dosis,2022-01-01,98,77,0,0,98,77,175
TOLATA,otras vacunaciones,covid 1ra dosis,2022-01-01,484,442,24,24,508,466,974
TOLEDO,otras vacunaciones,covid 1ra dosis,2022-01-01,288,270,0,0,288,270,558
TOMAVE,otras vacunaciones,covid 1ra dosis,2022-01-01,93,81,40,43,133,124,257
TOMINA,otras vacunaciones,covid 1ra dosis,2022-01-01,512,487,49,40,561,527,1088
TORO TORO,otras vacunaciones,covid 1ra dosis,2022-01-01,273,236,48,37,321,273,594
TOTORA(CBBA),otras vacunaciones,covid 1ra dosis,2022-01-01,478,412,0,0,478,412,890
TOTORA(ORR),otras vacunaciones,covid 1ra dosis,2022-01-01,75,64,5,7,80,71,151
TRIGAL,otras vacunaciones,covid 1ra dosis,2022-01-01,12,10,7,2,19,12,31
TRINIDAD,otras vacunaciones,covid 1ra dosis,2022-01-01,3757,3367,184,142,3941,3509,7450
TUPIZA,otras vacunaciones,covid 1ra dosis,2022-01-01,1189,1001,358,323,1547,1324,2871
TURCO,otras vacunaciones,covid 1ra dosis,2022-01-01,258,182,0,0,258,182,440
UMALA,otras vacunaciones,covid 1ra dosis,2022-01-01,188,160,62,71,250,231,481
UNCIA,otras vacunaciones,covid 1ra dosis,2022-01-01,799,636,259,237,1058,873,1931
URIONDO (A. CONCEPCION),otras vacunaciones,covid 1ra dosis,2022-01-01,774,750,0,0,774,750,1524
URUBICHA,otras vacunaciones,covid 1ra dosis,2022-01-01,214,260,115,103,329,363,692
UYUNI,otras vacunaciones,covid 1ra dosis,2022-01-01,129,111,44,33,173,144,317
VACAS,otras vacunaciones,covid 1ra dosis,2022-01-01,649,631,10,14,659,645,1304
VALLEGRANDE,otras vacunaciones,covid 1ra dosis,2022-01-01,716,561,48,48,764,609,1373
VIACHA,otras vacunaciones,covid 1ra dosis,2022-01-01,2642,2674,348,234,2990,2908,5898
VILA VILA,otras vacunaciones,covid 1ra dosis,2022-01-01,70,66,151,145,221,211,432
VILLA CHARCAS,otras vacunaciones,covid 1ra dosis,2022-01-01,452,560,65,81,517,641,1158
VILLA MONTES,otras vacunaciones,covid 1ra dosis,2022-01-01,947,783,885,835,1832,1618,3450
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 1ra dosis,2022-01-01,11,1,8,8,19,9,28
VILLA RIVERO,otras vacunaciones,covid 1ra dosis,2022-01-01,568,559,0,0,568,559,1127
VILLA SERRANO,otras vacunaciones,covid 1ra dosis,2022-01-01,240,225,99,95,339,320,659
VILLA TUNARI,otras vacunaciones,covid 1ra dosis,2022-01-01,2702,2146,245,200,2947,2346,5293
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 1ra dosis,2022-01-01,280,235,130,51,410,286,696
VILLAZON,otras vacunaciones,covid 1ra dosis,2022-01-01,1713,1476,220,168,1933,1644,3577
VINTO,otras vacunaciones,covid 1ra dosis,2022-01-01,2583,2250,2640,2385,5223,4635,9858
VITICHI,otras vacunaciones,covid 1ra dosis,2022-01-01,159,140,71,74,230,214,444
WALDO BALLIVIAN,otras vacunaciones,covid 1ra dosis,2022-01-01,106,99,0,0,106,99,205
WARNES,otras vacunaciones,covid 1ra dosis,2022-01-01,2383,1756,0,0,2383,1756,4139
YACO,otras vacunaciones,covid 1ra dosis,2022-01-01,160,133,114,136,274,269,543
YACUIBA,otras vacunaciones,covid 1ra dosis,2022-01-01,2543,2291,1097,1034,3640,3325,6965
YAMPARAEZ,otras vacunaciones,covid 1ra dosis,2022-01-01,225,179,58,54,283,233,516
YANACACHI,otras vacunaciones,covid 1ra dosis,2022-01-01,113,98,23,14,136,112,248
YAPACANI,otras vacunaciones,covid 1ra dosis,2022-01-01,1330,1162,184,146,1514,1308,2822
YOCALLA,otras vacunaciones,covid 1ra dosis,2022-01-01,198,190,78,59,276,249,525
YOTALA,otras vacunaciones,covid 1ra dosis,2022-01-01,223,208,28,34,251,242,493
YUNCHARA,otras vacunaciones,covid 1ra dosis,2022-01-01,25,24,62,66,87,90,177
YUNGUYO DE LITORAL,otras vacunaciones,covid 1ra dosis,2022-01-01,32,34,0,0,32,34,66
ZUDAÑEZ,otras vacunaciones,covid 1ra dosis,2022-01-01,187,194,48,60,235,254,489
ACACIO,otras vacunaciones,covid 1ra dosis,2022-02-01,8,8,18,17,26,25,51
ACHACACHI,otras vacunaciones,covid 1ra dosis,2022-02-01,56,60,162,120,218,180,398
AIQUILE,otras vacunaciones,covid 1ra dosis,2022-02-01,114,98,42,56,156,154,310
ALALAY,otras vacunaciones,covid 1ra dosis,2022-02-01,8,12,0,0,8,12,20
ALCALA,otras vacunaciones,covid 1ra dosis,2022-02-01,11,9,31,16,42,25,67
ALTO BENI,otras vacunaciones,covid 1ra dosis,2022-02-01,27,27,28,13,55,40,95
ANCORAIMES,otras vacunaciones,covid 1ra dosis,2022-02-01,14,14,16,4,30,18,48
ANDAMARCA,otras vacunaciones,covid 1ra dosis,2022-02-01,42,26,0,0,42,26,68
ANTEQUERA,otras vacunaciones,covid 1ra dosis,2022-02-01,20,28,0,0,20,28,48
ANZALDO,otras vacunaciones,covid 1ra dosis,2022-02-01,49,33,16,20,65,53,118
APOLO,otras vacunaciones,covid 1ra dosis,2022-02-01,23,17,42,34,65,51,116
ARAMPAMPA,otras vacunaciones,covid 1ra dosis,2022-02-01,3,2,18,12,21,14,35
ARANI,otras vacunaciones,covid 1ra dosis,2022-02-01,91,68,0,0,91,68,159
ARBIETO,otras vacunaciones,covid 1ra dosis,2022-02-01,141,145,25,22,166,167,333
ARQUE,otras vacunaciones,covid 1ra dosis,2022-02-01,33,22,35,31,68,53,121
ASCENCION DE GUARAYOS,otras vacunaciones,covid 1ra dosis,2022-02-01,75,90,2,2,77,92,169
ATOCHA,otras vacunaciones,covid 1ra dosis,2022-02-01,241,223,65,78,306,301,607
AUCAPATA,otras vacunaciones,covid 1ra dosis,2022-02-01,6,5,1,5,7,10,17
AYATA,otras vacunaciones,covid 1ra dosis,2022-02-01,46,38,5,11,51,49,100
AYO AYO,otras vacunaciones,covid 1ra dosis,2022-02-01,41,35,3,3,44,38,82
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 1ra dosis,2022-02-01,157,182,164,152,321,334,655
AZURDUY,otras vacunaciones,covid 1ra dosis,2022-02-01,59,38,20,18,79,56,135
BATALLAS,otras vacunaciones,covid 1ra dosis,2022-02-01,32,39,7,9,39,48,87
BAURES,otras vacunaciones,covid 1ra dosis,2022-02-01,24,19,16,9,40,28,68
BELEN DE ANDAMARCA,otras vacunaciones,covid 1ra dosis,2022-02-01,4,8,0,0,4,8,12
BELEN DE URMIRI,otras vacunaciones,covid 1ra dosis,2022-02-01,3,3,3,4,6,7,13
BELLA FLOR,otras vacunaciones,covid 1ra dosis,2022-02-01,8,5,16,29,24,34,58
BERMEJO,otras vacunaciones,covid 1ra dosis,2022-02-01,12,15,21,25,33,40,73
BETANZOS,otras vacunaciones,covid 1ra dosis,2022-02-01,99,92,49,58,148,150,298
BOLIVAR,otras vacunaciones,covid 1ra dosis,2022-02-01,13,13,4,6,17,19,36
BOLPEBRA,otras vacunaciones,covid 1ra dosis,2022-02-01,7,1,14,22,21,23,44
BOYUIBE,otras vacunaciones,covid 1ra dosis,2022-02-01,58,43,19,12,77,55,132
BUENA VISTA,otras vacunaciones,covid 1ra dosis,2022-02-01,98,73,0,0,98,73,171
CABEZAS,otras vacunaciones,covid 1ra dosis,2022-02-01,128,107,1,0,129,107,236
CAIROMA,otras vacunaciones,covid 1ra dosis,2022-02-01,16,19,46,53,62,72,134
"CAIZA ""D""",otras vacunaciones,covid 1ra dosis,2022-02-01,8,10,20,13,28,23,51
CAJUATA,otras vacunaciones,covid 1ra dosis,2022-02-01,22,29,22,27,44,56,100
CALACOTO,otras vacunaciones,covid 1ra dosis,2022-02-01,4,5,28,25,32,30,62
CALAMARCA,otras vacunaciones,covid 1ra dosis,2022-02-01,51,54,17,19,68,73,141
CAMARGO,otras vacunaciones,covid 1ra dosis,2022-02-01,137,99,31,38,168,137,305
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 1ra dosis,2022-02-01,21,15,0,3,21,18,39
CAMIRI,otras vacunaciones,covid 1ra dosis,2022-02-01,170,170,0,0,170,170,340
CAPINOTA,otras vacunaciones,covid 1ra dosis,2022-02-01,307,301,0,0,307,301,608
CAQUIAVIRI,otras vacunaciones,covid 1ra dosis,2022-02-01,14,27,9,18,23,45,68
CARACOLLO,otras vacunaciones,covid 1ra dosis,2022-02-01,60,55,0,0,60,55,115
CARANAVI,otras vacunaciones,covid 1ra dosis,2022-02-01,104,132,138,130,242,262,504
CARANGAS,otras vacunaciones,covid 1ra dosis,2022-02-01,9,7,0,0,9,7,16
CARAPARI,otras vacunaciones,covid 1ra dosis,2022-02-01,61,43,0,1,61,44,105
CARIPUYO,otras vacunaciones,covid 1ra dosis,2022-02-01,20,23,18,20,38,43,81
CARMEN RIVERO TORREZ,otras vacunaciones,covid 1ra dosis,2022-02-01,61,49,0,0,61,49,110
CATACORA,otras vacunaciones,covid 1ra dosis,2022-02-01,0,0,6,5,6,5,11
CHACARILLA,otras vacunaciones,covid 1ra dosis,2022-02-01,2,2,0,2,2,4,6
CHALLAPATA,otras vacunaciones,covid 1ra dosis,2022-02-01,213,201,12,10,225,211,436
CHAQUI,otras vacunaciones,covid 1ra dosis,2022-02-01,33,48,22,19,55,67,122
CHARAGUA,otras vacunaciones,covid 1ra dosis,2022-02-01,325,302,77,58,402,360,762
CHARAÑA,otras vacunaciones,covid 1ra dosis,2022-02-01,13,16,4,9,17,25,42
CHAYANTA,otras vacunaciones,covid 1ra dosis,2022-02-01,1,10,2,1,3,11,14
CHIMORE,otras vacunaciones,covid 1ra dosis,2022-02-01,128,152,165,131,293,283,576
CHIPAYA,otras vacunaciones,covid 1ra dosis,2022-02-01,13,8,0,0,13,8,21
CHOQUE COTA,otras vacunaciones,covid 1ra dosis,2022-02-01,27,17,0,0,27,17,44
CHUA COCANI,otras vacunaciones,covid 1ra dosis,2022-02-01,13,29,10,11,23,40,63
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 1ra dosis,2022-02-01,21,25,9,8,30,33,63
CHUMA,otras vacunaciones,covid 1ra dosis,2022-02-01,38,36,73,95,111,131,242
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 1ra dosis,2022-02-01,5,5,6,5,11,10,21
CKOCHAS,otras vacunaciones,covid 1ra dosis,2022-02-01,55,62,31,31,86,93,179
CLIZA,otras vacunaciones,covid 1ra dosis,2022-02-01,115,131,10,15,125,146,271
COBIJA,otras vacunaciones,covid 1ra dosis,2022-02-01,218,212,220,176,438,388,826
COCAPATA,otras vacunaciones,covid 1ra dosis,2022-02-01,15,15,7,3,22,18,40
COCHABAMBA,otras vacunaciones,covid 1ra dosis,2022-02-01,6802,6905,1175,1179,7977,8084,16061
COIPASA,otras vacunaciones,covid 1ra dosis,2022-02-01,18,17,0,0,18,17,35
COLCAPIRHUA,otras vacunaciones,covid 1ra dosis,2022-02-01,95,85,434,411,529,496,1025
"COLCHA ""K""",otras vacunaciones,covid 1ra dosis,2022-02-01,84,98,6,11,90,109,199
COLLANA,otras vacunaciones,covid 1ra dosis,2022-02-01,0,0,5,2,5,2,7
COLOMI,otras vacunaciones,covid 1ra dosis,2022-02-01,18,36,25,22,43,58,101
COLPA BELGICA,otras vacunaciones,covid 1ra dosis,2022-02-01,61,72,0,0,61,72,133
COLQUECHACA,otras vacunaciones,covid 1ra dosis,2022-02-01,43,40,29,33,72,73,145
COLQUENCHA,otras vacunaciones,covid 1ra dosis,2022-02-01,33,34,4,1,37,35,72
COLQUIRI,otras vacunaciones,covid 1ra dosis,2022-02-01,39,40,165,159,204,199,403
COMANCHE,otras vacunaciones,covid 1ra dosis,2022-02-01,12,8,3,9,15,17,32
COMARAPA,otras vacunaciones,covid 1ra dosis,2022-02-01,23,20,2,1,25,21,46
COMBAYA,otras vacunaciones,covid 1ra dosis,2022-02-01,5,5,3,1,8,6,14
CONCEPCION,otras vacunaciones,covid 1ra dosis,2022-02-01,209,182,24,21,233,203,436
COPACABANA,otras vacunaciones,covid 1ra dosis,2022-02-01,17,24,7,3,24,27,51
CORIPATA,otras vacunaciones,covid 1ra dosis,2022-02-01,14,20,0,1,14,21,35
CORO CORO,otras vacunaciones,covid 1ra dosis,2022-02-01,15,8,24,26,39,34,73
COROICO,otras vacunaciones,covid 1ra dosis,2022-02-01,33,38,72,71,105,109,214
CORQUE,otras vacunaciones,covid 1ra dosis,2022-02-01,49,55,0,0,49,55,104
COTAGAITA,otras vacunaciones,covid 1ra dosis,2022-02-01,90,86,19,31,109,117,226
COTOCA,otras vacunaciones,covid 1ra dosis,2022-02-01,1053,1001,0,0,1053,1001,2054
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2022-02-01,8,18,0,0,8,18,26
CUATRO CAÑADAS,otras vacunaciones,covid 1ra dosis,2022-02-01,54,35,45,33,99,68,167
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 1ra dosis,2022-02-01,18,14,0,0,18,14,32
CUEVO,otras vacunaciones,covid 1ra dosis,2022-02-01,12,19,7,0,19,19,38
CULPINA,otras vacunaciones,covid 1ra dosis,2022-02-01,69,67,39,36,108,103,211
CURAHUARA DE CARANGAS,otras vacunaciones,covid 1ra dosis,2022-02-01,6,6,0,0,6,6,12
CURVA,otras vacunaciones,covid 1ra dosis,2022-02-01,2,1,13,10,15,11,26
DESAGUADERO,otras vacunaciones,covid 1ra dosis,2022-02-01,34,21,19,17,53,38,91
EL ALTO,otras vacunaciones,covid 1ra dosis,2022-02-01,3348,3374,1924,1829,5272,5203,10475
EL CHORO,otras vacunaciones,covid 1ra dosis,2022-02-01,42,57,0,0,42,57,99
EL PUENTE(STC),otras vacunaciones,covid 1ra dosis,2022-02-01,42,42,53,56,95,98,193
EL PUENTE(TJA),otras vacunaciones,covid 1ra dosis,2022-02-01,139,115,133,92,272,207,479
EL TORNO,otras vacunaciones,covid 1ra dosis,2022-02-01,242,234,0,0,242,234,476
EL VILLAR,otras vacunaciones,covid 1ra dosis,2022-02-01,22,18,0,0,22,18,40
ENTRE RIOS TRJ,otras vacunaciones,covid 1ra dosis,2022-02-01,37,29,5,2,42,31,73
ENTRE RIOS CBBA,otras vacunaciones,covid 1ra dosis,2022-02-01,142,157,191,236,333,393,726
ESCARA,otras vacunaciones,covid 1ra dosis,2022-02-01,4,7,0,0,4,7,11
ESCOMA,otras vacunaciones,covid 1ra dosis,2022-02-01,106,78,1,1,107,79,186
ESMERALDA,otras vacunaciones,covid 1ra dosis,2022-02-01,11,17,0,0,11,17,28
EUCALIPTUS,otras vacunaciones,covid 1ra dosis,2022-02-01,9,6,0,0,9,6,15
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 1ra dosis,2022-02-01,12,9,9,3,21,12,33
FERNANDEZ ALONSO,otras vacunaciones,covid 1ra dosis,2022-02-01,66,57,85,41,151,98,249
FILADELFIA,otras vacunaciones,covid 1ra dosis,2022-02-01,10,10,40,30,50,40,90
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid 1ra dosis,2022-02-01,26,22,41,39,67,61,128
GENERAL SAAVEDRA,otras vacunaciones,covid 1ra dosis,2022-02-01,165,131,0,0,165,131,296
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 1ra dosis,2022-02-01,10,12,13,15,23,27,50
GUANAY,otras vacunaciones,covid 1ra dosis,2022-02-01,12,18,18,8,30,26,56
GUAQUI,otras vacunaciones,covid 1ra dosis,2022-02-01,57,45,2,6,59,51,110
GUAYARAMERIN,otras vacunaciones,covid 1ra dosis,2022-02-01,236,274,37,48,273,322,595
GUTIERREZ,otras vacunaciones,covid 1ra dosis,2022-02-01,189,155,2,1,191,156,347
HUACARETA,otras vacunaciones,covid 1ra dosis,2022-02-01,43,46,52,43,95,89,184
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 1ra dosis,2022-02-01,64,64,23,22,87,86,173
HUACHACALLA,otras vacunaciones,covid 1ra dosis,2022-02-01,16,12,0,0,16,12,28
HUANUNI,otras vacunaciones,covid 1ra dosis,2022-02-01,103,124,1,0,104,124,228
HUARACAJE,otras vacunaciones,covid 1ra dosis,2022-02-01,39,39,13,17,52,56,108
HUARINA,otras vacunaciones,covid 1ra dosis,2022-02-01,31,21,28,9,59,30,89
HUATAJATA,otras vacunaciones,covid 1ra dosis,2022-02-01,30,39,26,3,56,42,98
HUAYLLAMARCA,otras vacunaciones,covid 1ra dosis,2022-02-01,16,22,10,1,26,23,49
HUMANATA,otras vacunaciones,covid 1ra dosis,2022-02-01,13,10,0,0,13,10,23
ICHOCA,otras vacunaciones,covid 1ra dosis,2022-02-01,33,44,9,7,42,51,93
ICLA,otras vacunaciones,covid 1ra dosis,2022-02-01,14,26,58,66,72,92,164
INCAHUASI,otras vacunaciones,covid 1ra dosis,2022-02-01,42,60,39,44,81,104,185
INGAVI (HUMAITA),otras vacunaciones,covid 1ra dosis,2022-02-01,6,10,13,20,19,30,49
INQUISIVI,otras vacunaciones,covid 1ra dosis,2022-02-01,11,19,100,116,111,135,246
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 1ra dosis,2022-02-01,11,21,13,12,24,33,57
IXIAMAS,otras vacunaciones,covid 1ra dosis,2022-02-01,2,1,58,28,60,29,89
JESUS DE MACHACA,otras vacunaciones,covid 1ra dosis,2022-02-01,44,61,1,1,45,62,107
LA ASUNTA,otras vacunaciones,covid 1ra dosis,2022-02-01,27,28,26,25,53,53,106
LA GUARDIA,otras vacunaciones,covid 1ra dosis,2022-02-01,1344,1346,184,160,1528,1506,3034
LA PAZ,otras vacunaciones,covid 1ra dosis,2022-02-01,5278,5464,3415,3119,8693,8583,17276
LA RIVERA,otras vacunaciones,covid 1ra dosis,2022-02-01,17,20,0,0,17,20,37
LAGUNILLAS,otras vacunaciones,covid 1ra dosis,2022-02-01,72,43,30,25,102,68,170
LAJA,otras vacunaciones,covid 1ra dosis,2022-02-01,79,79,14,28,93,107,200
LAS CARRERAS,otras vacunaciones,covid 1ra dosis,2022-02-01,12,22,0,0,12,22,34
LICOMA PAMPA,otras vacunaciones,covid 1ra dosis,2022-02-01,1,3,1,2,2,5,7
LLALLAGUA,otras vacunaciones,covid 1ra dosis,2022-02-01,610,615,187,167,797,782,1579
LLICA,otras vacunaciones,covid 1ra dosis,2022-02-01,2,7,2,2,4,9,13
LORETO,otras vacunaciones,covid 1ra dosis,2022-02-01,8,7,9,6,17,13,30
LURIBAY,otras vacunaciones,covid 1ra dosis,2022-02-01,29,14,72,83,101,97,198
MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2022-02-01,6,3,0,0,6,3,9
MACHARETI,otras vacunaciones,covid 1ra dosis,2022-02-01,71,58,5,2,76,60,136
MAGDALENA,otras vacunaciones,covid 1ra dosis,2022-02-01,104,139,87,70,191,209,400
MAIRANA,otras vacunaciones,covid 1ra dosis,2022-02-01,44,47,40,44,84,91,175
MALLA,otras vacunaciones,covid 1ra dosis,2022-02-01,3,4,21,14,24,18,42
MAPIRI,otras vacunaciones,covid 1ra dosis,2022-02-01,11,7,0,0,11,7,18
MECAPACA,otras vacunaciones,covid 1ra dosis,2022-02-01,60,53,16,18,76,71,147
MINEROS,otras vacunaciones,covid 1ra dosis,2022-02-01,238,217,1,4,239,221,460
MIZQUE,otras vacunaciones,covid 1ra dosis,2022-02-01,56,59,69,75,125,134,259
MOCOMOCO,otras vacunaciones,covid 1ra dosis,2022-02-01,93,87,144,135,237,222,459
MOJINETE,otras vacunaciones,covid 1ra dosis,2022-02-01,1,9,0,0,1,9,10
MOJOCOYA,otras vacunaciones,covid 1ra dosis,2022-02-01,54,46,15,8,69,54,123
MONTEAGUDO,otras vacunaciones,covid 1ra dosis,2022-02-01,92,88,64,41,156,129,285
MONTERO,otras vacunaciones,covid 1ra dosis,2022-02-01,1368,1282,234,220,1602,1502,3104
MORO MORO,otras vacunaciones,covid 1ra dosis,2022-02-01,28,12,24,24,52,36,88
MOROCHATA,otras vacunaciones,covid 1ra dosis,2022-02-01,51,44,159,164,210,208,418
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 1ra dosis,2022-02-01,8,1,6,7,14,8,22
NAZACARA DE PACAJES,otras vacunaciones,covid 1ra dosis,2022-02-01,1,2,0,0,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 1ra dosis,2022-02-01,4,1,2,2,6,3,9
OCURI,otras vacunaciones,covid 1ra dosis,2022-02-01,14,20,15,20,29,40,69
OKINAWA,otras vacunaciones,covid 1ra dosis,2022-02-01,60,58,0,0,60,58,118
OMEREQUE,otras vacunaciones,covid 1ra dosis,2022-02-01,1,0,62,61,63,61,124
ORURO,otras vacunaciones,covid 1ra dosis,2022-02-01,2454,2418,84,107,2538,2525,5063
PADCAYA,otras vacunaciones,covid 1ra dosis,2022-02-01,26,23,20,16,46,39,85
PADILLA,otras vacunaciones,covid 1ra dosis,2022-02-01,81,56,0,0,81,56,137
PAILON,otras vacunaciones,covid 1ra dosis,2022-02-01,611,520,0,0,611,520,1131
PALCA,otras vacunaciones,covid 1ra dosis,2022-02-01,111,98,39,42,150,140,290
PALOS BLANCOS,otras vacunaciones,covid 1ra dosis,2022-02-01,34,40,16,20,50,60,110
PAMPA AULLAGAS,otras vacunaciones,covid 1ra dosis,2022-02-01,7,10,0,0,7,10,17
PAMPA GRANDE,otras vacunaciones,covid 1ra dosis,2022-02-01,19,31,9,3,28,34,62
PAPEL PAMPA,otras vacunaciones,covid 1ra dosis,2022-02-01,44,41,6,8,50,49,99
PASORAPA,otras vacunaciones,covid 1ra dosis,2022-02-01,16,15,0,0,16,15,31
PATACAMAYA,otras vacunaciones,covid 1ra dosis,2022-02-01,213,87,1,0,214,87,301
PAZÑA,otras vacunaciones,covid 1ra dosis,2022-02-01,18,19,24,17,42,36,78
PELECHUCO,otras vacunaciones,covid 1ra dosis,2022-02-01,23,21,5,0,28,21,49
POCOATA,otras vacunaciones,covid 1ra dosis,2022-02-01,142,142,4,3,146,145,291
POCONA,otras vacunaciones,covid 1ra dosis,2022-02-01,83,91,89,95,172,186,358
POJO (CBBA),otras vacunaciones,covid 1ra dosis,2022-02-01,98,88,14,14,112,102,214
POOPO,otras vacunaciones,covid 1ra dosis,2022-02-01,29,26,0,0,29,26,55
PORCO,otras vacunaciones,covid 1ra dosis,2022-02-01,35,42,62,64,97,106,203
POROMA,otras vacunaciones,covid 1ra dosis,2022-02-01,41,60,37,39,78,99,177
PORONGO,otras vacunaciones,covid 1ra dosis,2022-02-01,117,110,0,0,117,110,227
PORTACHUELO,otras vacunaciones,covid 1ra dosis,2022-02-01,192,151,0,0,192,151,343
PORVENIR,otras vacunaciones,covid 1ra dosis,2022-02-01,7,7,9,5,16,12,28
POSTRER VALLE,otras vacunaciones,covid 1ra dosis,2022-02-01,7,1,0,0,7,1,8
POTOSI,otras vacunaciones,covid 1ra dosis,2022-02-01,4502,4474,1069,1069,5571,5543,11114
PRESTO,otras vacunaciones,covid 1ra dosis,2022-02-01,18,15,79,78,97,93,190
PUCARA,otras vacunaciones,covid 1ra dosis,2022-02-01,33,14,0,0,33,14,47
PUCARANI,otras vacunaciones,covid 1ra dosis,2022-02-01,102,119,29,37,131,156,287
PUERTO ACOSTA,otras vacunaciones,covid 1ra dosis,2022-02-01,10,5,6,7,16,12,28
PUERTO CARABUCO,otras vacunaciones,covid 1ra dosis,2022-02-01,10,11,31,63,41,74,115
PUERTO GONZALO MORENO,otras vacunaciones,covid 1ra dosis,2022-02-01,7,7,85,63,92,70,162
PUERTO PEREZ,otras vacunaciones,covid 1ra dosis,2022-02-01,22,18,27,32,49,50,99
PUERTO RICO,otras vacunaciones,covid 1ra dosis,2022-02-01,0,0,42,41,42,41,83
PUERTO SILES,otras vacunaciones,covid 1ra dosis,2022-02-01,0,0,51,38,51,38,89
PUERTO SUAREZ,otras vacunaciones,covid 1ra dosis,2022-02-01,55,56,48,41,103,97,200
PUERTO VILLARROEL,otras vacunaciones,covid 1ra dosis,2022-02-01,227,231,463,483,690,714,1404
PUNA,otras vacunaciones,covid 1ra dosis,2022-02-01,42,42,37,35,79,77,156
PUNATA,otras vacunaciones,covid 1ra dosis,2022-02-01,356,377,75,82,431,459,890
QUIABAYA,otras vacunaciones,covid 1ra dosis,2022-02-01,0,0,25,10,25,10,35
QUILLACOLLO,otras vacunaciones,covid 1ra dosis,2022-02-01,1551,1591,591,530,2142,2121,4263
QUIME,otras vacunaciones,covid 1ra dosis,2022-02-01,11,16,69,55,80,71,151
QUIRUSILLAS,otras vacunaciones,covid 1ra dosis,2022-02-01,5,18,1,1,6,19,25
