,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,10,18,34,37,44,55,99
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,1,3,2,4,3,7
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,15,33,3,3,18,36,54
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,6,9,6,9,15
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,4,3,4,3,7
OCURI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,2,2,0,0,2,2,4
OKINAWA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,100,91,1,3,101,94,195
PADCAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,1,1,1,1,2
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,2,6,1,6,3,9
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,22,19,82,109,104,128,232
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,18,12,1,2,19,14,33
PELECHUCO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,5,11,3,6,8,17,25
POOPO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,2,0,0,1,2,3
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,2,0,0,1,2,3
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,36,36,25,9,61,45,106
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,11,2,1,3,12,15
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,11,5,8,18,19,23,42
PUERTO CARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,4,4,9,7,13,11,24
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,9,0,0,1,9,10
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,2,1,11,3,13,4,17
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,16,14,4,6,20,20,40
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,7,5,0,1,7,6,13
QUIABAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,3,5,25,33,28,38,66
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,6,13,18,37,24,50,74
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,48,24,48,24,72
RAVELO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,2,4,0,0,2,4,6
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,9,18,46,7,55,25,80
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,17,2,2,6,19,8,27
SABAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,2,2,2,2,4
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,15,21,0,5,15,26,41
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,1,2,1,2,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,4,13,6,13,10,26,36
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,7,5,0,0,7,5,12
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,3,13,0,0,3,13,16
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,4,4,19,20,23,24,47
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,3,2,3,2,6,4,10
SAN CARLOS,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,10,1,0,0,10,1,11
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,1,5,5,5,6,11
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,24,5,0,0,24,5,29
SAN JAVIER(BNI),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,4,3,4,3,7
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,2,1,2,4,4,5,9
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,12,16,0,9,12,25,37
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,16,13,16,13,29
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,1,0,0,1,1,2
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,3,3,8,12,11,15,26
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,0,0,1,1,1,2
SAN PEDRO DE QUEMES,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,1,1,1,1,2
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,0,0,0,1,0,1
SAN RAMON BENI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,1,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,3,0,0,1,3,4
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,4,5,2,1,6,6,12
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,742,869,224,143,966,1012,1978
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,4,2,0,0,4,2,6
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,4,0,0,1,4,5
SANTIAGO DE HUATA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,3,6,8,6,11,17
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,0,3,0,3,3
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,6,16,8,15,14,31,45
SENA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,14,9,7,5,21,14,35
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,8,0,0,1,8,9
SICA SICA (VILLA AROMA),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,3,5,3,5,8
SIPE SIPE,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,3,0,0,0,3,3
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,9,22,10,14,19,36,55
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,16,33,1,8,17,41,58
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,10,11,10,21,20,32,52
TARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,94,84,1,4,95,88,183
TEOPONTE,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,4,6,4,6,10
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,16,29,22,24,38,53,91
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,0,0,2,1,2,3
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,3,0,0,1,3,4
TOMINA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,36,39,14,16,50,55,105
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,2,8,3,3,5,11,16
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,1,0,0,1,1,2
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,2,4,7,4,9,13
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,0,0,1,1,1,2
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,13,33,7,6,20,39,59
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,4,3,4,3,7
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,20,16,0,0,20,16,36
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,3,6,12,21,15,27,42
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,0,0,0,1,0,1
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,5,28,0,0,5,28,33
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,4,5,8,10,12,15,27
WALDO BALLIVIAN,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,24,24,0,0,24,24,48
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,22,13,6,1,28,14,42
YANACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,16,33,7,9,23,42,65
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,18,14,7,11,25,25,50
YUNCHARA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,2,0,0,0,2,0,2
ACACIO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,2,0,0,1,2,3
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,20,1,5,3,25,28
AIQUILE,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,1,0,0,1,1,2
ALTO BENI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,2,2,2,2,4
ANZALDO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,15,7,0,0,15,7,22
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,5,2,5,4,10,14
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,39,0,39,0,39
BELEN DE ANDAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,32,43,3,1,35,44,79
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,1,0,0,1,1,2
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,4,3,0,0,4,3,7
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,5,6,2,1,7,7,14
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,4,3,0,0,4,3,7
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,1,4,1,4,5
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,18,26,10,15,28,41,69
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,7,8,10,10,17,27
CATACORA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,3,4,3,4,7
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,4,5,0,0,4,5,9
CHARAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,7,3,2,0,9,3,12
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,5,8,8,8,13,16,29
CHUA COCANI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,1,32,10,32,11,43
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,9,19,5,9,14,28,42
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,8,13,20,28,28,41,69
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,6,4,0,5,6,9,15
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,137,198,16,18,153,216,369
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,8,10,18,24,26,34,60
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,5,7,0,0,5,7,12
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,3,6,3,6,9
COLQUIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,3,7,7,10,10,17,27
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,4,5,0,13,4,18,22
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,1,2,1,3,2,5
COTAGAITA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,2,0,0,0,2,2
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,5,15,0,3,5,18,23
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,11,1,0,3,11,14
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,314,508,802,1245,1116,1753,2869
EL PUENTE(STC),otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,4,0,0,0,4,4
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,3,10,0,0,3,10,13
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,3,5,11,6,14,20
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,8,4,0,0,8,4,12
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,3,4,2,3,5,7,12
EUCALIPTUS,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,3,1,0,0,3,1,4
EUREKA (SANTOS MERCADO),otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,10,13,10,13,23
FERNANDEZ ALONSO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,0,0,0,2,0,2
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,2,0,0,0,2,2
GUANAY,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,3,6,3,6,9
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,3,4,0,0,3,4,7
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,1,0,0,2,1,3
HUACARETA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,4,4,1,5,5,10
HUACHACALLA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,98,1,98,1,99
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,5,0,0,0,5,5
HUARINA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,1,1,2,3,3,6
HUATAJATA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,3,0,8,0,11,11
HUAYLLAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,2,3,2,5,4,9
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,7,18,6,14,13,32,45
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,10,8,2,7,12,15,27
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,5,8,6,9,11,17,28
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,43,85,7,25,50,110,160
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,182,320,289,155,471,475,946
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,1,1,1,1,2
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,7,0,0,1,7,8
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,20,30,21,27,41,57,98
LLICA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,1,0,0,0,1,1
LURIBAY,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,4,4,4,5,8,9,17
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,35,5,0,0,35,5,40
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,7,3,7,3,10
MALLA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,3,7,3,7,10
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,7,15,30,18,37,33,70
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,6,0,1,0,7,7
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,4,11,0,0,4,11,15
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,25,37,3,16,28,53,81
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,2,9,2,9,11
OCURI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,5,4,0,0,5,4,9
OKINAWA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,5,1,0,0,5,1,6
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,72,99,2,7,74,106,180
PADCAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,1,0,0,0,1,1
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,2,0,0,0,2,2
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,3,3,6,9,9,12,21
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,7,7,82,102,89,109,198
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,15,15,0,0,15,15,30
POOPO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,20,37,0,0,20,37,57
PORCO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,0,5,0,5,5
POROMA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,5,3,0,0,5,3,8
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,1,0,1,0,2,2
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,43,36,7,15,50,51,101
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,8,10,3,10,11,21
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,10,1,2,2,12,3,15
PUERTO CARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,5,0,0,1,5,6
PUERTO GONZALO MORENO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,0,3,0,3,3
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,3,2,3,2,5
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,9,2,1,9,10,11,21
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,2,1,1,3,3,6
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,4,6,2,2,6,8,14
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,5,13,1,2,6,15,21
QUIABAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,4,10,0,0,4,10,14
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,8,14,12,14,20,28,48
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,0,0,0,2,0,2
RAVELO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,2,0,0,0,2,2
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,20,24,16,6,36,30,66
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,2,1,1,2,3,5
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,3,0,2,9,5,9,14
SABAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,3,3,3,3,6
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,27,29,3,8,30,37,67
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,7,2,4,10,11,12,23
SAN ANDRES,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,1,0,0,1,1,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,0,1,5,2,5,7
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,8,20,0,10,8,30,38
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,10,17,1,3,11,20,31
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,3,7,8,8,11,19
SAN CARLOS,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,0,0,0,1,0,1
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,0,1,3,2,3,5
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,13,30,37,65,50,95,145
SAN JAVIER(BNI),otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,2,0,0,1,2,3
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,0,1,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,2,0,0,2,2,4
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,16,24,6,10,22,34,56
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,5,13,5,13,18
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,4,6,0,5,4,11,15
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,1,0,0,1,1,2
SAN PEDRO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,6,3,2,1,8,4,12
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,4,3,4,3,7
SAN RAMON SCZ,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,2,0,1,2,3,5
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,1,3,3,4,4,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,801,732,91,133,892,865,1757
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,11,3,0,0,11,3,14
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,0,3,0,3,3
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,2,0,4,2,6,8
SENA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,6,6,4,8,10,18
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,7,1,2,2,9,11
SOPACHUY,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,2,5,12,7,14,21
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,22,29,3,5,25,34,59
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,17,25,2,1,19,26,45
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,29,35,4,8,33,43,76
TARVITA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,4,3,0,0,4,3,7
TEOPONTE,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,0,12,16,12,16,28
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,16,26,3,8,19,34,53
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,2,0,0,0,2,2
TOCO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,0,1,1,2,1,3
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,36,53,9,1,45,54,99
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,3,11,2,5,5,16,21
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,0,1,1,3,1,4
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,8,8,2,8,10,16,26
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,2,4,4,5,6,11
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,2,0,0,0,2,2
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,3,19,3,5,6,24,30
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,47,20,96,6,143,26,169
VILLA NUEVA (LOMA ALTA),otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,3,3,6,9,9,12,21
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,7,3,4,5,11,16
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,6,12,29,28,35,40,75
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,2,2,11,4,13,17
VITICHI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,4,0,0,1,4,5
WALDO BALLIVIAN,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,0,2,2,2,2,4,6
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,18,35,0,1,18,36,54
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,40,24,3,3,43,27,70
YANACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,1,1,0,2,1,3
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,8,3,4,5,12,8,20
YOCALLA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,2,2,0,0,2,2,4
YUNCHARA,otras vacunaciones,antiamarilica ( dosis unica),2022-09-01,1,4,0,0,1,4,5
ACACIO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,3,0,0,3,3,6
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,6,11,4,8,10,19,29
ANCORAIMES,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,9,0,0,1,9,10
ANTEQUERA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,1,0,0,0,1,1
APOLO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,5,8,0,0,5,8,13
ARANI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,8,0,0,1,8,9
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,15,7,14,21,29,28,57
