,group,variable,month,DPT 4TA DOSIS CANTIDAD,DPT 4TA DOSIS CANTIDAD,TOTALES
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,39,28,67
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,5,0,5
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,9,12,21
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,383,177,560
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,1,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,33,20,53
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,4,3,7
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,25,9,34
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,3,4
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,5,6
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,24,89,113
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,6,46,52
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,0,1
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,3,5,8
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,45,44,89
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,2,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,55,0,55
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,85,13,98
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,1,2
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,10,0,10
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,5,6,11
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,4,29,33
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,8,2,10
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,17,5,22
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,5,5
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,9,13,22
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,55,8,63
OCURI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,51,51
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,12,6,18
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,7,7
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,97,91,188
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,0,1
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,14,14
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,11,3,14
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,3,0,3
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,1,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,5,5,10
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,7,8
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,9,0,9
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,16,10,26
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,5,5
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,197,85,282
PRESTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,2,1,3
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,0,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,3,3
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,12,13
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,16,0,16
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,14,14,28
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,11,0,11
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,15,60,75
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,14,15,29
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,21,12,33
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,6,3,9
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,34,108,142
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,8,1,9
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,8,54,62
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,21,13,34
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,8,0,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,5,3,8
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,2,2
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,4,12,16
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,2,7,9
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,2,10,12
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,2,0,2
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,13,12,25
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,11,12,23
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,8,2,10
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,5,4,9
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,20,11,31
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,283,149,432
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,7,18,25
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,10,2,12
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,8,7,15
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,31,29,60
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,3,3,6
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,9,9
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,63,54,117
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,3,2,5
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,14,0,14
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,103,20,123
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,2,13,15
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,12,0,12
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,1,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,6,13,19
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,42,22,64
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,3,1,4
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,2,13,15
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,8,0,8
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,0,1
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,2,8,10
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,24,27,51
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,25,4,29
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,25,18,43
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,6,6,12
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,59,16,75
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,32,17,49
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,7,2,9
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,2,1,3
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,2,0,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,5,1,6
ALCALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,0,1
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,2,9,11
ANZALDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,25,0,25
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,3,3
AZURDUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,5,5
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,3,0,3
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,0,4
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,11,64,75
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,2,6
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,2,0,2
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,6,3,9
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,3,0,3
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,2,2
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,8,8
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,8,10,18
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,2,1,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,19,19
CHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,30,9,39
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,18,18
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,126,11,137
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,3,4
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,3,0,3
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,4,5
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,7,5,12
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,27,53,80
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,11,15
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,348,282,630
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,24,14,38
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,7,12,19
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,5,1,6
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,17,12,29
ESMERALDA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,1,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,3,3
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,0,1
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,13,4,17
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,10,1,11
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,2,11,13
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,5,9
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,9,9
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,5,6
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,16,4,20
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,133,23,156
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,2,2
LAJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,0,1
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,0,4
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,5,5,10
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,127,131
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,9,13
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,8,0,8
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,7,7
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,29,3,32
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,25,24,49
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,0,4
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,11,2,13
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,8,8
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,65,48,113
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,4,8
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,16,11,27
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,2,2
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,2,6,8
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,3,0,3
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,2,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,0,1
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,5,6
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,3,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,47,4,51
PRESTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,1,2
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,3,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,11,0,11
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,60,27,87
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,2,6
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,12,16,28
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,2,1,3
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,5,0,5
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,29,1,30
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,5,6
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,11,32,43
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,2,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,6,6,12
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,21,36,57
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,2,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,4,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,10,5,15
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,5,5
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,18,22
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,2,22,24
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,11,4,15
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,0,4
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,11,0,11
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,3,4
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,7,1,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,410,156,566
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,12,0,12
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,6,0,6
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,4,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,0,4
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,42,0,42
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,2,6
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,78,108,186
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,7,7
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,9,0,9
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,39,27,66
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,3,2,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,1,5
TOLEDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,2,2
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,2,1,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,3,25,28
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,60,24,84
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,45,29,74
TURCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,1,0,1
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,3,1,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,1,1
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,2,2
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,0,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,4,0,4
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,2,2
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,8,10,18
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,35,7,42
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,35,40,75
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,12,1,13
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,25,1,26
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,41,6,47
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,9,6,15
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,9,9
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,2,0,2
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-09-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-10-01,2,0,2
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-10-01,3,22,25
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-10-01,0,6,6
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-10-01,97,0,97
AZURDUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-10-01,0,7,7
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-10-01,13,11,24
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-10-01,0,3,3
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-10-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-10-01,8,9,17
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-10-01,9,1,10
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-10-01,1,1,2
CAJUATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-10-01,4,16,20
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-10-01,1,31,32
