,group,variable,month,SRP DOSIS ÚNICA CANTIDAD,SRP DOSIS ÚNICA CANTIDAD,TOTALES
COPACABANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,4,0,4
CORO CORO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,1,2
COROICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,4,5
CORQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,2,4
COTOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,7,9,16
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,2,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,165,294,459
EL TORNO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,4,2,6
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,0,2
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,2,2
GUAQUI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,23,23
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,4,4
HUANUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,2,4
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,7,8,15
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,6,1,7
LA PAZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,760,21,781
LAJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,2,2
LLICA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,4,17,21
LURIBAY,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,2,2
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,3,3
MECAPACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,3,4
MINEROS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,0,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,7,4,11
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,2,2
OCURI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,50,19,69
PADILLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,2,2
PALCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,0,2
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
PASORAPA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,3,3
POCONA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
PORCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,168,40,208
PORONGO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,3,0,3
PORVENIR,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,165,165
POTOSI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,9,1,10
PUCARANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,2,4
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,4,4
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,1,2
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,19,9,28
PUNATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,7,0,7
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,13,2,15
QUIME,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,2,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,12,75,87
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,13,4,17
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
SACACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,11,18,29
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,1,2
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,6,8
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,4,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,2,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,4,6
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,2,3
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,6,7
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,5,1,6
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,2,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,3,3
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,5,3,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,258,131,389
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,2,2
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,12,13
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,1,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,5,1,6
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
SORACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
SORATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,90,90
SUCRE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,66,36,102
TACACOMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,5,0,5
TAPACARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,12,34,46
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,2,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,3,3
TIPUANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,5,12,17
TOCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,41,39,80
TUPIZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,13,13
UYUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,0,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,4,4,8
VILA VILA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,2,2
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,4,0,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,3,10,13
YACO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,10,1,11
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,4,1,5
YAPACANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,1,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,3,0,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,3,3
BATALLAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
CAIROMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,8,8
CAMIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,44,44
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,1,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,4,16,20
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
CLIZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,58,40,98
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,6,8,14
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,1,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,2,2
COPACABANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,2,3
CORIPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,2,0,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,2,1,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,80,89,169
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,2,0,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,5,0,5
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,2,0,2
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,8,8
HUANUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,6,7
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,6,8,14
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,12,0,12
LA PAZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,108,8,116
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,9,22,31
LLICA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,20,20
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,2,0,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,2,3,5
ORURO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,31,49,80
PAILON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,2,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,3,0,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
POOPO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,5,1,6
POTOSI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,5,0,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,1,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,4,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,12,5,17
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,5,2,7
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,5,6
SACABA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,16,8,24
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,4,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,14,14
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,2,3,5
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,1,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,5,3,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,187,387,574
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,3,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,4,3,7
SUCRE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,7,2,9
TACACOMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,2,3,5
TARABUCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
TARACO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,23,0,23
TIPUANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,3,0,3
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,20,7,27
TUPIZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,4,15,19
URUBICHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,3,0,3
VIACHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,2,3
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,2,0,2
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,1,0,1
VITICHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
WALDO BALLIVIAN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,6,6
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,4,2,6
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,2,2
YANACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,2,1,3
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-12-01,0,1,1
