,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,5,2,7
ALALAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,3,3
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,0,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,5,6
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,13,13
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,5,6
BATALLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,4,4
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,4,0,4
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,12,0,12
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,2,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,3,3,6
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,2,3,5
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,2,0,2
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,3,3
CHIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,16,16
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,2,1,3
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,10,1,11
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,30,13,43
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,19,0,19
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,2,0,2
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,11,12
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,5,5
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,14,10,24
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,5,6,11
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,6,6
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,8,9
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,3,5,8
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,7,7
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,72,40,112
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,2,1,3
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,4,5,9
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,2,3,5
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,12,5,17
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,7,7
HUARINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,3,0,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,22,0,22
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,77,58,135
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,4,4
LURIBAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,0,1
MACHARETI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,2,2
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,20,5,25
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,5,5
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,53,29,82
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,0,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,19,1,20
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,7,8
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,2,1,3
PASORAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,4,0,4
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,6,7
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,5,1,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,37,42,79
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,20,0,20
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,3,3,6
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,11,12
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,2,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,12,12
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,4,5
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,2,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,7,18,25
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,10,10
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,3,0,3
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,16,1,17
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,2,19,21
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,657,71,728
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,0,1
SENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,4,0,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,7,6,13
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,2,5,7
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,4,1,5
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,7,8,15
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,1,2,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,30,30
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,3,5,8
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,30,30
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,5,5,10
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,0,3,3
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,3,3,6
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-10-01,2,17,19
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,7,0,7
ANZALDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,96,96
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,5,20,25
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,9,0,9
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,4,36,40
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,4,0,4
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,6,2,8
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,4,0,4
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,2,2
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,3,3
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,3,0,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,8,0,8
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,6,6
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,5,5
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,7,37,44
CHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,6,6
CHIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,31,31
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,4,0,4
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,5,6,11
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,3,23,26
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,5,5
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,35,0,35
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,4,0,4
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,15,15
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,8,1,9
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,9,1,10
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,29,0,29
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,5,5
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,5,21,26
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,14,18,32
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,2,10,12
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,88,203,291
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,2,3
EXALTACION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,2,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,1,2
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,4,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,7,8
HUARINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,30,0,30
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,35,90,125
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,2,3
LLICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,2,0,2
LORETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,2,0,2
MACHARETI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,3,3,6
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,16,3,19
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,67,67
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,3,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,31,20,51
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,2,7,9
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,4,1,5
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,2,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,27,28
PASORAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,2,0,2
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,1,1
PORCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,4,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,0,1
PUCARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,5,5,10
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,4,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,6,1,7
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,15,15
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,10,3,13
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,2,0,2
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,11,20,31
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,18,18
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,3,12,15
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,4,2,6
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,88,88
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,10,10
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,5,8,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,778,81,859
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,2,2
SENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,8,8
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,2,3
SORATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,12,5,17
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,2,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,4,5
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,3,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,7,6,13
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,6,7
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,3,3,6
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,0,4,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,4,2,6
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,5,15,20
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,8,3,11
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,0,1
YOCALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-11-01,1,11,12
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,4,1,5
ALALAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,4,8,12
ANZALDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,5,5
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,9,10
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,3,4,7
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,10,0,10
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,4,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,33,33
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
CALACOTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,2,0,2
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,4,3,7
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,3,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
CHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,4,4
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,1,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,1,1
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,2,0,2
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,13,4,17
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,5,0,5
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,41,24,65
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,2,3,5
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,1,2
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
