,group,variable,month,ANTI AMARÍLICA CANTIDAD,ANTI AMARÍLICA CANTIDAD,TOTALES
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,4,4,8
SORACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,7,8
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,33,17,50
TAPACARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,4,2,6
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,10,2,12
TARVITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,2,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,6,7
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,17,10,27
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,3,3
TOCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,3,4,7
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,32,6,38
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,6,13,19
TURCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
UNCIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,5,0,5
URUBICHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,2,1,3
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,7,4,11
VACAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,8,0,8
VILA VILA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,6,4,10
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,6,6
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,4,7,11
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,6,12,18
VINTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,8,4,12
VITICHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,26,7,33
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,10,4,14
YANACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,2,2
YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,2,1,3
YOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,2,4
ALALAY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,3,3
ALCALA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,0,3
APOLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,0,3
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,4,4
ARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,6,2,8
ARBIETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,5,5
ARQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,6,0,6
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,7,13,20
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,7,7
BATALLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,1,3
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,7,7,14
CAJUATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,3,4
CALACOTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,0,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,8,7,15
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,3,4
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,2,2
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,4,4
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,5,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,9,9
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
CLIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,1,4
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,3,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,114,10,124
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,29,2,31
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,4,7
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,0,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,7,7
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
COROICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,4,4
CORQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,28,31
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,6,2,8
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
CUEVO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,334,122,456
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,2,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,2,4
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,2,4
ESCOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,3,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,2,4
GUANAY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,5,6
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,5,8
ICHOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,2,5
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,8,0,8
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,4,2,6
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,6,0,6
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,134,13,147
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,12,20,32
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
MAIRANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,0,2
MALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
MAPIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,10,10
MECAPACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,7,7
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,2,3
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,9,10
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,23,13,36
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,0,3
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,33,22,55
PADCAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,2,2
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,7,43,50
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,4,1,5
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,12,12
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,2,2
POOPO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,1,3
POROMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,2,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,29,0,29
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,4,6
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,1,3
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,4,2,6
PUNA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,16,16
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,5,6,11
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,19,0,19
RAVELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,3,4
REYES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,0,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,5,7
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
SABAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,3,3
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,27,18,45
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
SAIPINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,2,3
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,21,21
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,1,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,4,0,4
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,0,2
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,1,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,17,17
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,4,7
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,7,0,7
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,14,14
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,4,4
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,5,8
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,355,67,422
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,9,2,11
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,8,0,8
SORACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,4,4
SORATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,4,4
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,29,15,44
TACACOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,1,3
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,3,3
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,3,4
TARABUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,3,3
TARATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,20,8,28
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,0,2
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,5,6
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,13,12,25
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,5,8
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
TOCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
TOMINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,165,165
TORO TORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,4,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,2,2
TRIGAL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,32,0,32
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,137,140
URUBICHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,50,50
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,7,0,7
VILA VILA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,6,6
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,6,1,7
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,3,5,8
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,4,1,5
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,5,1,6
VITICHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,0,2
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,10,0,10
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,11,6,17
YANACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,1,1,2
YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,2,1,3
YOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-09-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,5,1,6
AIQUILE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,1,2
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,3,3
ANZALDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,27,90,117
ARQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,2,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,0,1
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
AYO AYO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,2,3
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,1,3
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,7,1,8
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,78,78
CAJUATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
CALACOTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,3,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,3,2,5
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,6,1,7
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,2,4
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,6,8,14
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
CHAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,7,7,14
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,4,4
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,6,6
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,12,11,23
CHIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,7,4,11
CHUMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,3,3
CLIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,4,0,4
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,8,4,12
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,11,3,14
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,96,16,112
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,65,3,68
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,9,4,13
COLLANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,5,8,13
COPACABANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,1,3
CORIPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,3,5
CORO CORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,12,13
CORQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,2,3
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,5,5
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,5,10,15
CULPINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,353,211,564
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,3,5
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,10,6,16
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,5,7
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,4,1,5
ESCOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,3,0,3
ESMERALDA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
EXALTACION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,10,12
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,10,12
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,4,1,5
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
HUARINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,5,5
HUMANATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
ICLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,6,6
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,3,3
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,4,4
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,0,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,6,4,10
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,23,2,25
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,189,17,206
LAJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,0,2
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,6,6
LLICA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,51,52
LORETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,0,2
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,6,1,7
