,group,variable,month,DPT 1RA DOSIS CANTIDAD,DPT 1RA DOSIS CANTIDAD,TOTALES
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,4,5
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,2,2
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,22,22
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,7,7
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,3,12,15
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,6,6
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,4,7,11
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,3,4
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,7,7
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,6,14,20
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,9,10,19
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,4,4
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,2,5,7
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,2,3
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,1,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,5,0,5
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,14,14
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,8,0,8
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,123,25,148
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,14,0,14
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,2,1,3
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,4,0,4
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,12,0,12
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,2,3
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,8,2,10
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,3,0,3
COPACABANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,2,17,19
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,9,9
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,10,0,10
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,2,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,147,85,232
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,14,7,21
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,2,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,5,0,5
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,3,3
GUANAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,13,0,13
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,3,2,5
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,2,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,24,14,38
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,31,10,41
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,112,12,124
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,2,12,14
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,13,12,25
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,1,2
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,2,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,41,44,85
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,15,15
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,8,0,8
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,23,24
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,3,1,4
POOPO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,11,4,15
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,3,0,3
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,5,2,7
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,5,1,6
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,2,6,8
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,3,2,5
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,2,7,9
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,5,2,7
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,2,0,2
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,21,21
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,18,1,19
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,13,19,32
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,6,6
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,10,42,52
SAIPINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,15,16
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,3,4,7
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,2,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,9,7,16
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,2,1,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,14,5,19
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,1,2
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,4,2,6
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,13,12,25
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,12,12
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,7,7,14
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,5,5
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,1,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,2,0,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,525,60,585
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
SENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,7,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,1,1
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,42,4,46
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,4,6,10
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,1,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,2,2,4
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,2,2
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,2,10,12
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,2,0,2
TOLEDO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,2,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,4,4
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,3,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,4,1,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,1,1
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,2,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,32,6,38
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,8,0,8
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,1,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,1,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,0,3,3
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-09-01,5,2,7
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,8,8
AYATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,5,6
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,5,5
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,3,6,9
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,6,0,6
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,13,2,15
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,7,7
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,3,3,6
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,2,3,5
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,2,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,4,5
CHIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,1,1
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,4,0,4
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,5,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,2,1,3
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,10,1,11
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,36,13,49
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,53,0,53
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,2,0,2
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,1,2
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,14,10,24
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,6,6
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,2,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,3,5,8
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,7,7
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,71,41,112
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,2,1,3
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,4,5,9
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,2,8,10
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,12,5,17
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,7,7
HUARINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
HUMANATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,3,3
ICHOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,4,4
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,3,0,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,22,0,22
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,69,25,94
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,3,3
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,2,2
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,2,2
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,19,5,24
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,53,29,82
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,20,1,21
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,7,8
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,1,1
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,4,0,4
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,10,10
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,3,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,8,0,8
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,55,48,103
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,20,0,20
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,3,1,4
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,10,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,2,0,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,4,5
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,3,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,7,18,25
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,3,1,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,6,0,6
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,10,10
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,16,1,17
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,73,53,126
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,2,0,2
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,701,71,772
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
SENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,4,7,11
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,10,6,16
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,16,16
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,2,1,3
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,2,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,17,13,30
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,2,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,11,8,19
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,3,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,3,5,8
UMALA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,2,2
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,38,38
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,39,0,39
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,5,2,7
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,3,0,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,0,3,3
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,5,0,5
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,3,3,6
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,2,17,19
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-10-01,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,5,8,13
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,4,21,25
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,8,0,8
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,4,4,8
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,2,3,5
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,3,0,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,8,0,8
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,5,5
CHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,6,6
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,10,0,10
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,4,4
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,7,0,7
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,5,2,7
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,3,23,26
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,5,5
