,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTALES
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,34,109,143
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,0,3,3
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,8,1,9
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,8,49,57
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,21,13,34
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,10,0,10
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,5,3,8
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,4,12,16
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,2,7,9
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,2,10,12
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,3,0,3
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,13,12,25
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,11,18,29
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,8,2,10
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,5,4,9
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,20,11,31
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,251,139,390
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,7,18,25
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,10,2,12
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,4,5,9
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,31,29,60
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,3,3,6
SORATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,0,9,9
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,59,54,113
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,3,1,4
TARATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,12,0,12
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,41,26,67
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,2,13,15
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,12,0,12
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,1,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,6,13,19
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,44,22,66
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,3,1,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,8,0,8
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,7,0,7
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,2,8,10
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,24,27,51
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,25,4,29
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,25,18,43
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,0,5,5
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,6,11,17
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,59,16,75
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,32,17,49
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
YOTALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,2,1,3
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,5,1,6
ALCALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,25,0,25
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,4,4
AZURDUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,5,5
BATALLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,3,0,3
BAURES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,4,0,4
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,11,64,75
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,4,0,4
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,2,0,2
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,6,0,6
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,2,2
CALACOTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,4,4
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,3,0,3
CAMARGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,2,2
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,8,8
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,8,10,18
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,2,1,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,19,19
CHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,7,8
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,30,9,39
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,18,18
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,139,13,152
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,3,4
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,3,0,3
COMANCHE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
COPACABANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,2,2,4
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,4,5
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,7,5,12
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,27,53,80
CUEVO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,4,11,15
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,348,282,630
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,24,14,38
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,7,12,19
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,5,1,6
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,17,12,29
EXALTACION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,3,3
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
GUAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,10,3,13
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,10,1,11
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,2,11,13
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,2,2
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,9,9
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,4,5
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,16,4,20
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,75,20,95
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,2,2
LAJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,4,0,4
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,4,9,13
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,8,0,8
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,7,7
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,37,3,40
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,16,24,40
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,4,0,4
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,11,2,13
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,8,8
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,93,55,148
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,4,5
PADILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,16,11,27
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,2,2
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,2,6,8
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,3,3,6
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,2,6,8
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
POROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,5,6
PORONGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,3,1,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,47,4,51
PRESTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,1,2
PUCARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,3,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,11,0,11
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,60,27,87
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,2,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,14,15,29
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,7,7
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,5,0,5
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,10,1,11
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,5,6
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,11,32,43
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,2,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,6,6,12
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,5,5
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,19,36,55
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,8,4,12
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,10,5,15
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,5,5
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,4,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,4,18,22
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,2,22,24
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,11,4,15
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,4,0,4
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,11,0,11
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,7,1,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,417,149,566
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,12,0,12
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,6,0,6
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,4,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,28,0,28
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,4,2,6
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,73,108,181
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,4,4
TARATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,6,1,7
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,25,23,48
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,3,2,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,3,1,4
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,2,1,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,3,22,25
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,55,23,78
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,19,20,39
TURCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,4,0,4
UNCIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,1,1
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,2,2
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,4,0,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,4,0,4
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,0,2,2
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,8,10,18
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,35,7,42
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,35,40,75
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,14,1,15
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,25,1,26
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,45,6,51
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,8,0,8
YOTALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-09-01,2,0,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,0,2
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,7,7
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,6,6
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,0,2
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,8,8
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,3,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,97,0,97
AZURDUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,7,7
BAURES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,13,11,24
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,3,3
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,13,19,32
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,8,1,9
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,1,2
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,4,4
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,2,2
CALACOTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,2,2
CAMARGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,31,32
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,6,0,6
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,6,7
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,11,11
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,7,1,8
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,3,3
CHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,11,11
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,1,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,4,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,16,9,25
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,9,2,11
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,273,16,289
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,33,33
COLLANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,7,9
COMANCHE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,6,6,12
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,6,17,23
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,29,36,65
CULPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,13,1,14
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,291,788,1079
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,2,3
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,11,7,18
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,14,5,19
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,4,2,6
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,34,22,56
EXALTACION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,7,7
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,4,4
GUAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,18,10,28
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,5,6
