,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,2,0,2
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,10,2,12
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,16,4,20
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,18,0,18
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,17,0,17
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,36,1,37
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,14,0,14
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,25,0,25
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,90,0,90
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,4,0,4
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,9,5,14
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,57,1,58
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,3,0,3
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,5,0,5
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,13,5,18
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,103,1,104
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,18,4,22
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,78,1,79
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,144,0,144
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,14,0,14
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,1,0,1
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,111,1,112
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,1,3,4
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,100,0,100
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,7,0,7
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,5,0,5
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,21,0,21
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,3,0,3
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,13,1,14
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,1,3,4
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-01-01,3,0,3
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,11,0,11
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,52,1,53
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,8,1,9
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,33,0,33
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,0,1,1
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,2,2,4
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,18,0,18
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,17,1,18
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,3,0,3
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,1,2
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,3,4,7
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,17,3,20
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,11,4,15
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,8,8,16
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,19,2,21
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,53,0,53
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,13,0,13
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,3,3,6
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,23,2,25
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,8,12,20
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,9,0,9
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,7,0,7
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,1,2
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,0,1,1
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,29,0,29
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,31,1,32
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,5,0,5
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,5,3,8
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,11,0,11
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,20,0,20
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,9,0,9
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,10,0,10
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,9,0,9
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,15,2,17
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,18,1,19
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,3,1,4
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,29,0,29
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,30,0,30
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,7,2,9
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,14,0,14
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,60,3,63
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,15,0,15
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,4,8,12
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,6,0,6
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,46,5,51
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,5,2,7
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,42,3,45
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,4,0,4
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,15,0,15
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,24,0,24
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,45,0,45
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,7,1,8
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,6,0,6
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,14,3,17
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,28,0,28
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,91,0,91
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,8,9,17
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,937,11,948
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,72,0,72
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,9,0,9
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,29,0,29
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,9,0,9
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,19,10,29
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,10,0,10
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,15,11,26
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,44,0,44
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,0,2,2
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,28,0,28
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,12,1,13
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,22,0,22
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,6,3,9
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,26,0,26
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,13,0,13
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,27,8,35
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,73,0,73
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,14,2,16
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,2,0,2
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,4,0,4
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,11,5,16
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,8,0,8
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,4,0,4
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,913,3,916
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,2,4,6
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,12,0,12
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,15,1,16
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,94,0,94
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,20,2,22
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,35,0,35
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,5,1,6
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,2,0,2
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,2,1,3
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,30,0,30
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,7,0,7
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,27,8,35
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,3,0,3
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,15,3,18
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,4,1,5
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,85,1,86
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,18,0,18
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,10,0,10
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,4,0,4
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,16,0,16
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,7,0,7
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,6,1,7
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,5,1,6
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,1,2
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,1,2
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,9,4,13
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,20,14,34
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,4,0,4
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,5,0,5
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,11,0,11
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,16,2,18
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,11,2,13
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,42,0,42
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,69,0,69
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,966,0,966
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,7,0,7
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,13,0,13
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,3,0,3
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,4,0,4
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,50,0,50
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,5,0,5
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,11,0,11
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,7,2,9
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,5,0,5
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,7,1,8
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,25,0,25
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,17,0,17
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,15,0,15
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,8,0,8
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,35,0,35
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,30,0,30
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,7,0,7
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,8,2,10
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,44,2,46
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,158,1,159
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,16,4,20
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,12,6,18
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,16,5,21
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,13,0,13
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,358,0,358
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,14,0,14
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,18,0,18
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,47,4,51
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,8,2,10
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,38,0,38
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,3,0,3
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,13,0,13
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,2,1,3
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,6,0,6
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,30,0,30
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,9,2,11
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,3,0,3
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,21,4,25
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,12,2,14
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,22,0,22
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,3,0,3
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,12,0,12
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,14,4,18
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,12,0,12
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,100,0,100
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,4,1,5
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,268,1,269
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,3,4,7
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,2,3,5
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,24,0,24
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,4,2,6
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,5,1,6
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,8,0,8
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,2,0,2
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,20,0,20
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,3,1,4
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,5,0,5
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,39,0,39
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,95,0,95
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,15,4,19
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,25,0,25
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,85,2,87
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,8,0,8
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,3,0,3
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,10,2,12
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,29,6,35
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,260,7,267
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,22,0,22
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,28,11,39
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,132,0,132
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,4,0,4
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,17,1,18
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,11,0,11
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,6,3,9
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,15,2,17
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-02-01,1,0,1
