,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,3,4,7
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,8,2,10
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,7,0,7
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,8,0,8
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,26,1,27
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,16,0,16
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,8,0,8
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,56,3,59
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,4,2,6
VILLA CHARCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,3,2,5
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,29,1,30
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,3,0,3
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,5,0,5
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,4,1,5
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,78,4,82
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,4,2,6
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,32,5,37
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,69,0,69
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,6,0,6
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,86,1,87
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,8,5,13
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,52,0,52
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,2,0,2
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,5,0,5
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,83,0,83
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,5,1,6
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,4,0,4
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,0,2,2
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-01-01,1,0,1
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,48,1,49
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,1,2
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,29,0,29
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,1,3
ALTO BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,6,1,7
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,6,0,6
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,4,6
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,5,2,7
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,6,9
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,1,2
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,4,3,7
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,7,8
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,14,2,16
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,17,0,17
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,7,0,7
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,2,4
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,7,0,7
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,25,2,27
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,0,3
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,19,0,19
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
BELEN DE ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,0,1,1
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,0,1,1
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,17,0,17
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,15,5,20
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,1,2
BOLPEBRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,5,0,5
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,16,0,16
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,6,2,8
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,7,0,7
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,0,1,1
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,1,3
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,16,0,16
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,58,1,59
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,11,1,12
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,11,0,11
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,9,2,11
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,36,4,40
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,0,3
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,6,1,7
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,10,0,10
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,35,6,41
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,4,0,4
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,31,2,33
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,7,3,10
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,19,0,19
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
CHOQUE COTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,11,0,11
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,17,2,19
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,4,2,6
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,6,6,12
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,11,0,11
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,33,0,33
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,8,11
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1074,12,1086
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,71,6,77
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,7,2,9
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,23,0,23
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,0,3
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,18,5,23
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,6,0,6
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,2,4
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,4,0,4
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,8,0,8
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,0,2,2
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,41,0,41
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,10,0,10
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,10,1,11
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,2,4
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,30,0,30
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,5,1,6
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,7,1,8
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,48,0,48
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,4,3,7
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,4,2,6
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,0,1,1
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,1,3
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1063,5,1068
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,4,7
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,13,0,13
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,1,4
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,24,0,24
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,11,0,11
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,17,5,22
ESCARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,0,1,1
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,0,3
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,0,2,2
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,10,0,10
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,6,1,7
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,6,1,7
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,9,0,9
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,5,2,7
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,52,1,53
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,14,5,19
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,0,3
HUACHACALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,29,0,29
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,5,0,5
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,0,3
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,6,4,10
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,5,0,5
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,3,6
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,10,0,10
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,6,1,7
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,31,0,31
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,66,0,66
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1188,1,1189
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,0,3
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,13,0,13
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,57,2,59
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,7,0,7
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,6,0,6
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,5,0,5
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,7,0,7
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,7,0,7
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,9,1,10
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,12,0,12
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,18,0,18
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,5,1,6
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,17,0,17
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,129,0,129
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,12,0,12
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,17,2,19
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,5,0,5
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,0,3
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,378,0,378
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,7,0,7
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,9,1,10
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,21,3,24
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,0,3
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,24,0,24
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,5,0,5
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,1,2
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,20,2,22
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,1,3
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,7,1,8
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,9,7,16
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,8,0,8
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,14,0,14
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,6,0,6
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,7,10
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,2,4
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,25,0,25
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,367,0,367
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,3,6
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,27,0,27
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,4,4,8
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,1,3
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,1,3
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,20,0,20
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,2,4
PUERTO SILES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,39,9,48
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,87,1,88
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,8,0,8
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,33,0,33
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,133,1,134
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
