,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2011-02-01,135,0,135
CHUMA,consultas prenatales,repetidas,2011-02-01,27,3,30
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2011-02-01,29,7,36
CKOCHAS,consultas prenatales,repetidas,2011-02-01,57,16,73
CLIZA,consultas prenatales,repetidas,2011-02-01,247,1,248
COBIJA,consultas prenatales,repetidas,2011-02-01,666,0,666
COCAPATA,consultas prenatales,repetidas,2011-02-01,25,28,53
COCHABAMBA,consultas prenatales,repetidas,2011-02-01,5275,38,5313
COIPASA,consultas prenatales,repetidas,2011-02-01,3,0,3
COLCAPIRHUA,consultas prenatales,repetidas,2011-02-01,364,1,365
"COLCHA ""K""",consultas prenatales,repetidas,2011-02-01,33,6,39
COLLANA,consultas prenatales,repetidas,2011-02-01,6,0,6
COLOMI,consultas prenatales,repetidas,2011-02-01,114,2,116
COLPA BELGICA,consultas prenatales,repetidas,2011-02-01,45,0,45
COLQUECHACA,consultas prenatales,repetidas,2011-02-01,101,35,136
COLQUENCHA,consultas prenatales,repetidas,2011-02-01,60,1,61
COLQUIRI,consultas prenatales,repetidas,2011-02-01,34,36,70
COMANCHE,consultas prenatales,repetidas,2011-02-01,5,0,5
COMARAPA,consultas prenatales,repetidas,2011-02-01,246,0,246
COMBAYA,consultas prenatales,repetidas,2011-02-01,2,3,5
CONCEPCION,consultas prenatales,repetidas,2011-02-01,102,0,102
COPACABANA,consultas prenatales,repetidas,2011-02-01,44,7,51
CORIPATA,consultas prenatales,repetidas,2011-02-01,101,1,102
CORO CORO,consultas prenatales,repetidas,2011-02-01,21,10,31
COROICO,consultas prenatales,repetidas,2011-02-01,117,2,119
CORQUE,consultas prenatales,repetidas,2011-02-01,28,2,30
COTAGAITA,consultas prenatales,repetidas,2011-02-01,116,23,139
COTOCA,consultas prenatales,repetidas,2011-02-01,472,0,472
CUATRO CAÑADAS,consultas prenatales,repetidas,2011-02-01,145,5,150
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2011-02-01,10,0,10
CUEVO,consultas prenatales,repetidas,2011-02-01,21,4,25
CULPINA,consultas prenatales,repetidas,2011-02-01,75,23,98
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2011-02-01,20,0,20
CURVA,consultas prenatales,repetidas,2011-02-01,1,2,3
DESAGUADERO,consultas prenatales,repetidas,2011-02-01,30,0,30
EL ALTO,consultas prenatales,repetidas,2011-02-01,5906,4,5910
EL CHORO,consultas prenatales,repetidas,2011-02-01,6,10,16
EL PUENTE(STC),consultas prenatales,repetidas,2011-02-01,101,1,102
EL PUENTE(TJA),consultas prenatales,repetidas,2011-02-01,62,4,66
EL TORNO,consultas prenatales,repetidas,2011-02-01,424,0,424
EL VILLAR,consultas prenatales,repetidas,2011-02-01,16,0,16
ENTRE RIOS TRJ,consultas prenatales,repetidas,2011-02-01,108,11,119
ENTRE RIOS CBBA,consultas prenatales,repetidas,2011-02-01,204,0,204
ESCOMA,consultas prenatales,repetidas,2011-02-01,38,3,41
EUCALIPTUS,consultas prenatales,repetidas,2011-02-01,21,0,21
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2011-02-01,6,2,8
EXALTACION,consultas prenatales,repetidas,2011-02-01,4,0,4
FERNANDEZ ALONSO,consultas prenatales,repetidas,2011-02-01,98,0,98
FILADELFIA,consultas prenatales,repetidas,2011-02-01,31,0,31
GENERAL SAAVEDRA,consultas prenatales,repetidas,2011-02-01,99,23,122
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2011-02-01,27,9,36
GUANAY,consultas prenatales,repetidas,2011-02-01,87,7,94
GUAQUI,consultas prenatales,repetidas,2011-02-01,17,1,18
GUAYARAMERIN,consultas prenatales,repetidas,2011-02-01,450,2,452
GUTIERREZ,consultas prenatales,repetidas,2011-02-01,68,4,72
HUACARETA,consultas prenatales,repetidas,2011-02-01,46,17,63
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2011-02-01,17,1,18
HUACHACALLA,consultas prenatales,repetidas,2011-02-01,2,0,2
HUANUNI,consultas prenatales,repetidas,2011-02-01,175,0,175
HUARACAJE,consultas prenatales,repetidas,2011-02-01,22,0,22
HUARINA,consultas prenatales,repetidas,2011-02-01,20,3,23
HUAYLLAMARCA,consultas prenatales,repetidas,2011-02-01,12,2,14
HUMANATA,consultas prenatales,repetidas,2011-02-01,10,5,15
ICHOCA,consultas prenatales,repetidas,2011-02-01,7,6,13
ICLA,consultas prenatales,repetidas,2011-02-01,26,10,36
INCAHUASI,consultas prenatales,repetidas,2011-02-01,66,34,100
INGAVI (HUMAITA),consultas prenatales,repetidas,2011-02-01,9,1,10
INQUISIVI,consultas prenatales,repetidas,2011-02-01,17,6,23
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2011-02-01,58,0,58
IXIAMAS,consultas prenatales,repetidas,2011-02-01,84,2,86
JESUS DE MACHACA,consultas prenatales,repetidas,2011-02-01,48,8,56
LA ASUNTA,consultas prenatales,repetidas,2011-02-01,232,0,232
LA GUARDIA,consultas prenatales,repetidas,2011-02-01,541,0,541
LA PAZ,consultas prenatales,repetidas,2011-02-01,7294,0,7294
LAGUNILLAS,consultas prenatales,repetidas,2011-02-01,31,2,33
LAJA,consultas prenatales,repetidas,2011-02-01,71,0,71
LAS CARRERAS,consultas prenatales,repetidas,2011-02-01,14,1,15
LICOMA PAMPA,consultas prenatales,repetidas,2011-02-01,18,0,18
LLALLAGUA,consultas prenatales,repetidas,2011-02-01,253,9,262
LLICA,consultas prenatales,repetidas,2011-02-01,13,1,14
LORETO,consultas prenatales,repetidas,2011-02-01,14,3,17
LURIBAY,consultas prenatales,repetidas,2011-02-01,26,3,29
MACHACAMARCA,consultas prenatales,repetidas,2011-02-01,35,0,35
MACHARETI,consultas prenatales,repetidas,2011-02-01,48,9,57
MAGDALENA,consultas prenatales,repetidas,2011-02-01,85,2,87
MAIRANA,consultas prenatales,repetidas,2011-02-01,99,0,99
MALLA,consultas prenatales,repetidas,2011-02-01,3,1,4
MAPIRI,consultas prenatales,repetidas,2011-02-01,124,1,125
MECAPACA,consultas prenatales,repetidas,2011-02-01,39,7,46
MINEROS,consultas prenatales,repetidas,2011-02-01,209,0,209
MIZQUE,consultas prenatales,repetidas,2011-02-01,137,2,139
MOCOMOCO,consultas prenatales,repetidas,2011-02-01,33,6,39
MOJINETE,consultas prenatales,repetidas,2011-02-01,0,1,1
MOJOCOYA,consultas prenatales,repetidas,2011-02-01,31,7,38
MONTEAGUDO,consultas prenatales,repetidas,2011-02-01,272,3,275
MONTERO,consultas prenatales,repetidas,2011-02-01,1119,3,1122
MORO MORO,consultas prenatales,repetidas,2011-02-01,14,3,17
MOROCHATA,consultas prenatales,repetidas,2011-02-01,41,5,46
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2011-02-01,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2011-02-01,5,0,5
OCURI,consultas prenatales,repetidas,2011-02-01,55,17,72
OKINAWA,consultas prenatales,repetidas,2011-02-01,118,5,123
OMEREQUE,consultas prenatales,repetidas,2011-02-01,41,4,45
ORURO,consultas prenatales,repetidas,2011-02-01,2526,0,2526
PADCAYA,consultas prenatales,repetidas,2011-02-01,108,3,111
PADILLA,consultas prenatales,repetidas,2011-02-01,61,4,65
PAILON,consultas prenatales,repetidas,2011-02-01,150,17,167
PALCA,consultas prenatales,repetidas,2011-02-01,12,4,16
PALOS BLANCOS,consultas prenatales,repetidas,2011-02-01,213,0,213
PAMPA AULLAGAS,consultas prenatales,repetidas,2011-02-01,14,0,14
PAMPA GRANDE,consultas prenatales,repetidas,2011-02-01,71,0,71
PAPEL PAMPA,consultas prenatales,repetidas,2011-02-01,7,8,15
PASORAPA,consultas prenatales,repetidas,2011-02-01,20,0,20
PATACAMAYA,consultas prenatales,repetidas,2011-02-01,170,1,171
PAZÑA,consultas prenatales,repetidas,2011-02-01,32,10,42
PELECHUCO,consultas prenatales,repetidas,2011-02-01,18,1,19
POCOATA,consultas prenatales,repetidas,2011-02-01,56,26,82
POCONA,consultas prenatales,repetidas,2011-02-01,47,4,51
POJO (CBBA),consultas prenatales,repetidas,2011-02-01,99,0,99
POOPO,consultas prenatales,repetidas,2011-02-01,28,2,30
PORCO,consultas prenatales,repetidas,2011-02-01,84,2,86
POROMA,consultas prenatales,repetidas,2011-02-01,39,13,52
PORONGO,consultas prenatales,repetidas,2011-02-01,54,4,58
PORTACHUELO,consultas prenatales,repetidas,2011-02-01,277,0,277
PORVENIR,consultas prenatales,repetidas,2011-02-01,27,0,27
POSTRER VALLE,consultas prenatales,repetidas,2011-02-01,7,5,12
POTOSI,consultas prenatales,repetidas,2011-02-01,1418,2,1420
PRESTO,consultas prenatales,repetidas,2011-02-01,6,23,29
PUCARA,consultas prenatales,repetidas,2011-02-01,10,6,16
PUCARANI,consultas prenatales,repetidas,2011-02-01,115,1,116
PUERTO ACOSTA,consultas prenatales,repetidas,2011-02-01,13,4,17
PUERTO CARABUCO,consultas prenatales,repetidas,2011-02-01,21,11,32
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2011-02-01,29,7,36
PUERTO PEREZ,consultas prenatales,repetidas,2011-02-01,7,2,9
PUERTO QUIJARRO,consultas prenatales,repetidas,2011-02-01,55,0,55
PUERTO RICO,consultas prenatales,repetidas,2011-02-01,58,2,60
PUERTO SILES,consultas prenatales,repetidas,2011-02-01,11,0,11
PUERTO SUAREZ,consultas prenatales,repetidas,2011-02-01,134,3,137
PUERTO VILLARROEL,consultas prenatales,repetidas,2011-02-01,531,0,531
PUNA,consultas prenatales,repetidas,2011-02-01,99,13,112
PUNATA,consultas prenatales,repetidas,2011-02-01,184,0,184
QUIABAYA,consultas prenatales,repetidas,2011-02-01,4,0,4
QUILLACOLLO,consultas prenatales,repetidas,2011-02-01,339,2,341
QUIME,consultas prenatales,repetidas,2011-02-01,57,0,57
QUIRUSILLAS,consultas prenatales,repetidas,2011-02-01,11,0,11
RAVELO,consultas prenatales,repetidas,2011-02-01,53,16,69
REYES,consultas prenatales,repetidas,2011-02-01,101,7,108
RIBERALTA,consultas prenatales,repetidas,2011-02-01,1158,15,1173
ROBORE,consultas prenatales,repetidas,2011-02-01,87,0,87
RURRENABAQUE,consultas prenatales,repetidas,2011-02-01,121,16,137
SABAYA,consultas prenatales,repetidas,2011-02-01,9,0,9
SACABA,consultas prenatales,repetidas,2011-02-01,974,2,976
SACABAMBA,consultas prenatales,repetidas,2011-02-01,17,0,17
SACACA,consultas prenatales,repetidas,2011-02-01,94,5,99
SAIPINA,consultas prenatales,repetidas,2011-02-01,55,0,55
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2011-02-01,26,13,39
SAMAIPATA,consultas prenatales,repetidas,2011-02-01,46,3,49
SAN AGUSTIN,consultas prenatales,repetidas,2011-02-01,7,0,7
SAN ANDRES,consultas prenatales,repetidas,2011-02-01,58,14,72
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2011-02-01,9,7,16
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2011-02-01,14,5,19
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2011-02-01,31,4,35
SAN BENITO,consultas prenatales,repetidas,2011-02-01,124,4,128
SAN BORJA,consultas prenatales,repetidas,2011-02-01,333,29,362
SAN BUENA VENTURA,consultas prenatales,repetidas,2011-02-01,89,6,95
SAN CARLOS,consultas prenatales,repetidas,2011-02-01,171,0,171
SAN IGNACIO,consultas prenatales,repetidas,2011-02-01,193,0,193
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2011-02-01,621,36,657
SAN JAVIER(BNI),consultas prenatales,repetidas,2011-02-01,13,1,14
SAN JAVIER(STC),consultas prenatales,repetidas,2011-02-01,156,0,156
SAN JOAQUIN,consultas prenatales,repetidas,2011-02-01,30,11,41
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2011-02-01,126,0,126
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2011-02-01,90,0,90
SAN JULIAN,consultas prenatales,repetidas,2011-02-01,321,17,338
SAN LORENZO(PND),consultas prenatales,repetidas,2011-02-01,17,5,22
SAN LORENZO(TJA),consultas prenatales,repetidas,2011-02-01,88,5,93
SAN LUCAS,consultas prenatales,repetidas,2011-02-01,147,106,253
SAN MATIAS,consultas prenatales,repetidas,2011-02-01,101,0,101
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2011-02-01,92,15,107
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2011-02-01,13,2,15
SAN PEDRO,consultas prenatales,repetidas,2011-02-01,131,0,131
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2011-02-01,57,10,67
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2011-02-01,12,4,16
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2011-02-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2011-02-01,11,0,11
SAN PEDRO(PND),consultas prenatales,repetidas,2011-02-01,6,1,7
SAN RAFAEL,consultas prenatales,repetidas,2011-02-01,51,2,53
SAN RAMON BENI,consultas prenatales,repetidas,2011-02-01,40,0,40
SAN RAMON SCZ,consultas prenatales,repetidas,2011-02-01,110,0,110
SANTA ANA,consultas prenatales,repetidas,2011-02-01,181,0,181
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2011-02-01,8013,8,8021
SANTA ROSA,consultas prenatales,repetidas,2011-02-01,94,2,96
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2011-02-01,150,0,150
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2011-02-01,1,7,8
SANTIAGO DE HUARI,consultas prenatales,repetidas,2011-02-01,26,0,26
SANTIAGO DE HUATA,consultas prenatales,repetidas,2011-02-01,15,2,17
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2011-02-01,0,9,9
SANTIVAÑES,consultas prenatales,repetidas,2011-02-01,22,1,23
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2011-02-01,13,3,16
SAPAHAQUI,consultas prenatales,repetidas,2011-02-01,11,6,17
SENA,consultas prenatales,repetidas,2011-02-01,23,0,23
SHINAOTA,consultas prenatales,repetidas,2011-02-01,351,0,351
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2011-02-01,62,0,62
SICAYA,consultas prenatales,repetidas,2011-02-01,17,0,17
SIPE SIPE,consultas prenatales,repetidas,2011-02-01,244,0,244
SOPACHUY,consultas prenatales,repetidas,2011-02-01,41,6,47
SORACACHI,consultas prenatales,repetidas,2011-02-01,20,8,28
SORATA,consultas prenatales,repetidas,2011-02-01,72,17,89
SUCRE,consultas prenatales,repetidas,2011-02-01,3019,22,3041
TACACHI,consultas prenatales,repetidas,2011-02-01,2,0,2
TACACOMA,consultas prenatales,repetidas,2011-02-01,35,4,39
TACOBAMBA,consultas prenatales,repetidas,2011-02-01,18,4,22
TACOPAYA,consultas prenatales,repetidas,2011-02-01,32,7,39
TAHUA,consultas prenatales,repetidas,2011-02-01,8,0,8
TAPACARI,consultas prenatales,repetidas,2011-02-01,73,48,121
TARABUCO,consultas prenatales,repetidas,2011-02-01,80,17,97
TARACO,consultas prenatales,repetidas,2011-02-01,5,2,7
TARATA,consultas prenatales,repetidas,2011-02-01,46,1,47
TARIJA,consultas prenatales,repetidas,2011-02-01,1815,0,1815
TARVITA,consultas prenatales,repetidas,2011-02-01,85,17,102
TEOPONTE,consultas prenatales,repetidas,2011-02-01,47,9,56
TIAWANACU,consultas prenatales,repetidas,2011-02-01,59,8,67
TINGUIPAYA,consultas prenatales,repetidas,2011-02-01,37,10,47
TIPUANI,consultas prenatales,repetidas,2011-02-01,65,0,65
TIQUIPAYA,consultas prenatales,repetidas,2011-02-01,498,3,501
TIRAQUE (CBBA),consultas prenatales,repetidas,2011-02-01,77,1,78
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2011-02-01,4,0,4
TOCO,consultas prenatales,repetidas,2011-02-01,19,1,20
TOLATA,consultas prenatales,repetidas,2011-02-01,20,0,20
TOLEDO,consultas prenatales,repetidas,2011-02-01,23,1,24
TOMAVE,consultas prenatales,repetidas,2011-02-01,35,18,53
TOMINA,consultas prenatales,repetidas,2011-02-01,60,2,62
TORO TORO,consultas prenatales,repetidas,2011-02-01,17,2,19
TOTORA(CBBA),consultas prenatales,repetidas,2011-02-01,87,2,89
TOTORA(ORR),consultas prenatales,repetidas,2011-02-01,13,2,15
TRIGAL,consultas prenatales,repetidas,2011-02-01,9,2,11
TRINIDAD,consultas prenatales,repetidas,2011-02-01,1165,6,1171
TUPIZA,consultas prenatales,repetidas,2011-02-01,327,17,344
TURCO,consultas prenatales,repetidas,2011-02-01,17,0,17
UMALA,consultas prenatales,repetidas,2011-02-01,17,3,20
UNCIA,consultas prenatales,repetidas,2011-02-01,92,17,109
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2011-02-01,81,2,83
URUBICHA,consultas prenatales,repetidas,2011-02-01,60,0,60
UYUNI,consultas prenatales,repetidas,2011-02-01,221,15,236
VACAS,consultas prenatales,repetidas,2011-02-01,30,7,37
VALLEGRANDE,consultas prenatales,repetidas,2011-02-01,95,5,100
VIACHA,consultas prenatales,repetidas,2011-02-01,322,2,324
VILA VILA,consultas prenatales,repetidas,2011-02-01,10,2,12
VILLA CHARCAS,consultas prenatales,repetidas,2011-02-01,76,28,104
VILLA MONTES,consultas prenatales,repetidas,2011-02-01,315,12,327
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2011-02-01,13,0,13
VILLA RIVERO,consultas prenatales,repetidas,2011-02-01,27,0,27
VILLA SERRANO,consultas prenatales,repetidas,2011-02-01,72,11,83
VILLA TUNARI,consultas prenatales,repetidas,2011-02-01,545,4,549
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2011-02-01,61,11,72
VILLAZON,consultas prenatales,repetidas,2011-02-01,330,20,350
VINTO,consultas prenatales,repetidas,2011-02-01,135,0,135
VITICHI,consultas prenatales,repetidas,2011-02-01,56,12,68
WALDO BALLIVIAN,consultas prenatales,repetidas,2011-02-01,13,0,13
WARNES,consultas prenatales,repetidas,2011-02-01,603,5,608
YACO,consultas prenatales,repetidas,2011-02-01,9,9,18
YACUIBA,consultas prenatales,repetidas,2011-02-01,639,1,640
YAMPARAEZ,consultas prenatales,repetidas,2011-02-01,21,10,31
YANACACHI,consultas prenatales,repetidas,2011-02-01,21,0,21
YAPACANI,consultas prenatales,repetidas,2011-02-01,412,5,417
YOCALLA,consultas prenatales,repetidas,2011-02-01,18,3,21
YOTALA,consultas prenatales,repetidas,2011-02-01,41,2,43
YUNCHARA,consultas prenatales,repetidas,2011-02-01,3,17,20
ZUDAÑEZ,consultas prenatales,repetidas,2011-02-01,29,3,32
ACACIO,consultas prenatales,repetidas,2011-03-01,20,2,22
ACHACACHI,consultas prenatales,repetidas,2011-03-01,213,9,222
ACHOCALLA,consultas prenatales,repetidas,2011-03-01,53,3,56
AIQUILE,consultas prenatales,repetidas,2011-03-01,215,1,216
ALALAY,consultas prenatales,repetidas,2011-03-01,3,0,3
ALCALA,consultas prenatales,repetidas,2011-03-01,28,1,29
ALTO BENI,consultas prenatales,repetidas,2011-03-01,56,13,69
ANCORAIMES,consultas prenatales,repetidas,2011-03-01,39,1,40
ANDAMARCA,consultas prenatales,repetidas,2011-03-01,6,4,10
ANTEQUERA,consultas prenatales,repetidas,2011-03-01,20,5,25
ANZALDO,consultas prenatales,repetidas,2011-03-01,29,9,38
APOLO,consultas prenatales,repetidas,2011-03-01,101,5,106
ARAMPAMPA,consultas prenatales,repetidas,2011-03-01,12,4,16
ARANI,consultas prenatales,repetidas,2011-03-01,134,7,141
ARBIETO,consultas prenatales,repetidas,2011-03-01,33,9,42
ARQUE,consultas prenatales,repetidas,2011-03-01,72,7,79
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2011-03-01,368,0,368
ATOCHA,consultas prenatales,repetidas,2011-03-01,56,2,58
AUCAPATA,consultas prenatales,repetidas,2011-03-01,5,1,6
AYATA,consultas prenatales,repetidas,2011-03-01,16,13,29
AYO AYO,consultas prenatales,repetidas,2011-03-01,38,0,38
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2011-03-01,138,20,158
AZURDUY,consultas prenatales,repetidas,2011-03-01,42,23,65
BATALLAS,consultas prenatales,repetidas,2011-03-01,72,0,72
BAURES,consultas prenatales,repetidas,2011-03-01,28,0,28
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2011-03-01,1,0,1
BELEN DE URMIRI,consultas prenatales,repetidas,2011-03-01,1,0,1
BELLA FLOR,consultas prenatales,repetidas,2011-03-01,7,2,9
BERMEJO,consultas prenatales,repetidas,2011-03-01,298,1,299
BETANZOS,consultas prenatales,repetidas,2011-03-01,125,17,142
BOLIVAR,consultas prenatales,repetidas,2011-03-01,14,4,18
BOLPEBRA,consultas prenatales,repetidas,2011-03-01,7,0,7
BOYUIBE,consultas prenatales,repetidas,2011-03-01,31,1,32
BUENA VISTA,consultas prenatales,repetidas,2011-03-01,48,5,53
CABEZAS,consultas prenatales,repetidas,2011-03-01,133,1,134
CAIROMA,consultas prenatales,repetidas,2011-03-01,39,4,43
"CAIZA ""D""",consultas prenatales,repetidas,2011-03-01,46,1,47
CAJUATA,consultas prenatales,repetidas,2011-03-01,54,0,54
CALACOTO,consultas prenatales,repetidas,2011-03-01,7,10,17
CALAMARCA,consultas prenatales,repetidas,2011-03-01,41,11,52
CAMARGO,consultas prenatales,repetidas,2011-03-01,89,6,95
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2011-03-01,12,5,17
CAMIRI,consultas prenatales,repetidas,2011-03-01,305,1,306
CAPINOTA,consultas prenatales,repetidas,2011-03-01,199,2,201
CAQUIAVIRI,consultas prenatales,repetidas,2011-03-01,30,5,35
CARACOLLO,consultas prenatales,repetidas,2011-03-01,94,4,98
CARANAVI,consultas prenatales,repetidas,2011-03-01,591,12,603
CARAPARI,consultas prenatales,repetidas,2011-03-01,84,4,88
CARIPUYO,consultas prenatales,repetidas,2011-03-01,33,24,57
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2011-03-01,29,0,29
CATACORA,consultas prenatales,repetidas,2011-03-01,3,1,4
CHALLAPATA,consultas prenatales,repetidas,2011-03-01,208,23,231
CHAQUI,consultas prenatales,repetidas,2011-03-01,26,4,30
CHARAGUA,consultas prenatales,repetidas,2011-03-01,187,13,200
CHARAÑA,consultas prenatales,repetidas,2011-03-01,13,0,13
CHAYANTA,consultas prenatales,repetidas,2011-03-01,60,21,81
CHIMORE,consultas prenatales,repetidas,2011-03-01,146,2,148
CHIPAYA,consultas prenatales,repetidas,2011-03-01,10,0,10
CHOQUE COTA,consultas prenatales,repetidas,2011-03-01,3,1,4
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2011-03-01,159,1,160
CHUMA,consultas prenatales,repetidas,2011-03-01,47,5,52
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2011-03-01,39,15,54
CKOCHAS,consultas prenatales,repetidas,2011-03-01,78,8,86
CLIZA,consultas prenatales,repetidas,2011-03-01,215,0,215
