,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,8,10,8,10,18
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,26,91,26,91,117
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,31,42,31,42,73
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,41,50,41,50,91
SAN JAVIER(BNI),atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,21,20,21,20,41
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,26,52,26,52,78
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,1,0,1,0,1
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,40,40,40,40,80
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,44,74,44,74,118
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,95,82,95,82,177
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,0,8,0,8,8
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,31,33,31,33,64
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,576,383,576,383,959
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,52,23,52,23,75
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,13,10,13,10,23
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,5,4,5,4,9
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,8,3,8,3,11
SANTIVAÑES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,0,1,0,1,1
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,9,5,9,5,14
SAPAHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,104,108,104,108,212
SHINAOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,180,189,180,189,369
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,11,21,11,21,32
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,12,9,12,9,21
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,1,0,1,0,1
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,11,33,11,33,44
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,28,33,28,33,61
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,21,21,21,21,42
TACACOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,7,13,7,13,20
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,77,0,77,0,77
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,56,49,56,49,105
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,507,330,507,330,837
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,34,9,34,9,43
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,23,16,23,16,39
TIAWANACU,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,10,14,10,14,24
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,114,146,114,146,260
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,0,4,0,4,4
TOLATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,84,63,84,63,147
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,22,22,22,22,44
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,15,0,15,0,15
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,2,2,2,2,4
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,13,46,13,46,59
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,39,37,39,37,76
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,0,13,0,13,13
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,8,9,8,9,17
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,168,103,168,103,271
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,27,24,27,24,51
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,9,0,9,0,9
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,2,3,2,3,5
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,10,11,10,11,21
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,120,112,120,112,232
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,27,38,27,38,65
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,4,8,4,8,12
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,232,279,232,279,511
YACO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,0,1,0,1,1
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,17,13,17,13,30
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,65,180,65,180,245
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,16,26,16,26,42
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-02-01,7,10,7,10,17
ACACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,5,10,5,10,15
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,755,726,755,726,1481
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,200,260,200,260,460
ALALAY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,3,2,3,2,5
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,91,90,91,90,181
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,86,91,86,91,177
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,218,241,218,241,459
ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,51,57,51,57,108
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,184,189,184,189,373
ARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,150,120,150,120,270
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,1141,1007,1141,1007,2148
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,11,13,11,13,24
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,40,305,40,305,345
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,27,57,27,57,84
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,32,30,32,30,62
AYO AYO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,55,29,55,29,84
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,299,341,299,341,640
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,40,31,40,31,71
BELEN DE ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,1,0,1,0,1
BELEN DE URMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,3,3,3,3,6
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,10,16,10,16,26
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,6,8,6,8,14
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,94,64,94,64,158
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,30,18,30,18,48
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,49,88,49,88,137
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,926,1088,926,1088,2014
CAIROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,237,243,237,243,480
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,10,17,10,17,27
CALAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,279,301,279,301,580
CAMARGO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,115,84,115,84,199
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,30,46,30,46,76
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,639,625,639,625,1264
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,185,136,185,136,321
CARACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,8,0,8,0,8
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,125,122,125,122,247
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,113,71,113,71,184
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,5,5,5,5,10
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,85,102,85,102,187
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,403,284,403,284,687
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,27,22,27,22,49
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,0,17,0,17,17
CHAYANTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,43,57,43,57,100
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,158,197,158,197,355
CHIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,517,0,517,0,517
CHUMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,481,435,481,435,916
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,16,21,16,21,37
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,11,19,11,19,30
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,166,107,166,107,273
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,153,156,153,156,309
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,27,30,27,30,57
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,6707,7222,6707,7222,13929
COLCAPIRHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,500,677,500,677,1177
COLLANA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,1,1,1,1,2
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,365,295,365,295,660
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,113,177,113,177,290
COLQUIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,2,2,2,2,4
COMANCHE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,7,8,7,8,15
COMBAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,6,7,6,7,13
CONCEPCION,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,6,0,6,0,6
CORIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,53,53,53,53,106
CORO CORO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,3,2,3,2,5
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,31,32,31,32,63
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,40,0,40,0,40
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,32,50,32,50,82
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,5,6,5,6,11
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,108,97,108,97,205
CURVA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,3,5,3,5,8
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,367,494,367,494,861
EL CHORO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,32,41,32,41,73
EL PUENTE(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,63,95,63,95,158
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,8,8,8,8,16
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,286,295,286,295,581
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,29,25,29,25,54
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,6,3,6,3,9
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,2,2,2,2,4
ESCOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,103,112,103,112,215
EUCALIPTUS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,9,13,9,13,22
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,98,92,98,92,190
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,4,0,4,0,4
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,135,129,135,129,264
GUANAY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,27,60,27,60,87
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,46,110,46,110,156
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,163,134,163,134,297
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,87,93,87,93,180
HUACHACALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,4,7,4,7,11
HUANUNI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,0,7,0,7,7
HUARINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,104,110,104,110,214
HUAYLLAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,0,2,0,2,2
HUMANATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,0,2,0,2,2
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,121,91,121,91,212
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,10,24,10,24,34
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,140,159,140,159,299
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,220,177,220,177,397
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,9,9,9,9,18
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,195,148,195,148,343
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,999,1099,999,1099,2098
LAGUNILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,15,12,15,12,27
LAS CARRERAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,48,54,48,54,102
