,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO QUIJARRO,atencion odontologica,otras acciones,2010-02-01,2,2,2,2,4
PUERTO VILLARROEL,atencion odontologica,otras acciones,2010-02-01,51,78,51,78,129
PUNA,atencion odontologica,otras acciones,2010-02-01,0,1,0,1,1
PUNATA,atencion odontologica,otras acciones,2010-02-01,36,62,36,62,98
QUILLACOLLO,atencion odontologica,otras acciones,2010-02-01,29,12,29,12,41
QUIME,atencion odontologica,otras acciones,2010-02-01,3,2,3,2,5
RIBERALTA,atencion odontologica,otras acciones,2010-02-01,3,31,3,31,34
SABAYA,atencion odontologica,otras acciones,2010-02-01,48,83,48,83,131
SACABA,atencion odontologica,otras acciones,2010-02-01,257,466,257,466,723
SAIPINA,atencion odontologica,otras acciones,2010-02-01,8,10,8,10,18
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2010-02-01,7,14,7,14,21
SAMAIPATA,atencion odontologica,otras acciones,2010-02-01,8,19,8,19,27
SAN AGUSTIN,atencion odontologica,otras acciones,2010-02-01,3,5,3,5,8
SAN ANDRES,atencion odontologica,otras acciones,2010-02-01,19,0,19,0,19
SAN BORJA,atencion odontologica,otras acciones,2010-02-01,3,21,3,21,24
SAN BUENA VENTURA,atencion odontologica,otras acciones,2010-02-01,17,26,17,26,43
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2010-02-01,3,2,3,2,5
SAN JAVIER(BNI),atencion odontologica,otras acciones,2010-02-01,21,20,21,20,41
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2010-02-01,13,30,13,30,43
SAN LORENZO(TJA),atencion odontologica,otras acciones,2010-02-01,9,32,9,32,41
SAN LUCAS,atencion odontologica,otras acciones,2010-02-01,18,16,18,16,34
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2010-02-01,19,39,19,39,58
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2010-02-01,7,9,7,9,16
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2010-02-01,15,35,15,35,50
SAN RAFAEL,atencion odontologica,otras acciones,2010-02-01,2,2,2,2,4
SANTA ANA,atencion odontologica,otras acciones,2010-02-01,6,0,6,0,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2010-02-01,106,289,106,289,395
SANTA ROSA,atencion odontologica,otras acciones,2010-02-01,71,72,71,72,143
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2010-02-01,14,37,14,37,51
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2010-02-01,8,2,8,2,10
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2010-02-01,12,24,12,24,36
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2010-02-01,9,13,9,13,22
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2010-02-01,5,8,5,8,13
SAPAHAQUI,atencion odontologica,otras acciones,2010-02-01,1,0,1,0,1
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2010-02-01,5,6,5,6,11
SIPE SIPE,atencion odontologica,otras acciones,2010-02-01,4,2,4,2,6
SOPACHUY,atencion odontologica,otras acciones,2010-02-01,7,24,7,24,31
SORACACHI,atencion odontologica,otras acciones,2010-02-01,3,49,3,49,52
SUCRE,atencion odontologica,otras acciones,2010-02-01,289,369,289,369,658
TACACOMA,atencion odontologica,otras acciones,2010-02-01,21,15,21,15,36
TAHUA,atencion odontologica,otras acciones,2010-02-01,2,5,2,5,7
TARABUCO,atencion odontologica,otras acciones,2010-02-01,9,15,9,15,24
TARACO,atencion odontologica,otras acciones,2010-02-01,1,2,1,2,3
TARIJA,atencion odontologica,otras acciones,2010-02-01,217,337,217,337,554
TARVITA,atencion odontologica,otras acciones,2010-02-01,0,9,0,9,9
TIAWANACU,atencion odontologica,otras acciones,2010-02-01,8,12,8,12,20
TIQUIPAYA,atencion odontologica,otras acciones,2010-02-01,39,96,39,96,135
TIRAQUE (CBBA),atencion odontologica,otras acciones,2010-02-01,55,70,55,70,125
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2010-02-01,1,5,1,5,6
TOCO,atencion odontologica,otras acciones,2010-02-01,10,22,10,22,32
TOLEDO,atencion odontologica,otras acciones,2010-02-01,3,3,3,3,6
TOMAVE,atencion odontologica,otras acciones,2010-02-01,3,7,3,7,10
TOMINA,atencion odontologica,otras acciones,2010-02-01,30,57,30,57,87
TORO TORO,atencion odontologica,otras acciones,2010-02-01,10,10,10,10,20
TOTORA(CBBA),atencion odontologica,otras acciones,2010-02-01,1024,0,1024,0,1024
TOTORA(ORR),atencion odontologica,otras acciones,2010-02-01,4,2,4,2,6
TRINIDAD,atencion odontologica,otras acciones,2010-02-01,342,77,342,77,419
TUPIZA,atencion odontologica,otras acciones,2010-02-01,17,48,17,48,65
TURCO,atencion odontologica,otras acciones,2010-02-01,9,7,9,7,16
UMALA,atencion odontologica,otras acciones,2010-02-01,0,3,0,3,3
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2010-02-01,47,109,47,109,156
VACAS,atencion odontologica,otras acciones,2010-02-01,8,23,8,23,31
VALLEGRANDE,atencion odontologica,otras acciones,2010-02-01,18,43,18,43,61
VIACHA,atencion odontologica,otras acciones,2010-02-01,345,0,345,0,345
VILLA CHARCAS,atencion odontologica,otras acciones,2010-02-01,5,10,5,10,15
VILLA MONTES,atencion odontologica,otras acciones,2010-02-01,12,16,12,16,28
VILLA RIVERO,atencion odontologica,otras acciones,2010-02-01,19,23,19,23,42
VILLA SERRANO,atencion odontologica,otras acciones,2010-02-01,8,18,8,18,26
VILLA TUNARI,atencion odontologica,otras acciones,2010-02-01,121,67,121,67,188
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2010-02-01,6,11,6,11,17
VILLAZON,atencion odontologica,otras acciones,2010-02-01,54,72,54,72,126
VITICHI,atencion odontologica,otras acciones,2010-02-01,2,16,2,16,18
WALDO BALLIVIAN,atencion odontologica,otras acciones,2010-02-01,11,11,11,11,22
WARNES,atencion odontologica,otras acciones,2010-02-01,28,24,28,24,52
YACO,atencion odontologica,otras acciones,2010-02-01,4,1,4,1,5
YACUIBA,atencion odontologica,otras acciones,2010-02-01,64,125,64,125,189
YAMPARAEZ,atencion odontologica,otras acciones,2010-02-01,6,11,6,11,17
YANACACHI,atencion odontologica,otras acciones,2010-02-01,9,16,9,16,25
YAPACANI,atencion odontologica,otras acciones,2010-02-01,1,2,1,2,3
YOCALLA,atencion odontologica,otras acciones,2010-02-01,27,41,27,41,68
ACACIO,atencion odontologica,otras acciones,2010-03-01,130,25,130,25,155
ACHACACHI,atencion odontologica,otras acciones,2010-03-01,28,33,28,33,61
ACHOCALLA,atencion odontologica,otras acciones,2010-03-01,1,11,1,11,12
AIQUILE,atencion odontologica,otras acciones,2010-03-01,1,2,1,2,3
ALCALA,atencion odontologica,otras acciones,2010-03-01,18,42,18,42,60
ALTO BENI,atencion odontologica,otras acciones,2010-03-01,2,9,2,9,11
ANCORAIMES,atencion odontologica,otras acciones,2010-03-01,6,10,6,10,16
ANDAMARCA,atencion odontologica,otras acciones,2010-03-01,32,16,32,16,48
ANTEQUERA,atencion odontologica,otras acciones,2010-03-01,31,57,31,57,88
APOLO,atencion odontologica,otras acciones,2010-03-01,5,17,5,17,22
ARAMPAMPA,atencion odontologica,otras acciones,2010-03-01,4,7,4,7,11
ATOCHA,atencion odontologica,otras acciones,2010-03-01,141,161,141,161,302
AYATA,atencion odontologica,otras acciones,2010-03-01,0,2,0,2,2
AYO AYO,atencion odontologica,otras acciones,2010-03-01,35,27,35,27,62
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2010-03-01,65,82,65,82,147
AZURDUY,atencion odontologica,otras acciones,2010-03-01,4,15,4,15,19
BELEN DE ANDAMARCA,atencion odontologica,otras acciones,2010-03-01,0,1,0,1,1
BELEN DE URMIRI,atencion odontologica,otras acciones,2010-03-01,4,1,4,1,5
BERMEJO,atencion odontologica,otras acciones,2010-03-01,40,42,40,42,82
BETANZOS,atencion odontologica,otras acciones,2010-03-01,4,12,4,12,16
BOLIVAR,atencion odontologica,otras acciones,2010-03-01,2,2,2,2,4
CABEZAS,atencion odontologica,otras acciones,2010-03-01,2,3,2,3,5
CAIROMA,atencion odontologica,otras acciones,2010-03-01,66,66,66,66,132
CAJUATA,atencion odontologica,otras acciones,2010-03-01,1,3,1,3,4
CALACOTO,atencion odontologica,otras acciones,2010-03-01,12,10,12,10,22
CALAMARCA,atencion odontologica,otras acciones,2010-03-01,21,34,21,34,55
CAMARGO,atencion odontologica,otras acciones,2010-03-01,81,133,81,133,214
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2010-03-01,42,70,42,70,112
CAMIRI,atencion odontologica,otras acciones,2010-03-01,91,154,91,154,245
CAPINOTA,atencion odontologica,otras acciones,2010-03-01,42,33,42,33,75
CAQUIAVIRI,atencion odontologica,otras acciones,2010-03-01,16,26,16,26,42
CARACOLLO,atencion odontologica,otras acciones,2010-03-01,58,118,58,118,176
CARANAVI,atencion odontologica,otras acciones,2010-03-01,98,216,98,216,314
CARAPARI,atencion odontologica,otras acciones,2010-03-01,3,1,3,1,4
CARIPUYO,atencion odontologica,otras acciones,2010-03-01,30,56,30,56,86
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2010-03-01,7,8,7,8,15
CHALLAPATA,atencion odontologica,otras acciones,2010-03-01,79,119,79,119,198
CHARAGUA,atencion odontologica,otras acciones,2010-03-01,3,8,3,8,11
CHARAÑA,atencion odontologica,otras acciones,2010-03-01,0,18,0,18,18
CHAYANTA,atencion odontologica,otras acciones,2010-03-01,6,19,6,19,25
CHIMORE,atencion odontologica,otras acciones,2010-03-01,14,20,14,20,34
CHIPAYA,atencion odontologica,otras acciones,2010-03-01,4,3,4,3,7
CHOQUE COTA,atencion odontologica,otras acciones,2010-03-01,2,9,2,9,11
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2010-03-01,0,18,0,18,18
CHUMA,atencion odontologica,otras acciones,2010-03-01,11,35,11,35,46
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2010-03-01,9,10,9,10,19
CLIZA,atencion odontologica,otras acciones,2010-03-01,27,56,27,56,83
COBIJA,atencion odontologica,otras acciones,2010-03-01,45,52,45,52,97
COCAPATA,atencion odontologica,otras acciones,2010-03-01,15,24,15,24,39
COCHABAMBA,atencion odontologica,otras acciones,2010-03-01,2251,2756,2251,2756,5007
COIPASA,atencion odontologica,otras acciones,2010-03-01,1,1,1,1,2
COLCAPIRHUA,atencion odontologica,otras acciones,2010-03-01,103,164,103,164,267
"COLCHA ""K""",atencion odontologica,otras acciones,2010-03-01,7,10,7,10,17
COLOMI,atencion odontologica,otras acciones,2010-03-01,15,36,15,36,51
COLQUIRI,atencion odontologica,otras acciones,2010-03-01,2,10,2,10,12
COMANCHE,atencion odontologica,otras acciones,2010-03-01,1,2,1,2,3
COMARAPA,atencion odontologica,otras acciones,2010-03-01,46,58,46,58,104
COMBAYA,atencion odontologica,otras acciones,2010-03-01,1,0,1,0,1
COPACABANA,atencion odontologica,otras acciones,2010-03-01,7,13,7,13,20
CORIPATA,atencion odontologica,otras acciones,2010-03-01,1,0,1,0,1
CORO CORO,atencion odontologica,otras acciones,2010-03-01,11,7,11,7,18
CORQUE,atencion odontologica,otras acciones,2010-03-01,33,41,33,41,74
COTAGAITA,atencion odontologica,otras acciones,2010-03-01,32,41,32,41,73
CUEVO,atencion odontologica,otras acciones,2010-03-01,1,1,1,1,2
CULPINA,atencion odontologica,otras acciones,2010-03-01,12,31,12,31,43
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2010-03-01,26,61,26,61,87
EL ALTO,atencion odontologica,otras acciones,2010-03-01,1271,1307,1271,1307,2578
EL CHORO,atencion odontologica,otras acciones,2010-03-01,16,6,16,6,22
EL PUENTE(STC),atencion odontologica,otras acciones,2010-03-01,68,84,68,84,152
EL PUENTE(TJA),atencion odontologica,otras acciones,2010-03-01,14,16,14,16,30
EL TORNO,atencion odontologica,otras acciones,2010-03-01,0,3,0,3,3
EL VILLAR,atencion odontologica,otras acciones,2010-03-01,0,4,0,4,4
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2010-03-01,42,66,42,66,108
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2010-03-01,0,1,0,1,1
ESCOMA,atencion odontologica,otras acciones,2010-03-01,6,7,6,7,13
EUCALIPTUS,atencion odontologica,otras acciones,2010-03-01,13,39,13,39,52
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2010-03-01,42,35,42,35,77
FILADELFIA,atencion odontologica,otras acciones,2010-03-01,5,3,5,3,8
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2010-03-01,9,11,9,11,20
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2010-03-01,55,35,55,35,90
GUANAY,atencion odontologica,otras acciones,2010-03-01,9,12,9,12,21
GUAQUI,atencion odontologica,otras acciones,2010-03-01,17,35,17,35,52
GUAYARAMERIN,atencion odontologica,otras acciones,2010-03-01,32,47,32,47,79
GUTIERREZ,atencion odontologica,otras acciones,2010-03-01,20,39,20,39,59
HUACARETA,atencion odontologica,otras acciones,2010-03-01,18,21,18,21,39
HUACHACALLA,atencion odontologica,otras acciones,2010-03-01,16,9,16,9,25
HUANUNI,atencion odontologica,otras acciones,2010-03-01,51,71,51,71,122
HUARINA,atencion odontologica,otras acciones,2010-03-01,20,4,20,4,24
HUAYLLAMARCA,atencion odontologica,otras acciones,2010-03-01,36,27,36,27,63
HUMANATA,atencion odontologica,otras acciones,2010-03-01,0,2,0,2,2
ICLA,atencion odontologica,otras acciones,2010-03-01,7,13,7,13,20
INQUISIVI,atencion odontologica,otras acciones,2010-03-01,1,4,1,4,5
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2010-03-01,22,38,22,38,60
IXIAMAS,atencion odontologica,otras acciones,2010-03-01,23,19,23,19,42
JESUS DE MACHACA,atencion odontologica,otras acciones,2010-03-01,21,65,21,65,86
LA ASUNTA,atencion odontologica,otras acciones,2010-03-01,4,2,4,2,6
LA GUARDIA,atencion odontologica,otras acciones,2010-03-01,12,25,12,25,37
LA PAZ,atencion odontologica,otras acciones,2010-03-01,2198,2914,2198,2914,5112
LA RIVERA,atencion odontologica,otras acciones,2010-03-01,1,0,1,0,1
LAGUNILLAS,atencion odontologica,otras acciones,2010-03-01,4,0,4,0,4
LAJA,atencion odontologica,otras acciones,2010-03-01,0,8,0,8,8
LAS CARRERAS,atencion odontologica,otras acciones,2010-03-01,3,5,3,5,8
LICOMA PAMPA,atencion odontologica,otras acciones,2010-03-01,1,0,1,0,1
LLALLAGUA,atencion odontologica,otras acciones,2010-03-01,85,166,85,166,251
LLICA,atencion odontologica,otras acciones,2010-03-01,57,76,57,76,133
LURIBAY,atencion odontologica,otras acciones,2010-03-01,3,5,3,5,8
MACHACAMARCA,atencion odontologica,otras acciones,2010-03-01,2,6,2,6,8
MACHARETI,atencion odontologica,otras acciones,2010-03-01,24,10,24,10,34
MAGDALENA,atencion odontologica,otras acciones,2010-03-01,1,2,1,2,3
MAIRANA,atencion odontologica,otras acciones,2010-03-01,13,46,13,46,59
MAPIRI,atencion odontologica,otras acciones,2010-03-01,5,0,5,0,5
MECAPACA,atencion odontologica,otras acciones,2010-03-01,3,3,3,3,6
MINEROS,atencion odontologica,otras acciones,2010-03-01,42,174,42,174,216
MIZQUE,atencion odontologica,otras acciones,2010-03-01,8,19,8,19,27
MOCOMOCO,atencion odontologica,otras acciones,2010-03-01,3,7,3,7,10
MOJOCOYA,atencion odontologica,otras acciones,2010-03-01,39,4,39,4,43
MONTEAGUDO,atencion odontologica,otras acciones,2010-03-01,26,55,26,55,81
MONTERO,atencion odontologica,otras acciones,2010-03-01,120,99,120,99,219
MOROCHATA,atencion odontologica,otras acciones,2010-03-01,0,2,0,2,2
OCURI,atencion odontologica,otras acciones,2010-03-01,10,18,10,18,28
OMEREQUE,atencion odontologica,otras acciones,2010-03-01,4,5,4,5,9
ORURO,atencion odontologica,otras acciones,2010-03-01,1191,1575,1191,1575,2766
PADCAYA,atencion odontologica,otras acciones,2010-03-01,11,8,11,8,19
PADILLA,atencion odontologica,otras acciones,2010-03-01,3,2,3,2,5
PAILON,atencion odontologica,otras acciones,2010-03-01,0,1,0,1,1
PALCA,atencion odontologica,otras acciones,2010-03-01,10,24,10,24,34
PALOS BLANCOS,atencion odontologica,otras acciones,2010-03-01,4,4,4,4,8
PAMPA AULLAGAS,atencion odontologica,otras acciones,2010-03-01,24,47,24,47,71
PAMPA GRANDE,atencion odontologica,otras acciones,2010-03-01,3,26,3,26,29
PASORAPA,atencion odontologica,otras acciones,2010-03-01,0,1,0,1,1
PATACAMAYA,atencion odontologica,otras acciones,2010-03-01,2,0,2,0,2
PAZÑA,atencion odontologica,otras acciones,2010-03-01,36,50,36,50,86
PELECHUCO,atencion odontologica,otras acciones,2010-03-01,7,7,7,7,14
POCONA,atencion odontologica,otras acciones,2010-03-01,5,9,5,9,14
POOPO,atencion odontologica,otras acciones,2010-03-01,5,1,5,1,6
PORCO,atencion odontologica,otras acciones,2010-03-01,49,60,49,60,109
POROMA,atencion odontologica,otras acciones,2010-03-01,1,3,1,3,4
PORONGO,atencion odontologica,otras acciones,2010-03-01,2,2,2,2,4
PORTACHUELO,atencion odontologica,otras acciones,2010-03-01,20,41,20,41,61
PORVENIR,atencion odontologica,otras acciones,2010-03-01,3,14,3,14,17
POSTRER VALLE,atencion odontologica,otras acciones,2010-03-01,9,2,9,2,11
POTOSI,atencion odontologica,otras acciones,2010-03-01,195,316,195,316,511
PRESTO,atencion odontologica,otras acciones,2010-03-01,2,1,2,1,3
PUCARA,atencion odontologica,otras acciones,2010-03-01,8,43,8,43,51
PUCARANI,atencion odontologica,otras acciones,2010-03-01,18,19,18,19,37
PUERTO ACOSTA,atencion odontologica,otras acciones,2010-03-01,1,1,1,1,2
PUERTO CARABUCO,atencion odontologica,otras acciones,2010-03-01,2,5,2,5,7
PUERTO GONZALO MORENO,atencion odontologica,otras acciones,2010-03-01,0,1,0,1,1
PUERTO QUIJARRO,atencion odontologica,otras acciones,2010-03-01,2,5,2,5,7
PUERTO SUAREZ,atencion odontologica,otras acciones,2010-03-01,18,2,18,2,20
PUERTO VILLARROEL,atencion odontologica,otras acciones,2010-03-01,27,50,27,50,77
PUNATA,atencion odontologica,otras acciones,2010-03-01,29,66,29,66,95
QUILLACOLLO,atencion odontologica,otras acciones,2010-03-01,79,134,79,134,213
QUIRUSILLAS,atencion odontologica,otras acciones,2010-03-01,5,5,5,5,10
REYES,atencion odontologica,otras acciones,2010-03-01,12,8,12,8,20
RIBERALTA,atencion odontologica,otras acciones,2010-03-01,10,52,10,52,62
RURRENABAQUE,atencion odontologica,otras acciones,2010-03-01,18,18,18,18,36
SABAYA,atencion odontologica,otras acciones,2010-03-01,174,191,174,191,365
SACABA,atencion odontologica,otras acciones,2010-03-01,286,554,286,554,840
SACACA,atencion odontologica,otras acciones,2010-03-01,4,3,4,3,7
SAIPINA,atencion odontologica,otras acciones,2010-03-01,22,27,22,27,49
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2010-03-01,12,20,12,20,32
SAMAIPATA,atencion odontologica,otras acciones,2010-03-01,6,14,6,14,20
SAN AGUSTIN,atencion odontologica,otras acciones,2010-03-01,7,10,7,10,17
SAN ANDRES,atencion odontologica,otras acciones,2010-03-01,8,8,8,8,16
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2010-03-01,0,1,0,1,1
SAN BENITO,atencion odontologica,otras acciones,2010-03-01,11,11,11,11,22
SAN BORJA,atencion odontologica,otras acciones,2010-03-01,3,4,3,4,7
SAN BUENA VENTURA,atencion odontologica,otras acciones,2010-03-01,16,23,16,23,39
SAN CARLOS,atencion odontologica,otras acciones,2010-03-01,5,11,5,11,16
SAN IGNACIO,atencion odontologica,otras acciones,2010-03-01,17,20,17,20,37
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2010-03-01,1,9,1,9,10
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2010-03-01,22,35,22,35,57
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2010-03-01,0,2,0,2,2
SAN LORENZO(TJA),atencion odontologica,otras acciones,2010-03-01,13,28,13,28,41
SAN LUCAS,atencion odontologica,otras acciones,2010-03-01,17,24,17,24,41
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2010-03-01,20,40,20,40,60
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2010-03-01,9,20,9,20,29
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2010-03-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2010-03-01,5,5,5,5,10
SAN RAFAEL,atencion odontologica,otras acciones,2010-03-01,4,7,4,7,11
SANTA ANA,atencion odontologica,otras acciones,2010-03-01,0,6,0,6,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2010-03-01,228,295,228,295,523
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2010-03-01,6,21,6,21,27
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2010-03-01,4,5,4,5,9
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2010-03-01,16,36,16,36,52
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2010-03-01,16,12,16,12,28
SANTIVAÑES,atencion odontologica,otras acciones,2010-03-01,18,25,18,25,43
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2010-03-01,5,10,5,10,15
SAPAHAQUI,atencion odontologica,otras acciones,2010-03-01,34,31,34,31,65
