,group,variable,month,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
UMALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,6,18,6,18,24
UNCIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,37,76,37,76,113
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,219,331,219,331,550
URUBICHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,20,24,20,24,44
UYUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,15,51,15,51,66
VACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,4,6,4,6,10
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,45,103,45,103,148
VIACHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,17,36,17,36,53
VILLA CHARCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,45,85,45,85,130
VILLA MONTES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,332,579,332,579,911
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,17,52,17,52,69
VILLA RIVERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,38,42,38,42,80
VILLA SERRANO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,12,28,12,28,40
VILLA TUNARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,263,464,263,464,727
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,21,49,21,49,70
VILLAZON,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,224,427,224,427,651
VINTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,43,42,43,42,85
VITICHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,5,34,5,34,39
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,7,14,7,14,21
WARNES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,141,261,141,261,402
YACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,22,33,22,33,55
YACUIBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,636,1136,636,1136,1772
YAMPARAEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,8,10,8,10,18
YANACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,19,25,19,25,44
YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,55,139,55,139,194
YOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,3,5,3,5,8
YOTALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,26,62,26,62,88
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,14,9,14,9,23
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-01-01,14,4,14,4,18
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,188,256,188,256,444
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,27,46,27,46,73
AIQUILE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,41,52,41,52,93
ALALAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,0,1,0,1,1
ALCALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,45,64,45,64,109
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,68,64,68,64,132
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,55,57,55,57,112
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,28,38,28,38,66
ANTEQUERA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,4,0,4,0,4
APOLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,122,261,122,261,383
ARAMPAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,4,10,4,10,14
ARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,23,19,23,19,42
ARBIETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,24,41,24,41,65
ARQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,20,48,20,48,68
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,22,33,22,33,55
ATOCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,233,462,233,462,695
AYATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,60,59,60,59,119
AYO AYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,40,58,40,58,98
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,46,87,46,87,133
AZURDUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,14,16,14,16,30
BATALLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,32,41,32,41,73
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,16,11,16,11,27
BELLA FLOR,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,13,28,13,28,41
BERMEJO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,278,391,278,391,669
BETANZOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,76,120,76,120,196
BOLIVAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,28,38,28,38,66
BOLPEBRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,33,35,33,35,68
BOYUIBE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,22,43,22,43,65
BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,34,25,34,25,59
CABEZAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,44,101,44,101,145
CAIROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,94,114,94,114,208
"CAIZA ""D""",atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,90,0,90,0,90
CAJUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,23,41,23,41,64
CALACOTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,34,36,34,36,70
CALAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,142,128,142,128,270
CAMARGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,64,131,64,131,195
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,5,11,5,11,16
CAMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,261,374,261,374,635
CAPINOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,11,35,11,35,46
CAQUIAVIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,40,70,40,70,110
CARACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,88,19,88,19,107
CARANAVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,187,295,187,295,482
CARAPARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,133,146,133,146,279
CARIPUYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,14,42,14,42,56
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,35,46,35,46,81
CATACORA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,15,21,15,21,36
CHALLAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,163,186,163,186,349
CHARAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,100,157,100,157,257
CHAYANTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,39,63,39,63,102
CHIMORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,25,18,25,18,43
CHIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,5,14,5,14,19
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,5,29,5,29,34
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,18,10,18,10,28
CHUMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,104,171,104,171,275
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,13,31,13,31,44
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,79,28,79,28,107
CLIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,117,160,117,160,277
COBIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,67,335,67,335,402
COCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,13,8,13,8,21
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,2225,2056,2225,2056,4281
COIPASA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,8,10,8,10,18
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,114,228,114,228,342
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,7,28,7,28,35
COLLANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,13,24,13,24,37
COLOMI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,223,202,223,202,425
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,72,99,72,99,171
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,51,51,51,51,102
COLQUENCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,0,9,0,9,9
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,56,57,56,57,113
COMANCHE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,4,5,4,5,9
COMARAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,115,160,115,160,275
COMBAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,19,21,19,21,40
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,1,0,1,0,1
COPACABANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,39,53,39,53,92
CORIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,40,51,40,51,91
CORO CORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,19,14,19,14,33
COROICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,40,73,40,73,113
CORQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,37,29,37,29,66
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,110,110,110,110,220
COTOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,21,49,21,49,70
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,10,0,10,0,10
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,4,3,4,3,7
CUEVO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,26,32,26,32,58
CULPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,33,47,33,47,80
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,11,49,11,49,60
CURVA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,15,8,15,8,23
DESAGUADERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,55,81,55,81,136
EL ALTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,2565,3490,2565,3490,6055
EL CHORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,30,19,30,19,49
EL PUENTE(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,117,119,117,119,236
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,75,186,75,186,261
EL TORNO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,316,334,316,334,650
EL VILLAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,3,4,3,4,7
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,106,265,106,265,371
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,2,13,2,13,15
ESCOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,70,82,70,82,152
EUCALIPTUS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,33,55,33,55,88
EXALTACION,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,8,20,8,20,28
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,29,67,29,67,96
FILADELFIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,14,16,14,16,30
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,16,34,16,34,50
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,75,136,75,136,211
GUANAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,68,99,68,99,167
GUAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,58,72,58,72,130
GUAYARAMERIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,79,292,79,292,371
GUTIERREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,76,105,76,105,181
HUACARETA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,27,45,27,45,72
HUACHACALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,20,29,20,29,49
HUANUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,94,130,94,130,224
HUARACAJE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,8,10,8,10,18
HUARINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,45,68,45,68,113
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,54,44,54,44,98
HUMANATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,21,39,21,39,60
ICHOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,2,2,2,2,4
ICLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,4,9,4,9,13
INQUISIVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,6,16,6,16,22
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,32,69,32,69,101
IXIAMAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,55,92,55,92,147
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,52,71,52,71,123
LA ASUNTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,8,50,8,50,58
LA GUARDIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,57,150,57,150,207
LA PAZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,2418,5961,2418,5961,8379
LA RIVERA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,2,6,2,6,8
LAGUNILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,20,26,20,26,46
LAJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,27,72,27,72,99
LAS CARRERAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,36,45,36,45,81
LLALLAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,85,88,85,88,173
LLICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,20,44,20,44,64
LURIBAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,8,10,8,10,18
MACHACAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,16,63,16,63,79
MACHARETI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,50,42,50,42,92
MAGDALENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,75,115,75,115,190
MAIRANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,46,94,46,94,140
MALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,2,1,2,1,3
MAPIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,41,86,41,86,127
MECAPACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,14,19,14,19,33
MINEROS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,67,200,67,200,267
MIZQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,14,47,14,47,61
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,118,188,118,188,306
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,23,55,23,55,78
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,53,71,53,71,124
MONTERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,199,334,199,334,533
MORO MORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,4,27,4,27,31
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,16,61,16,61,77
OCURI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,19,45,19,45,64
OKINAWA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,28,79,28,79,107
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,35,41,35,41,76
ORURO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,1254,1720,1254,1720,2974
PADCAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,100,125,100,125,225
PADILLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,28,66,28,66,94
PAILON,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,160,193,160,193,353
PALCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,143,179,143,179,322
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,30,56,30,56,86
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,11,26,11,26,37
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,23,42,23,42,65
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,45,60,45,60,105
PASORAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,13,19,13,19,32
PATACAMAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,5,11,5,11,16
PAZÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,15,13,15,13,28
PELECHUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,4,9,4,9,13
POCOATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,67,55,67,55,122
POCONA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,15,37,15,37,52
POJO (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,12,0,12,0,12
POOPO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,15,18,15,18,33
PORCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,22,43,22,43,65
PORONGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,27,22,27,22,49
PORTACHUELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,86,138,86,138,224
PORVENIR,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,33,65,33,65,98
POSTRER VALLE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,13,13,13,13,26
POTOSI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,185,298,185,298,483
PRESTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,42,50,42,50,92
PUCARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,6,24,6,24,30
PUCARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,64,104,64,104,168
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,2,13,2,13,15
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,48,90,48,90,138
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,20,16,20,16,36
PUERTO PEREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,3,7,3,7,10
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,45,18,45,18,63
PUERTO RICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,61,88,61,88,149
PUERTO SILES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,156,0,156,0,156
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,54,120,54,120,174
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,108,175,108,175,283
PUNA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,0,223,0,223,223
PUNATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,116,99,116,99,215
QUILLACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,91,146,91,146,237
QUIME,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,149,151,149,151,300
QUIRUSILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,21,20,21,20,41
RAVELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,21,14,21,14,35
REYES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,39,77,39,77,116
RIBERALTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,94,333,94,333,427
ROBORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,64,58,64,58,122
RURRENABAQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,21,30,21,30,51
SABAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,53,93,53,93,146
SACABA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,1143,1967,1143,1967,3110
SACABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,39,53,39,53,92
SAIPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,13,36,13,36,49
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-02-01,41,79,41,79,120
