,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas menores de 5 anos,2010-01-01,17,37,17,37,54
VILLAZON,atencion odontologica,consultas nuevas menores de 5 anos,2010-01-01,189,142,189,142,331
VINTO,atencion odontologica,consultas nuevas menores de 5 anos,2010-01-01,45,44,45,44,89
VITICHI,atencion odontologica,consultas nuevas menores de 5 anos,2010-01-01,1,0,1,0,1
WALDO BALLIVIAN,atencion odontologica,consultas nuevas menores de 5 anos,2010-01-01,6,2,6,2,8
WARNES,atencion odontologica,consultas nuevas menores de 5 anos,2010-01-01,131,148,131,148,279
YACO,atencion odontologica,consultas nuevas menores de 5 anos,2010-01-01,6,7,6,7,13
YACUIBA,atencion odontologica,consultas nuevas menores de 5 anos,2010-01-01,45,44,45,44,89
YAMPARAEZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-01-01,4,3,4,3,7
YANACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2010-01-01,1,1,1,1,2
YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2010-01-01,45,57,45,57,102
YOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-01-01,2,0,2,0,2
YOTALA,atencion odontologica,consultas nuevas menores de 5 anos,2010-01-01,8,2,8,2,10
ZUDAÑEZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-01-01,3,0,3,0,3
ACACIO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,2,9,2,9,11
ACHACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,164,156,164,156,320
ACHOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,22,27,22,27,49
AIQUILE,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,40,28,40,28,68
ALALAY,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,11,6,11,6,17
ALCALA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,105,111,105,111,216
ALTO BENI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,30,37,30,37,67
ANCORAIMES,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,32,32,32,32,64
ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,10,2,10,2,12
ANTEQUERA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,2,3,2,3,5
APOLO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,76,72,76,72,148
ARANI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,3,7,3,7,10
ARBIETO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,76,92,76,92,168
ARQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,6,18,6,18,24
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,20,50,20,50,70
ATOCHA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,27,23,27,23,50
AYATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,21,19,21,19,40
AYO AYO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,13,9,13,9,22
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,20,5,20,5,25
AZURDUY,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,3,13,3,13,16
BATALLAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,2,12,2,12,14
BELEN DE URMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,6,6,6,6,12
BELLA FLOR,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,11,17,11,17,28
BERMEJO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,13,16,13,16,29
BETANZOS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,32,23,32,23,55
BOLIVAR,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,3,2,3,2,5
BOLPEBRA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,22,27,22,27,49
BOYUIBE,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,12,14,12,14,26
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,1,4,1,4,5
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,51,80,51,80,131
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,27,21,27,21,48
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,13,0,13,0,13
CAJUATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,2,2,2,2,4
CALACOTO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,8,5,8,5,13
CALAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,33,41,33,41,74
CAMARGO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,53,50,53,50,103
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,6,13,6,13,19
CAMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,155,221,155,221,376
CAPINOTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,13,10,13,10,23
CAQUIAVIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,2,2,2,2,4
CARACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,29,134,29,134,163
CARANAVI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,69,73,69,73,142
CARAPARI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,6,0,6,0,6
CARIPUYO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,33,49,33,49,82
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,8,11,8,11,19
CATACORA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,2,8,2,8,10
CHALLAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,67,40,67,40,107
CHARAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,45,59,45,59,104
CHAYANTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,53,35,53,35,88
CHIMORE,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,18,14,18,14,32
CHIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,0,1,0,1,1
CHOQUE COTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,0,5,0,5,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,19,3,19,3,22
CHUMA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,35,38,35,38,73
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,54,42,54,42,96
CKOCHAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,6,20,6,20,26
CLIZA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,163,173,163,173,336
COBIJA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,183,184,183,184,367
COCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,27,20,27,20,47
COCHABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,1412,1485,1412,1485,2897
COIPASA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,0,2,0,2,2
COLCAPIRHUA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,217,150,217,150,367
"COLCHA ""K""",atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,10,7,10,7,17
COLLANA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,8,0,8,0,8
COLOMI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,40,46,40,46,86
COLPA BELGICA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,49,26,49,26,75
COLQUECHACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,14,16,14,16,30
COLQUENCHA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,4,3,4,3,7
COLQUIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,7,15,7,15,22
COMANCHE,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,1,0,1,0,1
COMARAPA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,17,18,17,18,35
COMBAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,19,19,19,19,38
CONCEPCION,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,5,0,5,0,5
COPACABANA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,20,14,20,14,34
CORIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,35,32,35,32,67
CORO CORO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,3,1,3,1,4
COROICO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,43,9,43,9,52
CORQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,0,16,0,16,16
COTAGAITA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,1,4,1,4,5
COTOCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,8,4,8,4,12
CUATRO CAÑADAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,118,0,118,0,118
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,8,6,8,6,14
CUEVO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,35,37,35,37,72
CULPINA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,6,9,6,9,15
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,1,11,1,11,12
CURVA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,12,3,12,3,15
DESAGUADERO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,3,3,3,3,6
EL ALTO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,1352,1488,1352,1488,2840
EL CHORO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,5,0,5,0,5
EL PUENTE(STC),atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,37,34,37,34,71
EL PUENTE(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,6,1,6,1,7
EL TORNO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,61,80,61,80,141
EL VILLAR,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,17,19,17,19,36
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,7,9,7,9,16
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,67,40,67,40,107
ESCOMA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,22,38,22,38,60
EUCALIPTUS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,18,10,18,10,28
EXALTACION,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,50,63,50,63,113
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,32,11,32,11,43
FILADELFIA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,2,3,2,3,5
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,25,29,25,29,54
GUANAY,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,16,32,16,32,48
GUAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,8,10,8,10,18
GUAYARAMERIN,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,49,48,49,48,97
GUTIERREZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,121,106,121,106,227
HUACARETA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,28,5,28,5,33
HUACHACALLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,0,10,0,10,10
HUANUNI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,53,52,53,52,105
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,9,11,9,11,20
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,15,20,15,20,35
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,8,13,8,13,21
HUMANATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,8,1,8,1,9
ICHOCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,1,0,1,0,1
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,25,26,25,26,51
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,21,14,21,14,35
IXIAMAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,11,18,11,18,29
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,5,20,5,20,25
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,10,26,10,26,36
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,31,32,31,32,63
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,2166,2760,2166,2760,4926
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,8,5,8,5,13
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,7,9,7,9,16
LAS CARRERAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,12,7,12,7,19
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,157,323,157,323,480
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,20,19,20,19,39
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,20,17,20,17,37
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,1,3,1,3,4
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,42,33,42,33,75
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,5,4,5,4,9
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,20,41,20,41,61
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,15,25,15,25,40
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,1,2,1,2,3
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,80,93,80,93,173
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,28,22,28,22,50
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,4,11,4,11,15
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,7,1,7,1,8
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,26,53,26,53,79
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,203,220,203,220,423
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,7,8,7,8,15
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,23,41,23,41,64
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,1,9,1,9,10
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,10,17,10,17,27
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,16,19,16,19,35
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,623,567,623,567,1190
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,6,8,6,8,14
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,13,7,13,7,20
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,39,41,39,41,80
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,22,22,22,22,44
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,51,43,51,43,94
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,7,3,7,3,10
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,26,8,26,8,34
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,4,3,4,3,7
PASORAPA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,0,1,0,1,1
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,17,19,17,19,36
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,2,18,2,18,20
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,3,6,3,6,9
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,70,80,70,80,150
POCONA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,4,1,4,1,5
POJO (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,63,0,63,0,63
POOPO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,15,18,15,18,33
PORCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,17,13,17,13,30
PORONGO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,17,25,17,25,42
PORTACHUELO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,5,17,5,17,22
PORVENIR,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,26,66,26,66,92
POSTRER VALLE,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,12,23,12,23,35
POTOSI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,502,180,502,180,682
PRESTO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,8,7,8,7,15
PUCARA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,8,28,8,28,36
PUCARANI,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,53,39,53,39,92
PUERTO ACOSTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,5,7,5,7,12
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,1,1,1,1,2
PUERTO PEREZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,6,6,6,6,12
PUERTO QUIJARRO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,15,15,15,15,30
PUERTO RICO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,31,17,31,17,48
PUERTO SILES,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,42,0,42,0,42
PUERTO SUAREZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,14,8,14,8,22
PUERTO VILLARROEL,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,105,138,105,138,243
PUNA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,0,32,0,32,32
PUNATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,107,117,107,117,224
QUILLACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,408,392,408,392,800
QUIME,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,18,9,18,9,27
QUIRUSILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,8,8,8,8,16
RAVELO,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,9,6,9,6,15
RIBERALTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,34,70,34,70,104
ROBORE,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,16,16,16,16,32
RURRENABAQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,2,3,2,3,5
SABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,4,10,4,10,14
SACABA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,190,359,190,359,549
SACABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,17,5,17,5,22
SAIPINA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,6,8,6,8,14
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,95,63,95,63,158
SAMAIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,56,42,56,42,98
SAN AGUSTIN,atencion odontologica,consultas nuevas menores de 5 anos,2010-02-01,1,0,1,0,1
