,group,variable,month,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
AYATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,21,0,21,21
AYO AYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,12,0,12,12
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,12,0,12,12
AZURDUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,12,0,12,12
BATALLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,24,0,24,24
BELEN DE URMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1,0,1,1
BELLA FLOR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,5,0,5,5
BERMEJO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
BETANZOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,25,0,25,25
BOLIVAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
BOLPEBRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,10,0,10,10
BOYUIBE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,14,0,14,14
BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,5,0,5,5
CABEZAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,20,0,20,20
CAIROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,15,0,15,15
CAJUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,9,0,9,9
CALACOTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
CALAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,30,0,30,30
CAMARGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,39,0,39,39
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,4,0,4,4
CAMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,177,0,177,177
CAPINOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1,0,1,1
CAQUIAVIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,25,0,25,25
CARACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,46,0,46,46
CARANAVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,6,0,6,6
CARAPARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,3,0,3,3
CARIPUYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,15,0,15,15
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
CATACORA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,6,0,6,6
CHALLAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,39,0,39,39
CHARAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,68,0,68,68
CHAYANTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,20,0,20,20
CHIMORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,35,0,35,35
CHIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,13,0,13,13
CHUMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,18,0,18,18
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,9,0,9,9
CLIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,81,0,81,81
COBIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,195,0,195,195
COCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,6,0,6,6
COCHABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1361,0,1361,1361
COLCAPIRHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,277,0,277,277
"COLCHA ""K""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,14,0,14,14
COLOMI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,83,0,83,83
COLPA BELGICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,23,0,23,23
COLQUENCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
COLQUIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,23,0,23,23
COMARAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,6,0,6,6
COMBAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1,0,1,1
COPACABANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,11,0,11,11
CORIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,7,0,7,7
CORQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,21,0,21,21
COTAGAITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
COTOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,9,0,9,9
CUEVO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,9,0,9,9
CULPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,7,0,7,7
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,7,0,7,7
CURVA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
DESAGUADERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,4,0,4,4
EL ALTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,815,0,815,815
EL PUENTE(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,6,0,6,6
EL PUENTE(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
EL TORNO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,7,0,7,7
EL VILLAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,12,0,12,12
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,3,0,3,3
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,8,0,8,8
ESCOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,15,0,15,15
EUCALIPTUS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,4,0,4,4
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,26,0,26,26
FILADELFIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,4,0,4,4
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,18,0,18,18
GUANAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,3,0,3,3
GUAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,17,0,17,17
GUAYARAMERIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,123,0,123,123
GUTIERREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,34,0,34,34
HUACARETA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,15,0,15,15
HUANUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
HUARACAJE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,4,0,4,4
HUAYLLAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
HUMANATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,3,0,3,3
ICLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,3,0,3,3
INQUISIVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,4,0,4,4
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,6,0,6,6
IXIAMAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1,0,1,1
JESUS DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,11,0,11,11
LA ASUNTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,9,0,9,9
LA GUARDIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,40,0,40,40
LA PAZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1019,0,1019,1019
LAGUNILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,6,0,6,6
LAJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,3,0,3,3
LAS CARRERAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,4,0,4,4
LLALLAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,79,0,79,79
LLICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,8,0,8,8
LURIBAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1,0,1,1
MACHACAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
MACHARETI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,10,0,10,10
MAGDALENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1,0,1,1
MAIRANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,32,0,32,32
MAPIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,15,0,15,15
MECAPACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
MINEROS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,153,0,153,153
MIZQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,24,0,24,24
MOCOMOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,8,0,8,8
MOJOCOYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,11,0,11,11
MONTEAGUDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,109,0,109,109
MONTERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,62,0,62,62
MORO MORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,4,0,4,4
MOROCHATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,40,0,40,40
OCURI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,11,0,11,11
OKINAWA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,9,0,9,9
OMEREQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,8,0,8,8
ORURO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,286,0,286,286
PADCAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,9,0,9,9
PADILLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,9,0,9,9
PALCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
PALOS BLANCOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,34,0,34,34
PAMPA AULLAGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,11,0,11,11
PAMPA GRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,5,0,5,5
PASORAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1,0,1,1
PATACAMAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,4,0,4,4
PAZÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1,0,1,1
PELECHUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1,0,1,1
POCONA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1,0,1,1
PORCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,13,0,13,13
PORONGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,25,0,25,25
PORTACHUELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,13,0,13,13
PORVENIR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,6,0,6,6
POSTRER VALLE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,9,0,9,9
POTOSI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,97,0,97,97
PRESTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,13,0,13,13
PUCARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,11,0,11,11
PUCARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,13,0,13,13
PUERTO ACOSTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
PUERTO CARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,9,0,9,9
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,3,0,3,3
PUERTO QUIJARRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,37,0,37,37
PUERTO RICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,21,0,21,21
PUERTO SUAREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,55,0,55,55
PUERTO VILLARROEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,83,0,83,83
PUNATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,180,0,180,180
QUILLACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,60,0,60,60
QUIME,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,3,0,3,3
QUIRUSILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1,0,1,1
RAVELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,15,0,15,15
REYES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,5,0,5,5
RIBERALTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,221,0,221,221
ROBORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,3,0,3,3
RURRENABAQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,3,0,3,3
SABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,10,0,10,10
SACABA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,407,0,407,407
SACABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,14,0,14,14
SAIPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,3,0,3,3
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,10,0,10,10
SAMAIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,15,0,15,15
SAN ANDRES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,26,0,26,26
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,12,0,12,12
SAN BENITO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,53,0,53,53
SAN BORJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,65,0,65,65
SAN BUENA VENTURA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,13,0,13,13
SAN CARLOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,21,0,21,21
SAN IGNACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,14,0,14,14
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,44,0,44,44
SAN JAVIER(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,6,0,6,6
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,5,0,5,5
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,10,0,10,10
SAN LORENZO(PND),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,13,0,13,13
SAN LORENZO(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,8,0,8,8
SAN LUCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,25,0,25,25
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,31,0,31,31
SAN PEDRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,20,0,20,20
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,6,0,6,6
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,6,0,6,6
SAN RAFAEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,9,0,9,9
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,1087,0,1087,1087
SANTA ROSA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,3,0,3,3
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,31,0,31,31
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,2,0,2,2
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,31,0,31,31
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,6,0,6,6
SANTIVAÑES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,12,0,12,12
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,13,0,13,13
SAPAHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,3,0,3,3
SENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-02-01,0,13,0,13,13
