,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
POOPO,atencion odontologica,endodoncias,2010-02-01,1,0,1,0,1
PORCO,atencion odontologica,endodoncias,2010-02-01,2,2,2,2,4
PORTACHUELO,atencion odontologica,endodoncias,2010-02-01,2,4,2,4,6
PORVENIR,atencion odontologica,endodoncias,2010-02-01,2,3,2,3,5
POSTRER VALLE,atencion odontologica,endodoncias,2010-02-01,1,0,1,0,1
POTOSI,atencion odontologica,endodoncias,2010-02-01,124,77,124,77,201
PUCARA,atencion odontologica,endodoncias,2010-02-01,1,5,1,5,6
PUCARANI,atencion odontologica,endodoncias,2010-02-01,1,1,1,1,2
PUERTO ACOSTA,atencion odontologica,endodoncias,2010-02-01,1,0,1,0,1
PUERTO CARABUCO,atencion odontologica,endodoncias,2010-02-01,6,5,6,5,11
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2010-02-01,1,0,1,0,1
PUERTO QUIJARRO,atencion odontologica,endodoncias,2010-02-01,11,0,11,0,11
PUERTO RICO,atencion odontologica,endodoncias,2010-02-01,1,3,1,3,4
PUERTO SUAREZ,atencion odontologica,endodoncias,2010-02-01,1,2,1,2,3
PUERTO VILLARROEL,atencion odontologica,endodoncias,2010-02-01,76,77,76,77,153
PUNA,atencion odontologica,endodoncias,2010-02-01,0,1,0,1,1
PUNATA,atencion odontologica,endodoncias,2010-02-01,36,47,36,47,83
QUILLACOLLO,atencion odontologica,endodoncias,2010-02-01,19,24,19,24,43
QUIME,atencion odontologica,endodoncias,2010-02-01,2,0,2,0,2
QUIRUSILLAS,atencion odontologica,endodoncias,2010-02-01,0,5,0,5,5
RAVELO,atencion odontologica,endodoncias,2010-02-01,0,6,0,6,6
REYES,atencion odontologica,endodoncias,2010-02-01,0,5,0,5,5
RIBERALTA,atencion odontologica,endodoncias,2010-02-01,20,32,20,32,52
SABAYA,atencion odontologica,endodoncias,2010-02-01,1,1,1,1,2
SACABA,atencion odontologica,endodoncias,2010-02-01,103,116,103,116,219
SAIPINA,atencion odontologica,endodoncias,2010-02-01,2,4,2,4,6
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2010-02-01,23,23,23,23,46
SAMAIPATA,atencion odontologica,endodoncias,2010-02-01,1,1,1,1,2
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2010-02-01,5,5,5,5,10
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncias,2010-02-01,10,0,10,0,10
SAN BENITO,atencion odontologica,endodoncias,2010-02-01,5,15,5,15,20
SAN BORJA,atencion odontologica,endodoncias,2010-02-01,70,80,70,80,150
SAN BUENA VENTURA,atencion odontologica,endodoncias,2010-02-01,1,3,1,3,4
SAN CARLOS,atencion odontologica,endodoncias,2010-02-01,4,10,4,10,14
SAN IGNACIO,atencion odontologica,endodoncias,2010-02-01,11,13,11,13,24
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2010-02-01,0,2,0,2,2
SAN JAVIER(BNI),atencion odontologica,endodoncias,2010-02-01,9,14,9,14,23
SAN JOAQUIN,atencion odontologica,endodoncias,2010-02-01,2,3,2,3,5
SAN JULIAN,atencion odontologica,endodoncias,2010-02-01,29,0,29,0,29
SAN LORENZO(TJA),atencion odontologica,endodoncias,2010-02-01,46,77,46,77,123
SAN LUCAS,atencion odontologica,endodoncias,2010-02-01,10,17,10,17,27
SAN MATIAS,atencion odontologica,endodoncias,2010-02-01,16,16,16,16,32
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2010-02-01,7,15,7,15,22
SAN PEDRO,atencion odontologica,endodoncias,2010-02-01,1,2,1,2,3
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2010-02-01,0,1,0,1,1
SAN RAFAEL,atencion odontologica,endodoncias,2010-02-01,2,3,2,3,5
SAN RAMON BENI,atencion odontologica,endodoncias,2010-02-01,9,2,9,2,11
SAN RAMON SCZ,atencion odontologica,endodoncias,2010-02-01,6,0,6,0,6
SANTA ANA,atencion odontologica,endodoncias,2010-02-01,24,23,24,23,47
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2010-02-01,860,501,860,501,1361
SANTA ROSA,atencion odontologica,endodoncias,2010-02-01,0,1,0,1,1
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2010-02-01,4,8,4,8,12
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2010-02-01,12,1,12,1,13
SANTIVAÑES,atencion odontologica,endodoncias,2010-02-01,2,7,2,7,9
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncias,2010-02-01,1,2,1,2,3
SAPAHAQUI,atencion odontologica,endodoncias,2010-02-01,2,3,2,3,5
SHINAOTA,atencion odontologica,endodoncias,2010-02-01,21,17,21,17,38
SICA SICA (VILLA AROMA),atencion odontologica,endodoncias,2010-02-01,9,16,9,16,25
SIPE SIPE,atencion odontologica,endodoncias,2010-02-01,49,37,49,37,86
SOPACHUY,atencion odontologica,endodoncias,2010-02-01,5,6,5,6,11
SORACACHI,atencion odontologica,endodoncias,2010-02-01,0,1,0,1,1
SUCRE,atencion odontologica,endodoncias,2010-02-01,269,369,269,369,638
TAHUA,atencion odontologica,endodoncias,2010-02-01,1,1,1,1,2
TAPACARI,atencion odontologica,endodoncias,2010-02-01,12,5,12,5,17
TARABUCO,atencion odontologica,endodoncias,2010-02-01,0,2,0,2,2
TARATA,atencion odontologica,endodoncias,2010-02-01,3,7,3,7,10
TARIJA,atencion odontologica,endodoncias,2010-02-01,359,271,359,271,630
TARVITA,atencion odontologica,endodoncias,2010-02-01,12,8,12,8,20
TEOPONTE,atencion odontologica,endodoncias,2010-02-01,0,1,0,1,1
TIQUIPAYA,atencion odontologica,endodoncias,2010-02-01,25,37,25,37,62
TIRAQUE (CBBA),atencion odontologica,endodoncias,2010-02-01,4,2,4,2,6
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,endodoncias,2010-02-01,0,1,0,1,1
TOCO,atencion odontologica,endodoncias,2010-02-01,8,10,8,10,18
TOLATA,atencion odontologica,endodoncias,2010-02-01,3,0,3,0,3
TOMAVE,atencion odontologica,endodoncias,2010-02-01,4,0,4,0,4
TORO TORO,atencion odontologica,endodoncias,2010-02-01,4,2,4,2,6
TOTORA(CBBA),atencion odontologica,endodoncias,2010-02-01,3,0,3,0,3
TRINIDAD,atencion odontologica,endodoncias,2010-02-01,82,10,82,10,92
TUPIZA,atencion odontologica,endodoncias,2010-02-01,69,46,69,46,115
TURCO,atencion odontologica,endodoncias,2010-02-01,1,0,1,0,1
UNCIA,atencion odontologica,endodoncias,2010-02-01,24,38,24,38,62
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2010-02-01,11,43,11,43,54
UYUNI,atencion odontologica,endodoncias,2010-02-01,2,7,2,7,9
VACAS,atencion odontologica,endodoncias,2010-02-01,0,3,0,3,3
VALLEGRANDE,atencion odontologica,endodoncias,2010-02-01,13,20,13,20,33
VIACHA,atencion odontologica,endodoncias,2010-02-01,15,13,15,13,28
VILLA CHARCAS,atencion odontologica,endodoncias,2010-02-01,0,6,0,6,6
VILLA MONTES,atencion odontologica,endodoncias,2010-02-01,22,36,22,36,58
VILLA RIVERO,atencion odontologica,endodoncias,2010-02-01,4,4,4,4,8
VILLA SERRANO,atencion odontologica,endodoncias,2010-02-01,4,25,4,25,29
VILLA TUNARI,atencion odontologica,endodoncias,2010-02-01,34,45,34,45,79
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2010-02-01,4,4,4,4,8
VILLAZON,atencion odontologica,endodoncias,2010-02-01,54,49,54,49,103
VINTO,atencion odontologica,endodoncias,2010-02-01,5,3,5,3,8
WALDO BALLIVIAN,atencion odontologica,endodoncias,2010-02-01,1,2,1,2,3
WARNES,atencion odontologica,endodoncias,2010-02-01,8,5,8,5,13
YACUIBA,atencion odontologica,endodoncias,2010-02-01,45,79,45,79,124
YAMPARAEZ,atencion odontologica,endodoncias,2010-02-01,2,3,2,3,5
YANACACHI,atencion odontologica,endodoncias,2010-02-01,3,2,3,2,5
YAPACANI,atencion odontologica,endodoncias,2010-02-01,1,8,1,8,9
YOCALLA,atencion odontologica,endodoncias,2010-02-01,0,1,0,1,1
YOTALA,atencion odontologica,endodoncias,2010-02-01,3,4,3,4,7
YUNCHARA,atencion odontologica,endodoncias,2010-02-01,1,2,1,2,3
ACACIO,atencion odontologica,endodoncias,2010-03-01,7,5,7,5,12
ACHACACHI,atencion odontologica,endodoncias,2010-03-01,16,15,16,15,31
ACHOCALLA,atencion odontologica,endodoncias,2010-03-01,0,1,0,1,1
AIQUILE,atencion odontologica,endodoncias,2010-03-01,49,19,49,19,68
ALCALA,atencion odontologica,endodoncias,2010-03-01,2,4,2,4,6
ALTO BENI,atencion odontologica,endodoncias,2010-03-01,3,1,3,1,4
ANCORAIMES,atencion odontologica,endodoncias,2010-03-01,0,1,0,1,1
ANDAMARCA,atencion odontologica,endodoncias,2010-03-01,3,2,3,2,5
ANTEQUERA,atencion odontologica,endodoncias,2010-03-01,5,9,5,9,14
ARAMPAMPA,atencion odontologica,endodoncias,2010-03-01,0,3,0,3,3
ARANI,atencion odontologica,endodoncias,2010-03-01,5,40,5,40,45
ARBIETO,atencion odontologica,endodoncias,2010-03-01,10,4,10,4,14
ARQUE,atencion odontologica,endodoncias,2010-03-01,1,2,1,2,3
ATOCHA,atencion odontologica,endodoncias,2010-03-01,20,35,20,35,55
AYO AYO,atencion odontologica,endodoncias,2010-03-01,1,2,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2010-03-01,16,20,16,20,36
AZURDUY,atencion odontologica,endodoncias,2010-03-01,1,5,1,5,6
BERMEJO,atencion odontologica,endodoncias,2010-03-01,41,38,41,38,79
BETANZOS,atencion odontologica,endodoncias,2010-03-01,1,2,1,2,3
BOLIVAR,atencion odontologica,endodoncias,2010-03-01,5,7,5,7,12
BOYUIBE,atencion odontologica,endodoncias,2010-03-01,5,2,5,2,7
BUENA VISTA,atencion odontologica,endodoncias,2010-03-01,7,3,7,3,10
CABEZAS,atencion odontologica,endodoncias,2010-03-01,1,1,1,1,2
CAJUATA,atencion odontologica,endodoncias,2010-03-01,1,0,1,0,1
CALAMARCA,atencion odontologica,endodoncias,2010-03-01,11,14,11,14,25
CAMARGO,atencion odontologica,endodoncias,2010-03-01,14,26,14,26,40
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2010-03-01,3,4,3,4,7
CAMIRI,atencion odontologica,endodoncias,2010-03-01,58,88,58,88,146
CAPINOTA,atencion odontologica,endodoncias,2010-03-01,41,20,41,20,61
CAQUIAVIRI,atencion odontologica,endodoncias,2010-03-01,0,4,0,4,4
CARACOLLO,atencion odontologica,endodoncias,2010-03-01,14,6,14,6,20
CARANAVI,atencion odontologica,endodoncias,2010-03-01,0,2,0,2,2
CARAPARI,atencion odontologica,endodoncias,2010-03-01,37,18,37,18,55
CARIPUYO,atencion odontologica,endodoncias,2010-03-01,3,5,3,5,8
CARMEN RIVERO TORREZ,atencion odontologica,endodoncias,2010-03-01,0,1,0,1,1
CATACORA,atencion odontologica,endodoncias,2010-03-01,1,0,1,0,1
CHALLAPATA,atencion odontologica,endodoncias,2010-03-01,8,9,8,9,17
CHARAGUA,atencion odontologica,endodoncias,2010-03-01,0,6,0,6,6
CHAYANTA,atencion odontologica,endodoncias,2010-03-01,4,3,4,3,7
CHIMORE,atencion odontologica,endodoncias,2010-03-01,3,8,3,8,11
CHIPAYA,atencion odontologica,endodoncias,2010-03-01,1,6,1,6,7
CHOQUE COTA,atencion odontologica,endodoncias,2010-03-01,1,3,1,3,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2010-03-01,2,14,2,14,16
CHUMA,atencion odontologica,endodoncias,2010-03-01,6,17,6,17,23
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2010-03-01,2,2,2,2,4
CLIZA,atencion odontologica,endodoncias,2010-03-01,11,24,11,24,35
COBIJA,atencion odontologica,endodoncias,2010-03-01,41,46,41,46,87
COCAPATA,atencion odontologica,endodoncias,2010-03-01,1,2,1,2,3
COCHABAMBA,atencion odontologica,endodoncias,2010-03-01,733,696,733,696,1429
COLCAPIRHUA,atencion odontologica,endodoncias,2010-03-01,17,51,17,51,68
"COLCHA ""K""",atencion odontologica,endodoncias,2010-03-01,1,0,1,0,1
COLOMI,atencion odontologica,endodoncias,2010-03-01,10,5,10,5,15
COLPA BELGICA,atencion odontologica,endodoncias,2010-03-01,1,0,1,0,1
COLQUECHACA,atencion odontologica,endodoncias,2010-03-01,3,3,3,3,6
COLQUENCHA,atencion odontologica,endodoncias,2010-03-01,0,5,0,5,5
COLQUIRI,atencion odontologica,endodoncias,2010-03-01,22,21,22,21,43
COMARAPA,atencion odontologica,endodoncias,2010-03-01,32,24,32,24,56
COMBAYA,atencion odontologica,endodoncias,2010-03-01,4,8,4,8,12
CONCEPCION,atencion odontologica,endodoncias,2010-03-01,2,0,2,0,2
COPACABANA,atencion odontologica,endodoncias,2010-03-01,1,3,1,3,4
COROICO,atencion odontologica,endodoncias,2010-03-01,2,2,2,2,4
CORQUE,atencion odontologica,endodoncias,2010-03-01,7,0,7,0,7
COTAGAITA,atencion odontologica,endodoncias,2010-03-01,15,14,15,14,29
COTOCA,atencion odontologica,endodoncias,2010-03-01,2,6,2,6,8
CUATRO CAÑADAS,atencion odontologica,endodoncias,2010-03-01,3,0,3,0,3
CULPINA,atencion odontologica,endodoncias,2010-03-01,2,7,2,7,9
EL ALTO,atencion odontologica,endodoncias,2010-03-01,465,610,465,610,1075
EL PUENTE(TJA),atencion odontologica,endodoncias,2010-03-01,24,19,24,19,43
EL TORNO,atencion odontologica,endodoncias,2010-03-01,10,24,10,24,34
EL VILLAR,atencion odontologica,endodoncias,2010-03-01,0,1,0,1,1
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2010-03-01,7,22,7,22,29
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2010-03-01,19,2,19,2,21
ESCOMA,atencion odontologica,endodoncias,2010-03-01,18,7,18,7,25
EUCALIPTUS,atencion odontologica,endodoncias,2010-03-01,1,4,1,4,5
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2010-03-01,3,8,3,8,11
FILADELFIA,atencion odontologica,endodoncias,2010-03-01,2,3,2,3,5
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2010-03-01,0,2,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2010-03-01,0,10,0,10,10
GUANAY,atencion odontologica,endodoncias,2010-03-01,18,26,18,26,44
GUAYARAMERIN,atencion odontologica,endodoncias,2010-03-01,9,19,9,19,28
GUTIERREZ,atencion odontologica,endodoncias,2010-03-01,10,13,10,13,23
HUACARETA,atencion odontologica,endodoncias,2010-03-01,7,4,7,4,11
HUACHACALLA,atencion odontologica,endodoncias,2010-03-01,2,2,2,2,4
HUANUNI,atencion odontologica,endodoncias,2010-03-01,6,9,6,9,15
HUARACAJE,atencion odontologica,endodoncias,2010-03-01,1,2,1,2,3
HUAYLLAMARCA,atencion odontologica,endodoncias,2010-03-01,3,5,3,5,8
HUMANATA,atencion odontologica,endodoncias,2010-03-01,3,3,3,3,6
ICLA,atencion odontologica,endodoncias,2010-03-01,0,1,0,1,1
INCAHUASI,atencion odontologica,endodoncias,2010-03-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2010-03-01,4,6,4,6,10
IXIAMAS,atencion odontologica,endodoncias,2010-03-01,4,1,4,1,5
JESUS DE MACHACA,atencion odontologica,endodoncias,2010-03-01,7,18,7,18,25
LA GUARDIA,atencion odontologica,endodoncias,2010-03-01,12,13,12,13,25
LA PAZ,atencion odontologica,endodoncias,2010-03-01,712,1273,712,1273,1985
LAGUNILLAS,atencion odontologica,endodoncias,2010-03-01,3,2,3,2,5
LAJA,atencion odontologica,endodoncias,2010-03-01,0,1,0,1,1
LAS CARRERAS,atencion odontologica,endodoncias,2010-03-01,2,2,2,2,4
LLALLAGUA,atencion odontologica,endodoncias,2010-03-01,10,24,10,24,34
LLICA,atencion odontologica,endodoncias,2010-03-01,0,1,0,1,1
LORETO,atencion odontologica,endodoncias,2010-03-01,1,0,1,0,1
MACHACAMARCA,atencion odontologica,endodoncias,2010-03-01,2,1,2,1,3
MACHARETI,atencion odontologica,endodoncias,2010-03-01,1,3,1,3,4
MAGDALENA,atencion odontologica,endodoncias,2010-03-01,19,6,19,6,25
MAIRANA,atencion odontologica,endodoncias,2010-03-01,0,4,0,4,4
MAPIRI,atencion odontologica,endodoncias,2010-03-01,31,18,31,18,49
MINEROS,atencion odontologica,endodoncias,2010-03-01,0,34,0,34,34
MIZQUE,atencion odontologica,endodoncias,2010-03-01,3,1,3,1,4
MOCOMOCO,atencion odontologica,endodoncias,2010-03-01,1,0,1,0,1
MOJOCOYA,atencion odontologica,endodoncias,2010-03-01,3,14,3,14,17
MONTEAGUDO,atencion odontologica,endodoncias,2010-03-01,9,39,9,39,48
MONTERO,atencion odontologica,endodoncias,2010-03-01,35,24,35,24,59
MOROCHATA,atencion odontologica,endodoncias,2010-03-01,1,1,1,1,2
OCURI,atencion odontologica,endodoncias,2010-03-01,1,7,1,7,8
OKINAWA,atencion odontologica,endodoncias,2010-03-01,5,3,5,3,8
OMEREQUE,atencion odontologica,endodoncias,2010-03-01,2,4,2,4,6
ORURO,atencion odontologica,endodoncias,2010-03-01,314,345,314,345,659
PADCAYA,atencion odontologica,endodoncias,2010-03-01,23,64,23,64,87
PADILLA,atencion odontologica,endodoncias,2010-03-01,2,1,2,1,3
PAILON,atencion odontologica,endodoncias,2010-03-01,3,5,3,5,8
PAMPA AULLAGAS,atencion odontologica,endodoncias,2010-03-01,0,2,0,2,2
PAMPA GRANDE,atencion odontologica,endodoncias,2010-03-01,1,2,1,2,3
PASORAPA,atencion odontologica,endodoncias,2010-03-01,0,7,0,7,7
PATACAMAYA,atencion odontologica,endodoncias,2010-03-01,4,9,4,9,13
PAZÑA,atencion odontologica,endodoncias,2010-03-01,4,9,4,9,13
POCOATA,atencion odontologica,endodoncias,2010-03-01,0,5,0,5,5
POCONA,atencion odontologica,endodoncias,2010-03-01,5,11,5,11,16
POJO (CBBA),atencion odontologica,endodoncias,2010-03-01,24,0,24,0,24
POOPO,atencion odontologica,endodoncias,2010-03-01,0,3,0,3,3
PORCO,atencion odontologica,endodoncias,2010-03-01,3,7,3,7,10
POROMA,atencion odontologica,endodoncias,2010-03-01,1,11,1,11,12
PORONGO,atencion odontologica,endodoncias,2010-03-01,0,1,0,1,1
PORTACHUELO,atencion odontologica,endodoncias,2010-03-01,5,6,5,6,11
PORVENIR,atencion odontologica,endodoncias,2010-03-01,3,3,3,3,6
POSTRER VALLE,atencion odontologica,endodoncias,2010-03-01,2,0,2,0,2
POTOSI,atencion odontologica,endodoncias,2010-03-01,189,126,189,126,315
PRESTO,atencion odontologica,endodoncias,2010-03-01,0,3,0,3,3
PUCARA,atencion odontologica,endodoncias,2010-03-01,0,5,0,5,5
PUCARANI,atencion odontologica,endodoncias,2010-03-01,3,4,3,4,7
PUERTO ACOSTA,atencion odontologica,endodoncias,2010-03-01,2,4,2,4,6
PUERTO CARABUCO,atencion odontologica,endodoncias,2010-03-01,8,24,8,24,32
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2010-03-01,1,0,1,0,1
PUERTO RICO,atencion odontologica,endodoncias,2010-03-01,10,5,10,5,15
PUERTO SUAREZ,atencion odontologica,endodoncias,2010-03-01,6,3,6,3,9
PUERTO VILLARROEL,atencion odontologica,endodoncias,2010-03-01,91,75,91,75,166
PUNA,atencion odontologica,endodoncias,2010-03-01,6,2,6,2,8
PUNATA,atencion odontologica,endodoncias,2010-03-01,32,57,32,57,89
QUILLACOLLO,atencion odontologica,endodoncias,2010-03-01,75,101,75,101,176
QUIME,atencion odontologica,endodoncias,2010-03-01,0,1,0,1,1
QUIRUSILLAS,atencion odontologica,endodoncias,2010-03-01,3,2,3,2,5
RAVELO,atencion odontologica,endodoncias,2010-03-01,0,7,0,7,7
REYES,atencion odontologica,endodoncias,2010-03-01,4,14,4,14,18
RIBERALTA,atencion odontologica,endodoncias,2010-03-01,19,29,19,29,48
ROBORE,atencion odontologica,endodoncias,2010-03-01,12,13,12,13,25
RURRENABAQUE,atencion odontologica,endodoncias,2010-03-01,1,0,1,0,1
SABAYA,atencion odontologica,endodoncias,2010-03-01,1,5,1,5,6
SACABA,atencion odontologica,endodoncias,2010-03-01,93,110,93,110,203
SACACA,atencion odontologica,endodoncias,2010-03-01,1,0,1,0,1
SAIPINA,atencion odontologica,endodoncias,2010-03-01,5,7,5,7,12
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2010-03-01,4,5,4,5,9
SAMAIPATA,atencion odontologica,endodoncias,2010-03-01,4,5,4,5,9
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2010-03-01,1,3,1,3,4
SAN ANTONIO DE ESMORUCO,atencion odontologica,endodoncias,2010-03-01,1,5,1,5,6
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncias,2010-03-01,2,0,2,0,2
SAN BENITO,atencion odontologica,endodoncias,2010-03-01,16,18,16,18,34
SAN BORJA,atencion odontologica,endodoncias,2010-03-01,2,0,2,0,2
SAN BUENA VENTURA,atencion odontologica,endodoncias,2010-03-01,2,5,2,5,7
SAN CARLOS,atencion odontologica,endodoncias,2010-03-01,8,12,8,12,20
SAN IGNACIO,atencion odontologica,endodoncias,2010-03-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2010-03-01,5,2,5,2,7
SAN JAVIER(BNI),atencion odontologica,endodoncias,2010-03-01,1,17,1,17,18
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2010-03-01,10,2,10,2,12
SAN JUAN DE YAPACANI,atencion odontologica,endodoncias,2010-03-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica,endodoncias,2010-03-01,42,45,42,45,87
SAN LUCAS,atencion odontologica,endodoncias,2010-03-01,6,12,6,12,18
SAN MATIAS,atencion odontologica,endodoncias,2010-03-01,3,1,3,1,4
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2010-03-01,12,20,12,20,32
SAN PEDRO,atencion odontologica,endodoncias,2010-03-01,1,1,1,1,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2010-03-01,0,6,0,6,6
SAN RAFAEL,atencion odontologica,endodoncias,2010-03-01,7,3,7,3,10
SAN RAMON BENI,atencion odontologica,endodoncias,2010-03-01,4,9,4,9,13
SAN RAMON SCZ,atencion odontologica,endodoncias,2010-03-01,5,0,5,0,5
SANTA ANA,atencion odontologica,endodoncias,2010-03-01,15,16,15,16,31
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2010-03-01,612,737,612,737,1349
SANTA ROSA,atencion odontologica,endodoncias,2010-03-01,3,0,3,0,3
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2010-03-01,2,5,2,5,7
SANTIAGO DE CALLAPA,atencion odontologica,endodoncias,2010-03-01,1,1,1,1,2
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2010-03-01,5,7,5,7,12
SANTIVAÑES,atencion odontologica,endodoncias,2010-03-01,1,11,1,11,12
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncias,2010-03-01,0,2,0,2,2
SAPAHAQUI,atencion odontologica,endodoncias,2010-03-01,0,3,0,3,3
SHINAOTA,atencion odontologica,endodoncias,2010-03-01,5,5,5,5,10
SICA SICA (VILLA AROMA),atencion odontologica,endodoncias,2010-03-01,4,7,4,7,11
SIPE SIPE,atencion odontologica,endodoncias,2010-03-01,51,85,51,85,136
SOPACHUY,atencion odontologica,endodoncias,2010-03-01,4,14,4,14,18
SORACACHI,atencion odontologica,endodoncias,2010-03-01,1,4,1,4,5
SUCRE,atencion odontologica,endodoncias,2010-03-01,410,582,410,582,992
TACACOMA,atencion odontologica,endodoncias,2010-03-01,1,11,1,11,12
TACOBAMBA,atencion odontologica,endodoncias,2010-03-01,5,9,5,9,14
TAPACARI,atencion odontologica,endodoncias,2010-03-01,1,3,1,3,4
TARABUCO,atencion odontologica,endodoncias,2010-03-01,0,16,0,16,16
TARATA,atencion odontologica,endodoncias,2010-03-01,0,1,0,1,1
TARIJA,atencion odontologica,endodoncias,2010-03-01,347,396,347,396,743
TARVITA,atencion odontologica,endodoncias,2010-03-01,3,7,3,7,10
TINGUIPAYA,atencion odontologica,endodoncias,2010-03-01,8,4,8,4,12
TIQUIPAYA,atencion odontologica,endodoncias,2010-03-01,36,62,36,62,98
TIRAQUE (CBBA),atencion odontologica,endodoncias,2010-03-01,1,19,1,19,20
TOCO,atencion odontologica,endodoncias,2010-03-01,3,4,3,4,7
TOLATA,atencion odontologica,endodoncias,2010-03-01,4,4,4,4,8
TOLEDO,atencion odontologica,endodoncias,2010-03-01,1,2,1,2,3
TOMINA,atencion odontologica,endodoncias,2010-03-01,3,8,3,8,11
TORO TORO,atencion odontologica,endodoncias,2010-03-01,4,2,4,2,6
