,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2010-02-01,17,26,17,26,43
CHUMA,atencion odontologica,primera consulta,2010-02-01,118,191,118,191,309
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2010-02-01,42,46,42,46,88
CKOCHAS,atencion odontologica,primera consulta,2010-02-01,47,24,47,24,71
CLIZA,atencion odontologica,primera consulta,2010-02-01,66,120,66,120,186
COBIJA,atencion odontologica,primera consulta,2010-02-01,146,281,146,281,427
COCAPATA,atencion odontologica,primera consulta,2010-02-01,30,27,30,27,57
COCHABAMBA,atencion odontologica,primera consulta,2010-02-01,1854,1374,1854,1374,3228
COIPASA,atencion odontologica,primera consulta,2010-02-01,2,5,2,5,7
COLCAPIRHUA,atencion odontologica,primera consulta,2010-02-01,109,133,109,133,242
"COLCHA ""K""",atencion odontologica,primera consulta,2010-02-01,17,41,17,41,58
COLLANA,atencion odontologica,primera consulta,2010-02-01,1,0,1,0,1
COLOMI,atencion odontologica,primera consulta,2010-02-01,128,152,128,152,280
COLPA BELGICA,atencion odontologica,primera consulta,2010-02-01,71,89,71,89,160
COLQUECHACA,atencion odontologica,primera consulta,2010-02-01,43,44,43,44,87
COLQUIRI,atencion odontologica,primera consulta,2010-02-01,31,45,31,45,76
COMANCHE,atencion odontologica,primera consulta,2010-02-01,1,2,1,2,3
COMARAPA,atencion odontologica,primera consulta,2010-02-01,46,66,46,66,112
COMBAYA,atencion odontologica,primera consulta,2010-02-01,42,43,42,43,85
CONCEPCION,atencion odontologica,primera consulta,2010-02-01,16,0,16,0,16
COPACABANA,atencion odontologica,primera consulta,2010-02-01,44,68,44,68,112
CORIPATA,atencion odontologica,primera consulta,2010-02-01,72,86,72,86,158
CORO CORO,atencion odontologica,primera consulta,2010-02-01,24,12,24,12,36
COROICO,atencion odontologica,primera consulta,2010-02-01,36,38,36,38,74
CORQUE,atencion odontologica,primera consulta,2010-02-01,22,24,22,24,46
COTAGAITA,atencion odontologica,primera consulta,2010-02-01,114,100,114,100,214
COTOCA,atencion odontologica,primera consulta,2010-02-01,32,63,32,63,95
CUATRO CAÑADAS,atencion odontologica,primera consulta,2010-02-01,199,0,199,0,199
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2010-02-01,8,4,8,4,12
CUEVO,atencion odontologica,primera consulta,2010-02-01,51,80,51,80,131
CULPINA,atencion odontologica,primera consulta,2010-02-01,34,46,34,46,80
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2010-02-01,0,1,0,1,1
CURVA,atencion odontologica,primera consulta,2010-02-01,27,11,27,11,38
DESAGUADERO,atencion odontologica,primera consulta,2010-02-01,0,2,0,2,2
EL ALTO,atencion odontologica,primera consulta,2010-02-01,2002,2590,2002,2590,4592
EL CHORO,atencion odontologica,primera consulta,2010-02-01,10,5,10,5,15
EL PUENTE(STC),atencion odontologica,primera consulta,2010-02-01,129,117,129,117,246
EL PUENTE(TJA),atencion odontologica,primera consulta,2010-02-01,56,82,56,82,138
EL TORNO,atencion odontologica,primera consulta,2010-02-01,405,433,405,433,838
EL VILLAR,atencion odontologica,primera consulta,2010-02-01,16,19,16,19,35
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2010-02-01,97,179,97,179,276
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2010-02-01,9,14,9,14,23
ESCOMA,atencion odontologica,primera consulta,2010-02-01,60,49,60,49,109
EUCALIPTUS,atencion odontologica,primera consulta,2010-02-01,21,24,21,24,45
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2010-02-01,30,49,30,49,79
FILADELFIA,atencion odontologica,primera consulta,2010-02-01,16,27,16,27,43
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2010-02-01,14,18,14,18,32
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2010-02-01,91,153,91,153,244
GUANAY,atencion odontologica,primera consulta,2010-02-01,97,131,97,131,228
GUAQUI,atencion odontologica,primera consulta,2010-02-01,55,64,55,64,119
GUAYARAMERIN,atencion odontologica,primera consulta,2010-02-01,87,203,87,203,290
GUTIERREZ,atencion odontologica,primera consulta,2010-02-01,175,134,175,134,309
HUACARETA,atencion odontologica,primera consulta,2010-02-01,34,29,34,29,63
HUACHACALLA,atencion odontologica,primera consulta,2010-02-01,17,28,17,28,45
HUANUNI,atencion odontologica,primera consulta,2010-02-01,103,98,103,98,201
HUARACAJE,atencion odontologica,primera consulta,2010-02-01,2,1,2,1,3
HUARINA,atencion odontologica,primera consulta,2010-02-01,67,86,67,86,153
HUAYLLAMARCA,atencion odontologica,primera consulta,2010-02-01,27,38,27,38,65
HUMANATA,atencion odontologica,primera consulta,2010-02-01,31,45,31,45,76
ICHOCA,atencion odontologica,primera consulta,2010-02-01,3,2,3,2,5
ICLA,atencion odontologica,primera consulta,2010-02-01,9,19,9,19,28
INQUISIVI,atencion odontologica,primera consulta,2010-02-01,7,16,7,16,23
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2010-02-01,52,85,52,85,137
IXIAMAS,atencion odontologica,primera consulta,2010-02-01,41,52,41,52,93
JESUS DE MACHACA,atencion odontologica,primera consulta,2010-02-01,68,100,68,100,168
LA ASUNTA,atencion odontologica,primera consulta,2010-02-01,2,10,2,10,12
LA GUARDIA,atencion odontologica,primera consulta,2010-02-01,44,104,44,104,148
LA PAZ,atencion odontologica,primera consulta,2010-02-01,2416,3836,2416,3836,6252
LA RIVERA,atencion odontologica,primera consulta,2010-02-01,2,1,2,1,3
LAGUNILLAS,atencion odontologica,primera consulta,2010-02-01,23,28,23,28,51
LAJA,atencion odontologica,primera consulta,2010-02-01,50,92,50,92,142
LAS CARRERAS,atencion odontologica,primera consulta,2010-02-01,51,53,51,53,104
LLALLAGUA,atencion odontologica,primera consulta,2010-02-01,94,119,94,119,213
LLICA,atencion odontologica,primera consulta,2010-02-01,18,27,18,27,45
LURIBAY,atencion odontologica,primera consulta,2010-02-01,30,127,30,127,157
MACHACAMARCA,atencion odontologica,primera consulta,2010-02-01,13,37,13,37,50
MACHARETI,atencion odontologica,primera consulta,2010-02-01,80,69,80,69,149
MAGDALENA,atencion odontologica,primera consulta,2010-02-01,24,26,24,26,50
MAIRANA,atencion odontologica,primera consulta,2010-02-01,31,30,31,30,61
MAPIRI,atencion odontologica,primera consulta,2010-02-01,38,70,38,70,108
MECAPACA,atencion odontologica,primera consulta,2010-02-01,15,20,15,20,35
MINEROS,atencion odontologica,primera consulta,2010-02-01,150,165,150,165,315
MIZQUE,atencion odontologica,primera consulta,2010-02-01,42,69,42,69,111
MOCOMOCO,atencion odontologica,primera consulta,2010-02-01,128,197,128,197,325
MOJOCOYA,atencion odontologica,primera consulta,2010-02-01,7,31,7,31,38
MONTEAGUDO,atencion odontologica,primera consulta,2010-02-01,39,88,39,88,127
MONTERO,atencion odontologica,primera consulta,2010-02-01,273,390,273,390,663
MORO MORO,atencion odontologica,primera consulta,2010-02-01,4,6,4,6,10
MOROCHATA,atencion odontologica,primera consulta,2010-02-01,19,34,19,34,53
OCURI,atencion odontologica,primera consulta,2010-02-01,30,30,30,30,60
OKINAWA,atencion odontologica,primera consulta,2010-02-01,7,11,7,11,18
OMEREQUE,atencion odontologica,primera consulta,2010-02-01,10,3,10,3,13
ORURO,atencion odontologica,primera consulta,2010-02-01,1036,1130,1036,1130,2166
PADCAYA,atencion odontologica,primera consulta,2010-02-01,139,152,139,152,291
PADILLA,atencion odontologica,primera consulta,2010-02-01,30,55,30,55,85
PAILON,atencion odontologica,primera consulta,2010-02-01,90,103,90,103,193
PALCA,atencion odontologica,primera consulta,2010-02-01,149,170,149,170,319
PALOS BLANCOS,atencion odontologica,primera consulta,2010-02-01,80,111,80,111,191
PAMPA AULLAGAS,atencion odontologica,primera consulta,2010-02-01,15,24,15,24,39
PAMPA GRANDE,atencion odontologica,primera consulta,2010-02-01,16,25,16,25,41
PAPEL PAMPA,atencion odontologica,primera consulta,2010-02-01,60,67,60,67,127
PASORAPA,atencion odontologica,primera consulta,2010-02-01,3,4,3,4,7
PATACAMAYA,atencion odontologica,primera consulta,2010-02-01,24,31,24,31,55
PAZÑA,atencion odontologica,primera consulta,2010-02-01,16,22,16,22,38
PELECHUCO,atencion odontologica,primera consulta,2010-02-01,7,15,7,15,22
POCOATA,atencion odontologica,primera consulta,2010-02-01,37,41,37,41,78
POCONA,atencion odontologica,primera consulta,2010-02-01,19,31,19,31,50
POJO (CBBA),atencion odontologica,primera consulta,2010-02-01,121,0,121,0,121
POOPO,atencion odontologica,primera consulta,2010-02-01,22,17,22,17,39
PORCO,atencion odontologica,primera consulta,2010-02-01,23,46,23,46,69
PORONGO,atencion odontologica,primera consulta,2010-02-01,33,46,33,46,79
PORTACHUELO,atencion odontologica,primera consulta,2010-02-01,32,53,32,53,85
PORVENIR,atencion odontologica,primera consulta,2010-02-01,36,79,36,79,115
POSTRER VALLE,atencion odontologica,primera consulta,2010-02-01,11,19,11,19,30
POTOSI,atencion odontologica,primera consulta,2010-02-01,757,242,757,242,999
PRESTO,atencion odontologica,primera consulta,2010-02-01,45,59,45,59,104
PUCARA,atencion odontologica,primera consulta,2010-02-01,9,47,9,47,56
PUCARANI,atencion odontologica,primera consulta,2010-02-01,90,132,90,132,222
PUERTO ACOSTA,atencion odontologica,primera consulta,2010-02-01,17,20,17,20,37
PUERTO CARABUCO,atencion odontologica,primera consulta,2010-02-01,26,55,26,55,81
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2010-02-01,12,8,12,8,20
PUERTO PEREZ,atencion odontologica,primera consulta,2010-02-01,10,13,10,13,23
PUERTO QUIJARRO,atencion odontologica,primera consulta,2010-02-01,13,28,13,28,41
PUERTO RICO,atencion odontologica,primera consulta,2010-02-01,67,78,67,78,145
PUERTO SILES,atencion odontologica,primera consulta,2010-02-01,97,0,97,0,97
PUERTO SUAREZ,atencion odontologica,primera consulta,2010-02-01,37,56,37,56,93
PUERTO VILLARROEL,atencion odontologica,primera consulta,2010-02-01,132,173,132,173,305
PUNA,atencion odontologica,primera consulta,2010-02-01,0,127,0,127,127
PUNATA,atencion odontologica,primera consulta,2010-02-01,156,87,156,87,243
QUILLACOLLO,atencion odontologica,primera consulta,2010-02-01,120,117,120,117,237
QUIME,atencion odontologica,primera consulta,2010-02-01,70,93,70,93,163
QUIRUSILLAS,atencion odontologica,primera consulta,2010-02-01,11,9,11,9,20
RAVELO,atencion odontologica,primera consulta,2010-02-01,11,24,11,24,35
REYES,atencion odontologica,primera consulta,2010-02-01,4,8,4,8,12
RIBERALTA,atencion odontologica,primera consulta,2010-02-01,127,386,127,386,513
ROBORE,atencion odontologica,primera consulta,2010-02-01,47,58,47,58,105
RURRENABAQUE,atencion odontologica,primera consulta,2010-02-01,16,35,16,35,51
SABAYA,atencion odontologica,primera consulta,2010-02-01,38,48,38,48,86
SACABA,atencion odontologica,primera consulta,2010-02-01,302,441,302,441,743
SACABAMBA,atencion odontologica,primera consulta,2010-02-01,3,5,3,5,8
SAIPINA,atencion odontologica,primera consulta,2010-02-01,17,29,17,29,46
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2010-02-01,77,76,77,76,153
SAMAIPATA,atencion odontologica,primera consulta,2010-02-01,26,49,26,49,75
SAN AGUSTIN,atencion odontologica,primera consulta,2010-02-01,7,2,7,2,9
SAN ANDRES,atencion odontologica,primera consulta,2010-02-01,29,36,29,36,65
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2010-02-01,109,72,109,72,181
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2010-02-01,54,0,54,0,54
SAN BENITO,atencion odontologica,primera consulta,2010-02-01,16,56,16,56,72
SAN BORJA,atencion odontologica,primera consulta,2010-02-01,92,503,92,503,595
SAN BUENA VENTURA,atencion odontologica,primera consulta,2010-02-01,71,98,71,98,169
SAN CARLOS,atencion odontologica,primera consulta,2010-02-01,61,46,61,46,107
SAN IGNACIO,atencion odontologica,primera consulta,2010-02-01,140,158,140,158,298
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2010-02-01,139,125,139,125,264
SAN JAVIER(BNI),atencion odontologica,primera consulta,2010-02-01,16,2,16,2,18
SAN JAVIER(STC),atencion odontologica,primera consulta,2010-02-01,10,19,10,19,29
SAN JOAQUIN,atencion odontologica,primera consulta,2010-02-01,2,3,2,3,5
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2010-02-01,45,83,45,83,128
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2010-02-01,43,79,43,79,122
SAN LORENZO(PND),atencion odontologica,primera consulta,2010-02-01,14,17,14,17,31
SAN LORENZO(TJA),atencion odontologica,primera consulta,2010-02-01,189,320,189,320,509
SAN LUCAS,atencion odontologica,primera consulta,2010-02-01,80,130,80,130,210
SAN MATIAS,atencion odontologica,primera consulta,2010-02-01,109,119,109,119,228
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2010-02-01,174,215,174,215,389
SAN PEDRO,atencion odontologica,primera consulta,2010-02-01,0,3,0,3,3
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2010-02-01,28,35,28,35,63
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2010-02-01,15,11,15,11,26
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2010-02-01,68,84,68,84,152
SAN RAFAEL,atencion odontologica,primera consulta,2010-02-01,23,26,23,26,49
SAN RAMON BENI,atencion odontologica,primera consulta,2010-02-01,29,27,29,27,56
SAN RAMON SCZ,atencion odontologica,primera consulta,2010-02-01,56,0,56,0,56
SANTA ANA,atencion odontologica,primera consulta,2010-02-01,39,48,39,48,87
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2010-02-01,2163,2681,2163,2681,4844
SANTA ROSA,atencion odontologica,primera consulta,2010-02-01,103,122,103,122,225
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2010-02-01,82,141,82,141,223
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2010-02-01,9,19,9,19,28
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2010-02-01,54,81,54,81,135
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2010-02-01,9,15,9,15,24
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2010-02-01,5,5,5,5,10
SANTIVAÑES,atencion odontologica,primera consulta,2010-02-01,5,11,5,11,16
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2010-02-01,37,42,37,42,79
SAPAHAQUI,atencion odontologica,primera consulta,2010-02-01,47,57,47,57,104
SENA,atencion odontologica,primera consulta,2010-02-01,13,25,13,25,38
SHINAOTA,atencion odontologica,primera consulta,2010-02-01,8,9,8,9,17
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2010-02-01,58,95,58,95,153
SICAYA,atencion odontologica,primera consulta,2010-02-01,16,17,16,17,33
SIPE SIPE,atencion odontologica,primera consulta,2010-02-01,82,82,82,82,164
SOPACHUY,atencion odontologica,primera consulta,2010-02-01,39,68,39,68,107
SORACACHI,atencion odontologica,primera consulta,2010-02-01,4,26,4,26,30
SORATA,atencion odontologica,primera consulta,2010-02-01,103,91,103,91,194
SUCRE,atencion odontologica,primera consulta,2010-02-01,667,1079,667,1079,1746
TACACOMA,atencion odontologica,primera consulta,2010-02-01,49,61,49,61,110
TACOPAYA,atencion odontologica,primera consulta,2010-02-01,3,0,3,0,3
TAHUA,atencion odontologica,primera consulta,2010-02-01,4,7,4,7,11
TAPACARI,atencion odontologica,primera consulta,2010-02-01,107,48,107,48,155
TARABUCO,atencion odontologica,primera consulta,2010-02-01,68,118,68,118,186
TARACO,atencion odontologica,primera consulta,2010-02-01,9,6,9,6,15
TARATA,atencion odontologica,primera consulta,2010-02-01,31,15,31,15,46
TARIJA,atencion odontologica,primera consulta,2010-02-01,934,1145,934,1145,2079
TARVITA,atencion odontologica,primera consulta,2010-02-01,57,97,57,97,154
TIAWANACU,atencion odontologica,primera consulta,2010-02-01,59,148,59,148,207
TINGUIPAYA,atencion odontologica,primera consulta,2010-02-01,3,15,3,15,18
TIPUANI,atencion odontologica,primera consulta,2010-02-01,19,13,19,13,32
TIQUIPAYA,atencion odontologica,primera consulta,2010-02-01,152,215,152,215,367
TIRAQUE (CBBA),atencion odontologica,primera consulta,2010-02-01,18,13,18,13,31
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2010-02-01,4,7,4,7,11
TOCO,atencion odontologica,primera consulta,2010-02-01,24,35,24,35,59
TOLATA,atencion odontologica,primera consulta,2010-02-01,34,50,34,50,84
TOLEDO,atencion odontologica,primera consulta,2010-02-01,50,75,50,75,125
TOMAVE,atencion odontologica,primera consulta,2010-02-01,19,21,19,21,40
TOMINA,atencion odontologica,primera consulta,2010-02-01,10,18,10,18,28
TORO TORO,atencion odontologica,primera consulta,2010-02-01,39,52,39,52,91
TOTORA(CBBA),atencion odontologica,primera consulta,2010-02-01,109,0,109,0,109
TOTORA(ORR),atencion odontologica,primera consulta,2010-02-01,15,21,15,21,36
TRIGAL,atencion odontologica,primera consulta,2010-02-01,21,15,21,15,36
TRINIDAD,atencion odontologica,primera consulta,2010-02-01,706,349,706,349,1055
TUPIZA,atencion odontologica,primera consulta,2010-02-01,202,226,202,226,428
TURCO,atencion odontologica,primera consulta,2010-02-01,11,18,11,18,29
UMALA,atencion odontologica,primera consulta,2010-02-01,1,6,1,6,7
UNCIA,atencion odontologica,primera consulta,2010-02-01,60,79,60,79,139
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2010-02-01,98,196,98,196,294
UYUNI,atencion odontologica,primera consulta,2010-02-01,34,59,34,59,93
VACAS,atencion odontologica,primera consulta,2010-02-01,150,242,150,242,392
VALLEGRANDE,atencion odontologica,primera consulta,2010-02-01,178,207,178,207,385
VIACHA,atencion odontologica,primera consulta,2010-02-01,159,41,159,41,200
VILLA CHARCAS,atencion odontologica,primera consulta,2010-02-01,8,25,8,25,33
VILLA MONTES,atencion odontologica,primera consulta,2010-02-01,204,340,204,340,544
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2010-02-01,25,9,25,9,34
VILLA RIVERO,atencion odontologica,primera consulta,2010-02-01,12,19,12,19,31
VILLA SERRANO,atencion odontologica,primera consulta,2010-02-01,31,47,31,47,78
VILLA TUNARI,atencion odontologica,primera consulta,2010-02-01,252,337,252,337,589
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2010-02-01,61,93,61,93,154
VILLAZON,atencion odontologica,primera consulta,2010-02-01,148,279,148,279,427
VINTO,atencion odontologica,primera consulta,2010-02-01,16,26,16,26,42
VITICHI,atencion odontologica,primera consulta,2010-02-01,11,28,11,28,39
WALDO BALLIVIAN,atencion odontologica,primera consulta,2010-02-01,10,22,10,22,32
WARNES,atencion odontologica,primera consulta,2010-02-01,120,162,120,162,282
YACO,atencion odontologica,primera consulta,2010-02-01,24,35,24,35,59
YACUIBA,atencion odontologica,primera consulta,2010-02-01,370,474,370,474,844
YAMPARAEZ,atencion odontologica,primera consulta,2010-02-01,16,23,16,23,39
