,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN CARLOS,atencion odontologica,periodoncias,2010-02-01,7,13,7,13,20
SAN IGNACIO,atencion odontologica,periodoncias,2010-02-01,4,5,4,5,9
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2010-02-01,2,0,2,0,2
SAN JAVIER(STC),atencion odontologica,periodoncias,2010-02-01,1,1,1,1,2
SAN LORENZO(PND),atencion odontologica,periodoncias,2010-02-01,0,3,0,3,3
SAN LORENZO(TJA),atencion odontologica,periodoncias,2010-02-01,2,8,2,8,10
SAN LUCAS,atencion odontologica,periodoncias,2010-02-01,3,2,3,2,5
SAN MATIAS,atencion odontologica,periodoncias,2010-02-01,3,4,3,4,7
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2010-02-01,6,7,6,7,13
SAN PEDRO DE TIQUINA,atencion odontologica,periodoncias,2010-02-01,4,4,4,4,8
SAN RAFAEL,atencion odontologica,periodoncias,2010-02-01,15,34,15,34,49
SAN RAMON SCZ,atencion odontologica,periodoncias,2010-02-01,8,0,8,0,8
SANTA ANA,atencion odontologica,periodoncias,2010-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2010-02-01,528,656,528,656,1184
SANTA ROSA,atencion odontologica,periodoncias,2010-02-01,3,2,3,2,5
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2010-02-01,0,10,0,10,10
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2010-02-01,1,0,1,0,1
SANTIVAÑES,atencion odontologica,periodoncias,2010-02-01,0,3,0,3,3
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2010-02-01,1,0,1,0,1
SAPAHAQUI,atencion odontologica,periodoncias,2010-02-01,0,1,0,1,1
SENA,atencion odontologica,periodoncias,2010-02-01,0,2,0,2,2
SHINAOTA,atencion odontologica,periodoncias,2010-02-01,2,0,2,0,2
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2010-02-01,19,38,19,38,57
SIPE SIPE,atencion odontologica,periodoncias,2010-02-01,10,33,10,33,43
SOPACHUY,atencion odontologica,periodoncias,2010-02-01,0,3,0,3,3
SORACACHI,atencion odontologica,periodoncias,2010-02-01,0,1,0,1,1
SORATA,atencion odontologica,periodoncias,2010-02-01,17,14,17,14,31
SUCRE,atencion odontologica,periodoncias,2010-02-01,225,204,225,204,429
TACOPAYA,atencion odontologica,periodoncias,2010-02-01,1,1,1,1,2
TAHUA,atencion odontologica,periodoncias,2010-02-01,0,7,0,7,7
TAPACARI,atencion odontologica,periodoncias,2010-02-01,1,0,1,0,1
TARABUCO,atencion odontologica,periodoncias,2010-02-01,0,4,0,4,4
TARIJA,atencion odontologica,periodoncias,2010-02-01,141,149,141,149,290
TARVITA,atencion odontologica,periodoncias,2010-02-01,5,9,5,9,14
TIAWANACU,atencion odontologica,periodoncias,2010-02-01,1,19,1,19,20
TIQUIPAYA,atencion odontologica,periodoncias,2010-02-01,30,108,30,108,138
TIRAQUE (CBBA),atencion odontologica,periodoncias,2010-02-01,6,13,6,13,19
TOCO,atencion odontologica,periodoncias,2010-02-01,4,4,4,4,8
TOLATA,atencion odontologica,periodoncias,2010-02-01,2,6,2,6,8
TOLEDO,atencion odontologica,periodoncias,2010-02-01,2,1,2,1,3
TOMAVE,atencion odontologica,periodoncias,2010-02-01,1,0,1,0,1
TORO TORO,atencion odontologica,periodoncias,2010-02-01,1,2,1,2,3
TOTORA(CBBA),atencion odontologica,periodoncias,2010-02-01,14,0,14,0,14
TRIGAL,atencion odontologica,periodoncias,2010-02-01,0,1,0,1,1
TRINIDAD,atencion odontologica,periodoncias,2010-02-01,39,12,39,12,51
TUPIZA,atencion odontologica,periodoncias,2010-02-01,45,28,45,28,73
UMALA,atencion odontologica,periodoncias,2010-02-01,1,0,1,0,1
UNCIA,atencion odontologica,periodoncias,2010-02-01,0,1,0,1,1
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2010-02-01,14,38,14,38,52
VACAS,atencion odontologica,periodoncias,2010-02-01,3,8,3,8,11
VALLEGRANDE,atencion odontologica,periodoncias,2010-02-01,0,1,0,1,1
VIACHA,atencion odontologica,periodoncias,2010-02-01,9,1,9,1,10
VILLA CHARCAS,atencion odontologica,periodoncias,2010-02-01,0,2,0,2,2
VILLA MONTES,atencion odontologica,periodoncias,2010-02-01,34,34,34,34,68
VILLA RIVERO,atencion odontologica,periodoncias,2010-02-01,1,0,1,0,1
VILLA SERRANO,atencion odontologica,periodoncias,2010-02-01,0,2,0,2,2
VILLA TUNARI,atencion odontologica,periodoncias,2010-02-01,37,52,37,52,89
VILLAZON,atencion odontologica,periodoncias,2010-02-01,30,22,30,22,52
VINTO,atencion odontologica,periodoncias,2010-02-01,1,3,1,3,4
WARNES,atencion odontologica,periodoncias,2010-02-01,17,23,17,23,40
YACUIBA,atencion odontologica,periodoncias,2010-02-01,16,53,16,53,69
YAMPARAEZ,atencion odontologica,periodoncias,2010-02-01,4,6,4,6,10
YANACACHI,atencion odontologica,periodoncias,2010-02-01,0,1,0,1,1
YAPACANI,atencion odontologica,periodoncias,2010-02-01,3,9,3,9,12
YOTALA,atencion odontologica,periodoncias,2010-02-01,0,4,0,4,4
ACACIO,atencion odontologica,periodoncias,2010-03-01,2,0,2,0,2
ACHOCALLA,atencion odontologica,periodoncias,2010-03-01,0,3,0,3,3
AIQUILE,atencion odontologica,periodoncias,2010-03-01,7,13,7,13,20
ANCORAIMES,atencion odontologica,periodoncias,2010-03-01,1,11,1,11,12
ANDAMARCA,atencion odontologica,periodoncias,2010-03-01,1,0,1,0,1
ANTEQUERA,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
APOLO,atencion odontologica,periodoncias,2010-03-01,1,8,1,8,9
ARANI,atencion odontologica,periodoncias,2010-03-01,10,30,10,30,40
ARBIETO,atencion odontologica,periodoncias,2010-03-01,22,9,22,9,31
ARQUE,atencion odontologica,periodoncias,2010-03-01,1,3,1,3,4
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2010-03-01,12,25,12,25,37
ATOCHA,atencion odontologica,periodoncias,2010-03-01,0,3,0,3,3
AYO AYO,atencion odontologica,periodoncias,2010-03-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2010-03-01,1,17,1,17,18
AZURDUY,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
BERMEJO,atencion odontologica,periodoncias,2010-03-01,49,51,49,51,100
BETANZOS,atencion odontologica,periodoncias,2010-03-01,0,6,0,6,6
BOLIVAR,atencion odontologica,periodoncias,2010-03-01,0,3,0,3,3
BUENA VISTA,atencion odontologica,periodoncias,2010-03-01,0,3,0,3,3
CABEZAS,atencion odontologica,periodoncias,2010-03-01,4,22,4,22,26
CAIROMA,atencion odontologica,periodoncias,2010-03-01,17,12,17,12,29
CAJUATA,atencion odontologica,periodoncias,2010-03-01,1,4,1,4,5
CALAMARCA,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
CAMARGO,atencion odontologica,periodoncias,2010-03-01,0,5,0,5,5
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2010-03-01,0,2,0,2,2
CAMIRI,atencion odontologica,periodoncias,2010-03-01,19,39,19,39,58
CAPINOTA,atencion odontologica,periodoncias,2010-03-01,2,4,2,4,6
CARACOLLO,atencion odontologica,periodoncias,2010-03-01,11,0,11,0,11
CARANAVI,atencion odontologica,periodoncias,2010-03-01,1,2,1,2,3
CARAPARI,atencion odontologica,periodoncias,2010-03-01,29,27,29,27,56
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2010-03-01,0,6,0,6,6
CATACORA,atencion odontologica,periodoncias,2010-03-01,1,1,1,1,2
CHALLAPATA,atencion odontologica,periodoncias,2010-03-01,0,4,0,4,4
CHARAGUA,atencion odontologica,periodoncias,2010-03-01,1,7,1,7,8
CHIMORE,atencion odontologica,periodoncias,2010-03-01,2,6,2,6,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2010-03-01,0,7,0,7,7
CLIZA,atencion odontologica,periodoncias,2010-03-01,7,22,7,22,29
COBIJA,atencion odontologica,periodoncias,2010-03-01,6,37,6,37,43
COCHABAMBA,atencion odontologica,periodoncias,2010-03-01,511,645,511,645,1156
COIPASA,atencion odontologica,periodoncias,2010-03-01,1,1,1,1,2
COLCAPIRHUA,atencion odontologica,periodoncias,2010-03-01,19,101,19,101,120
COLLANA,atencion odontologica,periodoncias,2010-03-01,1,0,1,0,1
COLOMI,atencion odontologica,periodoncias,2010-03-01,2,3,2,3,5
COLPA BELGICA,atencion odontologica,periodoncias,2010-03-01,0,17,0,17,17
COLQUIRI,atencion odontologica,periodoncias,2010-03-01,32,12,32,12,44
COMANCHE,atencion odontologica,periodoncias,2010-03-01,1,1,1,1,2
COMARAPA,atencion odontologica,periodoncias,2010-03-01,4,3,4,3,7
COPACABANA,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
CORIPATA,atencion odontologica,periodoncias,2010-03-01,0,2,0,2,2
COROICO,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
COTAGAITA,atencion odontologica,periodoncias,2010-03-01,1,6,1,6,7
COTOCA,atencion odontologica,periodoncias,2010-03-01,3,24,3,24,27
CUATRO CAÑADAS,atencion odontologica,periodoncias,2010-03-01,7,0,7,0,7
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2010-03-01,1,2,1,2,3
CULPINA,atencion odontologica,periodoncias,2010-03-01,0,2,0,2,2
EL ALTO,atencion odontologica,periodoncias,2010-03-01,190,251,190,251,441
EL CHORO,atencion odontologica,periodoncias,2010-03-01,0,9,0,9,9
EL PUENTE(TJA),atencion odontologica,periodoncias,2010-03-01,3,12,3,12,15
EL TORNO,atencion odontologica,periodoncias,2010-03-01,4,7,4,7,11
EL VILLAR,atencion odontologica,periodoncias,2010-03-01,4,9,4,9,13
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2010-03-01,1,2,1,2,3
EUCALIPTUS,atencion odontologica,periodoncias,2010-03-01,0,4,0,4,4
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2010-03-01,4,6,4,6,10
FILADELFIA,atencion odontologica,periodoncias,2010-03-01,0,7,0,7,7
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2010-03-01,4,9,4,9,13
GUANAY,atencion odontologica,periodoncias,2010-03-01,20,20,20,20,40
GUAYARAMERIN,atencion odontologica,periodoncias,2010-03-01,9,17,9,17,26
GUTIERREZ,atencion odontologica,periodoncias,2010-03-01,0,22,0,22,22
HUACHACALLA,atencion odontologica,periodoncias,2010-03-01,2,1,2,1,3
HUARACAJE,atencion odontologica,periodoncias,2010-03-01,4,9,4,9,13
HUAYLLAMARCA,atencion odontologica,periodoncias,2010-03-01,0,3,0,3,3
HUMANATA,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
ICLA,atencion odontologica,periodoncias,2010-03-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2010-03-01,2,7,2,7,9
JESUS DE MACHACA,atencion odontologica,periodoncias,2010-03-01,0,2,0,2,2
LA GUARDIA,atencion odontologica,periodoncias,2010-03-01,1,14,1,14,15
LA PAZ,atencion odontologica,periodoncias,2010-03-01,474,863,474,863,1337
LA RIVERA,atencion odontologica,periodoncias,2010-03-01,1,0,1,0,1
LAGUNILLAS,atencion odontologica,periodoncias,2010-03-01,10,14,10,14,24
LAJA,atencion odontologica,periodoncias,2010-03-01,1,2,1,2,3
LLALLAGUA,atencion odontologica,periodoncias,2010-03-01,3,7,3,7,10
MACHACAMARCA,atencion odontologica,periodoncias,2010-03-01,1,2,1,2,3
MAGDALENA,atencion odontologica,periodoncias,2010-03-01,6,8,6,8,14
MAIRANA,atencion odontologica,periodoncias,2010-03-01,2,14,2,14,16
MAPIRI,atencion odontologica,periodoncias,2010-03-01,5,9,5,9,14
MINEROS,atencion odontologica,periodoncias,2010-03-01,0,9,0,9,9
MIZQUE,atencion odontologica,periodoncias,2010-03-01,29,75,29,75,104
MOCOMOCO,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
MOJOCOYA,atencion odontologica,periodoncias,2010-03-01,2,5,2,5,7
MONTEAGUDO,atencion odontologica,periodoncias,2010-03-01,1,2,1,2,3
MONTERO,atencion odontologica,periodoncias,2010-03-01,42,67,42,67,109
MOROCHATA,atencion odontologica,periodoncias,2010-03-01,2,15,2,15,17
OKINAWA,atencion odontologica,periodoncias,2010-03-01,2,8,2,8,10
OMEREQUE,atencion odontologica,periodoncias,2010-03-01,2,1,2,1,3
ORURO,atencion odontologica,periodoncias,2010-03-01,90,108,90,108,198
PADCAYA,atencion odontologica,periodoncias,2010-03-01,3,6,3,6,9
PADILLA,atencion odontologica,periodoncias,2010-03-01,2,5,2,5,7
PAILON,atencion odontologica,periodoncias,2010-03-01,3,2,3,2,5
PALCA,atencion odontologica,periodoncias,2010-03-01,3,3,3,3,6
PALOS BLANCOS,atencion odontologica,periodoncias,2010-03-01,1,1,1,1,2
PAMPA AULLAGAS,atencion odontologica,periodoncias,2010-03-01,0,3,0,3,3
PAMPA GRANDE,atencion odontologica,periodoncias,2010-03-01,0,2,0,2,2
PAPEL PAMPA,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
PATACAMAYA,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
PAZÑA,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
POCOATA,atencion odontologica,periodoncias,2010-03-01,0,5,0,5,5
POCONA,atencion odontologica,periodoncias,2010-03-01,0,3,0,3,3
POJO (CBBA),atencion odontologica,periodoncias,2010-03-01,30,0,30,0,30
POOPO,atencion odontologica,periodoncias,2010-03-01,1,16,1,16,17
POROMA,atencion odontologica,periodoncias,2010-03-01,1,2,1,2,3
PORONGO,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
PORTACHUELO,atencion odontologica,periodoncias,2010-03-01,7,11,7,11,18
PORVENIR,atencion odontologica,periodoncias,2010-03-01,2,0,2,0,2
POSTRER VALLE,atencion odontologica,periodoncias,2010-03-01,2,1,2,1,3
POTOSI,atencion odontologica,periodoncias,2010-03-01,321,27,321,27,348
PRESTO,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
PUCARA,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
PUCARANI,atencion odontologica,periodoncias,2010-03-01,1,1,1,1,2
PUERTO ACOSTA,atencion odontologica,periodoncias,2010-03-01,1,1,1,1,2
PUERTO CARABUCO,atencion odontologica,periodoncias,2010-03-01,25,27,25,27,52
PUERTO GONZALO MORENO,atencion odontologica,periodoncias,2010-03-01,1,0,1,0,1
PUERTO PEREZ,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
PUERTO SUAREZ,atencion odontologica,periodoncias,2010-03-01,0,3,0,3,3
PUERTO VILLARROEL,atencion odontologica,periodoncias,2010-03-01,14,30,14,30,44
PUNATA,atencion odontologica,periodoncias,2010-03-01,13,73,13,73,86
QUILLACOLLO,atencion odontologica,periodoncias,2010-03-01,2,19,2,19,21
QUIME,atencion odontologica,periodoncias,2010-03-01,4,0,4,0,4
REYES,atencion odontologica,periodoncias,2010-03-01,3,7,3,7,10
RIBERALTA,atencion odontologica,periodoncias,2010-03-01,3,66,3,66,69
ROBORE,atencion odontologica,periodoncias,2010-03-01,11,11,11,11,22
RURRENABAQUE,atencion odontologica,periodoncias,2010-03-01,1,0,1,0,1
SABAYA,atencion odontologica,periodoncias,2010-03-01,4,4,4,4,8
SACABA,atencion odontologica,periodoncias,2010-03-01,424,584,424,584,1008
SACABAMBA,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
SACACA,atencion odontologica,periodoncias,2010-03-01,0,16,0,16,16
SAIPINA,atencion odontologica,periodoncias,2010-03-01,2,2,2,2,4
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
SAN ANDRES,atencion odontologica,periodoncias,2010-03-01,6,8,6,8,14
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2010-03-01,0,6,0,6,6
SAN BORJA,atencion odontologica,periodoncias,2010-03-01,33,26,33,26,59
SAN CARLOS,atencion odontologica,periodoncias,2010-03-01,7,12,7,12,19
SAN IGNACIO,atencion odontologica,periodoncias,2010-03-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2010-03-01,6,13,6,13,19
SAN JAVIER(STC),atencion odontologica,periodoncias,2010-03-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncias,2010-03-01,2,0,2,0,2
SAN LORENZO(PND),atencion odontologica,periodoncias,2010-03-01,0,2,0,2,2
SAN LORENZO(TJA),atencion odontologica,periodoncias,2010-03-01,7,18,7,18,25
SAN LUCAS,atencion odontologica,periodoncias,2010-03-01,1,2,1,2,3
SAN MATIAS,atencion odontologica,periodoncias,2010-03-01,4,4,4,4,8
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2010-03-01,2,2,2,2,4
SAN PEDRO,atencion odontologica,periodoncias,2010-03-01,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2010-03-01,1,3,1,3,4
SAN PEDRO DE TIQUINA,atencion odontologica,periodoncias,2010-03-01,6,10,6,10,16
SAN RAFAEL,atencion odontologica,periodoncias,2010-03-01,21,35,21,35,56
SAN RAMON SCZ,atencion odontologica,periodoncias,2010-03-01,24,0,24,0,24
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2010-03-01,1384,1873,1384,1873,3257
SANTA ROSA,atencion odontologica,periodoncias,2010-03-01,2,4,2,4,6
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2010-03-01,2,13,2,13,15
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2010-03-01,3,3,3,3,6
SANTIAGO DE MACHACA,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2010-03-01,0,3,0,3,3
SAPAHAQUI,atencion odontologica,periodoncias,2010-03-01,1,1,1,1,2
SENA,atencion odontologica,periodoncias,2010-03-01,0,5,0,5,5
SHINAOTA,atencion odontologica,periodoncias,2010-03-01,1,3,1,3,4
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2010-03-01,13,29,13,29,42
SICAYA,atencion odontologica,periodoncias,2010-03-01,0,4,0,4,4
SIPE SIPE,atencion odontologica,periodoncias,2010-03-01,6,25,6,25,31
SOPACHUY,atencion odontologica,periodoncias,2010-03-01,0,2,0,2,2
SORACACHI,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
SORATA,atencion odontologica,periodoncias,2010-03-01,8,13,8,13,21
SUCRE,atencion odontologica,periodoncias,2010-03-01,375,508,375,508,883
TACACOMA,atencion odontologica,periodoncias,2010-03-01,2,4,2,4,6
TAHUA,atencion odontologica,periodoncias,2010-03-01,0,5,0,5,5
TAPACARI,atencion odontologica,periodoncias,2010-03-01,24,7,24,7,31
TARABUCO,atencion odontologica,periodoncias,2010-03-01,0,3,0,3,3
TARATA,atencion odontologica,periodoncias,2010-03-01,0,20,0,20,20
TARIJA,atencion odontologica,periodoncias,2010-03-01,133,174,133,174,307
TARVITA,atencion odontologica,periodoncias,2010-03-01,8,16,8,16,24
TIAWANACU,atencion odontologica,periodoncias,2010-03-01,2,4,2,4,6
TIQUIPAYA,atencion odontologica,periodoncias,2010-03-01,29,118,29,118,147
TIRAQUE (CBBA),atencion odontologica,periodoncias,2010-03-01,192,268,192,268,460
TOCO,atencion odontologica,periodoncias,2010-03-01,1,4,1,4,5
TOLATA,atencion odontologica,periodoncias,2010-03-01,3,1,3,1,4
TOLEDO,atencion odontologica,periodoncias,2010-03-01,6,4,6,4,10
TOMAVE,atencion odontologica,periodoncias,2010-03-01,2,0,2,0,2
TOMINA,atencion odontologica,periodoncias,2010-03-01,2,16,2,16,18
TORO TORO,atencion odontologica,periodoncias,2010-03-01,2,2,2,2,4
TOTORA(CBBA),atencion odontologica,periodoncias,2010-03-01,14,0,14,0,14
TRIGAL,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
TRINIDAD,atencion odontologica,periodoncias,2010-03-01,48,60,48,60,108
TUPIZA,atencion odontologica,periodoncias,2010-03-01,47,30,47,30,77
UNCIA,atencion odontologica,periodoncias,2010-03-01,2,1,2,1,3
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2010-03-01,12,18,12,18,30
VACAS,atencion odontologica,periodoncias,2010-03-01,15,21,15,21,36
VALLEGRANDE,atencion odontologica,periodoncias,2010-03-01,2,1,2,1,3
VIACHA,atencion odontologica,periodoncias,2010-03-01,13,8,13,8,21
VILLA CHARCAS,atencion odontologica,periodoncias,2010-03-01,0,2,0,2,2
VILLA MONTES,atencion odontologica,periodoncias,2010-03-01,18,38,18,38,56
VILLA RIVERO,atencion odontologica,periodoncias,2010-03-01,21,22,21,22,43
VILLA SERRANO,atencion odontologica,periodoncias,2010-03-01,0,6,0,6,6
VILLA TUNARI,atencion odontologica,periodoncias,2010-03-01,81,133,81,133,214
VILLAZON,atencion odontologica,periodoncias,2010-03-01,23,33,23,33,56
VINTO,atencion odontologica,periodoncias,2010-03-01,5,5,5,5,10
WARNES,atencion odontologica,periodoncias,2010-03-01,19,30,19,30,49
YACO,atencion odontologica,periodoncias,2010-03-01,1,1,1,1,2
YACUIBA,atencion odontologica,periodoncias,2010-03-01,38,79,38,79,117
YAMPARAEZ,atencion odontologica,periodoncias,2010-03-01,0,14,0,14,14
YANACACHI,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
YAPACANI,atencion odontologica,periodoncias,2010-03-01,5,10,5,10,15
YOTALA,atencion odontologica,periodoncias,2010-03-01,13,29,13,29,42
ZUDAÑEZ,atencion odontologica,periodoncias,2010-03-01,0,1,0,1,1
ACACIO,atencion odontologica,periodoncias,2010-04-01,13,7,13,7,20
ACHACACHI,atencion odontologica,periodoncias,2010-04-01,1,3,1,3,4
ACHOCALLA,atencion odontologica,periodoncias,2010-04-01,1,4,1,4,5
AIQUILE,atencion odontologica,periodoncias,2010-04-01,11,14,11,14,25
ALTO BENI,atencion odontologica,periodoncias,2010-04-01,9,10,9,10,19
ANCORAIMES,atencion odontologica,periodoncias,2010-04-01,0,3,0,3,3
ANTEQUERA,atencion odontologica,periodoncias,2010-04-01,2,3,2,3,5
APOLO,atencion odontologica,periodoncias,2010-04-01,7,4,7,4,11
ARAMPAMPA,atencion odontologica,periodoncias,2010-04-01,1,0,1,0,1
ARANI,atencion odontologica,periodoncias,2010-04-01,5,3,5,3,8
ARBIETO,atencion odontologica,periodoncias,2010-04-01,8,10,8,10,18
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2010-04-01,12,25,12,25,37
ATOCHA,atencion odontologica,periodoncias,2010-04-01,2,9,2,9,11
AYATA,atencion odontologica,periodoncias,2010-04-01,1,0,1,0,1
AYO AYO,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2010-04-01,7,10,7,10,17
BERMEJO,atencion odontologica,periodoncias,2010-04-01,40,49,40,49,89
BETANZOS,atencion odontologica,periodoncias,2010-04-01,0,2,0,2,2
BOLIVAR,atencion odontologica,periodoncias,2010-04-01,0,3,0,3,3
BUENA VISTA,atencion odontologica,periodoncias,2010-04-01,2,2,2,2,4
CABEZAS,atencion odontologica,periodoncias,2010-04-01,13,47,13,47,60
CAIROMA,atencion odontologica,periodoncias,2010-04-01,1,6,1,6,7
"CAIZA ""D""",atencion odontologica,periodoncias,2010-04-01,2,3,2,3,5
CAJUATA,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
CALAMARCA,atencion odontologica,periodoncias,2010-04-01,4,0,4,0,4
CAMARGO,atencion odontologica,periodoncias,2010-04-01,2,4,2,4,6
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2010-04-01,0,4,0,4,4
CAMIRI,atencion odontologica,periodoncias,2010-04-01,29,54,29,54,83
CAPINOTA,atencion odontologica,periodoncias,2010-04-01,0,6,0,6,6
CARACOLLO,atencion odontologica,periodoncias,2010-04-01,4,2,4,2,6
CARANAVI,atencion odontologica,periodoncias,2010-04-01,2,12,2,12,14
