,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
COCHABAMBA,atencion odontologica,restauraciones,2010-02-01,2323,2426,2323,2426,4749
COIPASA,atencion odontologica,restauraciones,2010-02-01,0,4,0,4,4
COLCAPIRHUA,atencion odontologica,restauraciones,2010-02-01,121,198,121,198,319
"COLCHA ""K""",atencion odontologica,restauraciones,2010-02-01,1,4,1,4,5
COLLANA,atencion odontologica,restauraciones,2010-02-01,3,0,3,0,3
COLOMI,atencion odontologica,restauraciones,2010-02-01,81,82,81,82,163
COLPA BELGICA,atencion odontologica,restauraciones,2010-02-01,23,27,23,27,50
COLQUECHACA,atencion odontologica,restauraciones,2010-02-01,8,9,8,9,17
COLQUENCHA,atencion odontologica,restauraciones,2010-02-01,0,5,0,5,5
COLQUIRI,atencion odontologica,restauraciones,2010-02-01,5,31,5,31,36
COMANCHE,atencion odontologica,restauraciones,2010-02-01,2,2,2,2,4
COMARAPA,atencion odontologica,restauraciones,2010-02-01,87,134,87,134,221
COMBAYA,atencion odontologica,restauraciones,2010-02-01,18,14,18,14,32
CONCEPCION,atencion odontologica,restauraciones,2010-02-01,8,0,8,0,8
COPACABANA,atencion odontologica,restauraciones,2010-02-01,14,16,14,16,30
CORIPATA,atencion odontologica,restauraciones,2010-02-01,38,36,38,36,74
CORO CORO,atencion odontologica,restauraciones,2010-02-01,5,1,5,1,6
COROICO,atencion odontologica,restauraciones,2010-02-01,12,32,12,32,44
CORQUE,atencion odontologica,restauraciones,2010-02-01,10,25,10,25,35
COTAGAITA,atencion odontologica,restauraciones,2010-02-01,65,74,65,74,139
COTOCA,atencion odontologica,restauraciones,2010-02-01,11,28,11,28,39
CUATRO CAÑADAS,atencion odontologica,restauraciones,2010-02-01,123,0,123,0,123
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2010-02-01,3,4,3,4,7
CUEVO,atencion odontologica,restauraciones,2010-02-01,6,13,6,13,19
CULPINA,atencion odontologica,restauraciones,2010-02-01,3,16,3,16,19
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2010-02-01,4,17,4,17,21
CURVA,atencion odontologica,restauraciones,2010-02-01,4,1,4,1,5
DESAGUADERO,atencion odontologica,restauraciones,2010-02-01,5,12,5,12,17
EL ALTO,atencion odontologica,restauraciones,2010-02-01,1849,2829,1849,2829,4678
EL CHORO,atencion odontologica,restauraciones,2010-02-01,5,0,5,0,5
EL PUENTE(STC),atencion odontologica,restauraciones,2010-02-01,4,4,4,4,8
EL PUENTE(TJA),atencion odontologica,restauraciones,2010-02-01,40,127,40,127,167
EL TORNO,atencion odontologica,restauraciones,2010-02-01,51,92,51,92,143
EL VILLAR,atencion odontologica,restauraciones,2010-02-01,14,22,14,22,36
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2010-02-01,26,92,26,92,118
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2010-02-01,15,33,15,33,48
ESCOMA,atencion odontologica,restauraciones,2010-02-01,27,44,27,44,71
EUCALIPTUS,atencion odontologica,restauraciones,2010-02-01,7,25,7,25,32
EXALTACION,atencion odontologica,restauraciones,2010-02-01,20,63,20,63,83
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2010-02-01,23,43,23,43,66
FILADELFIA,atencion odontologica,restauraciones,2010-02-01,3,2,3,2,5
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2010-02-01,5,15,5,15,20
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2010-02-01,11,22,11,22,33
GUANAY,atencion odontologica,restauraciones,2010-02-01,35,38,35,38,73
GUAQUI,atencion odontologica,restauraciones,2010-02-01,9,12,9,12,21
GUAYARAMERIN,atencion odontologica,restauraciones,2010-02-01,115,208,115,208,323
GUTIERREZ,atencion odontologica,restauraciones,2010-02-01,36,31,36,31,67
HUACARETA,atencion odontologica,restauraciones,2010-02-01,23,37,23,37,60
HUACHACALLA,atencion odontologica,restauraciones,2010-02-01,8,20,8,20,28
HUANUNI,atencion odontologica,restauraciones,2010-02-01,14,51,14,51,65
HUARACAJE,atencion odontologica,restauraciones,2010-02-01,12,19,12,19,31
HUARINA,atencion odontologica,restauraciones,2010-02-01,3,1,3,1,4
HUAYLLAMARCA,atencion odontologica,restauraciones,2010-02-01,27,22,27,22,49
HUMANATA,atencion odontologica,restauraciones,2010-02-01,9,7,9,7,16
ICLA,atencion odontologica,restauraciones,2010-02-01,6,4,6,4,10
INQUISIVI,atencion odontologica,restauraciones,2010-02-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2010-02-01,22,56,22,56,78
IXIAMAS,atencion odontologica,restauraciones,2010-02-01,12,23,12,23,35
JESUS DE MACHACA,atencion odontologica,restauraciones,2010-02-01,9,27,9,27,36
LA ASUNTA,atencion odontologica,restauraciones,2010-02-01,2,15,2,15,17
LA GUARDIA,atencion odontologica,restauraciones,2010-02-01,34,79,34,79,113
LA PAZ,atencion odontologica,restauraciones,2010-02-01,2930,6135,2930,6135,9065
LA RIVERA,atencion odontologica,restauraciones,2010-02-01,1,0,1,0,1
LAGUNILLAS,atencion odontologica,restauraciones,2010-02-01,2,7,2,7,9
LAJA,atencion odontologica,restauraciones,2010-02-01,7,24,7,24,31
LAS CARRERAS,atencion odontologica,restauraciones,2010-02-01,9,16,9,16,25
LLALLAGUA,atencion odontologica,restauraciones,2010-02-01,38,83,38,83,121
LLICA,atencion odontologica,restauraciones,2010-02-01,7,13,7,13,20
MACHACAMARCA,atencion odontologica,restauraciones,2010-02-01,5,11,5,11,16
MACHARETI,atencion odontologica,restauraciones,2010-02-01,35,39,35,39,74
MAGDALENA,atencion odontologica,restauraciones,2010-02-01,62,47,62,47,109
MAIRANA,atencion odontologica,restauraciones,2010-02-01,25,34,25,34,59
MAPIRI,atencion odontologica,restauraciones,2010-02-01,24,51,24,51,75
MECAPACA,atencion odontologica,restauraciones,2010-02-01,6,6,6,6,12
MINEROS,atencion odontologica,restauraciones,2010-02-01,35,59,35,59,94
MIZQUE,atencion odontologica,restauraciones,2010-02-01,8,58,8,58,66
MOCOMOCO,atencion odontologica,restauraciones,2010-02-01,5,9,5,9,14
MOJOCOYA,atencion odontologica,restauraciones,2010-02-01,8,17,8,17,25
MONTEAGUDO,atencion odontologica,restauraciones,2010-02-01,42,138,42,138,180
MONTERO,atencion odontologica,restauraciones,2010-02-01,97,112,97,112,209
MORO MORO,atencion odontologica,restauraciones,2010-02-01,2,14,2,14,16
MOROCHATA,atencion odontologica,restauraciones,2010-02-01,19,63,19,63,82
OCURI,atencion odontologica,restauraciones,2010-02-01,8,26,8,26,34
OKINAWA,atencion odontologica,restauraciones,2010-02-01,15,20,15,20,35
OMEREQUE,atencion odontologica,restauraciones,2010-02-01,15,20,15,20,35
ORURO,atencion odontologica,restauraciones,2010-02-01,611,702,611,702,1313
PADCAYA,atencion odontologica,restauraciones,2010-02-01,49,56,49,56,105
PADILLA,atencion odontologica,restauraciones,2010-02-01,15,45,15,45,60
PAILON,atencion odontologica,restauraciones,2010-02-01,51,53,51,53,104
PALCA,atencion odontologica,restauraciones,2010-02-01,3,3,3,3,6
PALOS BLANCOS,atencion odontologica,restauraciones,2010-02-01,8,13,8,13,21
PAMPA AULLAGAS,atencion odontologica,restauraciones,2010-02-01,1,11,1,11,12
PAMPA GRANDE,atencion odontologica,restauraciones,2010-02-01,11,25,11,25,36
PAPEL PAMPA,atencion odontologica,restauraciones,2010-02-01,25,32,25,32,57
PASORAPA,atencion odontologica,restauraciones,2010-02-01,16,17,16,17,33
PATACAMAYA,atencion odontologica,restauraciones,2010-02-01,16,7,16,7,23
PAZÑA,atencion odontologica,restauraciones,2010-02-01,10,10,10,10,20
PELECHUCO,atencion odontologica,restauraciones,2010-02-01,2,1,2,1,3
POCOATA,atencion odontologica,restauraciones,2010-02-01,10,18,10,18,28
POCONA,atencion odontologica,restauraciones,2010-02-01,5,32,5,32,37
POJO (CBBA),atencion odontologica,restauraciones,2010-02-01,124,0,124,0,124
POOPO,atencion odontologica,restauraciones,2010-02-01,15,8,15,8,23
PORCO,atencion odontologica,restauraciones,2010-02-01,10,13,10,13,23
PORONGO,atencion odontologica,restauraciones,2010-02-01,26,4,26,4,30
PORTACHUELO,atencion odontologica,restauraciones,2010-02-01,53,118,53,118,171
PORVENIR,atencion odontologica,restauraciones,2010-02-01,10,20,10,20,30
POSTRER VALLE,atencion odontologica,restauraciones,2010-02-01,6,12,6,12,18
POTOSI,atencion odontologica,restauraciones,2010-02-01,193,201,193,201,394
PRESTO,atencion odontologica,restauraciones,2010-02-01,0,3,0,3,3
PUCARA,atencion odontologica,restauraciones,2010-02-01,0,3,0,3,3
PUCARANI,atencion odontologica,restauraciones,2010-02-01,22,50,22,50,72
PUERTO ACOSTA,atencion odontologica,restauraciones,2010-02-01,3,12,3,12,15
PUERTO CARABUCO,atencion odontologica,restauraciones,2010-02-01,10,29,10,29,39
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2010-02-01,3,8,3,8,11
PUERTO QUIJARRO,atencion odontologica,restauraciones,2010-02-01,16,34,16,34,50
PUERTO RICO,atencion odontologica,restauraciones,2010-02-01,9,28,9,28,37
PUERTO SILES,atencion odontologica,restauraciones,2010-02-01,74,0,74,0,74
PUERTO SUAREZ,atencion odontologica,restauraciones,2010-02-01,26,52,26,52,78
PUERTO VILLARROEL,atencion odontologica,restauraciones,2010-02-01,179,237,179,237,416
PUNA,atencion odontologica,restauraciones,2010-02-01,0,59,0,59,59
PUNATA,atencion odontologica,restauraciones,2010-02-01,115,116,115,116,231
QUILLACOLLO,atencion odontologica,restauraciones,2010-02-01,311,344,311,344,655
QUIME,atencion odontologica,restauraciones,2010-02-01,27,19,27,19,46
QUIRUSILLAS,atencion odontologica,restauraciones,2010-02-01,6,11,6,11,17
RAVELO,atencion odontologica,restauraciones,2010-02-01,0,9,0,9,9
REYES,atencion odontologica,restauraciones,2010-02-01,8,19,8,19,27
RIBERALTA,atencion odontologica,restauraciones,2010-02-01,71,134,71,134,205
ROBORE,atencion odontologica,restauraciones,2010-02-01,12,12,12,12,24
RURRENABAQUE,atencion odontologica,restauraciones,2010-02-01,7,13,7,13,20
SABAYA,atencion odontologica,restauraciones,2010-02-01,12,35,12,35,47
SACABA,atencion odontologica,restauraciones,2010-02-01,523,949,523,949,1472
SACABAMBA,atencion odontologica,restauraciones,2010-02-01,8,20,8,20,28
SAIPINA,atencion odontologica,restauraciones,2010-02-01,3,23,3,23,26
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2010-02-01,40,51,40,51,91
SAMAIPATA,atencion odontologica,restauraciones,2010-02-01,17,39,17,39,56
SAN AGUSTIN,atencion odontologica,restauraciones,2010-02-01,3,1,3,1,4
SAN ANDRES,atencion odontologica,restauraciones,2010-02-01,10,0,10,0,10
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2010-02-01,11,21,11,21,32
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2010-02-01,27,0,27,0,27
SAN BENITO,atencion odontologica,restauraciones,2010-02-01,52,76,52,76,128
SAN BORJA,atencion odontologica,restauraciones,2010-02-01,63,91,63,91,154
SAN BUENA VENTURA,atencion odontologica,restauraciones,2010-02-01,15,8,15,8,23
SAN CARLOS,atencion odontologica,restauraciones,2010-02-01,36,58,36,58,94
SAN IGNACIO,atencion odontologica,restauraciones,2010-02-01,117,97,117,97,214
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2010-02-01,21,35,21,35,56
SAN JAVIER(STC),atencion odontologica,restauraciones,2010-02-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2010-02-01,26,42,26,42,68
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2010-02-01,7,4,7,4,11
SAN JULIAN,atencion odontologica,restauraciones,2010-02-01,99,0,99,0,99
SAN LORENZO(PND),atencion odontologica,restauraciones,2010-02-01,9,9,9,9,18
SAN LORENZO(TJA),atencion odontologica,restauraciones,2010-02-01,79,228,79,228,307
SAN LUCAS,atencion odontologica,restauraciones,2010-02-01,22,47,22,47,69
SAN MATIAS,atencion odontologica,restauraciones,2010-02-01,26,27,26,27,53
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2010-02-01,64,78,64,78,142
SAN PEDRO,atencion odontologica,restauraciones,2010-02-01,34,8,34,8,42
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2010-02-01,19,28,19,28,47
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2010-02-01,1,7,1,7,8
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2010-02-01,1,12,1,12,13
SAN RAFAEL,atencion odontologica,restauraciones,2010-02-01,14,19,14,19,33
SAN RAMON BENI,atencion odontologica,restauraciones,2010-02-01,44,23,44,23,67
SAN RAMON SCZ,atencion odontologica,restauraciones,2010-02-01,45,0,45,0,45
SANTA ANA,atencion odontologica,restauraciones,2010-02-01,180,61,180,61,241
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2010-02-01,2287,2721,2287,2721,5008
SANTA ROSA,atencion odontologica,restauraciones,2010-02-01,41,68,41,68,109
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2010-02-01,13,52,13,52,65
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2010-02-01,47,32,47,32,79
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2010-02-01,1,0,1,0,1
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2010-02-01,11,19,11,19,30
SANTIVAÑES,atencion odontologica,restauraciones,2010-02-01,12,33,12,33,45
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2010-02-01,6,9,6,9,15
SAPAHAQUI,atencion odontologica,restauraciones,2010-02-01,7,22,7,22,29
SENA,atencion odontologica,restauraciones,2010-02-01,3,3,3,3,6
SHINAOTA,atencion odontologica,restauraciones,2010-02-01,43,39,43,39,82
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2010-02-01,21,63,21,63,84
SICAYA,atencion odontologica,restauraciones,2010-02-01,0,3,0,3,3
SIPE SIPE,atencion odontologica,restauraciones,2010-02-01,162,242,162,242,404
SOPACHUY,atencion odontologica,restauraciones,2010-02-01,18,14,18,14,32
SORACACHI,atencion odontologica,restauraciones,2010-02-01,2,21,2,21,23
SORATA,atencion odontologica,restauraciones,2010-02-01,9,6,9,6,15
SUCRE,atencion odontologica,restauraciones,2010-02-01,1490,1704,1490,1704,3194
TACACOMA,atencion odontologica,restauraciones,2010-02-01,32,39,32,39,71
TACOPAYA,atencion odontologica,restauraciones,2010-02-01,4,5,4,5,9
TAHUA,atencion odontologica,restauraciones,2010-02-01,0,3,0,3,3
TAPACARI,atencion odontologica,restauraciones,2010-02-01,48,19,48,19,67
TARABUCO,atencion odontologica,restauraciones,2010-02-01,20,35,20,35,55
TARACO,atencion odontologica,restauraciones,2010-02-01,3,3,3,3,6
TARATA,atencion odontologica,restauraciones,2010-02-01,26,16,26,16,42
TARIJA,atencion odontologica,restauraciones,2010-02-01,1223,1575,1223,1575,2798
TARVITA,atencion odontologica,restauraciones,2010-02-01,15,46,15,46,61
TEOPONTE,atencion odontologica,restauraciones,2010-02-01,0,5,0,5,5
TIAWANACU,atencion odontologica,restauraciones,2010-02-01,16,22,16,22,38
TINGUIPAYA,atencion odontologica,restauraciones,2010-02-01,0,1,0,1,1
TIPUANI,atencion odontologica,restauraciones,2010-02-01,10,10,10,10,20
TIQUIPAYA,atencion odontologica,restauraciones,2010-02-01,300,666,300,666,966
TIRAQUE (CBBA),atencion odontologica,restauraciones,2010-02-01,11,32,11,32,43
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2010-02-01,0,1,0,1,1
TOCO,atencion odontologica,restauraciones,2010-02-01,39,46,39,46,85
TOLATA,atencion odontologica,restauraciones,2010-02-01,14,33,14,33,47
TOLEDO,atencion odontologica,restauraciones,2010-02-01,28,34,28,34,62
TOMAVE,atencion odontologica,restauraciones,2010-02-01,7,21,7,21,28
TOMINA,atencion odontologica,restauraciones,2010-02-01,7,16,7,16,23
TORO TORO,atencion odontologica,restauraciones,2010-02-01,11,32,11,32,43
TOTORA(CBBA),atencion odontologica,restauraciones,2010-02-01,60,0,60,0,60
TOTORA(ORR),atencion odontologica,restauraciones,2010-02-01,8,7,8,7,15
TRIGAL,atencion odontologica,restauraciones,2010-02-01,8,7,8,7,15
TRINIDAD,atencion odontologica,restauraciones,2010-02-01,786,321,786,321,1107
TUPIZA,atencion odontologica,restauraciones,2010-02-01,140,146,140,146,286
TURCO,atencion odontologica,restauraciones,2010-02-01,16,16,16,16,32
UMALA,atencion odontologica,restauraciones,2010-02-01,1,15,1,15,16
UNCIA,atencion odontologica,restauraciones,2010-02-01,49,49,49,49,98
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2010-02-01,73,205,73,205,278
UYUNI,atencion odontologica,restauraciones,2010-02-01,6,5,6,5,11
VACAS,atencion odontologica,restauraciones,2010-02-01,27,30,27,30,57
VALLEGRANDE,atencion odontologica,restauraciones,2010-02-01,59,129,59,129,188
VIACHA,atencion odontologica,restauraciones,2010-02-01,48,54,48,54,102
VILLA CHARCAS,atencion odontologica,restauraciones,2010-02-01,1,15,1,15,16
VILLA MONTES,atencion odontologica,restauraciones,2010-02-01,126,223,126,223,349
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2010-02-01,21,11,21,11,32
VILLA RIVERO,atencion odontologica,restauraciones,2010-02-01,5,22,5,22,27
VILLA SERRANO,atencion odontologica,restauraciones,2010-02-01,25,56,25,56,81
VILLA TUNARI,atencion odontologica,restauraciones,2010-02-01,170,425,170,425,595
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2010-02-01,31,78,31,78,109
VILLAZON,atencion odontologica,restauraciones,2010-02-01,25,96,25,96,121
VINTO,atencion odontologica,restauraciones,2010-02-01,21,33,21,33,54
VITICHI,atencion odontologica,restauraciones,2010-02-01,1,4,1,4,5
WALDO BALLIVIAN,atencion odontologica,restauraciones,2010-02-01,26,46,26,46,72
WARNES,atencion odontologica,restauraciones,2010-02-01,96,127,96,127,223
YACO,atencion odontologica,restauraciones,2010-02-01,4,10,4,10,14
YACUIBA,atencion odontologica,restauraciones,2010-02-01,680,611,680,611,1291
YAMPARAEZ,atencion odontologica,restauraciones,2010-02-01,1,10,1,10,11
YANACACHI,atencion odontologica,restauraciones,2010-02-01,7,16,7,16,23
YAPACANI,atencion odontologica,restauraciones,2010-02-01,66,151,66,151,217
YOCALLA,atencion odontologica,restauraciones,2010-02-01,8,13,8,13,21
YOTALA,atencion odontologica,restauraciones,2010-02-01,13,49,13,49,62
YUNCHARA,atencion odontologica,restauraciones,2010-02-01,34,22,34,22,56
ACACIO,atencion odontologica,restauraciones,2010-03-01,10,22,10,22,32
ACHACACHI,atencion odontologica,restauraciones,2010-03-01,48,75,48,75,123
ACHOCALLA,atencion odontologica,restauraciones,2010-03-01,1,40,1,40,41
AIQUILE,atencion odontologica,restauraciones,2010-03-01,43,71,43,71,114
ALALAY,atencion odontologica,restauraciones,2010-03-01,0,3,0,3,3
ALCALA,atencion odontologica,restauraciones,2010-03-01,14,11,14,11,25
ALTO BENI,atencion odontologica,restauraciones,2010-03-01,42,30,42,30,72
ANCORAIMES,atencion odontologica,restauraciones,2010-03-01,12,11,12,11,23
ANDAMARCA,atencion odontologica,restauraciones,2010-03-01,11,28,11,28,39
ANTEQUERA,atencion odontologica,restauraciones,2010-03-01,31,35,31,35,66
APOLO,atencion odontologica,restauraciones,2010-03-01,38,94,38,94,132
ARAMPAMPA,atencion odontologica,restauraciones,2010-03-01,7,21,7,21,28
ARANI,atencion odontologica,restauraciones,2010-03-01,10,50,10,50,60
ARBIETO,atencion odontologica,restauraciones,2010-03-01,31,31,31,31,62
ARQUE,atencion odontologica,restauraciones,2010-03-01,17,53,17,53,70
ATOCHA,atencion odontologica,restauraciones,2010-03-01,129,237,129,237,366
AYATA,atencion odontologica,restauraciones,2010-03-01,12,23,12,23,35
AYO AYO,atencion odontologica,restauraciones,2010-03-01,8,10,8,10,18
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2010-03-01,70,56,70,56,126
AZURDUY,atencion odontologica,restauraciones,2010-03-01,2,34,2,34,36
BATALLAS,atencion odontologica,restauraciones,2010-03-01,19,34,19,34,53
BAURES,atencion odontologica,restauraciones,2010-03-01,7,4,7,4,11
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2010-03-01,0,2,0,2,2
BELEN DE URMIRI,atencion odontologica,restauraciones,2010-03-01,2,3,2,3,5
BERMEJO,atencion odontologica,restauraciones,2010-03-01,163,221,163,221,384
BETANZOS,atencion odontologica,restauraciones,2010-03-01,42,87,42,87,129
BOLIVAR,atencion odontologica,restauraciones,2010-03-01,10,22,10,22,32
BOYUIBE,atencion odontologica,restauraciones,2010-03-01,8,14,8,14,22
BUENA VISTA,atencion odontologica,restauraciones,2010-03-01,20,21,20,21,41
CABEZAS,atencion odontologica,restauraciones,2010-03-01,7,33,7,33,40
