,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
AYO AYO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,15,7,15,7,22
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,20,0,20,20
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,2,0,2,0,2
BELEN DE URMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,6,3,6,3,9
BELLA FLOR,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,15,30,15,30,45
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,45,51,45,51,96
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,22,20,22,20,42
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,9,18,9,18,27
BOLPEBRA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,12,10,12,10,22
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,10,0,10,10
BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,1,4,1,4,5
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,28,68,28,68,96
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,17,14,17,14,31
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,5,0,5,0,5
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,1,1,1,1,2
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,22,18,22,18,40
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,9,25,9,25,34
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,19,16,19,16,35
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,6,4,6,4,10
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,56,66,56,66,122
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,4,9,4,9,13
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,1,0,1,1
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,4,11,4,11,15
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,121,234,121,234,355
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,5,8,5,8,13
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,8,12,8,12,20
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,14,21,14,21,35
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,1,11,1,11,12
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,34,9,34,9,43
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,14,28,14,28,42
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,20,8,20,8,28
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,3,5,3,5,8
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,2,0,2,2
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,8,0,8,0,8
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,7,6,7,6,13
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,30,36,30,36,66
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,19,0,19,19
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,161,133,161,133,294
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,149,217,149,217,366
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,2,2,2,2,4
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,2446,1027,2446,1027,3473
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,1,0,1,1
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,173,184,173,184,357
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,11,7,11,7,18
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,1,0,1,0,1
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,27,21,27,21,48
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,27,32,27,32,59
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,16,17,16,17,33
COLQUENCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,4,1,4,1,5
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,10,7,10,7,17
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,2,3,2,3,5
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,66,53,66,53,119
COMBAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,25,21,25,21,46
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,1,0,1,0,1
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,12,13,12,13,25
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,7,5,7,5,12
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,9,0,9,9
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,15,11,15,11,26
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,2,9,2,9,11
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,188,0,188,0,188
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,2,3,2,3,5
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,1,2,1,2,3
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,12,0,12,12
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,7,9,7,9,16
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,936,1171,936,1171,2107
EL CHORO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,6,0,6,0,6
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,5,3,5,3,8
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,8,10,8,10,18
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,18,31,18,31,49
EL VILLAR,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,5,0,5,5
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,21,17,21,17,38
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,12,14,12,14,26
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,21,38,21,38,59
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,20,19,20,19,39
EXALTACION,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,20,36,20,36,56
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,19,13,19,13,32
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,1,6,1,6,7
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,1,1,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,11,21,11,21,32
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,14,18,14,18,32
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,4,9,4,9,13
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,11,45,11,45,56
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,137,130,137,130,267
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,31,31,31,31,62
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,33,52,33,52,85
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,8,10,8,10,18
HUARINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,5,6,5,6,11
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,5,5,5,5,10
HUMANATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,8,2,8,2,10
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,1,1,1,1,2
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,16,13,16,13,29
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,19,15,19,15,34
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,7,19,7,19,26
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,5,8,5,8,13
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,4,14,4,14,18
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,1321,3490,1321,3490,4811
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,4,4,4,4,8
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,4,8,4,8,12
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,34,53,34,53,87
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,6,7,6,7,13
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,3,4,3,4,7
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,2,28,2,28,30
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,9,12,9,12,21
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,26,28,26,28,54
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,5,10,5,10,15
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,1,0,1,0,1
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,12,18,12,18,30
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,100,0,100,100
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,9,7,9,7,16
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,10,13,10,13,23
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,20,94,20,94,114
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,245,120,245,120,365
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,6,5,6,5,11
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,16,33,16,33,49
OCURI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,1,0,1,1
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,38,60,38,60,98
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,609,717,609,717,1326
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,118,131,118,131,249
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,3,2,3,2,5
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,176,181,176,181,357
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,13,43,13,43,56
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,44,63,44,63,107
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,4,4,4,4,8
PAMPA GRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,8,15,8,15,23
PAPEL PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,19,3,19,3,22
PASORAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,2,3,2,3,5
PATACAMAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,6,8,6,8,14
PAZÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,5,2,5,2,7
PELECHUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,3,4,3,4,7
POCOATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,9,0,9,9
POCONA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,3,15,3,15,18
POJO (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,111,0,111,0,111
POOPO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,36,48,36,48,84
PORCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,7,7,7,7,14
PORONGO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,2,20,2,20,22
PORTACHUELO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,6,12,6,12,18
PORVENIR,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,47,64,47,64,111
POTOSI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,113,91,113,91,204
PRESTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,3,0,3,3
PUCARA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,2,9,2,9,11
PUCARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,29,28,29,28,57
PUERTO CARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,9,0,9,9
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,1,0,1,0,1
PUERTO QUIJARRO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,18,10,18,10,28
PUERTO RICO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,10,25,10,25,35
PUERTO SUAREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,4,0,4,0,4
PUERTO VILLARROEL,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,39,60,39,60,99
PUNATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,243,94,243,94,337
QUILLACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,207,237,207,237,444
QUIME,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,104,133,104,133,237
RAVELO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,0,8,0,8,8
REYES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,13,23,13,23,36
RIBERALTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,32,110,32,110,142
ROBORE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,26,26,26,26,52
SABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,7,32,7,32,39
SACABA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-02-01,418,532,418,532,950
