,group,variable,month,TOTAL 19.4 DPT 4TA DOSIS CANTIDAD,TOTAL 19.4 DPT 4TA DOSIS CANTIDAD,TOTALES
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,141,31,172
PRESTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,1,1,2
PUCARANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,2,6,8
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,0,1,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,0,17,17
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,7,0,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,19,8,27
PUNA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,2,2,4
PUNATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,17,0,17
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,35,164,199
QUIME,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,11,16,27
RAVELO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,1,2,3
REYES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,31,6,37
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,2,8,10
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,45,3,48
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,1,3,4
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,2,4,6
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,29,0,29
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,5,1,6
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,4,4,8
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,4,4,8
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,24,9,33
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,2,2,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,15,5,20
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,14,0,14
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,13,0,13
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,17,8,25
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,8,1,9
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,10,5,15
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,3,2,5
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,1,1,2
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,3,0,3
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,0,7,7
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,0,3,3
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,4,1,5
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,0,3,3
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,0,2,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,6,0,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,399,14,413
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,4,0,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,14,3,17
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,2,0,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,0,1,1
SENA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,42,19,61
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,3,0,3
SORACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,4,2,6
SORATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,1,3,4
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,120,40,160
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,5,0,5
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,0,3,3
TARABUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,1,0,1
TARACO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,1,0,1
TARATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,3,4,7
TARIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,82,37,119
TARVITA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,1,6,7
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,15,3,18
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,8,9,17
TOCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,1,6,7
TOLATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,4,0,4
TOMINA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,6,0,6
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,8,14,22
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,6,0,6
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,48,17,65
TUPIZA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,8,1,9
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,4,2,6
UYUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,2,0,2
VACAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,2,10,12
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,4,0,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,4,0,4
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,8,6,14
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,0,1,1
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,3,0,3
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,27,5,32
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,2,12,14
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,21,5,26
VINTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,16,45,61
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,68,16,84
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,7,4,11
YOTALA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,0,4,4
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-02-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,6,2,8
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,9,20,29
AIQUILE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,7,19,26
ALALAY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,1,3
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,3,12,15
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,3,5
ANZALDO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,4,5,9
ARANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,15,2,17
ARBIETO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,14,16
ARQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,19,4,23
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,3,19,22
AZURDUY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,10,5,15
BATALLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,2,3
BAURES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,0,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,3,0,3
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,0,2
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,1,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,9,3,12
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,0,2
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,2,4
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,6,0,6
CARAPARI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,3,4,7
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,9,13,22
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,16,3,19
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,0,2
CLIZA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,6,0,6
COBIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,25,26,51
COCAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,10,12
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,212,161,373
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,26,0,26
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,11,1,12
COLOMI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,7,19,26
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,2,3
COMARAPA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,4,6
COPACABANA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,1,3
COROICO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,10,3,13
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,8,5,13
COTOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,7,0,7
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,28,14,42
CUEVO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,2,3
CULPINA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,0,1
CURVA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,4,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,261,178,439
EL CHORO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,1,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,2,4
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,45,2,47
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,4,4
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,15,1,16
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,5,0,5
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,20,6,26
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,3,2,5
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,6,2,8
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,0,1
ICLA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,1,3
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,6,0,6
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,53,2,55
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,169,20,189
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,3,15,18
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,4,4,8
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,4,10,14
LORETO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,2,2
LURIBAY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,1,1
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,2,4
MACHARETI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,6,0,6
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,7,8,15
MINEROS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,5,2,7
MIZQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,7,12,19
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,3,0,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,93,5,98
MORO MORO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,1,1
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,20,22
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,3,0,3
OKINAWA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,4,0,4
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,51,0,51
PADCAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,5,0,5
PADILLA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,2,2
PAILON,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,5,15,20
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,4,0,4
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,5,0,5
PAZÑA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,1,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,1,1
POCONA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,4,4
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,10,3,13
POROMA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,2,4
PORONGO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,3,4
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,29,0,29
PORVENIR,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,6,0,6
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,1,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,90,44,134
PRESTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,0,1
PUCARANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,2,2
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,1,3
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,3,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,23,5,28
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,20,41,61
PUNA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,6,1,7
PUNATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,12,1,13
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,30,79,109
QUIME,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,6,5,11
RAVELO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,3,3
REYES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,1,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,41,18,59
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,17,7,24
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,38,16,54
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,5,0,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,4,6
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,12,5,17
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,6,1,7
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,1,3
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,5,6,11
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,13,79,92
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,14,6,20
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,37,2,39
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,9,0,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,19,3,22
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,18,12,30
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,7,0,7
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,10,7,17
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,10,16,26
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,0,2
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,6,6,12
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,3,3
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,3,0,3
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,9,9
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,3,11,14
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,4,1,5
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,9,1,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,417,55,472
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,4,0,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,18,3,21
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,1,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,4,0,4
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,17,47,64
SORACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,2,2
SORATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,6,6
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,92,29,121
TACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,3,0,3
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,11,8,19
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,2,4
TARABUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,2,0,2
TARATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,3,3,6
TARIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,60,28,88
TARVITA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,3,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,32,20,52
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,3,6,9
TOCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,0,1,1
TOLATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,4,0,4
TOMINA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,1,1,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-03-01,4,8,12
