,group,variable,month,TOTAL 19.5 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTAL 19.5 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
UMALA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,5,7,12
URUBICHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,1,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,21,5,26
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,26,33,59
VINTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,20,16,36
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,1,1
YACO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,1,1
YANACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,1,2
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,2,1,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,1,2
AYATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1
AYO AYO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,21,21
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,40,2,42
BERMEJO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,10,10
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,3,2,5
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,16,5,21
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,2,5,7
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,4,2,6
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,1,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,6,12,18
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,2,2,4
CHUMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,3,24,27
COBIJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,8,4,12
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,87,4,91
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,2,2
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,4,0,4
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,2,2
CORO CORO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,3,4
COROICO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,2,2
CUEVO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,1,2
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,5,0,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,39,24,63
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,1,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,4,0,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,3,3,6
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,8,8
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,5,6
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1
HUMANATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,13,13
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,6,4,10
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,105,5,110
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1
LAJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,2,9,11
LORETO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,20,1,21
MALLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,4,4
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,2,15,17
MIZQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,3,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,28,8,36
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,5,5
OCURI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,23,24
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,10,1,11
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,11,4,15
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,4,0,4
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,1,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,7,7
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,16,0,16
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1
PORVENIR,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,5,2,7
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,1,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,16,16
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,8,0,8
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,6,8,14
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,2,1,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,9,3,12
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,3,6,9
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,1,2
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,10,0,10
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,3,0,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,8,7,15
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,20,18,38
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,7,11,18
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,11,11
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,9,7,16
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,125,3,128
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,8,8
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,4,5
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,2,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,6,5,11
SUCRE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,23,3,26
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,2,7,9
TARACO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,3,3,6
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,5,5
TOMINA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,6,1,7
UMALA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,6,6
URUBICHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,8,1,9
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,2,1,3
VINTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,20,5,25
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2
YANACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,3,2,5
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-09-01,2,3,5
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,1,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,7,7
ARBIETO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,4,0,4
ATOCHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
AYO AYO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,8,6,14
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,2,3
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,15,0,15
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,1,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,4,13,17
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,3,0,3
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,1,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,5,0,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,6,6,12
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,40,0,40
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
COLLANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,6,0,6
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,31,0,31
CUEVO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,6,0,6
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,5,1,6
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,18,25,43
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
ESCOMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,3,3,6
GUANAY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,2,3,5
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,1,1
HUMANATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,6,6
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,2,2,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,37,9,46
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,2,2
MAIRANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,3,3
MINEROS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,2,2,4
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,2,2
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,3,0,3
OCURI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,8,17,25
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,39,0,39
PALCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,21,0,21
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,4,0,4
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,3,5,8
POOPO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,3,3
POROMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,5,0,5
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,2,4,6
PUCARANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,4,5
PUNATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,1,2
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
RAVELO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,8,5,13
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,4,0,4
ROBORE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,14,0,14
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,3,1,4
SACACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,11,11
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,2,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,15,0,15
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,5,1,6
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,5,28,33
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,116,79,195
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,3,1,4
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,3,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,3,2,5
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,2,1,3
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,2,3
SORACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,6,5,11
TARIJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,2,2
TARVITA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,6,0,6
UMALA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,2,2
UNCIA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,7,47,54
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,2,2
UYUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,3,0,3
VIACHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,12,13
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,1,2
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,0,3,3
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,5,0,5
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,4,12,16
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,3,2,5
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,1,2
CHAQUI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,17,18
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,2,16,18
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,13,0,13
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1
COLLANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,5,1,6
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-11-01,4,0,4
