,group,variable,month,TOTAL 19.1 DPT 1RA DOSIS CANTIDAD,TOTAL 19.1 DPT 1RA DOSIS CANTIDAD,TOTALES
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,144,3,147
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,8,8
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,4,5
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,2,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,21,11,32
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,25,4,29
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,2,7,9
TARACO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,3,3,6
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,2,0,2
TOMINA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,6,1,7
UMALA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,12,12
URUBICHA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,1,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,8,1,9
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,2,1,3
VINTO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,20,5,25
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,2,0,2
YANACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,5,2,7
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,2,3,5
ARBIETO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,1,1
ATOCHA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
AYATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,7,0,7
AYO AYO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,38,38
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,8,6,14
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,2,3
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,6,0,6
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,1,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,4,13,17
CARAPARI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,2,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,2,0,2
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,6,6,12
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,40,0,40
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,5,11,16
COLLANA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,6,0,6
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,1,1
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,5,1,6
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,13,25,38
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
ESCOMA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,2,3,5
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,2,3,5
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,1,1
HUMANATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,6,6
ICHOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,2,2
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,6,7
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,2,2,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,42,9,51
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,2,2
MAIRANA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,2,4,6
MINEROS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,5,2,7
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,2,2
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,3,0,3
OCURI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,6,16,22
PALCA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,21,0,21
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,3,5,8
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,5,0,5
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,2,4,6
PUCARANI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,4,5
PUNATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,14,0,14
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,1,2
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
RAVELO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,9,6,15
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,2,0,2
SABAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,3,1,4
SACACA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,11,11
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,4,5
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,2,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,5,1,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,5,37,42
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,93,75,168
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,6,36,42
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,3,2,5
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,2,1,3
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,2,3
SORACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,8,6,14
TARVITA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,3,1,4
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,1,1
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,6,0,6
TUPIZA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,2,2
UMALA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,2,2
UNCIA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,7,47,54
UYUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,3,0,3
VIACHA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,2,3
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,1,1
VITICHI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,4,2,6
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-10-01,1,0,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,2,1,3
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,4,0,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,5,4,9
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,4,4,8
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,3,2,5
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,1,2
CHAQUI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,17,18
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,2,16,18
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,4,0,4
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,14,0,14
COLLANA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,0,1
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,5,0,5
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,4,0,4
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,3,0,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,3,0,3
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,9,24,33
EL TORNO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,12,0,12
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,2,1,3
ICHOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,7,7
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,2,3
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,2,4,6
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,17,3,20
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,3,3
LURIBAY,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,0,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,2,2,4
MINEROS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,1,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,0,1
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,1,1
OCURI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,5,5
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,7,5,12
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,2,3
POCOATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,2,2
POCONA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,2,0,2
PORCO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,25,25
POROMA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,8,8
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,6,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,12,0,12
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,3,4
RAVELO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,6,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,2,0,2
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,3,5,8
SACACA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,6,5,11
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,2,1,3
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,2,1,3
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,3,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,2,2
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,4,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,3,2,5
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,2,0,2
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,76,45,121
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,2,4,6
SORATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,21,0,21
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,3,3
TARABUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,12,12
TARATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,5,6
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,5,5
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,4,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,5,5
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,1,2
TORO TORO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,2,4,6
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,4,2,6
UMALA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,3,2,5
UNCIA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,43,43
UYUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,8,0,8
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,12,0,12
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,1,1
VINTO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,1,1
VITICHI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-11-01,2,9,11
ARBIETO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,2,11,13
AYO AYO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,2,3,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,0,1
BATALLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,1,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,2,2
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,2,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,2,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,2,2
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,2,2
CHAQUI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,8,1,9
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,2,1,3
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,6,6
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,6,1,7
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,2,0,2
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,2,1,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,5,9,14
EXALTACION,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,5,5
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,5,3,8
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,3,0,3
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,3,2,5
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,23,0,23
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,5,6
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,1,1
MALLA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,8,8
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,0,1
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,3,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,2,3,5
OCURI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,4,4
OKINAWA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,3,9,12
PALCA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,5,0,5
POCOATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,37,38
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,4,2,6
POOPO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,3,0,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,11,12
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,1,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,8,0,8
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,1,0,1
SACACA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,7,1,8
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,2,0,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-12-01,0,3,3
