municipality,group,variable,month,Partos atendidos por personal de salud,TOTAL
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,15,15
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,7,7
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,4,4
LA PAZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,8,8
LAS CARRERAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
LLICA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,4,4
MACHARETI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
MAPIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,9,9
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
MOJINETE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,15,15
NAZACARA DE PACAJES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,8,8
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,5,5
PAILON,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
PASORAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,11,11
POJO (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
PORCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,11,11
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,6,6
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,13,13
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,5,5
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,19,19
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
QUIME,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,10,10
REYES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,5,5
ROBORE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,6,6
SABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
SACABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,8,8
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,4,4
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
SAN CARLOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,8,8
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,8,8
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
SAN JULIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,8,8
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,4,4
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,41,41
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
SAN PEDRO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,7,7
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
SAN PEDRO DE QUEMES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,6,6
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,7,7
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
SENA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,7,7
SOPACHUY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,7,7
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,4,4
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
TACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
TACACOMA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,5,5
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,18,18
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,10,10
TARACO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
TARIJA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,11,11
TIAWANACU,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,19,19
TIPUANI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,4,4
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,4,4
TOMINA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,12,12
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
TRIGAL,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,13,13
TURCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,26,26
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,9,9
VILA VILA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,6,6
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,9,9
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
VINTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,6,6
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,3,3
WARNES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
YANACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
YOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,4,4
YOTALA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,6,6
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-02-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-03-01,2,2
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-03-01,31,31
ACHOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-03-01,9,9
AIQUILE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-03-01,2,2
ALALAY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-03-01,2,2
ALCALA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-03-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-03-01,8,8
ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-03-01,2,2
ANTEQUERA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-03-01,1,1
