municipality,group,variable,month,Nacidos vivos atendidos por partera capacitad,TOTAL
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,16,16
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,9,9
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
SAN PEDRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,11,11
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,7,7
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,5,5
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,5,5
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,26,26
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,6,6
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,20,20
TOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,10,10
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
VALLEGRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,5,5
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
YOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,8,8
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,5,5
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,9,9
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,5,5
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,6,6
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,11,11
CHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,13,13
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
COLCAPIRHUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,44,44
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
COPACABANA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,5,5
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,5,5
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
GUAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,6,6
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,10,10
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,8,8
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,11,11
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,6,6
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,8,8
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,7,7
PUCARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,11,11
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,5,5
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,15,15
SAIPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,12,12
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,9,9
SAN JOAQUIN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,19,19
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,6,6
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
SAN PEDRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,6,6
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,6,6
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,19,19
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,38,38
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
TODOS SANTOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,2,2
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,6,6
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,3,3
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,4,4
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-09-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,6,6
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,4,4
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,12,12
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,8,8
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,8,8
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,11,11
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,4,4
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,10,10
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,7,7
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,4,4
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,7,7
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,57,57
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,5,5
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,7,7
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,4,4
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,6,6
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,12,12
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,5,5
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-10-01,3,3
