municipality,group,variable,month,Total 13.9 Días camas disponibles maternidad,TOTAL
CHUMA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,28,28
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,42,42
CKOCHAS,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,28,28
CLIZA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,308,308
COBIJA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,1112,1112
COCAPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,308,308
COCHABAMBA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,10276,10276
COIPASA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,60,60
COLCAPIRHUA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,379,379
COLLANA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,28,28
COLOMI,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,364,364
COLPA BELGICA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
COLQUECHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,112,112
COLQUENCHA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
COLQUIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,84,84
COMARAPA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,223,223
CONCEPCION,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,28,28
COPACABANA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,84,84
CORIPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,112,112
CORO CORO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
COROICO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,224,224
COTAGAITA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,84,84
COTOCA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,683,683
CUATRO CAÑADAS,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,196,196
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,28,28
CUEVO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
CULPINA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,358,358
CURAHUARA DE CARANGAS,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
EL ALTO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,10213,10213
EL CHORO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
EL PUENTE(STC),internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,168,168
EL PUENTE(TJA),internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,90,90
EL TORNO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,644,644
EL VILLAR,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,292,292
ENTRE RIOS TRJ,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,144,144
ENTRE RIOS CBBA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,364,364
ESCOMA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,112,112
EUCALIPTUS,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
EXALTACION,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,28,28
FERNANDEZ ALONSO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,280,280
FILADELFIA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,52,52
GENERAL SAAVEDRA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,112,112
GUANAY,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,196,196
GUAYARAMERIN,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,702,702
GUTIERREZ,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
HUACARETA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,358,358
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,105,105
HUACHACALLA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,84,84
HUANUNI,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,336,336
HUARACAJE,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
HUARINA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,32,32
HUAYLLAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,84,84
HUMANATA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
ICLA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,252,252
INCAHUASI,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,184,184
INGAVI (HUMAITA),internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,26,26
INQUISIVI,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,28,28
IRUPANA (VILLA DE LANZA),internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,177,177
IXIAMAS,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
JESUS DE MACHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,140,140
LA ASUNTA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,224,224
LA GUARDIA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,672,672
LA PAZ,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,12600,12600
LAGUNILLAS,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
LAJA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,28,28
LAS CARRERAS,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,196,196
LICOMA PAMPA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,30,30
LORETO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,58,58
LURIBAY,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,112,112
MACHACAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
MACHARETI,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,194,194
MAGDALENA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,140,140
MAIRANA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,168,168
MAPIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,168,168
MECAPACA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
MINEROS,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,113,113
MIZQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,675,675
MOCOMOCO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
MOJOCOYA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,254,254
MONTEAGUDO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,616,616
MONTERO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,1352,1352
MORO MORO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,84,84
MOROCHATA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,316,316
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,60,60
NAZACARA DE PACAJES,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,28,28
OCURI,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,224,224
OKINAWA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,140,140
OMEREQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,252,252
ORURO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,3925,3925
PADILLA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,308,308
PAILON,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,322,322
PALCA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,84,84
PALOS BLANCOS,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,252,252
PAMPA GRANDE,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
PAPEL PAMPA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
PASORAPA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,140,140
PATACAMAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,198,198
PAZÑA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,112,112
PELECHUCO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,84,84
POCOATA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,84,84
POCONA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,420,420
POJO (CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,280,280
POOPO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,93,93
POROMA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,619,619
PORONGO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,308,308
PORTACHUELO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,392,392
PORVENIR,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,159,159
POSTRER VALLE,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,28,28
POTOSI,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,2072,2072
PRESTO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,135,135
PUCARANI,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,140,140
PUERTO CARABUCO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,74,74
PUERTO GONZALO MORENO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,52,52
PUERTO QUIJARRO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,90,90
PUERTO RICO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,76,76
PUERTO VILLARROEL,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,1107,1107
PUNA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,168,168
PUNATA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,588,588
QUIABAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,227,227
QUILLACOLLO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,943,943
QUIME,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
QUIRUSILLAS,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,28,28
RAVELO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,56,56
REYES,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,84,84
RIBERALTA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,1064,1064
ROBORE,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,272,272
RURRENABAQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,224,224
SABAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,28,28
SACABA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,1260,1260
SACABAMBA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,112,112
SACACA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,84,84
SAIPINA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,131,131
SALINAS DE GARCI MENDOZA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,280,280
SAMAIPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,140,140
SAN ANTONIO DE LOMERIO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,84,84
SAN BENITO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,140,140
SAN BORJA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,448,448
SAN BUENA VENTURA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,112,112
SAN CARLOS,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,382,382
SAN IGNACIO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,476,476
SAN IGNACIO DE VELASCO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,868,868
SAN JAVIER(BNI),internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,26,26
SAN JAVIER(STC),internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,112,112
SAN JOAQUIN,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,112,112
SAN JOSE DE CHIQUITOS,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,896,896
SAN JUAN DE YAPACANI,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,198,198
SAN JULIAN,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,644,644
SAN LORENZO(PND),internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,84,84
SAN LUCAS,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,572,572
SAN MATIAS,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,197,197
SAN MIGUEL DE VELASCO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,140,140
SAN PEDRO,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,221,221
SAN PEDRO DE BUENA VISTA,internaciones dias camas,      dias camas disponibles maternidad,2014-02-01,28,28
