municipality,group,variable,month,Total 13.7 Días camas ocupadas maternidad,TOTAL
COLLANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,2,2
COLOMI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,26,26
COLPA BELGICA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,41,41
COLQUECHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,8,8
COLQUENCHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,8,8
COLQUIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,3,3
COMARAPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,63,63
CONCEPCION,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,4,4
COPACABANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,6,6
CORIPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,10,10
CORO CORO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,2,2
COROICO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,57,57
COTAGAITA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,18,18
COTOCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,193,193
CUATRO CAÑADAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,171,171
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,1,1
CULPINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,32,32
CURAHUARA DE CARANGAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,14,14
EL ALTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,3562,3562
EL PUENTE(STC),internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,11,11
EL PUENTE(TJA),internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,12,12
EL TORNO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,341,341
EL VILLAR,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,7,7
ENTRE RIOS TRJ,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,24,24
ENTRE RIOS CBBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,22,22
ESCOMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,16,16
EUCALIPTUS,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,11,11
EXALTACION,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,4,4
FERNANDEZ ALONSO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,15,15
FILADELFIA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,4,4
GENERAL SAAVEDRA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,13,13
GUANAY,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,16,16
GUAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,4,4
GUAYARAMERIN,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,343,343
GUTIERREZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,15,15
HUACARETA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,9,9
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,9,9
HUANUNI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,173,173
HUARACAJE,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,20,20
HUARINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,2,2
HUMANATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,4,4
ICLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,10,10
INCAHUASI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,12,12
INGAVI (HUMAITA),internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,2,2
INQUISIVI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,2,2
IRUPANA (VILLA DE LANZA),internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,16,16
IXIAMAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,11,11
JESUS DE MACHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,8,8
LA ASUNTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,23,23
LA GUARDIA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,90,90
LA PAZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,5353,5353
LAGUNILLAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,9,9
LAJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,7,7
LAS CARRERAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,12,12
LICOMA PAMPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,1,1
LURIBAY,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,4,4
MACHACAMARCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,4,4
MACHARETI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,9,9
MAGDALENA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,67,67
MAIRANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,56,56
MAPIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,19,19
MECAPACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,7,7
MINEROS,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,22,22
MIZQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,73,73
MOCOMOCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,3,3
MOJOCOYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,26,26
MONTEAGUDO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,321,321
MONTERO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,857,857
MOROCHATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,2,2
NAZACARA DE PACAJES,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,2,2
OCURI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,19,19
OKINAWA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,19,19
OMEREQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,7,7
ORURO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,2034,2034
PADILLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,107,107
PAILON,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,46,46
PALCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,5,5
PALOS BLANCOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,26,26
PAMPA GRANDE,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,52,52
PAPEL PAMPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,6,6
PASORAPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,2,2
PATACAMAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,16,16
PAZÑA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,1,1
PELECHUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,4,4
POCOATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,6,6
POCONA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,32,32
POJO (CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,23,23
POOPO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,5,5
POROMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,18,18
PORONGO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,6,6
PORTACHUELO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,221,221
PORVENIR,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,9,9
POSTRER VALLE,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,2,2
POTOSI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,1304,1304
PRESTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,5,5
PUCARANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,33,33
PUERTO CARABUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,12,12
PUERTO GONZALO MORENO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,4,4
PUERTO QUIJARRO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,36,36
PUERTO RICO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,42,42
PUERTO SILES,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,1,1
PUERTO VILLARROEL,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,151,151
PUNA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,12,12
PUNATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,273,273
QUIABAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,7,7
QUILLACOLLO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,426,426
QUIME,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,6,6
QUIRUSILLAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,4,4
REYES,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,50,50
RIBERALTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,839,839
ROBORE,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,78,78
RURRENABAQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,220,220
SABAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,1,1
SACABA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,328,328
SACABAMBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,6,6
SACACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,22,22
SAIPINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,10,10
SALINAS DE GARCI MENDOZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,24,24
SAMAIPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,14,14
SAN ANDRES,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,10,10
SAN ANTONIO DE LOMERIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,21,21
SAN BENITO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,6,6
SAN BORJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,190,190
SAN BUENA VENTURA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,41,41
SAN CARLOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,167,167
SAN IGNACIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,92,92
SAN IGNACIO DE VELASCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,390,390
SAN JAVIER(BNI),internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,6,6
SAN JAVIER(STC),internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,49,49
SAN JOAQUIN,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,4,4
SAN JOSE DE CHIQUITOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,78,78
SAN JUAN DE YAPACANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,26,26
SAN JULIAN,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,173,173
SAN LORENZO(PND),internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,6,6
SAN LUCAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,36,36
SAN MATIAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,91,91
SAN MIGUEL DE VELASCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,41,41
SAN PEDRO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,542,542
SAN PEDRO DE BUENA VISTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,17,17
SAN RAFAEL,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,12,12
SAN RAMON BENI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,59,59
SAN RAMON SCZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,28,28
SANTA ANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,155,155
SANTA CRUZ DE LA SIERRA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,11322,11322
SANTA ROSA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,35,35
SANTA ROSA DEL SARA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,13,13
SANTIAGO DE CALLAPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,1,1
SANTIAGO DE HUARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,7,7
SANTIAGO DE MACHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,2,2
SANTIVAÑES,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,6,6
SANTUARIO DE QUILLACAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,6,6
SAPAHAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,10,10
SENA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,16,16
SHINAOTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,91,91
SICA SICA (VILLA AROMA),internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,12,12
SICAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,2,2
SIPE SIPE,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,44,44
SOPACHUY,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,18,18
SORACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,6,6
SORATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,24,24
SUCRE,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,1648,1648
TACACOMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,10,10
TACOPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,4,4
TAPACARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,3,3
TARABUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,100,100
TARATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,20,20
TARIJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,1795,1795
TARVITA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,39,39
TEOPONTE,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,8,8
TIAWANACU,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,11,11
TIPUANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,20,20
TIQUIPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,236,236
TIRAQUE (CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,20,20
TITO YUPANQUI (PARQUIPUJIO),internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,1,1
TOCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,4,4
TOLATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,8,8
TOMINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,22,22
TORO TORO,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,15,15
TOTORA(CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,82,82
TRINIDAD,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,1094,1094
TUPIZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,242,242
UMALA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,3,3
UNCIA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,38,38
URUBICHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-02-01,22,22
