municipality,group,variable,month,Nuevas en personas de 60 años o más -Hombre,Nuevas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
TIRAQUE (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,91,112,91,112,203
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,21,19,21,19,40
TOCO,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,15,29,15,29,44
TODOS SANTOS,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,1,1,1,1,2
TOLATA,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,4,9,4,9,13
TOLEDO,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,36,29,36,29,65
TOMAVE,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,52,95,52,95,147
TOMINA,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,48,72,48,72,120
TORO TORO,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,15,33,15,33,48
TOTORA(CBBA),consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,21,28,21,28,49
TOTORA(ORR),consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,28,52,28,52,80
TRIGAL,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,24,31,24,31,55
TRINIDAD,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,365,412,365,412,777
TUPIZA,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,368,541,368,541,909
TURCO,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,54,55,54,55,109
UMALA,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,9,18,9,18,27
UNCIA,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,148,269,148,269,417
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,32,66,32,66,98
URUBICHA,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,12,29,12,29,41
UYUNI,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,207,239,207,239,446
VACAS,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,13,32,13,32,45
VALLEGRANDE,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,410,512,410,512,922
VIACHA,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,357,338,357,338,695
VILA VILA,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,6,16,6,16,22
VILLA MONTES,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,265,286,265,286,551
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,12,6,12,6,18
VILLA RIVERO,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,7,18,7,18,25
VILLA SERRANO,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,82,128,82,128,210
VILLA TUNARI,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,103,93,103,93,196
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,64,104,64,104,168
VILLAZON,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,313,473,313,473,786
VINTO,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,21,21,21,21,42
VITICHI,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,57,108,57,108,165
WALDO BALLIVIAN,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,5,8,5,8,13
WARNES,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,68,54,68,54,122
YACO,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,24,21,24,21,45
YACUIBA,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,713,879,713,879,1592
YAMPARAEZ,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,25,39,25,39,64
YANACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,18,14,18,14,32
YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,279,189,279,189,468
YOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,46,61,46,61,107
YOTALA,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,21,75,21,75,96
YUNCHARA,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,7,19,7,19,26
ZUDAÑEZ,consulta externa,nuevas en personas de 60 anos o mas,2007-01-01,50,88,50,88,138
ACACIO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,9,33,9,33,42
ACHACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,151,154,151,154,305
ACHOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,20,5,20,5,25
AIQUILE,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,84,96,84,96,180
ALALAY,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,3,8,3,8,11
ALCALA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,18,37,18,37,55
ANCORAIMES,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,36,29,36,29,65
ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,38,61,38,61,99
ANTEQUERA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,11,12,11,12,23
ANZALDO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,23,32,23,32,55
APOLO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,39,42,39,42,81
ARAMPAMPA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,12,9,12,9,21
ARANI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,5,17,5,17,22
ARBIETO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,23,45,23,45,68
ARQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,14,16,14,16,30
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,60,39,60,39,99
ATOCHA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,73,92,73,92,165
AUCAPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,25,24,25,24,49
AYATA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,23,21,23,21,44
AYO AYO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,15,12,15,12,27
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,46,62,46,62,108
AZURDUY,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,52,64,52,64,116
BATALLAS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,35,41,35,41,76
BAURES,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,8,8,8,8,16
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,10,11,10,11,21
BELEN DE URMIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,12,22,12,22,34
BELLA FLOR,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,3,5,3,5,8
BERMEJO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,259,243,259,243,502
BETANZOS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,164,237,164,237,401
BOLIVAR,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,18,30,18,30,48
BOLPEBRA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,6,7,6,7,13
BOYUIBE,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,13,28,13,28,41
BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,78,50,78,50,128
CABEZAS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,30,30,30,30,60
CAIROMA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,33,27,33,27,60
"CAIZA ""D""",consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,44,53,44,53,97
CAJUATA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,29,30,29,30,59
CALACOTO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,30,32,30,32,62
CALAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,17,14,17,14,31
CAMARGO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,201,279,201,279,480
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,24,19,24,19,43
CAMIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,523,807,523,807,1330
CAPINOTA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,25,34,25,34,59
CAQUIAVIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,19,48,19,48,67
CARACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,75,78,75,78,153
CARANAVI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,249,139,249,139,388
CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,2,5,2,5,7
CARAPARI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,41,49,41,49,90
CARIPUYO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,8,17,8,17,25
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,2,4,2,4,6
CATACORA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,5,3,5,3,8
CHACARILLA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,5,7,5,7,12
CHALLAPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,113,82,113,82,195
CHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,19,36,19,36,55
CHARAGUA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,37,33,37,33,70
CHARAÑA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,6,14,6,14,20
CHAYANTA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,69,118,69,118,187
CHIMORE,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,28,17,28,17,45
CHIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,3,0,3,0,3
CHOQUE COTA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,12,4,12,4,16
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,51,20,51,20,71
CHUMA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,70,111,70,111,181
CLIZA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,32,41,32,41,73
COBIJA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,173,132,173,132,305
COCHABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,4322,5635,4322,5635,9957
COIPASA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,2,1,2,1,3
COLCAPIRHUA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,107,195,107,195,302
"COLCHA ""K""",consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,102,89,102,89,191
COLLANA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,6,11,6,11,17
COLOMI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,17,6,17,6,23
COLPA BELGICA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,59,38,59,38,97
COLQUECHACA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,82,135,82,135,217
COLQUENCHA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,29,44,29,44,73
COLQUIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,33,50,33,50,83
COMANCHE,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,26,25,26,25,51
COMARAPA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,78,98,78,98,176
COMBAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,2,8,2,8,10
CONCEPCION,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,37,45,37,45,82
COPACABANA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,38,36,38,36,74
CORIPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,31,23,31,23,54
CORO CORO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,25,20,25,20,45
COROICO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,63,47,63,47,110
CORQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,38,44,38,44,82
COTAGAITA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,220,374,220,374,594
COTOCA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,15,21,15,21,36
CUATRO CAÑADAS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,47,36,47,36,83
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,5,10,5,10,15
CUEVO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,15,27,15,27,42
CULPINA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,67,105,67,105,172
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,22,25,22,25,47
CURVA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,10,15,10,15,25
DESAGUADERO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,14,15,14,15,29
EL ALTO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,1296,1448,1296,1448,2744
EL CHORO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,62,71,62,71,133
EL PUENTE(STC),consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,15,12,15,12,27
EL PUENTE(TJA),consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,31,49,31,49,80
EL TORNO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,372,381,372,381,753
EL VILLAR,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,36,65,36,65,101
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,92,98,92,98,190
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,14,15,14,15,29
ESCARA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,1,2,1,2,3
ESMERALDA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,11,11,11,11,22
EUCALIPTUS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,55,45,55,45,100
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
EXALTACION,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,4,3,4,3,7
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,19,26,19,26,45
FILADELFIA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,12,10,12,10,22
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,90,87,90,87,177
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,31,34,31,34,65
GUANAY,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,60,68,60,68,128
GUAQUI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,20,20,20,20,40
GUAYARAMERIN,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,232,451,232,451,683
GUTIERREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,44,51,44,51,95
HUACARETA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,55,71,55,71,126
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,11,21,11,21,32
HUACHACALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,58,37,58,37,95
HUANUNI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,235,230,235,230,465
HUARACAJE,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,11,16,11,16,27
HUAYLLAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,33,22,33,22,55
ICHOCA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,24,23,24,23,47
ICLA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,32,48,32,48,80
INCAHUASI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,66,87,66,87,153
INGAVI (HUMAITA),consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,2,0,2,0,2
INQUISIVI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,44,34,44,34,78
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,41,38,41,38,79
IXIAMAS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,41,26,41,26,67
JESUS DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,101,116,101,116,217
LA ASUNTA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,14,12,14,12,26
LA GUARDIA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,58,91,58,91,149
LA PAZ,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,8622,9402,8622,9402,18024
LA RIVERA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,1,5,1,5,6
LAGUNILLAS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,32,40,32,40,72
LAJA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,26,35,26,35,61
LAS CARRERAS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,27,52,27,52,79
LICOMA PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,10,15,10,15,25
LLALLAGUA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,231,316,231,316,547
LLICA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,25,40,25,40,65
LORETO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,7,10,7,10,17
LURIBAY,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,41,45,41,45,86
MACHACAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,45,73,45,73,118
MACHARETI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,57,68,57,68,125
MAGDALENA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,37,29,37,29,66
MAIRANA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,37,44,37,44,81
MALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,7,12,7,12,19
MAPIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,27,25,27,25,52
MECAPACA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,33,35,33,35,68
MINEROS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,31,26,31,26,57
MIZQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,35,40,35,40,75
MOCOMOCO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,75,69,75,69,144
MOJINETE,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,0,10,0,10,10
MOJOCOYA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,20,24,20,24,44
MONTEAGUDO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,286,442,286,442,728
MONTERO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,399,886,399,886,1285
MORO MORO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,28,42,28,42,70
MOROCHATA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,23,38,23,38,61
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,4,5,4,5,9
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,4,6,4,6,10
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,10,0,10,0,10
OCURI,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,34,52,34,52,86
OKINAWA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,112,114,112,114,226
OMEREQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,9,17,9,17,26
ORURO,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,2704,2976,2704,2976,5680
PADCAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,111,144,111,144,255
PADILLA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,219,304,219,304,523
PAILON,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,16,13,16,13,29
PALCA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,38,30,38,30,68
PALOS BLANCOS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,41,29,41,29,70
PAMPA AULLAGAS,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,9,23,9,23,32
PAMPA GRANDE,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,28,41,28,41,69
PAPEL PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2007-02-01,40,39,40,39,79
