municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
ANCORAIMES,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,2,1,2,3
ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,4,2,4,6
ANTEQUERA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
ANZALDO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,1,0,1,1
APOLO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,6,2,6,8
ARAMPAMPA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
ARANI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,4,0,4,4
ARBIETO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,10,5,10,15
ARQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,6,1,6,7
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,1,0,1,1
ATOCHA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,23,36,23,36,59
AUCAPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,1,0,1,1
AYATA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,1,1,1,2
AYO AYO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,2,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,4,2,4,6
BATALLAS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,15,8,15,8,23
BAURES,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,6,5,6,11
BELEN DE URMIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,4,0,4,4
BERMEJO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,56,50,56,50,106
BETANZOS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,40,56,40,56,96
BOLIVAR,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,0,2,0,2
BOLPEBRA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
BOYUIBE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,4,10,4,10,14
BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,79,43,79,43,122
CABEZAS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,1,0,1,1
CAIROMA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,7,2,7,2,9
"CAIZA ""D""",consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
CAJUATA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,3,3,3,3,6
CALACOTO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,3,6,3,6,9
CALAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,4,2,4,6
CAMARGO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,10,14,10,14,24
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,6,3,6,3,9
CAMIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,58,74,58,74,132
CAPINOTA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,5,2,5,7
CAQUIAVIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,1,5,1,6
CARACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,8,11,8,11,19
CARANAVI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,24,11,24,11,35
CARAPARI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
CATACORA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,1,1,1,2
CHALLAPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,6,1,6,1,7
CHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,3,0,3,3
CHARAGUA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,2,5,2,7
CHARAÑA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,1,0,1,1
CHAYANTA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,7,9,7,9,16
CHIMORE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
CHOQUE COTA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,19,12,19,12,31
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,7,7,7,7,14
CLIZA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,4,7,4,7,11
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,11,12,11,12,23
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5637,7194,5637,7194,12831
COIPASA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,1,0,1,1
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,31,80,31,80,111
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,13,13,13,13,26
COLLANA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,4,2,4,6
COLOMI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,2,2,2,4
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,30,16,30,16,46
COLQUECHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,4,2,4,6
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,1,1,1,2
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,130,14,130,14,144
COMANCHE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,2,0,2,2
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,9,1,9,10
CONCEPCION,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,5,0,5,5
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,2,5,2,7
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,38,27,38,27,65
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,6,4,6,4,10
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,18,21,18,21,39
COTOCA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,1,5,1,6
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,1,5,1,6
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,3,1,3,4
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,1,1,1,2
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,3,0,3,3
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,1,0,1,1
CURVA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,2,0,2,2
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,8,2,8,10
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,847,941,847,941,1788
EL CHORO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,1,0,1,1
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,1,0,1,1
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,12,18,12,18,30
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,11,5,11,16
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,1,5,1,6
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,13,9,13,9,22
EXALTACION,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,6,5,6,5,11
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,2,0,2,2
FILADELFIA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,3,1,3,1,4
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,4,8,4,8,12
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,1,2,1,3
GUANAY,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,2,2,2,4
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,1,2,1,3
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,203,168,203,168,371
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,8,5,8,13
HUACHACALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,4,3,4,3,7
HUANUNI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,171,147,171,147,318
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,0,2,0,2
ICHOCA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,0,2,0,2
ICLA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,4,2,4,2,6
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,4,0,4,0,4
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,6,2,6,2,8
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,4,1,4,1,5
IXIAMAS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,1,2,1,3
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,8,9,8,9,17
LA ASUNTA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,0,5,0,5
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,14,14,14,14,28
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,9277,11144,9277,11144,20421
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,19,5,19,5,24
LAS CARRERAS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,7,10,7,10,17
LICOMA PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,1,0,1,1
LLALLAGUA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,30,37,30,37,67
LLICA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,6,3,6,3,9
LORETO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,8,10,8,10,18
LURIBAY,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,23,5,23,5,28
MACHACAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,22,24,22,24,46
MACHARETI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,7,9,7,9,16
MAGDALENA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,42,52,42,52,94
MAIRANA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,0,2,0,2
MALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,2,0,2,2
MAPIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,2,2,2,4
MECAPACA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,8,3,8,3,11
MINEROS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,3,0,3,0,3
MIZQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,0,2,0,2
MOCOMOCO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,4,5,4,9
MOJINETE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,3,0,3,3
MOJOCOYA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,2,0,2,2
MONTEAGUDO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,77,73,77,73,150
MONTERO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,272,564,272,564,836
MORO MORO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,4,1,4,5
MOROCHATA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,12,28,12,28,40
OKINAWA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,3,5,3,8
OMEREQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
ORURO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1228,1476,1228,1476,2704
PADCAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,26,42,26,42,68
PADILLA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,12,20,12,20,32
PALCA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,1,2,1,3
PALOS BLANCOS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,2,1,2,3
PAMPA AULLAGAS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
PAMPA GRANDE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,1,1,1,2
PAPEL PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
PATACAMAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
PAZÑA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,13,14,13,14,27
POCOATA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,2,5,2,7
POCONA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,5,1,5,6
POOPO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,6,8,6,8,14
PORCO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,4,0,4,4
POROMA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,3,1,3,4
PORTACHUELO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,9,13,9,13,22
PORVENIR,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
POSTRER VALLE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,4,1,4,5
POTOSI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,207,1100,207,1100,1307
PRESTO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
PUCARANI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,9,7,9,7,16
PUERTO ACOSTA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,19,6,19,6,25
PUERTO CARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,7,5,7,5,12
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,4,1,4,1,5
PUERTO QUIJARRO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,4,3,4,3,7
PUERTO SILES,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,3,2,3,5
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,13,29,13,29,42
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,10,4,10,4,14
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,3,8,3,8,11
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,73,86,73,86,159
QUIABAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,6,2,6,2,8
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,267,403,267,403,670
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,0,2,0,2
QUIRUSILLAS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
REYES,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,25,43,25,43,68
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,244,218,244,218,462
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,21,31,21,31,52
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,106,54,106,54,160
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,8,5,8,13
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,77,109,77,109,186
SACABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,4,6,4,6,10
SACACA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,15,25,15,25,40
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,3,0,3,0,3
SAN ANDRES,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,9,9,9,9,18
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,4,7,4,7,11
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,9,3,9,3,12
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,59,47,59,47,106
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,8,2,8,2,10
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,10,15,10,15,25
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,58,66,58,66,124
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,74,98,74,98,172
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,4,11,4,11,15
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,51,79,51,79,130
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,1,5,1,6
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,28,10,28,10,38
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,3,2,3,5
SAN LORENZO(TJA),consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,4,13,4,13,17
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,22,29,22,29,51
SAN MATIAS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,1,2,1,3
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,63,94,63,94,157
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,4,4,4,4,8
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,6,9,6,9,15
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,7,3,7,3,10
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,3,4,3,4,7
SAN RAFAEL,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,0,1,0,1
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,21,15,21,15,36
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,5,4,5,4,9
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,45,73,45,73,118
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2123,4012,2123,4012,6135
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,2,1,2,3
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,3,0,3,0,3
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,15,29,15,29,44
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,3,1,3,4
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,2,1,2,3
SANTUARIO DE QUILLACAS,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,3,1,3,4
SAPAHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,1,1,1,2
SENA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,1,1,1,2
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1,1,1,1,2
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,8,16,8,16,24
SOPACHUY,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,2,3,2,3,5
SORACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,3,0,3,0,3
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,3,0,3,0,3
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2007-02-01,1330,1600,1330,1600,2930
