municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2007-02-01,4,3,4,3,7
ANTEQUERA,consulta externa,repetidas en menores de 5 anos,2007-02-01,7,0,7,0,7
ANZALDO,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,2,3,2,5
APOLO,consulta externa,repetidas en menores de 5 anos,2007-02-01,13,15,13,15,28
ARANI,consulta externa,repetidas en menores de 5 anos,2007-02-01,7,6,7,6,13
ARBIETO,consulta externa,repetidas en menores de 5 anos,2007-02-01,9,18,9,18,27
ARQUE,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,1,3,1,4
ASCENCION DE GUARAYOS,consulta externa,repetidas en menores de 5 anos,2007-02-01,43,51,43,51,94
ATOCHA,consulta externa,repetidas en menores de 5 anos,2007-02-01,29,17,29,17,46
AUCAPATA,consulta externa,repetidas en menores de 5 anos,2007-02-01,12,9,12,9,21
AYATA,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,1,3,1,4
AYO AYO,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2007-02-01,14,9,14,9,23
AZURDUY,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,0,1,0,1
BATALLAS,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,3,1,3,4
BAURES,consulta externa,repetidas en menores de 5 anos,2007-02-01,8,4,8,4,12
BELEN DE ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,1,0,1,1
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,1,0,1,1
BELLA FLOR,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,0,1,0,1
BERMEJO,consulta externa,repetidas en menores de 5 anos,2007-02-01,33,22,33,22,55
BETANZOS,consulta externa,repetidas en menores de 5 anos,2007-02-01,15,11,15,11,26
BOLPEBRA,consulta externa,repetidas en menores de 5 anos,2007-02-01,5,4,5,4,9
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2007-02-01,7,4,7,4,11
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2007-02-01,63,60,63,60,123
CABEZAS,consulta externa,repetidas en menores de 5 anos,2007-02-01,7,12,7,12,19
CAIROMA,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,2,2,2,4
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2007-02-01,2,2,2,2,4
CAJUATA,consulta externa,repetidas en menores de 5 anos,2007-02-01,17,7,17,7,24
CALACOTO,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,3,2,3,5
CAMARGO,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,7,3,7,10
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2007-02-01,10,7,10,7,17
CAMIRI,consulta externa,repetidas en menores de 5 anos,2007-02-01,52,71,52,71,123
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2007-02-01,59,38,59,38,97
CARACOLLO,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,3,1,3,4
CARANAVI,consulta externa,repetidas en menores de 5 anos,2007-02-01,26,27,26,27,53
CARAPARI,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,10,3,10,13
CATACORA,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,1,0,1,1
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2007-02-01,10,6,10,6,16
CHAQUI,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,0,2,0,2
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2007-02-01,20,23,20,23,43
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,6,2,6,8
CHIMORE,consulta externa,repetidas en menores de 5 anos,2007-02-01,19,22,19,22,41
CHIPAYA,consulta externa,repetidas en menores de 5 anos,2007-02-01,5,1,5,1,6
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2007-02-01,23,18,23,18,41
CHUMA,consulta externa,repetidas en menores de 5 anos,2007-02-01,11,11,11,11,22
CLIZA,consulta externa,repetidas en menores de 5 anos,2007-02-01,21,29,21,29,50
COBIJA,consulta externa,repetidas en menores de 5 anos,2007-02-01,64,57,64,57,121
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2007-02-01,3283,2819,3283,2819,6102
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2007-02-01,116,89,116,89,205
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2007-02-01,4,9,4,9,13
COLOMI,consulta externa,repetidas en menores de 5 anos,2007-02-01,32,22,32,22,54
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2007-02-01,37,27,37,27,64
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2007-02-01,6,2,6,2,8
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2007-02-01,55,22,55,22,77
COMARAPA,consulta externa,repetidas en menores de 5 anos,2007-02-01,35,23,35,23,58
COMBAYA,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
CONCEPCION,consulta externa,repetidas en menores de 5 anos,2007-02-01,23,10,23,10,33
COPACABANA,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,1,0,1,1
CORIPATA,consulta externa,repetidas en menores de 5 anos,2007-02-01,16,20,16,20,36
CORO CORO,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,1,2,1,3
COROICO,consulta externa,repetidas en menores de 5 anos,2007-02-01,17,22,17,22,39
CORQUE,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,8,2,8,10
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2007-02-01,13,14,13,14,27
COTOCA,consulta externa,repetidas en menores de 5 anos,2007-02-01,46,32,46,32,78
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2007-02-01,51,37,51,37,88
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2007-02-01,2,3,2,3,5
CUEVO,consulta externa,repetidas en menores de 5 anos,2007-02-01,6,5,6,5,11
CULPINA,consulta externa,repetidas en menores de 5 anos,2007-02-01,5,4,5,4,9
CURAHUARA DE CARANGAS,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,0,1,0,1
CURVA,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,1,0,1,1
DESAGUADERO,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,1,2,1,3
EL ALTO,consulta externa,repetidas en menores de 5 anos,2007-02-01,1313,1447,1313,1447,2760
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2007-02-01,4,2,4,2,6
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2007-02-01,36,44,36,44,80
EL TORNO,consulta externa,repetidas en menores de 5 anos,2007-02-01,106,63,106,63,169
EL VILLAR,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2007-02-01,5,7,5,7,12
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2007-02-01,40,36,40,36,76
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2007-02-01,12,11,12,11,23
EXALTACION,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,6,3,6,9
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2007-02-01,20,14,20,14,34
FILADELFIA,consulta externa,repetidas en menores de 5 anos,2007-02-01,5,5,5,5,10
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2007-02-01,43,45,43,45,88
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
GUANAY,consulta externa,repetidas en menores de 5 anos,2007-02-01,5,5,5,5,10
GUAQUI,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2007-02-01,25,40,25,40,65
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2007-02-01,11,14,11,14,25
HUACARETA,consulta externa,repetidas en menores de 5 anos,2007-02-01,32,44,32,44,76
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,4,3,4,7
HUANUNI,consulta externa,repetidas en menores de 5 anos,2007-02-01,32,52,32,52,84
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2007-02-01,7,4,7,4,11
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,0,2,0,2
ICLA,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,4,3,4,7
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2007-02-01,6,12,6,12,18
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2007-02-01,9,11,9,11,20
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2007-02-01,6,5,6,5,11
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2007-02-01,5,16,5,16,21
JESUS DE MACHACA,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,4,2,4,6
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2007-02-01,6,8,6,8,14
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2007-02-01,101,79,101,79,180
LA PAZ,consulta externa,repetidas en menores de 5 anos,2007-02-01,3518,3350,3518,3350,6868
LA RIVERA,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,2,0,2,2
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,3,0,3,3
LAJA,consulta externa,repetidas en menores de 5 anos,2007-02-01,6,4,6,4,10
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2007-02-01,4,3,4,3,7
LICOMA PAMPA,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2007-02-01,10,10,10,10,20
LLICA,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
LORETO,consulta externa,repetidas en menores de 5 anos,2007-02-01,7,20,7,20,27
LURIBAY,consulta externa,repetidas en menores de 5 anos,2007-02-01,8,0,8,0,8
MACHACAMARCA,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,2,0,2,2
MACHARETI,consulta externa,repetidas en menores de 5 anos,2007-02-01,34,23,34,23,57
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2007-02-01,15,12,15,12,27
MALLA,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,0,1,0,1
MAPIRI,consulta externa,repetidas en menores de 5 anos,2007-02-01,17,10,17,10,27
MECAPACA,consulta externa,repetidas en menores de 5 anos,2007-02-01,7,7,7,7,14
MINEROS,consulta externa,repetidas en menores de 5 anos,2007-02-01,11,15,11,15,26
MIZQUE,consulta externa,repetidas en menores de 5 anos,2007-02-01,27,11,27,11,38
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,0,1,0,1
MOJINETE,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,1,2,1,3
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2007-02-01,6,7,6,7,13
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2007-02-01,55,22,55,22,77
MONTERO,consulta externa,repetidas en menores de 5 anos,2007-02-01,442,337,442,337,779
MORO MORO,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,1,0,1,1
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2007-02-01,77,74,77,74,151
OCURI,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,2,0,2,2
OKINAWA,consulta externa,repetidas en menores de 5 anos,2007-02-01,6,6,6,6,12
OMEREQUE,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,1,0,1,1
ORURO,consulta externa,repetidas en menores de 5 anos,2007-02-01,520,530,520,530,1050
PADCAYA,consulta externa,repetidas en menores de 5 anos,2007-02-01,14,15,14,15,29
PADILLA,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,0,3,0,3
PAILON,consulta externa,repetidas en menores de 5 anos,2007-02-01,4,7,4,7,11
PALCA,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,4,1,4,5
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2007-02-01,10,14,10,14,24
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,3,0,3,3
PASORAPA,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,0,2,0,2
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2007-02-01,5,5,5,5,10
PAZÑA,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
POCOATA,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,5,2,5,7
POCONA,consulta externa,repetidas en menores de 5 anos,2007-02-01,6,4,6,4,10
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2007-02-01,0,1,0,1,1
POOPO,consulta externa,repetidas en menores de 5 anos,2007-02-01,4,2,4,2,6
PORCO,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
POROMA,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,0,1,0,1
PORONGO,consulta externa,repetidas en menores de 5 anos,2007-02-01,8,11,8,11,19
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2007-02-01,12,10,12,10,22
PORVENIR,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,2,1,2,3
POSTRER VALLE,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,7,1,7,8
POTOSI,consulta externa,repetidas en menores de 5 anos,2007-02-01,274,245,274,245,519
PRESTO,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,1,0,1,1
PUCARANI,consulta externa,repetidas en menores de 5 anos,2007-02-01,10,13,10,13,23
PUERTO ACOSTA,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,3,2,3,5
PUERTO CARABUCO,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
PUERTO GONZALO MORENO,consulta externa,repetidas en menores de 5 anos,2007-02-01,7,11,7,11,18
PUERTO PEREZ,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
PUERTO QUIJARRO,consulta externa,repetidas en menores de 5 anos,2007-02-01,12,16,12,16,28
PUERTO RICO,consulta externa,repetidas en menores de 5 anos,2007-02-01,5,5,5,5,10
PUERTO SUAREZ,consulta externa,repetidas en menores de 5 anos,2007-02-01,19,25,19,25,44
PUERTO VILLARROEL,consulta externa,repetidas en menores de 5 anos,2007-02-01,57,55,57,55,112
PUNA,consulta externa,repetidas en menores de 5 anos,2007-02-01,4,1,4,1,5
PUNATA,consulta externa,repetidas en menores de 5 anos,2007-02-01,80,65,80,65,145
QUIABAYA,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
QUILLACOLLO,consulta externa,repetidas en menores de 5 anos,2007-02-01,416,391,416,391,807
QUIME,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,3,3,3,6
QUIRUSILLAS,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,3,0,3,3
RAVELO,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,1,0,1,1
REYES,consulta externa,repetidas en menores de 5 anos,2007-02-01,9,5,9,5,14
RIBERALTA,consulta externa,repetidas en menores de 5 anos,2007-02-01,269,270,269,270,539
ROBORE,consulta externa,repetidas en menores de 5 anos,2007-02-01,8,5,8,5,13
RURRENABAQUE,consulta externa,repetidas en menores de 5 anos,2007-02-01,20,18,20,18,38
SABAYA,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,2,0,2,2
SACABA,consulta externa,repetidas en menores de 5 anos,2007-02-01,241,203,241,203,444
SACABAMBA,consulta externa,repetidas en menores de 5 anos,2007-02-01,8,5,8,5,13
SACACA,consulta externa,repetidas en menores de 5 anos,2007-02-01,4,3,4,3,7
SAIPINA,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,3,3,3,6
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en menores de 5 anos,2007-02-01,5,0,5,0,5
SAMAIPATA,consulta externa,repetidas en menores de 5 anos,2007-02-01,7,1,7,1,8
SAN AGUSTIN,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,2,2,2,4
SAN ANDRES,consulta externa,repetidas en menores de 5 anos,2007-02-01,13,7,13,7,20
SAN ANDRES DE MACHACA,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en menores de 5 anos,2007-02-01,12,11,12,11,23
SAN BENITO,consulta externa,repetidas en menores de 5 anos,2007-02-01,8,11,8,11,19
SAN BORJA,consulta externa,repetidas en menores de 5 anos,2007-02-01,55,56,55,56,111
SAN BUENA VENTURA,consulta externa,repetidas en menores de 5 anos,2007-02-01,14,3,14,3,17
SAN CARLOS,consulta externa,repetidas en menores de 5 anos,2007-02-01,37,35,37,35,72
SAN IGNACIO,consulta externa,repetidas en menores de 5 anos,2007-02-01,38,35,38,35,73
SAN IGNACIO DE VELASCO,consulta externa,repetidas en menores de 5 anos,2007-02-01,78,101,78,101,179
SAN JAVIER(BNI),consulta externa,repetidas en menores de 5 anos,2007-02-01,0,1,0,1,1
SAN JAVIER(STC),consulta externa,repetidas en menores de 5 anos,2007-02-01,9,4,9,4,13
SAN JOAQUIN,consulta externa,repetidas en menores de 5 anos,2007-02-01,36,37,36,37,73
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en menores de 5 anos,2007-02-01,6,5,6,5,11
SAN JUAN DE YAPACANI,consulta externa,repetidas en menores de 5 anos,2007-02-01,20,27,20,27,47
SAN JULIAN,consulta externa,repetidas en menores de 5 anos,2007-02-01,33,23,33,23,56
SAN LORENZO(PND),consulta externa,repetidas en menores de 5 anos,2007-02-01,5,3,5,3,8
SAN LORENZO(TJA),consulta externa,repetidas en menores de 5 anos,2007-02-01,18,14,18,14,32
SAN LUCAS,consulta externa,repetidas en menores de 5 anos,2007-02-01,40,32,40,32,72
SAN MATIAS,consulta externa,repetidas en menores de 5 anos,2007-02-01,11,8,11,8,19
SAN MIGUEL DE VELASCO,consulta externa,repetidas en menores de 5 anos,2007-02-01,60,46,60,46,106
SAN PABLO DE LIPEZ,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,2,2,2,4
SAN PEDRO,consulta externa,repetidas en menores de 5 anos,2007-02-01,38,40,38,40,78
SAN PEDRO DE QUEMES,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consulta externa,repetidas en menores de 5 anos,2007-02-01,4,5,4,5,9
SAN RAFAEL,consulta externa,repetidas en menores de 5 anos,2007-02-01,28,8,28,8,36
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2007-02-01,10,10,10,10,20
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2007-02-01,6,8,6,8,14
SANTA ANA,consulta externa,repetidas en menores de 5 anos,2007-02-01,8,6,8,6,14
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en menores de 5 anos,2007-02-01,3050,3243,3050,3243,6293
SANTA ROSA,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,1,1,1,2
SANTA ROSA DEL SARA,consulta externa,repetidas en menores de 5 anos,2007-02-01,5,7,5,7,12
SANTIAGO DE CALLAPA,consulta externa,repetidas en menores de 5 anos,2007-02-01,4,0,4,0,4
SANTIAGO DE HUARI,consulta externa,repetidas en menores de 5 anos,2007-02-01,5,3,5,3,8
SANTIVAÑES,consulta externa,repetidas en menores de 5 anos,2007-02-01,7,6,7,6,13
SANTUARIO DE QUILLACAS,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,2,0,2,2
SAPAHAQUI,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,1,2,1,3
SENA,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,0,3,0,3
SICA SICA (VILLA AROMA),consulta externa,repetidas en menores de 5 anos,2007-02-01,5,1,5,1,6
SIPE SIPE,consulta externa,repetidas en menores de 5 anos,2007-02-01,262,260,262,260,522
SOPACHUY,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,4,2,4,6
SORACACHI,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,2,1,2,3
SORATA,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,5,2,5,7
SUCRE,consulta externa,repetidas en menores de 5 anos,2007-02-01,855,789,855,789,1644
TACACHI,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,1,3,1,4
TACACOMA,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,1,0,1,1
TACOBAMBA,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,0,2,0,2
TACOPAYA,consulta externa,repetidas en menores de 5 anos,2007-02-01,30,27,30,27,57
TAPACARI,consulta externa,repetidas en menores de 5 anos,2007-02-01,88,71,88,71,159
TARABUCO,consulta externa,repetidas en menores de 5 anos,2007-02-01,160,167,160,167,327
TARACO,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,0,3,0,3
TARATA,consulta externa,repetidas en menores de 5 anos,2007-02-01,4,15,4,15,19
TARIJA,consulta externa,repetidas en menores de 5 anos,2007-02-01,530,471,530,471,1001
TARVITA,consulta externa,repetidas en menores de 5 anos,2007-02-01,17,17,17,17,34
TEOPONTE,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,0,1,0,1
TIAWANACU,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,2,2,2,4
TINGUIPAYA,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,0,3,0,3
TIPUANI,consulta externa,repetidas en menores de 5 anos,2007-02-01,7,45,7,45,52
TIQUIPAYA,consulta externa,repetidas en menores de 5 anos,2007-02-01,251,53,251,53,304
TIRAQUE (CBBA),consulta externa,repetidas en menores de 5 anos,2007-02-01,151,140,151,140,291
