,group,variable,month,TOTAL 4.1 NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTAL 4.1 NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
TIQUIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,115,2,117
TIRAQUE (CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,27,0,27
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,2,0,2
TOCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,8,1,9
TOLATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,10,0,10
TOLEDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,5,0,5
TOMAVE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,7,2,9
TOMINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,6,0,6
TORO TORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,12,0,12
TOTORA(CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,25,3,28
TOTORA(ORR),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,1,0,1
TRIGAL,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,1,0,1
TRINIDAD,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,307,3,310
TUPIZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,91,1,92
TURCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,5,0,5
UMALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,9,2,11
UNCIA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,36,1,37
URIONDO (A. CONCEPCION),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,28,1,29
URUBICHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,18,0,18
UYUNI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,61,16,77
VACAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,6,0,6
VALLEGRANDE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,34,1,35
VIACHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,110,3,113
VILA VILA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,1,0,1
VILLA CHARCAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,18,4,22
VILLA MONTES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,84,1,85
VILLA NUEVA (LOMA ALTA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,4,1,5
VILLA RIVERO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,17,0,17
VILLA SERRANO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,20,3,23
VILLA TUNARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,226,1,227
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,17,1,18
VILLAZON,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,66,1,67
VINTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,86,0,86
VITICHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,12,2,14
WALDO BALLIVIAN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,3,0,3
WARNES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,222,0,222
YACO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,7,3,10
YACUIBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,223,5,228
YAMPARAEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,8,0,8
YANACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,4,0,4
YAPACANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,90,2,92
YOCALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,5,1,6
YOTALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,5,0,5
YUNCHARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,4,1,5
ZUDAÑEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-01-01,11,2,13
ACACIO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,2,1,3
ACHACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,24,2,26
ACHOCALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,12,5,17
AIQUILE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,33,0,33
ALALAY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,4,0,4
ALTO BENI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,19,0,19
ANCORAIMES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,8,3,11
ANDAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,5,2,7
ANTEQUERA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,0,1
ANZALDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,5,0,5
APOLO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,18,5,23
ARAMPAMPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,0,4,4
ARANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,12,0,12
ARBIETO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,15,0,15
ARQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,7,0,7
ASCENCION DE GUARAYOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,32,0,32
ATOCHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,28,0,28
AUCAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,3,3,6
AYATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,2,4,6
AYO AYO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,6,0,6
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,33,0,33
AZURDUY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,11,3,14
BATALLAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,14,2,16
BAURES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,9,0,9
BELEN DE ANDAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,2,0,2
BELEN DE URMIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,0,1,1
BELLA FLOR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,2,0,2
BERMEJO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,57,1,58
BETANZOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,33,0,33
BOLIVAR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,3,0,3
BOLPEBRA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,0,1
BOYUIBE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,5,2,7
BUENA VISTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,20,0,20
CABEZAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,48,0,48
CAIROMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,10,1,11
"CAIZA ""D""",consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,9,0,9
CAJUATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,21,0,21
CALACOTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,0,1,1
CALAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,10,0,10
CAMARGO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,25,1,26
CAMATAQUI (C. VILLA ABECIA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,2,0,2
CAMIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,77,1,78
CAPINOTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,36,0,36
CAQUIAVIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,5,1,6
CARACOLLO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,25,0,25
CARANAVI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,64,3,67
CARAPARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,23,0,23
CARIPUYO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,3,4,7
CARMEN RIVERO TORREZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,6,0,6
CHACARILLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,0,1
CHALLAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,58,3,61
CHAQUI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,9,0,9
CHARAGUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,53,2,55
CHARAÑA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,1,2
CHAYANTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,19,4,23
CHIMORE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,26,4,30
CHIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,0,1
CHOQUE COTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,0,1
CHUA COCANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,33,1,34
CHUMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,8,0,8
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,12,0,12
CKOCHAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,21,1,22
CLIZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,79,3,82
COBIJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,98,2,100
COCAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,13,10,23
COCHABAMBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1796,2,1798
COIPASA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,0,1
COLCAPIRHUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,110,2,112
"COLCHA ""K""",consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,17,3,20
COLLANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,3,0,3
COLOMI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,28,1,29
COLPA BELGICA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,7,0,7
COLQUECHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,27,4,31
COLQUENCHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,8,0,8
COLQUIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,13,9,22
COMARAPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,22,0,22
COMBAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,0,1
CONCEPCION,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,49,2,51
COPACABANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,12,0,12
CORIPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,32,0,32
CORO CORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,6,0,6
COROICO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,35,0,35
CORQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,3,1,4
COTAGAITA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,29,2,31
COTOCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,106,0,106
CRUZ DE MACHACAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,0,1
CUATRO CAÑADAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,22,0,22
CUEVO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,0,1
CULPINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,25,2,27
CURAHUARA DE CARANGAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,5,0,5
CURVA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,0,1
DESAGUADERO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,12,0,12
EL ALTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1511,74,1585
EL CHORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,3,3,6
EL PUENTE(STC),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,17,0,17
EL PUENTE(TJA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,16,0,16
EL TORNO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,122,0,122
EL VILLAR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,9,0,9
ENTRE RIOS TRJ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,27,2,29
ENTRE RIOS CBBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,37,0,37
ESCOMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,7,0,7
ESMERALDA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,2,0,2
EUCALIPTUS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,6,0,6
EXALTACION,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,3,0,3
FERNANDEZ ALONSO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,15,0,15
FILADELFIA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,9,0,9
GENERAL SAAVEDRA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,23,0,23
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,4,2,6
GUANAY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,24,2,26
GUAQUI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,4,1,5
GUAYARAMERIN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,107,2,109
GUTIERREZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,16,0,16
HUACARETA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,9,4,13
HUACAYA (VILLA DE HUACAYA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,0,3,3
HUACHACALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,2,0,2
HUANUNI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,43,0,43
HUARACAJE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,4,0,4
HUARINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,5,0,5
HUATAJATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,3,0,3
HUAYLLAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,3,0,3
HUMANATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,3,0,3
ICHOCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,5,1,6
ICLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,14,2,16
INCAHUASI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,12,5,17
INGAVI (HUMAITA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,3,0,3
INQUISIVI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,4,3,7
IRUPANA (VILLA DE LANZA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,23,0,23
IXIAMAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,9,0,9
JESUS DE MACHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,14,0,14
LA ASUNTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,75,0,75
LA GUARDIA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,133,0,133
LA PAZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1648,1,1649
LA RIVERA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,0,1
LAGUNILLAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,8,0,8
LAJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,22,1,23
LAS CARRERAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,5,0,5
LICOMA PAMPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,0,2,2
LLALLAGUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,78,0,78
LLICA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,6,0,6
LORETO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,3,4
LURIBAY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,7,0,7
MACHACAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,3,0,3
MACHARETI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,12,0,12
MAGDALENA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,29,0,29
MAIRANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,27,0,27
MALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,3,0,3
MAPIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,32,0,32
MECAPACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,13,3,16
MINEROS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,39,0,39
MIZQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,29,0,29
MOCOMOCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,5,4,9
MOJOCOYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,8,2,10
MONTEAGUDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,49,1,50
MONTERO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,170,1,171
MORO MORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,2,1,3
MOROCHATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,6,2,8
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,5,0,5
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,1,1,2
OCURI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,21,2,23
OKINAWA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,25,0,25
OMEREQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,8,1,9
ORURO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,709,0,709
PADCAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,19,1,20
PADILLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,11,1,12
PAILON,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,49,2,51
PALCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,23,0,23
PALOS BLANCOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,50,7,57
PAMPA AULLAGAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,2,1,3
PAMPA GRANDE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,20,0,20
PAPEL PAMPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,4,0,4
PATACAMAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,50,2,52
PAZÑA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,8,0,8
PELECHUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,7,0,7
POCOATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,17,5,22
POCONA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,12,0,12
POJO (CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,16,0,16
POOPO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-02-01,8,0,8
