,group,variable,month,TOTAL 4.2 NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTAL 4.2 NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
TRINIDAD,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,520,0,520
TUPIZA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,18,1,19
TURCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,1,0,1
UMALA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,1,5,6
UNCIA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,25,0,25
URIONDO (A. CONCEPCION),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,6,1,7
URUBICHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,1,0,1
UYUNI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,58,3,61
VACAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,5,0,5
VALLEGRANDE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,5,1,6
VIACHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,61,1,62
VILA VILA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,1,2,3
VILLA CHARCAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,1,1,2
VILLA MONTES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,42,0,42
VILLA RIVERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,10,0,10
VILLA SERRANO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,2,0,2
VILLA TUNARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,56,1,57
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,3,0,3
VILLAZON,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,21,1,22
VINTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,78,0,78
VITICHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,2,1,3
WALDO BALLIVIAN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,2,0,2
WARNES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,141,2,143
YACO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,7,3,10
YACUIBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,106,3,109
YAMPARAEZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,2,0,2
YANACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,2,0,2
YAPACANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,35,1,36
YOCALLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,4,0,4
YOTALA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,3,0,3
ZUDAÑEZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-01-01,2,1,3
ACACIO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,4,8
ACHACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,18,0,18
ACHOCALLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,5,7,12
AIQUILE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,17,1,18
ALALAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,3,4
ALTO BENI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,0,2,2
ANCORAIMES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,6,5,11
ANDAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
ANTEQUERA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,0,3
ANZALDO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,5,6,11
APOLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,6,0,6
ARAMPAMPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,2,5
ARANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,7,1,8
ARBIETO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,7,1,8
ARQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,0,3
ASCENCION DE GUARAYOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,23,1,24
ATOCHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,19,0,19
AUCAPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,5,0,5
AYATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,5,1,6
AYO AYO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,5,0,5
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,18,1,19
AZURDUY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,1,4
BATALLAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,12,3,15
BELEN DE ANDAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
BELEN DE URMIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,0,1,1
BELLA FLOR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
BERMEJO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,14,1,15
BETANZOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,19,0,19
BOLIVAR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,2,6
BOLPEBRA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
BOYUIBE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,1,2
BUENA VISTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
CABEZAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,10,0,10
CAIROMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,6,3,9
"CAIZA ""D""",consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,8,1,9
CAJUATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,0,4
CALACOTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,1,2
CALAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
CAMARGO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,11,2,13
CAMATAQUI (C. VILLA ABECIA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
CAMIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,29,0,29
CAPINOTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,11,0,11
CAQUIAVIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,0,4
CARACOLLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,8,0,8
CARANAVI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,32,4,36
CARAPARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,0,4
CARIPUYO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,1,3
CARMEN RIVERO TORREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,7,0,7
CHALLAPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,18,4,22
CHAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
CHARAGUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,44,1,45
CHARAÑA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,0,1,1
CHAYANTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,10,0,10
CHIMORE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,22,3,25
CHUA COCANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,7,0,7
CHUMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,2,6
CKOCHAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,5,0,5
CLIZA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,20,4,24
COBIJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,75,0,75
COCAPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,13,5,18
COCHABAMBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1312,2,1314
COIPASA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,0,3
COLCAPIRHUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,81,2,83
"COLCHA ""K""",consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
COLOMI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,16,0,16
COLPA BELGICA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,5,0,5
COLQUECHACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,11,6,17
COLQUENCHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,0,3
COLQUIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,1,4
COMANCHE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
COMARAPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,9,0,9
CONCEPCION,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,11,0,11
COPACABANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,5,7
CORIPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,5,0,5
CORO CORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,6,3,9
COROICO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,18,0,18
CORQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,1,2
COTAGAITA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,15,2,17
COTOCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,63,0,63
CUATRO CAÑADAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,9,0,9
CUEVO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,1,5
CULPINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,6,2,8
CURAHUARA DE CARANGAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
CURVA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
DESAGUADERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,7,0,7
EL ALTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,684,32,716
EL CHORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,2,3
EL PUENTE(STC),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,0,4
EL PUENTE(TJA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,0,3
EL TORNO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,20,0,20
ENTRE RIOS TRJ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,7,0,7
ENTRE RIOS CBBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,11,0,11
ESCOMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,6,0,6
EUCALIPTUS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,0,3
EXALTACION,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
FERNANDEZ ALONSO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,7,0,7
FILADELFIA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,3,6
GENERAL SAAVEDRA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,9,0,9
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,5,8
GUANAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,1,5
GUAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,1,4
GUAYARAMERIN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,31,0,31
GUTIERREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,14,0,14
HUACARETA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
HUANUNI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,14,0,14
HUARACAJE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
HUARINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
HUATAJATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
HUAYLLAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
ICHOCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,1,2
ICLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
INCAHUASI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,1,4
INQUISIVI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,5,2,7
IRUPANA (VILLA DE LANZA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,0,4
IXIAMAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,7,0,7
JESUS DE MACHACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,7,0,7
LA ASUNTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,21,0,21
LA GUARDIA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,34,1,35
LA PAZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1272,0,1272
LAGUNILLAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,1,5
LAJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,8,0,8
LAS CARRERAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
LLALLAGUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,41,2,43
LLICA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
LORETO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,0,2,2
LURIBAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
MACHACAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
MACHARETI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,0,3
MAGDALENA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,11,0,11
MAIRANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
MALLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
MAPIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,0,4
MECAPACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,3,5
MINEROS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,15,0,15
MIZQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,12,3,15
MOCOMOCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
MOJINETE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
MOJOCOYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,0,1,1
MONTEAGUDO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,11,0,11
MONTERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,76,1,77
MORO MORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
MOROCHATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,1,3
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
OCURI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,9,2,11
OKINAWA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,8,0,8
OMEREQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,2,1,3
ORURO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,339,0,339
PADCAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,0,3
PAILON,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,17,3,20
PALCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,10,3,13
PALOS BLANCOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,9,0,9
PAMPA GRANDE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
PAPEL PAMPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
PASORAPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
PATACAMAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,26,0,26
PAZÑA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,0,2,2
PELECHUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,3,1,4
POCOATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,7,11
POCONA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,11,1,12
POJO (CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,9,0,9
POOPO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,1,2
PORCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,12,0,12
POROMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,2,6
PORONGO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,5,0,5
PORTACHUELO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,8,0,8
PORVENIR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
POSTRER VALLE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
POTOSI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,532,0,532
PRESTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,0,4,4
PUCARANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,16,0,16
PUERTO ACOSTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,3,7
PUERTO CARABUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,5,2,7
PUERTO GONZALO MORENO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,0,1
PUERTO PEREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,1,1,2
PUERTO QUIJARRO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,16,0,16
PUERTO RICO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,4,3,7
PUERTO SUAREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,21,0,21
PUERTO VILLARROEL,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,110,3,113
PUNA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,7,5,12
PUNATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,22,0,22
QUIABAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,5,0,5
QUILLACOLLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-02-01,126,17,143
