,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVA,PERSONAS DE 5 A 9 AÑOS NUEVA,PERSONAS DE 5 A 9 AÑOS REPETIDAS,PERSONAS DE 5 A 9 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
TOTORA(ORR),consulta externa,personas de 5 a 9 anos,2008-01-01,17,17,0,0,17,17,34
TRIGAL,consulta externa,personas de 5 a 9 anos,2008-01-01,12,15,1,0,13,15,28
TRINIDAD,consulta externa,personas de 5 a 9 anos,2008-01-01,800,744,175,162,975,906,1881
TUPIZA,consulta externa,personas de 5 a 9 anos,2008-01-01,230,166,182,36,412,202,614
TURCO,consulta externa,personas de 5 a 9 anos,2008-01-01,6,5,0,0,6,5,11
UMALA,consulta externa,personas de 5 a 9 anos,2008-01-01,0,2,0,0,0,2,2
UNCIA,consulta externa,personas de 5 a 9 anos,2008-01-01,78,55,92,79,170,134,304
URIONDO (A. CONCEPCION),consulta externa,personas de 5 a 9 anos,2008-01-01,145,170,6,5,151,175,326
URUBICHA,consulta externa,personas de 5 a 9 anos,2008-01-01,83,62,3,8,86,70,156
UYUNI,consulta externa,personas de 5 a 9 anos,2008-01-01,47,46,0,2,47,48,95
VACAS,consulta externa,personas de 5 a 9 anos,2008-01-01,16,9,5,0,21,9,30
VALLEGRANDE,consulta externa,personas de 5 a 9 anos,2008-01-01,58,77,12,6,70,83,153
VIACHA,consulta externa,personas de 5 a 9 anos,2008-01-01,121,66,32,22,153,88,241
VILA VILA,consulta externa,personas de 5 a 9 anos,2008-01-01,0,3,0,0,0,3,3
VILLA MONTES,consulta externa,personas de 5 a 9 anos,2008-01-01,211,181,12,7,223,188,411
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 5 a 9 anos,2008-01-01,12,8,0,4,12,12,24
VILLA RIVERO,consulta externa,personas de 5 a 9 anos,2008-01-01,8,4,0,0,8,4,12
VILLA SERRANO,consulta externa,personas de 5 a 9 anos,2008-01-01,13,15,0,0,13,15,28
VILLA TUNARI,consulta externa,personas de 5 a 9 anos,2008-01-01,308,261,7,7,315,268,583
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 5 a 9 anos,2008-01-01,62,55,0,0,62,55,117
VILLAZON,consulta externa,personas de 5 a 9 anos,2008-01-01,228,184,18,21,246,205,451
VINTO,consulta externa,personas de 5 a 9 anos,2008-01-01,43,40,16,20,59,60,119
VITICHI,consulta externa,personas de 5 a 9 anos,2008-01-01,23,22,1,1,24,23,47
WALDO BALLIVIAN,consulta externa,personas de 5 a 9 anos,2008-01-01,2,3,0,0,2,3,5
WARNES,consulta externa,personas de 5 a 9 anos,2008-01-01,320,327,13,11,333,338,671
YACO,consulta externa,personas de 5 a 9 anos,2008-01-01,10,19,1,0,11,19,30
YACUIBA,consulta externa,personas de 5 a 9 anos,2008-01-01,623,531,72,57,695,588,1283
YAMPARAEZ,consulta externa,personas de 5 a 9 anos,2008-01-01,14,14,2,4,16,18,34
YANACACHI,consulta externa,personas de 5 a 9 anos,2008-01-01,13,10,2,0,15,10,25
YAPACANI,consulta externa,personas de 5 a 9 anos,2008-01-01,318,249,14,1,332,250,582
YOCALLA,consulta externa,personas de 5 a 9 anos,2008-01-01,9,14,0,2,9,16,25
YUNCHARA,consulta externa,personas de 5 a 9 anos,2008-01-01,23,21,0,4,23,25,48
ZUDAÑEZ,consulta externa,personas de 5 a 9 anos,2008-01-01,10,38,5,23,15,61,76
ACACIO,consulta externa,personas de 5 a 9 anos,2008-02-01,9,10,2,1,11,11,22
ACHACACHI,consulta externa,personas de 5 a 9 anos,2008-02-01,43,54,3,2,46,56,102
ACHOCALLA,consulta externa,personas de 5 a 9 anos,2008-02-01,12,9,1,1,13,10,23
AIQUILE,consulta externa,personas de 5 a 9 anos,2008-02-01,82,64,2,3,84,67,151
ALALAY,consulta externa,personas de 5 a 9 anos,2008-02-01,3,2,0,0,3,2,5
ALCALA,consulta externa,personas de 5 a 9 anos,2008-02-01,32,27,0,2,32,29,61
ANCORAIMES,consulta externa,personas de 5 a 9 anos,2008-02-01,10,6,0,1,10,7,17
ANDAMARCA,consulta externa,personas de 5 a 9 anos,2008-02-01,13,2,0,0,13,2,15
ANTEQUERA,consulta externa,personas de 5 a 9 anos,2008-02-01,12,18,2,4,14,22,36
ANZALDO,consulta externa,personas de 5 a 9 anos,2008-02-01,8,14,3,1,11,15,26
APOLO,consulta externa,personas de 5 a 9 anos,2008-02-01,44,57,2,0,46,57,103
ARAMPAMPA,consulta externa,personas de 5 a 9 anos,2008-02-01,2,3,0,0,2,3,5
ARANI,consulta externa,personas de 5 a 9 anos,2008-02-01,4,4,1,0,5,4,9
ARBIETO,consulta externa,personas de 5 a 9 anos,2008-02-01,16,20,1,3,17,23,40
ARQUE,consulta externa,personas de 5 a 9 anos,2008-02-01,8,10,0,0,8,10,18
ASCENCION DE GUARAYOS,consulta externa,personas de 5 a 9 anos,2008-02-01,71,74,13,11,84,85,169
ATOCHA,consulta externa,personas de 5 a 9 anos,2008-02-01,111,140,22,35,133,175,308
AUCAPATA,consulta externa,personas de 5 a 9 anos,2008-02-01,26,21,3,1,29,22,51
AYATA,consulta externa,personas de 5 a 9 anos,2008-02-01,22,13,0,1,22,14,36
AYO AYO,consulta externa,personas de 5 a 9 anos,2008-02-01,7,5,0,1,7,6,13
AZURDUY,consulta externa,personas de 5 a 9 anos,2008-02-01,34,42,0,0,34,42,76
BATALLAS,consulta externa,personas de 5 a 9 anos,2008-02-01,22,11,0,0,22,11,33
BAURES,consulta externa,personas de 5 a 9 anos,2008-02-01,14,24,1,1,15,25,40
BELEN DE ANDAMARCA,consulta externa,personas de 5 a 9 anos,2008-02-01,1,1,0,0,1,1,2
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2008-02-01,7,5,0,1,7,6,13
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2008-02-01,9,10,0,0,9,10,19
BERMEJO,consulta externa,personas de 5 a 9 anos,2008-02-01,335,355,23,16,358,371,729
BETANZOS,consulta externa,personas de 5 a 9 anos,2008-02-01,74,62,2,1,76,63,139
BOLIVAR,consulta externa,personas de 5 a 9 anos,2008-02-01,10,3,1,1,11,4,15
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2008-02-01,9,7,1,0,10,7,17
BOYUIBE,consulta externa,personas de 5 a 9 anos,2008-02-01,12,10,1,1,13,11,24
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2008-02-01,93,81,6,8,99,89,188
CABEZAS,consulta externa,personas de 5 a 9 anos,2008-02-01,64,51,0,1,64,52,116
CAIROMA,consulta externa,personas de 5 a 9 anos,2008-02-01,18,23,2,1,20,24,44
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2008-02-01,33,28,1,0,34,28,62
CAJUATA,consulta externa,personas de 5 a 9 anos,2008-02-01,27,33,0,1,27,34,61
CALACOTO,consulta externa,personas de 5 a 9 anos,2008-02-01,15,19,0,0,15,19,34
CALAMARCA,consulta externa,personas de 5 a 9 anos,2008-02-01,10,10,1,0,11,10,21
CAMARGO,consulta externa,personas de 5 a 9 anos,2008-02-01,62,46,2,0,64,46,110
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2008-02-01,15,9,0,0,15,9,24
CAMIRI,consulta externa,personas de 5 a 9 anos,2008-02-01,323,387,51,37,374,424,798
CAPINOTA,consulta externa,personas de 5 a 9 anos,2008-02-01,89,69,19,38,108,107,215
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2008-02-01,9,9,0,0,9,9,18
CARACOLLO,consulta externa,personas de 5 a 9 anos,2008-02-01,25,16,1,1,26,17,43
CARANAVI,consulta externa,personas de 5 a 9 anos,2008-02-01,264,259,14,0,278,259,537
CARANGAS,consulta externa,personas de 5 a 9 anos,2008-02-01,0,1,0,0,0,1,1
CARAPARI,consulta externa,personas de 5 a 9 anos,2008-02-01,174,149,2,1,176,150,326
CARIPUYO,consulta externa,personas de 5 a 9 anos,2008-02-01,12,7,0,0,12,7,19
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2008-02-01,11,12,0,0,11,12,23
CATACORA,consulta externa,personas de 5 a 9 anos,2008-02-01,6,10,0,0,6,10,16
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2008-02-01,45,38,5,9,50,47,97
CHAQUI,consulta externa,personas de 5 a 9 anos,2008-02-01,16,14,0,0,16,14,30
CHARAGUA,consulta externa,personas de 5 a 9 anos,2008-02-01,79,93,43,62,122,155,277
CHARAÑA,consulta externa,personas de 5 a 9 anos,2008-02-01,4,5,0,0,4,5,9
CHAYANTA,consulta externa,personas de 5 a 9 anos,2008-02-01,17,18,0,0,17,18,35
CHIMORE,consulta externa,personas de 5 a 9 anos,2008-02-01,69,70,5,8,74,78,152
CHIPAYA,consulta externa,personas de 5 a 9 anos,2008-02-01,0,1,0,0,0,1,1
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2008-02-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2008-02-01,35,26,7,3,42,29,71
CHUMA,consulta externa,personas de 5 a 9 anos,2008-02-01,17,29,0,0,17,29,46
CLIZA,consulta externa,personas de 5 a 9 anos,2008-02-01,28,42,7,5,35,47,82
COBIJA,consulta externa,personas de 5 a 9 anos,2008-02-01,248,250,34,33,282,283,565
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2008-02-01,3871,3644,2437,2345,6308,5989,12297
COIPASA,consulta externa,personas de 5 a 9 anos,2008-02-01,5,0,0,0,5,0,5
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2008-02-01,120,59,41,20,161,79,240
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2008-02-01,16,21,0,0,16,21,37
COLLANA,consulta externa,personas de 5 a 9 anos,2008-02-01,5,1,1,0,6,1,7
COLOMI,consulta externa,personas de 5 a 9 anos,2008-02-01,28,21,1,0,29,21,50
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2008-02-01,7,12,3,2,10,14,24
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2008-02-01,53,42,0,0,53,42,95
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2008-02-01,24,13,0,0,24,13,37
COLQUIRI,consulta externa,personas de 5 a 9 anos,2008-02-01,13,19,0,0,13,19,32
COMANCHE,consulta externa,personas de 5 a 9 anos,2008-02-01,3,5,0,0,3,5,8
COMARAPA,consulta externa,personas de 5 a 9 anos,2008-02-01,72,61,2,3,74,64,138
COMBAYA,consulta externa,personas de 5 a 9 anos,2008-02-01,5,2,0,0,5,2,7
CONCEPCION,consulta externa,personas de 5 a 9 anos,2008-02-01,26,23,5,0,31,23,54
COPACABANA,consulta externa,personas de 5 a 9 anos,2008-02-01,25,12,0,0,25,12,37
CORIPATA,consulta externa,personas de 5 a 9 anos,2008-02-01,22,26,0,2,22,28,50
CORO CORO,consulta externa,personas de 5 a 9 anos,2008-02-01,5,6,0,0,5,6,11
COROICO,consulta externa,personas de 5 a 9 anos,2008-02-01,34,38,7,5,41,43,84
CORQUE,consulta externa,personas de 5 a 9 anos,2008-02-01,13,7,1,0,14,7,21
COTAGAITA,consulta externa,personas de 5 a 9 anos,2008-02-01,118,109,4,7,122,116,238
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2008-02-01,136,79,7,2,143,81,224
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2008-02-01,5,0,0,0,5,0,5
CUEVO,consulta externa,personas de 5 a 9 anos,2008-02-01,18,13,0,0,18,13,31
CULPINA,consulta externa,personas de 5 a 9 anos,2008-02-01,48,49,1,1,49,50,99
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2008-02-01,8,12,1,0,9,12,21
CURVA,consulta externa,personas de 5 a 9 anos,2008-02-01,4,2,0,1,4,3,7
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2008-02-01,4,7,0,0,4,7,11
EL ALTO,consulta externa,personas de 5 a 9 anos,2008-02-01,2056,2066,407,504,2463,2570,5033
EL CHORO,consulta externa,personas de 5 a 9 anos,2008-02-01,13,11,2,0,15,11,26
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2008-02-01,183,192,3,3,186,195,381
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2008-02-01,78,91,1,1,79,92,171
EL VILLAR,consulta externa,personas de 5 a 9 anos,2008-02-01,24,11,0,1,24,12,36
ENTRE RIOS,consulta externa,personas de 5 a 9 anos,2008-02-01,62,65,50,1,112,66,178
ENTRE RIOS,consulta externa,personas de 5 a 9 anos,2008-02-01,148,155,2,1,150,156,306
ESCARA,consulta externa,personas de 5 a 9 anos,2008-02-01,1,0,0,0,1,0,1
ESMERALDA,consulta externa,personas de 5 a 9 anos,2008-02-01,2,1,0,0,2,1,3
EUCALIPTUS,consulta externa,personas de 5 a 9 anos,2008-02-01,5,10,0,1,5,11,16
EUREKA (SANTOS MERCADO),consulta externa,personas de 5 a 9 anos,2008-02-01,0,1,0,0,0,1,1
EXALTACION,consulta externa,personas de 5 a 9 anos,2008-02-01,31,37,3,2,34,39,73
FERNANDEZ ALONSO,consulta externa,personas de 5 a 9 anos,2008-02-01,79,71,2,3,81,74,155
FILADELFIA,consulta externa,personas de 5 a 9 anos,2008-02-01,24,33,0,0,24,33,57
GENERAL SAAVEDRA,consulta externa,personas de 5 a 9 anos,2008-02-01,206,204,5,6,211,210,421
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 5 a 9 anos,2008-02-01,11,11,0,1,11,12,23
GUANAY,consulta externa,personas de 5 a 9 anos,2008-02-01,49,23,0,0,49,23,72
GUAQUI,consulta externa,personas de 5 a 9 anos,2008-02-01,10,6,5,0,15,6,21
GUAYARAMERIN,consulta externa,personas de 5 a 9 anos,2008-02-01,228,211,16,19,244,230,474
GUTIERREZ,consulta externa,personas de 5 a 9 anos,2008-02-01,70,69,2,2,72,71,143
HUACARETA,consulta externa,personas de 5 a 9 anos,2008-02-01,52,43,7,3,59,46,105
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 5 a 9 anos,2008-02-01,13,28,0,0,13,28,41
HUACHACALLA,consulta externa,personas de 5 a 9 anos,2008-02-01,15,20,0,1,15,21,36
HUANUNI,consulta externa,personas de 5 a 9 anos,2008-02-01,120,115,136,126,256,241,497
HUARACAJE,consulta externa,personas de 5 a 9 anos,2008-02-01,22,18,1,2,23,20,43
HUAYLLAMARCA,consulta externa,personas de 5 a 9 anos,2008-02-01,25,15,0,0,25,15,40
ICHOCA,consulta externa,personas de 5 a 9 anos,2008-02-01,0,3,0,0,0,3,3
ICLA,consulta externa,personas de 5 a 9 anos,2008-02-01,10,12,0,0,10,12,22
INCAHUASI,consulta externa,personas de 5 a 9 anos,2008-02-01,60,45,0,0,60,45,105
INGAVI (HUMAITA),consulta externa,personas de 5 a 9 anos,2008-02-01,4,4,1,1,5,5,10
INQUISIVI,consulta externa,personas de 5 a 9 anos,2008-02-01,10,16,0,0,10,16,26
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2008-02-01,54,42,4,1,58,43,101
IXIAMAS,consulta externa,personas de 5 a 9 anos,2008-02-01,16,13,0,0,16,13,29
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2008-02-01,8,11,0,0,8,11,19
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2008-02-01,53,55,0,1,53,56,109
LA PAZ,consulta externa,personas de 5 a 9 anos,2008-02-01,3903,3845,1329,1418,5232,5263,10495
LA RIVERA,consulta externa,personas de 5 a 9 anos,2008-02-01,1,0,0,0,1,0,1
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2008-02-01,24,24,1,0,25,24,49
LAJA,consulta externa,personas de 5 a 9 anos,2008-02-01,12,17,0,0,12,17,29
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2008-02-01,20,15,0,0,20,15,35
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2008-02-01,6,5,0,0,6,5,11
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2008-02-01,29,44,1,0,30,44,74
LLICA,consulta externa,personas de 5 a 9 anos,2008-02-01,5,4,0,0,5,4,9
LORETO,consulta externa,personas de 5 a 9 anos,2008-02-01,69,62,20,22,89,84,173
LURIBAY,consulta externa,personas de 5 a 9 anos,2008-02-01,22,25,1,0,23,25,48
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2008-02-01,11,7,0,0,11,7,18
MACHARETI,consulta externa,personas de 5 a 9 anos,2008-02-01,50,46,1,1,51,47,98
MAGDALENA,consulta externa,personas de 5 a 9 anos,2008-02-01,35,38,15,41,50,79,129
MAIRANA,consulta externa,personas de 5 a 9 anos,2008-02-01,30,27,1,1,31,28,59
MALLA,consulta externa,personas de 5 a 9 anos,2008-02-01,10,13,0,0,10,13,23
MAPIRI,consulta externa,personas de 5 a 9 anos,2008-02-01,32,25,1,0,33,25,58
MECAPACA,consulta externa,personas de 5 a 9 anos,2008-02-01,31,28,2,2,33,30,63
MINEROS,consulta externa,personas de 5 a 9 anos,2008-02-01,24,24,0,0,24,24,48
MIZQUE,consulta externa,personas de 5 a 9 anos,2008-02-01,24,27,11,30,35,57,92
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2008-02-01,38,28,0,1,38,29,67
MOJINETE,consulta externa,personas de 5 a 9 anos,2008-02-01,0,2,0,0,0,2,2
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2008-02-01,9,19,1,0,10,19,29
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2008-02-01,157,141,26,20,183,161,344
MONTERO,consulta externa,personas de 5 a 9 anos,2008-02-01,797,757,397,486,1194,1243,2437
MORO MORO,consulta externa,personas de 5 a 9 anos,2008-02-01,10,2,1,0,11,2,13
MOROCHATA,consulta externa,personas de 5 a 9 anos,2008-02-01,29,17,2,1,31,18,49
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2008-02-01,62,68,12,10,74,78,152
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2008-02-01,1,1,1,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2008-02-01,15,11,0,1,15,12,27
OCURI,consulta externa,personas de 5 a 9 anos,2008-02-01,22,30,1,0,23,30,53
OKINAWA,consulta externa,personas de 5 a 9 anos,2008-02-01,136,155,3,3,139,158,297
OMEREQUE,consulta externa,personas de 5 a 9 anos,2008-02-01,16,9,2,0,18,9,27
ORURO,consulta externa,personas de 5 a 9 anos,2008-02-01,1354,1310,242,239,1596,1549,3145
PADCAYA,consulta externa,personas de 5 a 9 anos,2008-02-01,132,117,8,1,140,118,258
PADILLA,consulta externa,personas de 5 a 9 anos,2008-02-01,33,37,1,1,34,38,72
PAILON,consulta externa,personas de 5 a 9 anos,2008-02-01,63,62,4,0,67,62,129
PALCA,consulta externa,personas de 5 a 9 anos,2008-02-01,30,25,0,0,30,25,55
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2008-02-01,99,89,9,4,108,93,201
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2008-02-01,8,10,0,0,8,10,18
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2008-02-01,25,19,1,1,26,20,46
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2008-02-01,10,5,0,0,10,5,15
PASORAPA,consulta externa,personas de 5 a 9 anos,2008-02-01,14,15,0,0,14,15,29
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2008-02-01,35,39,1,0,36,39,75
PAZÑA,consulta externa,personas de 5 a 9 anos,2008-02-01,5,7,1,0,6,7,13
PELECHUCO,consulta externa,personas de 5 a 9 anos,2008-02-01,9,11,0,0,9,11,20
POCOATA,consulta externa,personas de 5 a 9 anos,2008-02-01,32,21,0,0,32,21,53
POCONA,consulta externa,personas de 5 a 9 anos,2008-02-01,25,29,0,0,25,29,54
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2008-02-01,6,8,0,0,6,8,14
POOPO,consulta externa,personas de 5 a 9 anos,2008-02-01,9,2,0,0,9,2,11
PORCO,consulta externa,personas de 5 a 9 anos,2008-02-01,12,19,0,0,12,19,31
POROMA,consulta externa,personas de 5 a 9 anos,2008-02-01,34,25,0,0,34,25,59
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2008-02-01,80,51,2,1,82,52,134
PORVENIR,consulta externa,personas de 5 a 9 anos,2008-02-01,27,43,0,1,27,44,71
POSTRER VALLE,consulta externa,personas de 5 a 9 anos,2008-02-01,4,9,0,0,4,9,13
POTOSI,consulta externa,personas de 5 a 9 anos,2008-02-01,772,750,336,331,1108,1081,2189
PRESTO,consulta externa,personas de 5 a 9 anos,2008-02-01,17,24,4,0,21,24,45
PUCARA,consulta externa,personas de 5 a 9 anos,2008-02-01,13,8,0,1,13,9,22
PUCARANI,consulta externa,personas de 5 a 9 anos,2008-02-01,17,10,1,0,18,10,28
PUERTO ACOSTA,consulta externa,personas de 5 a 9 anos,2008-02-01,27,21,0,0,27,21,48
PUERTO CARABUCO,consulta externa,personas de 5 a 9 anos,2008-02-01,19,15,0,1,19,16,35
PUERTO GONZALO MORENO,consulta externa,personas de 5 a 9 anos,2008-02-01,28,42,0,2,28,44,72
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2008-02-01,4,7,0,1,4,8,12
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2008-02-01,74,82,0,8,74,90,164
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2008-02-01,93,92,0,1,93,93,186
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2008-02-01,2,0,0,0,2,0,2
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2008-02-01,82,85,5,5,87,90,177
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2008-02-01,235,136,9,8,244,144,388
PUNA,consulta externa,personas de 5 a 9 anos,2008-02-01,53,66,0,1,53,67,120
PUNATA,consulta externa,personas de 5 a 9 anos,2008-02-01,87,103,12,11,99,114,213
QUIABAYA,consulta externa,personas de 5 a 9 anos,2008-02-01,4,2,3,0,7,2,9
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2008-02-01,112,160,51,111,163,271,434
QUIME,consulta externa,personas de 5 a 9 anos,2008-02-01,19,17,4,1,23,18,41
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2008-02-01,16,18,1,1,17,19,36
RAVELO,consulta externa,personas de 5 a 9 anos,2008-02-01,26,22,0,0,26,22,48
REYES,consulta externa,personas de 5 a 9 anos,2008-02-01,42,46,5,4,47,50,97
RIBERALTA,consulta externa,personas de 5 a 9 anos,2008-02-01,242,272,10,13,252,285,537
ROBORE,consulta externa,personas de 5 a 9 anos,2008-02-01,111,101,10,5,121,106,227
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2008-02-01,78,74,7,10,85,84,169
SABAYA,consulta externa,personas de 5 a 9 anos,2008-02-01,14,12,0,2,14,14,28
SACABA,consulta externa,personas de 5 a 9 anos,2008-02-01,207,204,89,58,296,262,558
SACABAMBA,consulta externa,personas de 5 a 9 anos,2008-02-01,8,6,4,1,12,7,19
SACACA,consulta externa,personas de 5 a 9 anos,2008-02-01,32,24,0,0,32,24,56
SAIPINA,consulta externa,personas de 5 a 9 anos,2008-02-01,51,50,4,7,55,57,112
SALINAS DE GARCI MENDOZA,consulta externa,personas de 5 a 9 anos,2008-02-01,24,22,0,0,24,22,46
SAMAIPATA,consulta externa,personas de 5 a 9 anos,2008-02-01,68,46,3,1,71,47,118
SAN AGUSTIN,consulta externa,personas de 5 a 9 anos,2008-02-01,17,14,0,1,17,15,32
SAN ANDRES,consulta externa,personas de 5 a 9 anos,2008-02-01,208,203,3,1,211,204,415
SAN ANDRES DE MACHACA,consulta externa,personas de 5 a 9 anos,2008-02-01,11,8,4,0,15,8,23
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 5 a 9 anos,2008-02-01,5,7,0,0,5,7,12
SAN ANTONIO DE LOMERIO,consulta externa,personas de 5 a 9 anos,2008-02-01,12,10,0,0,12,10,22
SAN BENITO,consulta externa,personas de 5 a 9 anos,2008-02-01,15,14,0,1,15,15,30
SAN BORJA,consulta externa,personas de 5 a 9 anos,2008-02-01,67,52,3,1,70,53,123
SAN BUENA VENTURA,consulta externa,personas de 5 a 9 anos,2008-02-01,72,64,2,5,74,69,143
SAN CARLOS,consulta externa,personas de 5 a 9 anos,2008-02-01,321,327,10,22,331,349,680
SAN IGNACIO,consulta externa,personas de 5 a 9 anos,2008-02-01,418,231,10,8,428,239,667
SAN IGNACIO DE VELASCO,consulta externa,personas de 5 a 9 anos,2008-02-01,186,202,27,38,213,240,453
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2008-02-01,54,80,3,4,57,84,141
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2008-02-01,62,56,6,0,68,56,124
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2008-02-01,105,131,24,29,129,160,289
SAN JOSE DE CHIQUITOS,consulta externa,personas de 5 a 9 anos,2008-02-01,72,63,4,1,76,64,140
SAN JUAN DE YAPACANI,consulta externa,personas de 5 a 9 anos,2008-02-01,118,107,13,13,131,120,251
SAN JULIAN,consulta externa,personas de 5 a 9 anos,2008-02-01,517,510,32,24,549,534,1083
SAN LORENZO(PND),consulta externa,personas de 5 a 9 anos,2008-02-01,14,20,0,0,14,20,34
SAN LORENZO(TJA),consulta externa,personas de 5 a 9 anos,2008-02-01,170,214,11,2,181,216,397
SAN LUCAS,consulta externa,personas de 5 a 9 anos,2008-02-01,106,86,5,3,111,89,200
SAN MATIAS,consulta externa,personas de 5 a 9 anos,2008-02-01,65,79,2,10,67,89,156
SAN MIGUEL DE VELASCO,consulta externa,personas de 5 a 9 anos,2008-02-01,34,38,4,6,38,44,82
SAN PABLO DE LIPEZ,consulta externa,personas de 5 a 9 anos,2008-02-01,19,18,0,0,19,18,37
SAN PEDRO,consulta externa,personas de 5 a 9 anos,2008-02-01,194,171,14,17,208,188,396
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 5 a 9 anos,2008-02-01,30,21,0,0,30,21,51
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2008-02-01,20,19,1,1,21,20,41
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2008-02-01,2,0,0,0,2,0,2
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2008-02-01,12,5,0,0,12,5,17
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2008-02-01,10,7,0,0,10,7,17
