,group,variable,month,PERSONAS DE 10 A 20 AÑOS NUEVA,PERSONAS DE 10 A 20 AÑOS NUEVA,PERSONAS DE 10 A 20 AÑOS REPETIDAS,PERSONAS DE 10 A 20 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
VILLA TUNARI,consulta externa,personas de 10 a 20 anos,2008-01-01,534,754,22,38,556,792,1348
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 10 a 20 anos,2008-01-01,108,124,2,1,110,125,235
VILLAZON,consulta externa,personas de 10 a 20 anos,2008-01-01,272,518,57,122,329,640,969
VINTO,consulta externa,personas de 10 a 20 anos,2008-01-01,43,45,13,22,56,67,123
VITICHI,consulta externa,personas de 10 a 20 anos,2008-01-01,47,80,6,8,53,88,141
WALDO BALLIVIAN,consulta externa,personas de 10 a 20 anos,2008-01-01,4,6,0,0,4,6,10
YACO,consulta externa,personas de 10 a 20 anos,2008-01-01,21,28,0,2,21,30,51
YACUIBA,consulta externa,personas de 10 a 20 anos,2008-01-01,761,755,87,130,848,885,1733
YAMPARAEZ,consulta externa,personas de 10 a 20 anos,2008-01-01,24,19,2,4,26,23,49
YANACACHI,consulta externa,personas de 10 a 20 anos,2008-01-01,28,29,0,0,28,29,57
YAPACANI,consulta externa,personas de 10 a 20 anos,2008-01-01,984,1549,20,27,1004,1576,2580
YOCALLA,consulta externa,personas de 10 a 20 anos,2008-01-01,40,72,8,12,48,84,132
YUNCHARA,consulta externa,personas de 10 a 20 anos,2008-01-01,60,85,7,1,67,86,153
ZUDAÑEZ,consulta externa,personas de 10 a 20 anos,2008-01-01,14,60,0,4,14,64,78
ACACIO,consulta externa,personas de 10 a 20 anos,2008-02-01,19,18,0,0,19,18,37
ACHACACHI,consulta externa,personas de 10 a 20 anos,2008-02-01,101,128,9,8,110,136,246
ACHOCALLA,consulta externa,personas de 10 a 20 anos,2008-02-01,27,10,0,6,27,16,43
AIQUILE,consulta externa,personas de 10 a 20 anos,2008-02-01,84,215,13,63,97,278,375
ALALAY,consulta externa,personas de 10 a 20 anos,2008-02-01,5,5,0,0,5,5,10
ALCALA,consulta externa,personas de 10 a 20 anos,2008-02-01,32,43,0,0,32,43,75
ANCORAIMES,consulta externa,personas de 10 a 20 anos,2008-02-01,27,38,1,1,28,39,67
ANDAMARCA,consulta externa,personas de 10 a 20 anos,2008-02-01,17,22,0,1,17,23,40
ANTEQUERA,consulta externa,personas de 10 a 20 anos,2008-02-01,5,14,1,1,6,15,21
ANZALDO,consulta externa,personas de 10 a 20 anos,2008-02-01,24,36,3,1,27,37,64
APOLO,consulta externa,personas de 10 a 20 anos,2008-02-01,42,72,1,0,43,72,115
ARAMPAMPA,consulta externa,personas de 10 a 20 anos,2008-02-01,9,6,0,0,9,6,15
ARANI,consulta externa,personas de 10 a 20 anos,2008-02-01,19,17,1,0,20,17,37
ARBIETO,consulta externa,personas de 10 a 20 anos,2008-02-01,24,70,0,4,24,74,98
ARQUE,consulta externa,personas de 10 a 20 anos,2008-02-01,19,16,0,0,19,16,35
ATOCHA,consulta externa,personas de 10 a 20 anos,2008-02-01,182,291,47,73,229,364,593
AUCAPATA,consulta externa,personas de 10 a 20 anos,2008-02-01,23,27,0,0,23,27,50
AYATA,consulta externa,personas de 10 a 20 anos,2008-02-01,28,35,0,0,28,35,63
AYO AYO,consulta externa,personas de 10 a 20 anos,2008-02-01,20,24,1,4,21,28,49
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 10 a 20 anos,2008-02-01,85,64,1,2,86,66,152
AZURDUY,consulta externa,personas de 10 a 20 anos,2008-02-01,12,15,0,0,12,15,27
BATALLAS,consulta externa,personas de 10 a 20 anos,2008-02-01,32,34,0,0,32,34,66
BAURES,consulta externa,personas de 10 a 20 anos,2008-02-01,21,32,7,1,28,33,61
BELEN DE ANDAMARCA,consulta externa,personas de 10 a 20 anos,2008-02-01,1,6,0,0,1,6,7
BELEN DE URMIRI,consulta externa,personas de 10 a 20 anos,2008-02-01,3,8,0,0,3,8,11
BELLA FLOR,consulta externa,personas de 10 a 20 anos,2008-02-01,25,21,0,0,25,21,46
BERMEJO,consulta externa,personas de 10 a 20 anos,2008-02-01,440,598,45,109,485,707,1192
BETANZOS,consulta externa,personas de 10 a 20 anos,2008-02-01,121,167,1,1,122,168,290
BOLIVAR,consulta externa,personas de 10 a 20 anos,2008-02-01,21,17,1,1,22,18,40
BOLPEBRA,consulta externa,personas de 10 a 20 anos,2008-02-01,17,12,7,6,24,18,42
BOYUIBE,consulta externa,personas de 10 a 20 anos,2008-02-01,4,3,1,1,5,4,9
BUENA VISTA,consulta externa,personas de 10 a 20 anos,2008-02-01,228,296,9,16,237,312,549
CABEZAS,consulta externa,personas de 10 a 20 anos,2008-02-01,135,141,2,3,137,144,281
CAIROMA,consulta externa,personas de 10 a 20 anos,2008-02-01,30,52,1,2,31,54,85
"CAIZA ""D""",consulta externa,personas de 10 a 20 anos,2008-02-01,50,61,1,2,51,63,114
CAJUATA,consulta externa,personas de 10 a 20 anos,2008-02-01,47,61,0,10,47,71,118
CALACOTO,consulta externa,personas de 10 a 20 anos,2008-02-01,18,19,0,1,18,20,38
CALAMARCA,consulta externa,personas de 10 a 20 anos,2008-02-01,22,30,0,3,22,33,55
CAMARGO,consulta externa,personas de 10 a 20 anos,2008-02-01,60,96,1,19,61,115,176
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 10 a 20 anos,2008-02-01,25,38,1,2,26,40,66
CAMIRI,consulta externa,personas de 10 a 20 anos,2008-02-01,74,177,23,14,97,191,288
CAPINOTA,consulta externa,personas de 10 a 20 anos,2008-02-01,5,7,0,0,5,7,12
CAQUIAVIRI,consulta externa,personas de 10 a 20 anos,2008-02-01,23,25,0,0,23,25,48
CARACOLLO,consulta externa,personas de 10 a 20 anos,2008-02-01,44,40,4,2,48,42,90
CARANAVI,consulta externa,personas de 10 a 20 anos,2008-02-01,352,522,12,12,364,534,898
CARAPARI,consulta externa,personas de 10 a 20 anos,2008-02-01,265,349,4,3,269,352,621
CARIPUYO,consulta externa,personas de 10 a 20 anos,2008-02-01,20,27,2,2,22,29,51
CATACORA,consulta externa,personas de 10 a 20 anos,2008-02-01,8,13,1,0,9,13,22
CHALLAPATA,consulta externa,personas de 10 a 20 anos,2008-02-01,102,100,5,5,107,105,212
CHAQUI,consulta externa,personas de 10 a 20 anos,2008-02-01,39,43,0,0,39,43,82
CHARAGUA,consulta externa,personas de 10 a 20 anos,2008-02-01,70,161,17,39,87,200,287
CHARAÑA,consulta externa,personas de 10 a 20 anos,2008-02-01,11,15,1,0,12,15,27
CHAYANTA,consulta externa,personas de 10 a 20 anos,2008-02-01,33,49,0,2,33,51,84
CHIMORE,consulta externa,personas de 10 a 20 anos,2008-02-01,79,67,2,7,81,74,155
CHIPAYA,consulta externa,personas de 10 a 20 anos,2008-02-01,5,7,0,0,5,7,12
CHOQUE COTA,consulta externa,personas de 10 a 20 anos,2008-02-01,1,4,0,0,1,4,5
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 10 a 20 anos,2008-02-01,52,79,14,8,66,87,153
CHUMA,consulta externa,personas de 10 a 20 anos,2008-02-01,55,54,0,1,55,55,110
CLIZA,consulta externa,personas de 10 a 20 anos,2008-02-01,28,45,5,3,33,48,81
COBIJA,consulta externa,personas de 10 a 20 anos,2008-02-01,390,690,48,249,438,939,1377
COCHABAMBA,consulta externa,personas de 10 a 20 anos,2008-02-01,848,1361,629,811,1477,2172,3649
COIPASA,consulta externa,personas de 10 a 20 anos,2008-02-01,3,4,0,0,3,4,7
COLCAPIRHUA,consulta externa,personas de 10 a 20 anos,2008-02-01,152,192,88,61,240,253,493
"COLCHA ""K""",consulta externa,personas de 10 a 20 anos,2008-02-01,34,52,0,0,34,52,86
COLLANA,consulta externa,personas de 10 a 20 anos,2008-02-01,7,11,0,0,7,11,18
COLOMI,consulta externa,personas de 10 a 20 anos,2008-02-01,41,45,2,7,43,52,95
COLPA BELGICA,consulta externa,personas de 10 a 20 anos,2008-02-01,15,26,1,12,16,38,54
COLQUECHACA,consulta externa,personas de 10 a 20 anos,2008-02-01,56,99,0,0,56,99,155
COLQUENCHA,consulta externa,personas de 10 a 20 anos,2008-02-01,21,30,1,1,22,31,53
COLQUIRI,consulta externa,personas de 10 a 20 anos,2008-02-01,65,82,0,0,65,82,147
COMANCHE,consulta externa,personas de 10 a 20 anos,2008-02-01,7,12,3,0,10,12,22
COMARAPA,consulta externa,personas de 10 a 20 anos,2008-02-01,96,133,18,18,114,151,265
COMBAYA,consulta externa,personas de 10 a 20 anos,2008-02-01,4,3,0,0,4,3,7
COPACABANA,consulta externa,personas de 10 a 20 anos,2008-02-01,31,30,1,1,32,31,63
CORIPATA,consulta externa,personas de 10 a 20 anos,2008-02-01,48,69,1,2,49,71,120
CORO CORO,consulta externa,personas de 10 a 20 anos,2008-02-01,17,22,0,0,17,22,39
COROICO,consulta externa,personas de 10 a 20 anos,2008-02-01,59,69,9,10,68,79,147
CORQUE,consulta externa,personas de 10 a 20 anos,2008-02-01,26,34,4,1,30,35,65
COTAGAITA,consulta externa,personas de 10 a 20 anos,2008-02-01,239,386,6,11,245,397,642
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 10 a 20 anos,2008-02-01,7,7,1,0,8,7,15
CUEVO,consulta externa,personas de 10 a 20 anos,2008-02-01,31,38,1,2,32,40,72
CULPINA,consulta externa,personas de 10 a 20 anos,2008-02-01,56,123,1,0,57,123,180
CURAHUARA DE CARANGAS,consulta externa,personas de 10 a 20 anos,2008-02-01,18,36,0,0,18,36,54
CURVA,consulta externa,personas de 10 a 20 anos,2008-02-01,3,11,0,2,3,13,16
DESAGUADERO,consulta externa,personas de 10 a 20 anos,2008-02-01,12,23,0,1,12,24,36
EL ALTO,consulta externa,personas de 10 a 20 anos,2008-02-01,2479,3667,750,1003,3229,4670,7899
EL CHORO,consulta externa,personas de 10 a 20 anos,2008-02-01,17,25,0,3,17,28,45
EL PUENTE(TJA),consulta externa,personas de 10 a 20 anos,2008-02-01,169,225,5,2,174,227,401
EL VILLAR,consulta externa,personas de 10 a 20 anos,2008-02-01,44,50,0,1,44,51,95
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2008-02-01,120,129,6,8,126,137,263
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2008-02-01,302,356,2,4,304,360,664
ESCARA,consulta externa,personas de 10 a 20 anos,2008-02-01,4,0,0,0,4,0,4
EUCALIPTUS,consulta externa,personas de 10 a 20 anos,2008-02-01,9,17,0,0,9,17,26
EUREKA (SANTOS MERCADO),consulta externa,personas de 10 a 20 anos,2008-02-01,4,3,0,0,4,3,7
EXALTACION,consulta externa,personas de 10 a 20 anos,2008-02-01,31,41,6,5,37,46,83
FERNANDEZ ALONSO,consulta externa,personas de 10 a 20 anos,2008-02-01,50,162,2,5,52,167,219
FILADELFIA,consulta externa,personas de 10 a 20 anos,2008-02-01,47,50,0,2,47,52,99
GENERAL SAAVEDRA,consulta externa,personas de 10 a 20 anos,2008-02-01,84,233,0,2,84,235,319
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 10 a 20 anos,2008-02-01,29,31,1,1,30,32,62
GUANAY,consulta externa,personas de 10 a 20 anos,2008-02-01,26,78,0,0,26,78,104
GUAQUI,consulta externa,personas de 10 a 20 anos,2008-02-01,8,24,0,1,8,25,33
GUAYARAMERIN,consulta externa,personas de 10 a 20 anos,2008-02-01,1044,1187,83,77,1127,1264,2391
GUTIERREZ,consulta externa,personas de 10 a 20 anos,2008-02-01,34,29,2,2,36,31,67
HUACARETA,consulta externa,personas de 10 a 20 anos,2008-02-01,65,76,11,3,76,79,155
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 10 a 20 anos,2008-02-01,39,35,0,0,39,35,74
HUACHACALLA,consulta externa,personas de 10 a 20 anos,2008-02-01,20,15,0,0,20,15,35
HUANUNI,consulta externa,personas de 10 a 20 anos,2008-02-01,248,273,116,300,364,573,937
HUARACAJE,consulta externa,personas de 10 a 20 anos,2008-02-01,16,36,1,1,17,37,54
HUAYLLAMARCA,consulta externa,personas de 10 a 20 anos,2008-02-01,24,23,0,0,24,23,47
ICHOCA,consulta externa,personas de 10 a 20 anos,2008-02-01,5,11,0,0,5,11,16
ICLA,consulta externa,personas de 10 a 20 anos,2008-02-01,31,36,1,0,32,36,68
INCAHUASI,consulta externa,personas de 10 a 20 anos,2008-02-01,62,129,1,0,63,129,192
INGAVI (HUMAITA),consulta externa,personas de 10 a 20 anos,2008-02-01,5,7,0,2,5,9,14
INQUISIVI,consulta externa,personas de 10 a 20 anos,2008-02-01,20,23,2,1,22,24,46
IRUPANA (VILLA DE LANZA),consulta externa,personas de 10 a 20 anos,2008-02-01,64,104,2,3,66,107,173
IXIAMAS,consulta externa,personas de 10 a 20 anos,2008-02-01,29,39,2,3,31,42,73
JESUS DE MACHACA,consulta externa,personas de 10 a 20 anos,2008-02-01,19,62,0,4,19,66,85
LA ASUNTA,consulta externa,personas de 10 a 20 anos,2008-02-01,125,198,3,1,128,199,327
LA PAZ,consulta externa,personas de 10 a 20 anos,2008-02-01,5369,7366,7153,3328,12522,10694,23216
LA RIVERA,consulta externa,personas de 10 a 20 anos,2008-02-01,2,7,0,0,2,7,9
LAGUNILLAS,consulta externa,personas de 10 a 20 anos,2008-02-01,43,47,1,2,44,49,93
LAJA,consulta externa,personas de 10 a 20 anos,2008-02-01,23,50,1,2,24,52,76
LAS CARRERAS,consulta externa,personas de 10 a 20 anos,2008-02-01,24,49,1,0,25,49,74
LICOMA PAMPA,consulta externa,personas de 10 a 20 anos,2008-02-01,7,15,0,1,7,16,23
LLALLAGUA,consulta externa,personas de 10 a 20 anos,2008-02-01,81,141,0,0,81,141,222
LLICA,consulta externa,personas de 10 a 20 anos,2008-02-01,18,43,0,3,18,46,64
LORETO,consulta externa,personas de 10 a 20 anos,2008-02-01,75,105,28,76,103,181,284
LURIBAY,consulta externa,personas de 10 a 20 anos,2008-02-01,41,52,4,0,45,52,97
MACHACAMARCA,consulta externa,personas de 10 a 20 anos,2008-02-01,15,25,1,3,16,28,44
MACHARETI,consulta externa,personas de 10 a 20 anos,2008-02-01,60,95,3,3,63,98,161
MAGDALENA,consulta externa,personas de 10 a 20 anos,2008-02-01,54,98,31,39,85,137,222
MALLA,consulta externa,personas de 10 a 20 anos,2008-02-01,23,29,0,1,23,30,53
MAPIRI,consulta externa,personas de 10 a 20 anos,2008-02-01,49,50,0,1,49,51,100
MECAPACA,consulta externa,personas de 10 a 20 anos,2008-02-01,36,38,0,1,36,39,75
MINEROS,consulta externa,personas de 10 a 20 anos,2008-02-01,41,131,0,35,41,166,207
MIZQUE,consulta externa,personas de 10 a 20 anos,2008-02-01,24,38,46,27,70,65,135
MOCOMOCO,consulta externa,personas de 10 a 20 anos,2008-02-01,62,64,0,6,62,70,132
MOJINETE,consulta externa,personas de 10 a 20 anos,2008-02-01,0,7,0,0,0,7,7
MOJOCOYA,consulta externa,personas de 10 a 20 anos,2008-02-01,33,32,3,2,36,34,70
MONTEAGUDO,consulta externa,personas de 10 a 20 anos,2008-02-01,280,313,35,26,315,339,654
MONTERO,consulta externa,personas de 10 a 20 anos,2008-02-01,483,1401,84,289,567,1690,2257
MORO MORO,consulta externa,personas de 10 a 20 anos,2008-02-01,3,7,0,0,3,7,10
MOROCHATA,consulta externa,personas de 10 a 20 anos,2008-02-01,25,34,1,7,26,41,67
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 10 a 20 anos,2008-02-01,88,88,20,15,108,103,211
NAZACARA DE PACAJES,consulta externa,personas de 10 a 20 anos,2008-02-01,1,2,1,0,2,2,4
OCURI,consulta externa,personas de 10 a 20 anos,2008-02-01,31,43,0,0,31,43,74
OMEREQUE,consulta externa,personas de 10 a 20 anos,2008-02-01,18,27,1,0,19,27,46
ORURO,consulta externa,personas de 10 a 20 anos,2008-02-01,2141,2544,323,483,2464,3027,5491
PADCAYA,consulta externa,personas de 10 a 20 anos,2008-02-01,150,279,11,12,161,291,452
PADILLA,consulta externa,personas de 10 a 20 anos,2008-02-01,81,85,0,3,81,88,169
PALCA,consulta externa,personas de 10 a 20 anos,2008-02-01,39,49,4,4,43,53,96
PALOS BLANCOS,consulta externa,personas de 10 a 20 anos,2008-02-01,85,94,2,7,87,101,188
PAMPA AULLAGAS,consulta externa,personas de 10 a 20 anos,2008-02-01,4,6,0,0,4,6,10
PAPEL PAMPA,consulta externa,personas de 10 a 20 anos,2008-02-01,11,28,0,0,11,28,39
PASORAPA,consulta externa,personas de 10 a 20 anos,2008-02-01,15,23,0,0,15,23,38
PATACAMAYA,consulta externa,personas de 10 a 20 anos,2008-02-01,48,58,0,0,48,58,106
PAZÑA,consulta externa,personas de 10 a 20 anos,2008-02-01,23,25,0,3,23,28,51
PELECHUCO,consulta externa,personas de 10 a 20 anos,2008-02-01,15,32,0,0,15,32,47
POCOATA,consulta externa,personas de 10 a 20 anos,2008-02-01,43,74,2,0,45,74,119
POCONA,consulta externa,personas de 10 a 20 anos,2008-02-01,36,41,0,0,36,41,77
POJO (CBBA),consulta externa,personas de 10 a 20 anos,2008-02-01,6,16,0,2,6,18,24
POOPO,consulta externa,personas de 10 a 20 anos,2008-02-01,9,13,0,0,9,13,22
PORCO,consulta externa,personas de 10 a 20 anos,2008-02-01,27,48,1,0,28,48,76
POROMA,consulta externa,personas de 10 a 20 anos,2008-02-01,73,170,0,0,73,170,243
PORTACHUELO,consulta externa,personas de 10 a 20 anos,2008-02-01,85,134,1,0,86,134,220
PORVENIR,consulta externa,personas de 10 a 20 anos,2008-02-01,55,62,1,3,56,65,121
POSTRER VALLE,consulta externa,personas de 10 a 20 anos,2008-02-01,12,13,2,1,14,14,28
POTOSI,consulta externa,personas de 10 a 20 anos,2008-02-01,1363,2411,1032,1960,2395,4371,6766
PRESTO,consulta externa,personas de 10 a 20 anos,2008-02-01,18,30,0,1,18,31,49
PUCARA,consulta externa,personas de 10 a 20 anos,2008-02-01,13,26,0,0,13,26,39
PUCARANI,consulta externa,personas de 10 a 20 anos,2008-02-01,39,45,1,1,40,46,86
PUERTO ACOSTA,consulta externa,personas de 10 a 20 anos,2008-02-01,77,68,3,1,80,69,149
PUERTO CARABUCO,consulta externa,personas de 10 a 20 anos,2008-02-01,155,35,43,2,198,37,235
PUERTO GONZALO MORENO,consulta externa,personas de 10 a 20 anos,2008-02-01,21,47,4,0,25,47,72
PUERTO PEREZ,consulta externa,personas de 10 a 20 anos,2008-02-01,11,21,0,1,11,22,33
PUERTO RICO,consulta externa,personas de 10 a 20 anos,2008-02-01,137,155,3,2,140,157,297
PUERTO SILES,consulta externa,personas de 10 a 20 anos,2008-02-01,15,15,0,0,15,15,30
PUERTO VILLARROEL,consulta externa,personas de 10 a 20 anos,2008-02-01,206,280,16,20,222,300,522
PUNA,consulta externa,personas de 10 a 20 anos,2008-02-01,126,136,0,3,126,139,265
PUNATA,consulta externa,personas de 10 a 20 anos,2008-02-01,117,304,21,69,138,373,511
QUIABAYA,consulta externa,personas de 10 a 20 anos,2008-02-01,13,17,1,1,14,18,32
QUILLACOLLO,consulta externa,personas de 10 a 20 anos,2008-02-01,268,272,112,218,380,490,870
QUIME,consulta externa,personas de 10 a 20 anos,2008-02-01,27,39,3,0,30,39,69
RAVELO,consulta externa,personas de 10 a 20 anos,2008-02-01,75,92,0,2,75,94,169
REYES,consulta externa,personas de 10 a 20 anos,2008-02-01,50,90,35,47,85,137,222
RIBERALTA,consulta externa,personas de 10 a 20 anos,2008-02-01,275,787,12,109,287,896,1183
RURRENABAQUE,consulta externa,personas de 10 a 20 anos,2008-02-01,30,58,1,2,31,60,91
SABAYA,consulta externa,personas de 10 a 20 anos,2008-02-01,12,13,1,1,13,14,27
SACABA,consulta externa,personas de 10 a 20 anos,2008-02-01,257,351,101,92,358,443,801
SACABAMBA,consulta externa,personas de 10 a 20 anos,2008-02-01,13,8,0,4,13,12,25
SACACA,consulta externa,personas de 10 a 20 anos,2008-02-01,53,90,1,0,54,90,144
SAIPINA,consulta externa,personas de 10 a 20 anos,2008-02-01,26,99,4,8,30,107,137
SALINAS DE GARCI MENDOZA,consulta externa,personas de 10 a 20 anos,2008-02-01,24,40,0,0,24,40,64
SAN AGUSTIN,consulta externa,personas de 10 a 20 anos,2008-02-01,12,29,0,0,12,29,41
SAN ANDRES,consulta externa,personas de 10 a 20 anos,2008-02-01,72,146,4,4,76,150,226
SAN ANDRES DE MACHACA,consulta externa,personas de 10 a 20 anos,2008-02-01,13,30,0,4,13,34,47
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 10 a 20 anos,2008-02-01,2,17,0,0,2,17,19
SAN ANTONIO DE LOMERIO,consulta externa,personas de 10 a 20 anos,2008-02-01,26,31,0,0,26,31,57
SAN BENITO,consulta externa,personas de 10 a 20 anos,2008-02-01,21,11,0,0,21,11,32
SAN BORJA,consulta externa,personas de 10 a 20 anos,2008-02-01,59,117,3,126,62,243,305
SAN BUENA VENTURA,consulta externa,personas de 10 a 20 anos,2008-02-01,81,92,6,13,87,105,192
SAN CARLOS,consulta externa,personas de 10 a 20 anos,2008-02-01,484,1020,16,241,500,1261,1761
SAN IGNACIO,consulta externa,personas de 10 a 20 anos,2008-02-01,249,291,15,6,264,297,561
SAN IGNACIO DE VELASCO,consulta externa,personas de 10 a 20 anos,2008-02-01,377,488,80,82,457,570,1027
SAN JAVIER(BNI),consulta externa,personas de 10 a 20 anos,2008-02-01,11,14,4,1,15,15,30
SAN JOAQUIN,consulta externa,personas de 10 a 20 anos,2008-02-01,101,118,55,59,156,177,333
SAN JUAN DE YAPACANI,consulta externa,personas de 10 a 20 anos,2008-02-01,303,231,20,46,323,277,600
SAN LORENZO(PND),consulta externa,personas de 10 a 20 anos,2008-02-01,13,20,0,0,13,20,33
SAN LORENZO(TJA),consulta externa,personas de 10 a 20 anos,2008-02-01,178,287,3,4,181,291,472
SAN LUCAS,consulta externa,personas de 10 a 20 anos,2008-02-01,156,230,2,10,158,240,398
SAN MIGUEL DE VELASCO,consulta externa,personas de 10 a 20 anos,2008-02-01,43,85,6,1,49,86,135
SAN PABLO DE LIPEZ,consulta externa,personas de 10 a 20 anos,2008-02-01,27,36,0,0,27,36,63
SAN PEDRO,consulta externa,personas de 10 a 20 anos,2008-02-01,245,392,16,27,261,419,680
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 10 a 20 anos,2008-02-01,83,118,0,0,83,118,201
SAN PEDRO DE CURAHUARA,consulta externa,personas de 10 a 20 anos,2008-02-01,33,49,2,4,35,53,88
SAN PEDRO DE QUEMES,consulta externa,personas de 10 a 20 anos,2008-02-01,2,2,0,0,2,2,4
SAN PEDRO DE TIQUINA,consulta externa,personas de 10 a 20 anos,2008-02-01,10,13,0,2,10,15,25
SAN PEDRO(PND),consulta externa,personas de 10 a 20 anos,2008-02-01,5,9,1,0,6,9,15
SAN RAFAEL,consulta externa,personas de 10 a 20 anos,2008-02-01,16,32,0,6,16,38,54
SAN RAMON,consulta externa,personas de 10 a 20 anos,2008-02-01,21,32,0,1,21,33,54
SANTA ANA,consulta externa,personas de 10 a 20 anos,2008-02-01,224,395,15,37,239,432,671
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 10 a 20 anos,2008-02-01,3545,6404,979,1720,4524,8124,12648
SANTA ROSA,consulta externa,personas de 10 a 20 anos,2008-02-01,67,117,0,0,67,117,184
SANTA ROSA DEL SARA,consulta externa,personas de 10 a 20 anos,2008-02-01,65,84,1,2,66,86,152
SANTIAGO DE CALLAPA,consulta externa,personas de 10 a 20 anos,2008-02-01,16,18,0,0,16,18,34
SANTIAGO DE HUARI,consulta externa,personas de 10 a 20 anos,2008-02-01,30,32,0,2,30,34,64
SANTIAGO DE MACHACA,consulta externa,personas de 10 a 20 anos,2008-02-01,6,10,0,2,6,12,18
SANTIVAÑES,consulta externa,personas de 10 a 20 anos,2008-02-01,34,30,1,4,35,34,69
SANTUARIO DE QUILLACAS,consulta externa,personas de 10 a 20 anos,2008-02-01,9,6,0,0,9,6,15
SAPAHAQUI,consulta externa,personas de 10 a 20 anos,2008-02-01,42,41,0,0,42,41,83
SENA,consulta externa,personas de 10 a 20 anos,2008-02-01,16,16,0,0,16,16,32
SICA SICA (VILLA AROMA),consulta externa,personas de 10 a 20 anos,2008-02-01,37,64,1,5,38,69,107
SIPE SIPE,consulta externa,personas de 10 a 20 anos,2008-02-01,40,94,13,22,53,116,169
SOPACHUY,consulta externa,personas de 10 a 20 anos,2008-02-01,40,44,0,0,40,44,84
SORACACHI,consulta externa,personas de 10 a 20 anos,2008-02-01,18,32,2,1,20,33,53
SORATA,consulta externa,personas de 10 a 20 anos,2008-02-01,51,65,2,1,53,66,119
SUCRE,consulta externa,personas de 10 a 20 anos,2008-02-01,2561,5620,1287,2088,3848,7708,11556
