,group,variable,month,PERSONAS DE 21 A 59 AÑOS NUEVA,PERSONAS DE 21 A 59 AÑOS NUEVA,PERSONAS DE 21 A 59 AÑOS REPETIDAS,PERSONAS DE 21 A 59 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
TIRAQUE (CBBA),consulta externa,personas de 21 a 59 anos,2008-01-01,276,487,34,85,310,572,882
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 21 a 59 anos,2008-01-01,7,38,0,5,7,43,50
TOCO,consulta externa,personas de 21 a 59 anos,2008-01-01,19,39,0,1,19,40,59
TODOS SANTOS,consulta externa,personas de 21 a 59 anos,2008-01-01,11,16,2,5,13,21,34
TOLATA,consulta externa,personas de 21 a 59 anos,2008-01-01,29,48,3,13,32,61,93
TOLEDO,consulta externa,personas de 21 a 59 anos,2008-01-01,61,106,5,2,66,108,174
TOMAVE,consulta externa,personas de 21 a 59 anos,2008-01-01,138,285,8,18,146,303,449
TOMINA,consulta externa,personas de 21 a 59 anos,2008-01-01,208,368,5,5,213,373,586
TORO TORO,consulta externa,personas de 21 a 59 anos,2008-01-01,58,209,7,7,65,216,281
TOTORA(CBBA),consulta externa,personas de 21 a 59 anos,2008-01-01,64,81,2,1,66,82,148
TOTORA(ORR),consulta externa,personas de 21 a 59 anos,2008-01-01,44,81,1,1,45,82,127
TRIGAL,consulta externa,personas de 21 a 59 anos,2008-01-01,43,75,2,0,45,75,120
TRINIDAD,consulta externa,personas de 21 a 59 anos,2008-01-01,877,1369,629,204,1506,1573,3079
TUPIZA,consulta externa,personas de 21 a 59 anos,2008-01-01,778,1530,185,198,963,1728,2691
TURCO,consulta externa,personas de 21 a 59 anos,2008-01-01,33,30,0,0,33,30,63
UMALA,consulta externa,personas de 21 a 59 anos,2008-01-01,14,20,0,0,14,20,34
UNCIA,consulta externa,personas de 21 a 59 anos,2008-01-01,151,571,5,579,156,1150,1306
URIONDO (A. CONCEPCION),consulta externa,personas de 21 a 59 anos,2008-01-01,187,491,5,13,192,504,696
URUBICHA,consulta externa,personas de 21 a 59 anos,2008-01-01,70,140,4,104,74,244,318
UYUNI,consulta externa,personas de 21 a 59 anos,2008-01-01,429,737,55,68,484,805,1289
VACAS,consulta externa,personas de 21 a 59 anos,2008-01-01,50,124,7,9,57,133,190
VALLEGRANDE,consulta externa,personas de 21 a 59 anos,2008-01-01,295,624,52,106,347,730,1077
VIACHA,consulta externa,personas de 21 a 59 anos,2008-01-01,420,849,105,396,525,1245,1770
VILA VILA,consulta externa,personas de 21 a 59 anos,2008-01-01,21,55,0,1,21,56,77
VILLA MONTES,consulta externa,personas de 21 a 59 anos,2008-01-01,564,916,91,198,655,1114,1769
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 21 a 59 anos,2008-01-01,21,20,1,2,22,22,44
VILLA RIVERO,consulta externa,personas de 21 a 59 anos,2008-01-01,26,30,3,2,29,32,61
VILLA SERRANO,consulta externa,personas de 21 a 59 anos,2008-01-01,158,291,2,1,160,292,452
VILLA TUNARI,consulta externa,personas de 21 a 59 anos,2008-01-01,1269,2703,71,130,1340,2833,4173
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 21 a 59 anos,2008-01-01,176,271,5,5,181,276,457
VILLAZON,consulta externa,personas de 21 a 59 anos,2008-01-01,496,1401,42,158,538,1559,2097
VINTO,consulta externa,personas de 21 a 59 anos,2008-01-01,252,488,66,221,318,709,1027
VITICHI,consulta externa,personas de 21 a 59 anos,2008-01-01,103,251,11,27,114,278,392
WALDO BALLIVIAN,consulta externa,personas de 21 a 59 anos,2008-01-01,7,29,6,6,13,35,48
WARNES,consulta externa,personas de 21 a 59 anos,2008-01-01,503,1061,16,166,519,1227,1746
YACO,consulta externa,personas de 21 a 59 anos,2008-01-01,54,102,4,8,58,110,168
YACUIBA,consulta externa,personas de 21 a 59 anos,2008-01-01,2269,4812,342,1223,2611,6035,8646
YAMPARAEZ,consulta externa,personas de 21 a 59 anos,2008-01-01,46,122,7,14,53,136,189
YANACACHI,consulta externa,personas de 21 a 59 anos,2008-01-01,69,68,5,4,74,72,146
YAPACANI,consulta externa,personas de 21 a 59 anos,2008-01-01,309,225,2,1,311,226,537
YOCALLA,consulta externa,personas de 21 a 59 anos,2008-01-01,52,91,2,0,54,91,145
YUNCHARA,consulta externa,personas de 21 a 59 anos,2008-01-01,108,275,2,3,110,278,388
ZUDAÑEZ,consulta externa,personas de 21 a 59 anos,2008-01-01,39,98,23,0,62,98,160
ACACIO,consulta externa,personas de 21 a 59 anos,2008-02-01,61,115,0,1,61,116,177
ACHACACHI,consulta externa,personas de 21 a 59 anos,2008-02-01,249,421,27,35,276,456,732
ACHOCALLA,consulta externa,personas de 21 a 59 anos,2008-02-01,15,50,0,1,15,51,66
AIQUILE,consulta externa,personas de 21 a 59 anos,2008-02-01,142,361,9,100,151,461,612
ALALAY,consulta externa,personas de 21 a 59 anos,2008-02-01,19,26,11,3,30,29,59
ALCALA,consulta externa,personas de 21 a 59 anos,2008-02-01,52,208,1,2,53,210,263
ANCORAIMES,consulta externa,personas de 21 a 59 anos,2008-02-01,87,149,7,12,94,161,255
ANDAMARCA,consulta externa,personas de 21 a 59 anos,2008-02-01,67,98,3,4,70,102,172
ANTEQUERA,consulta externa,personas de 21 a 59 anos,2008-02-01,8,26,0,0,8,26,34
ANZALDO,consulta externa,personas de 21 a 59 anos,2008-02-01,30,61,2,6,32,67,99
APOLO,consulta externa,personas de 21 a 59 anos,2008-02-01,99,203,6,7,105,210,315
ARAMPAMPA,consulta externa,personas de 21 a 59 anos,2008-02-01,30,79,1,1,31,80,111
ARANI,consulta externa,personas de 21 a 59 anos,2008-02-01,27,56,1,0,28,56,84
ARBIETO,consulta externa,personas de 21 a 59 anos,2008-02-01,59,199,18,35,77,234,311
ARQUE,consulta externa,personas de 21 a 59 anos,2008-02-01,93,202,0,3,93,205,298
ASCENCION DE GUARAYOS,consulta externa,personas de 21 a 59 anos,2008-02-01,129,266,29,40,158,306,464
ATOCHA,consulta externa,personas de 21 a 59 anos,2008-02-01,701,833,170,202,871,1035,1906
AUCAPATA,consulta externa,personas de 21 a 59 anos,2008-02-01,50,80,1,0,51,80,131
AYATA,consulta externa,personas de 21 a 59 anos,2008-02-01,72,135,5,4,77,139,216
AYO AYO,consulta externa,personas de 21 a 59 anos,2008-02-01,37,53,5,5,42,58,100
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 21 a 59 anos,2008-02-01,275,440,5,4,280,444,724
AZURDUY,consulta externa,personas de 21 a 59 anos,2008-02-01,186,434,1,2,187,436,623
BATALLAS,consulta externa,personas de 21 a 59 anos,2008-02-01,71,147,2,2,73,149,222
BAURES,consulta externa,personas de 21 a 59 anos,2008-02-01,53,103,7,21,60,124,184
BELEN DE ANDAMARCA,consulta externa,personas de 21 a 59 anos,2008-02-01,18,16,3,0,21,16,37
BELEN DE URMIRI,consulta externa,personas de 21 a 59 anos,2008-02-01,34,58,0,1,34,59,93
BELLA FLOR,consulta externa,personas de 21 a 59 anos,2008-02-01,27,18,3,0,30,18,48
BERMEJO,consulta externa,personas de 21 a 59 anos,2008-02-01,1056,1534,231,151,1287,1685,2972
BETANZOS,consulta externa,personas de 21 a 59 anos,2008-02-01,325,650,18,24,343,674,1017
BOLIVAR,consulta externa,personas de 21 a 59 anos,2008-02-01,22,76,1,4,23,80,103
BOLPEBRA,consulta externa,personas de 21 a 59 anos,2008-02-01,17,11,7,8,24,19,43
BOYUIBE,consulta externa,personas de 21 a 59 anos,2008-02-01,27,61,6,10,33,71,104
BUENA VISTA,consulta externa,personas de 21 a 59 anos,2008-02-01,77,66,0,0,77,66,143
CABEZAS,consulta externa,personas de 21 a 59 anos,2008-02-01,498,667,9,14,507,681,1188
CAIROMA,consulta externa,personas de 21 a 59 anos,2008-02-01,170,150,32,27,202,177,379
"CAIZA ""D""",consulta externa,personas de 21 a 59 anos,2008-02-01,179,268,14,4,193,272,465
CAJUATA,consulta externa,personas de 21 a 59 anos,2008-02-01,113,150,2,4,115,154,269
CALACOTO,consulta externa,personas de 21 a 59 anos,2008-02-01,42,78,0,0,42,78,120
CALAMARCA,consulta externa,personas de 21 a 59 anos,2008-02-01,48,124,4,6,52,130,182
CAMARGO,consulta externa,personas de 21 a 59 anos,2008-02-01,387,527,17,75,404,602,1006
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 21 a 59 anos,2008-02-01,75,146,7,3,82,149,231
CAMIRI,consulta externa,personas de 21 a 59 anos,2008-02-01,758,1948,79,343,837,2291,3128
CAPINOTA,consulta externa,personas de 21 a 59 anos,2008-02-01,212,487,34,145,246,632,878
CAQUIAVIRI,consulta externa,personas de 21 a 59 anos,2008-02-01,68,86,2,5,70,91,161
CARACOLLO,consulta externa,personas de 21 a 59 anos,2008-02-01,63,140,3,9,66,149,215
CARANAVI,consulta externa,personas de 21 a 59 anos,2008-02-01,528,911,10,21,538,932,1470
CARANGAS,consulta externa,personas de 21 a 59 anos,2008-02-01,2,1,0,0,2,1,3
CARAPARI,consulta externa,personas de 21 a 59 anos,2008-02-01,323,545,8,10,331,555,886
CARIPUYO,consulta externa,personas de 21 a 59 anos,2008-02-01,63,151,0,3,63,154,217
CARMEN RIVERO TORREZ,consulta externa,personas de 21 a 59 anos,2008-02-01,51,47,4,8,55,55,110
CATACORA,consulta externa,personas de 21 a 59 anos,2008-02-01,19,31,1,6,20,37,57
CHALLAPATA,consulta externa,personas de 21 a 59 anos,2008-02-01,259,622,14,54,273,676,949
CHAQUI,consulta externa,personas de 21 a 59 anos,2008-02-01,63,139,1,2,64,141,205
CHARAGUA,consulta externa,personas de 21 a 59 anos,2008-02-01,109,185,0,7,109,192,301
CHARAÑA,consulta externa,personas de 21 a 59 anos,2008-02-01,38,44,0,3,38,47,85
CHAYANTA,consulta externa,personas de 21 a 59 anos,2008-02-01,94,232,0,1,94,233,327
CHIMORE,consulta externa,personas de 21 a 59 anos,2008-02-01,159,203,6,31,165,234,399
CHIPAYA,consulta externa,personas de 21 a 59 anos,2008-02-01,11,15,0,0,11,15,26
CHOQUE COTA,consulta externa,personas de 21 a 59 anos,2008-02-01,11,20,0,1,11,21,32
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 21 a 59 anos,2008-02-01,126,199,17,30,143,229,372
CHUMA,consulta externa,personas de 21 a 59 anos,2008-02-01,125,159,2,2,127,161,288
CLIZA,consulta externa,personas de 21 a 59 anos,2008-02-01,35,90,4,8,39,98,137
COBIJA,consulta externa,personas de 21 a 59 anos,2008-02-01,1032,1624,111,544,1143,2168,3311
COCHABAMBA,consulta externa,personas de 21 a 59 anos,2008-02-01,12210,20966,7808,16819,20018,37785,57803
COIPASA,consulta externa,personas de 21 a 59 anos,2008-02-01,17,22,2,0,19,22,41
COLCAPIRHUA,consulta externa,personas de 21 a 59 anos,2008-02-01,287,480,200,211,487,691,1178
"COLCHA ""K""",consulta externa,personas de 21 a 59 anos,2008-02-01,113,224,2,10,115,234,349
COLLANA,consulta externa,personas de 21 a 59 anos,2008-02-01,33,55,5,6,38,61,99
COLOMI,consulta externa,personas de 21 a 59 anos,2008-02-01,76,169,2,15,78,184,262
COLPA BELGICA,consulta externa,personas de 21 a 59 anos,2008-02-01,24,81,1,16,25,97,122
COLQUECHACA,consulta externa,personas de 21 a 59 anos,2008-02-01,250,512,1,0,251,512,763
COLQUENCHA,consulta externa,personas de 21 a 59 anos,2008-02-01,66,159,5,7,71,166,237
COLQUIRI,consulta externa,personas de 21 a 59 anos,2008-02-01,171,324,9,20,180,344,524
COMANCHE,consulta externa,personas de 21 a 59 anos,2008-02-01,26,39,5,1,31,40,71
COMARAPA,consulta externa,personas de 21 a 59 anos,2008-02-01,141,397,18,14,159,411,570
COMBAYA,consulta externa,personas de 21 a 59 anos,2008-02-01,21,38,0,2,21,40,61
CONCEPCION,consulta externa,personas de 21 a 59 anos,2008-02-01,64,78,5,1,69,79,148
COPACABANA,consulta externa,personas de 21 a 59 anos,2008-02-01,67,153,1,1,68,154,222
CORIPATA,consulta externa,personas de 21 a 59 anos,2008-02-01,92,655,5,6,97,661,758
CORO CORO,consulta externa,personas de 21 a 59 anos,2008-02-01,49,111,2,6,51,117,168
COROICO,consulta externa,personas de 21 a 59 anos,2008-02-01,171,302,37,44,208,346,554
CORQUE,consulta externa,personas de 21 a 59 anos,2008-02-01,56,105,2,6,58,111,169
COTAGAITA,consulta externa,personas de 21 a 59 anos,2008-02-01,269,586,17,25,286,611,897
CUATRO CAÑADAS,consulta externa,personas de 21 a 59 anos,2008-02-01,202,505,17,34,219,539,758
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 21 a 59 anos,2008-02-01,11,46,0,5,11,51,62
CUEVO,consulta externa,personas de 21 a 59 anos,2008-02-01,72,96,3,6,75,102,177
CULPINA,consulta externa,personas de 21 a 59 anos,2008-02-01,158,440,2,1,160,441,601
CURAHUARA DE CARANGAS,consulta externa,personas de 21 a 59 anos,2008-02-01,63,108,3,4,66,112,178
CURVA,consulta externa,personas de 21 a 59 anos,2008-02-01,18,34,0,0,18,34,52
DESAGUADERO,consulta externa,personas de 21 a 59 anos,2008-02-01,29,58,2,5,31,63,94
EL ALTO,consulta externa,personas de 21 a 59 anos,2008-02-01,4905,10962,2275,5049,7180,16011,23191
EL CHORO,consulta externa,personas de 21 a 59 anos,2008-02-01,35,78,0,0,35,78,113
EL PUENTE(STC),consulta externa,personas de 21 a 59 anos,2008-02-01,277,494,5,9,282,503,785
EL PUENTE(TJA),consulta externa,personas de 21 a 59 anos,2008-02-01,253,573,4,9,257,582,839
EL VILLAR,consulta externa,personas de 21 a 59 anos,2008-02-01,111,197,7,7,118,204,322
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2008-02-01,178,211,15,14,193,225,418
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2008-02-01,605,854,1,7,606,861,1467
ESCARA,consulta externa,personas de 21 a 59 anos,2008-02-01,5,4,0,0,5,4,9
ESMERALDA,consulta externa,personas de 21 a 59 anos,2008-02-01,0,5,0,0,0,5,5
EUCALIPTUS,consulta externa,personas de 21 a 59 anos,2008-02-01,29,56,2,3,31,59,90
EUREKA (SANTOS MERCADO),consulta externa,personas de 21 a 59 anos,2008-02-01,3,4,0,0,3,4,7
EXALTACION,consulta externa,personas de 21 a 59 anos,2008-02-01,48,105,2,6,50,111,161
FERNANDEZ ALONSO,consulta externa,personas de 21 a 59 anos,2008-02-01,49,143,2,7,51,150,201
FILADELFIA,consulta externa,personas de 21 a 59 anos,2008-02-01,48,61,1,2,49,63,112
GENERAL SAAVEDRA,consulta externa,personas de 21 a 59 anos,2008-02-01,71,162,0,2,71,164,235
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 21 a 59 anos,2008-02-01,50,117,1,4,51,121,172
GUANAY,consulta externa,personas de 21 a 59 anos,2008-02-01,94,171,2,3,96,174,270
GUAQUI,consulta externa,personas de 21 a 59 anos,2008-02-01,20,51,6,5,26,56,82
GUAYARAMERIN,consulta externa,personas de 21 a 59 anos,2008-02-01,895,1622,568,623,1463,2245,3708
GUTIERREZ,consulta externa,personas de 21 a 59 anos,2008-02-01,146,329,5,12,151,341,492
HUACARETA,consulta externa,personas de 21 a 59 anos,2008-02-01,147,257,18,31,165,288,453
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 21 a 59 anos,2008-02-01,51,97,0,0,51,97,148
HUACHACALLA,consulta externa,personas de 21 a 59 anos,2008-02-01,78,101,4,5,82,106,188
HUANUNI,consulta externa,personas de 21 a 59 anos,2008-02-01,391,640,197,166,588,806,1394
HUARACAJE,consulta externa,personas de 21 a 59 anos,2008-02-01,21,54,4,10,25,64,89
HUAYLLAMARCA,consulta externa,personas de 21 a 59 anos,2008-02-01,78,80,0,0,78,80,158
ICHOCA,consulta externa,personas de 21 a 59 anos,2008-02-01,28,40,1,4,29,44,73
ICLA,consulta externa,personas de 21 a 59 anos,2008-02-01,73,215,0,2,73,217,290
INCAHUASI,consulta externa,personas de 21 a 59 anos,2008-02-01,131,479,1,6,132,485,617
INGAVI (HUMAITA),consulta externa,personas de 21 a 59 anos,2008-02-01,4,7,0,0,4,7,11
INQUISIVI,consulta externa,personas de 21 a 59 anos,2008-02-01,53,87,2,0,55,87,142
IRUPANA (VILLA DE LANZA),consulta externa,personas de 21 a 59 anos,2008-02-01,178,323,10,13,188,336,524
IXIAMAS,consulta externa,personas de 21 a 59 anos,2008-02-01,77,114,5,5,82,119,201
JESUS DE MACHACA,consulta externa,personas de 21 a 59 anos,2008-02-01,65,220,4,9,69,229,298
LA ASUNTA,consulta externa,personas de 21 a 59 anos,2008-02-01,197,286,10,5,207,291,498
LA PAZ,consulta externa,personas de 21 a 59 anos,2008-02-01,19101,39167,12500,25568,31601,64735,96336
LA RIVERA,consulta externa,personas de 21 a 59 anos,2008-02-01,4,4,0,0,4,4,8
LAGUNILLAS,consulta externa,personas de 21 a 59 anos,2008-02-01,120,258,5,4,125,262,387
LAJA,consulta externa,personas de 21 a 59 anos,2008-02-01,58,172,12,11,70,183,253
LAS CARRERAS,consulta externa,personas de 21 a 59 anos,2008-02-01,46,139,5,6,51,145,196
LICOMA PAMPA,consulta externa,personas de 21 a 59 anos,2008-02-01,26,28,1,0,27,28,55
LLALLAGUA,consulta externa,personas de 21 a 59 anos,2008-02-01,224,434,4,11,228,445,673
LLICA,consulta externa,personas de 21 a 59 anos,2008-02-01,63,90,1,2,64,92,156
LORETO,consulta externa,personas de 21 a 59 anos,2008-02-01,41,32,26,17,67,49,116
LURIBAY,consulta externa,personas de 21 a 59 anos,2008-02-01,158,224,11,5,169,229,398
MACHACAMARCA,consulta externa,personas de 21 a 59 anos,2008-02-01,67,51,6,5,73,56,129
MACHARETI,consulta externa,personas de 21 a 59 anos,2008-02-01,170,362,7,18,177,380,557
MAGDALENA,consulta externa,personas de 21 a 59 anos,2008-02-01,84,175,59,136,143,311,454
MAIRANA,consulta externa,personas de 21 a 59 anos,2008-02-01,88,207,2,4,90,211,301
MALLA,consulta externa,personas de 21 a 59 anos,2008-02-01,31,47,0,1,31,48,79
MAPIRI,consulta externa,personas de 21 a 59 anos,2008-02-01,134,211,6,9,140,220,360
MECAPACA,consulta externa,personas de 21 a 59 anos,2008-02-01,96,153,3,7,99,160,259
MINEROS,consulta externa,personas de 21 a 59 anos,2008-02-01,32,119,0,30,32,149,181
MIZQUE,consulta externa,personas de 21 a 59 anos,2008-02-01,58,132,18,15,76,147,223
MOCOMOCO,consulta externa,personas de 21 a 59 anos,2008-02-01,140,221,11,4,151,225,376
MOJINETE,consulta externa,personas de 21 a 59 anos,2008-02-01,16,25,0,2,16,27,43
MOJOCOYA,consulta externa,personas de 21 a 59 anos,2008-02-01,130,321,9,23,139,344,483
MONTEAGUDO,consulta externa,personas de 21 a 59 anos,2008-02-01,701,1287,54,61,755,1348,2103
MONTERO,consulta externa,personas de 21 a 59 anos,2008-02-01,688,1611,301,640,989,2251,3240
MORO MORO,consulta externa,personas de 21 a 59 anos,2008-02-01,16,38,0,5,16,43,59
MOROCHATA,consulta externa,personas de 21 a 59 anos,2008-02-01,83,182,2,39,85,221,306
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 21 a 59 anos,2008-02-01,89,89,14,5,103,94,197
NAZACARA DE PACAJES,consulta externa,personas de 21 a 59 anos,2008-02-01,4,7,0,1,4,8,12
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 21 a 59 anos,2008-02-01,66,69,4,6,70,75,145
OCURI,consulta externa,personas de 21 a 59 anos,2008-02-01,125,342,2,5,127,347,474
OKINAWA,consulta externa,personas de 21 a 59 anos,2008-02-01,301,564,5,19,306,583,889
OMEREQUE,consulta externa,personas de 21 a 59 anos,2008-02-01,70,116,3,9,73,125,198
ORURO,consulta externa,personas de 21 a 59 anos,2008-02-01,5623,9154,1403,3360,7026,12514,19540
PADCAYA,consulta externa,personas de 21 a 59 anos,2008-02-01,392,649,10,28,402,677,1079
PADILLA,consulta externa,personas de 21 a 59 anos,2008-02-01,290,569,5,7,295,576,871
PAILON,consulta externa,personas de 21 a 59 anos,2008-02-01,187,178,5,2,192,180,372
PALCA,consulta externa,personas de 21 a 59 anos,2008-02-01,77,147,4,6,81,153,234
PALOS BLANCOS,consulta externa,personas de 21 a 59 anos,2008-02-01,306,385,7,12,313,397,710
PAMPA AULLAGAS,consulta externa,personas de 21 a 59 anos,2008-02-01,11,31,0,0,11,31,42
PAMPA GRANDE,consulta externa,personas de 21 a 59 anos,2008-02-01,89,124,4,6,93,130,223
PAPEL PAMPA,consulta externa,personas de 21 a 59 anos,2008-02-01,47,81,0,1,47,82,129
PASORAPA,consulta externa,personas de 21 a 59 anos,2008-02-01,67,81,1,0,68,81,149
PATACAMAYA,consulta externa,personas de 21 a 59 anos,2008-02-01,235,304,4,1,239,305,544
PAZÑA,consulta externa,personas de 21 a 59 anos,2008-02-01,60,124,13,12,73,136,209
PELECHUCO,consulta externa,personas de 21 a 59 anos,2008-02-01,66,82,2,1,68,83,151
POCOATA,consulta externa,personas de 21 a 59 anos,2008-02-01,181,362,1,3,182,365,547
POCONA,consulta externa,personas de 21 a 59 anos,2008-02-01,106,178,1,0,107,178,285
POJO (CBBA),consulta externa,personas de 21 a 59 anos,2008-02-01,20,56,0,2,20,58,78
POOPO,consulta externa,personas de 21 a 59 anos,2008-02-01,47,76,5,9,52,85,137
PORCO,consulta externa,personas de 21 a 59 anos,2008-02-01,93,140,2,0,95,140,235
POROMA,consulta externa,personas de 21 a 59 anos,2008-02-01,100,245,0,1,100,246,346
PORTACHUELO,consulta externa,personas de 21 a 59 anos,2008-02-01,154,351,5,11,159,362,521
PORVENIR,consulta externa,personas de 21 a 59 anos,2008-02-01,57,63,0,1,57,64,121
POSTRER VALLE,consulta externa,personas de 21 a 59 anos,2008-02-01,51,65,3,3,54,68,122
POTOSI,consulta externa,personas de 21 a 59 anos,2008-02-01,2017,4420,722,1420,2739,5840,8579
PRESTO,consulta externa,personas de 21 a 59 anos,2008-02-01,117,211,2,8,119,219,338
PUCARA,consulta externa,personas de 21 a 59 anos,2008-02-01,44,67,1,2,45,69,114
PUCARANI,consulta externa,personas de 21 a 59 anos,2008-02-01,82,173,7,9,89,182,271
PUERTO ACOSTA,consulta externa,personas de 21 a 59 anos,2008-02-01,173,248,8,8,181,256,437
PUERTO CARABUCO,consulta externa,personas de 21 a 59 anos,2008-02-01,100,146,8,16,108,162,270
PUERTO GONZALO MORENO,consulta externa,personas de 21 a 59 anos,2008-02-01,50,90,0,0,50,90,140
PUERTO PEREZ,consulta externa,personas de 21 a 59 anos,2008-02-01,62,62,1,7,63,69,132
PUERTO QUIJARRO,consulta externa,personas de 21 a 59 anos,2008-02-01,323,315,0,0,323,315,638
PUERTO RICO,consulta externa,personas de 21 a 59 anos,2008-02-01,43,18,0,0,43,18,61
PUERTO SILES,consulta externa,personas de 21 a 59 anos,2008-02-01,15,27,1,2,16,29,45
PUERTO SUAREZ,consulta externa,personas de 21 a 59 anos,2008-02-01,298,348,29,68,327,416,743
PUERTO VILLARROEL,consulta externa,personas de 21 a 59 anos,2008-02-01,457,758,30,37,487,795,1282
PUNA,consulta externa,personas de 21 a 59 anos,2008-02-01,275,687,6,30,281,717,998
PUNATA,consulta externa,personas de 21 a 59 anos,2008-02-01,134,358,27,77,161,435,596
QUIABAYA,consulta externa,personas de 21 a 59 anos,2008-02-01,29,38,6,10,35,48,83
QUILLACOLLO,consulta externa,personas de 21 a 59 anos,2008-02-01,703,1459,295,728,998,2187,3185
