,group,variable,month,VACUNACIONES SRP,VACUNACIONES SRP,VACUNACIONES SRP,VACUNACIONES SRP,TOTALES,TOTALES,TOTALES
SANTA ROSA DEL SARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,13,8,0,0,13,8,21
SANTIAGO DE CALLAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,3,16,0,0,3,16,19
SANTIAGO DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,0,6,0,0,0,6,6
SANTIVAÑES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,4,6,0,0,4,6,10
SANTUARIO DE QUILLACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,5,2,0,0,5,2,7
SAPAHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,1,15,0,0,1,15,16
SENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,4,0,0,0,4,0,4
SICA SICA (VILLA AROMA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,4,20,0,0,4,20,24
SICAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,0,9,0,0,0,9,9
SIPE SIPE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,32,17,0,0,32,17,49
SOPACHUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,4,3,0,0,4,3,7
SORACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,3,8,0,0,3,8,11
SORATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,10,21,0,0,10,21,31
SUCRE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,308,23,0,0,308,23,331
TACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,3,0,0,0,3,0,3
TACACOMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,5,11,0,0,5,11,16
TACOBAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,0,9,0,0,0,9,9
TACOPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,5,12,0,0,5,12,17
TAPACARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,20,16,0,0,20,16,36
TARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,11,21,0,0,11,21,32
TARACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,4,9,0,0,4,9,13
TARATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,6,10,0,0,6,10,16
TARIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,285,35,0,0,285,35,320
TARVITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,20,15,0,0,20,15,35
TEOPONTE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,1,15,0,0,1,15,16
TIAWANACU,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,9,21,0,0,9,21,30
TINGUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,10,23,0,0,10,23,33
TIPUANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,13,3,0,0,13,3,16
TIQUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,106,16,0,0,106,16,122
TIRAQUE (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,53,17,0,0,53,17,70
TOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,3,9,0,0,3,9,12
TOLATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,6,4,0,0,6,4,10
TOLEDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,4,4,0,0,4,4,8
TOMAVE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,4,7,0,0,4,7,11
TOMINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,2,12,0,0,2,12,14
TORO TORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,3,6,0,0,3,6,9
TOTORA(CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,11,18,0,0,11,18,29
TOTORA(ORR),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,2,4,0,0,2,4,6
TRIGAL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,2,0,0,0,2,0,2
TRINIDAD,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,172,1,0,0,172,1,173
TUPIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,66,15,0,0,66,15,81
TURCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,1,0,0,0,1,0,1
UMALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,0,5,0,0,0,5,5
UNCIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,9,29,0,0,9,29,38
URIONDO (A. CONCEPCION),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,13,6,0,0,13,6,19
URUBICHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,16,0,0,0,16,0,16
UYUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,19,7,0,0,19,7,26
VACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,5,5,0,0,5,5,10
VALLEGRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,10,2,0,0,10,2,12
VIACHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,34,8,0,0,34,8,42
VILA VILA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,5,6,0,0,5,6,11
VILLA MONTES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,36,36,0,0,36,36,72
VILLA RIVERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,3,3,0,0,3,3,6
VILLA SERRANO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,5,12,0,0,5,12,17
VILLA TUNARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,86,23,0,0,86,23,109
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,5,3,0,0,5,3,8
VILLAZON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,74,18,0,0,74,18,92
VINTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,46,0,0,0,46,0,46
VITICHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,2,6,0,0,2,6,8
WALDO BALLIVIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,2,0,0,0,2,0,2
WARNES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,91,29,0,0,91,29,120
YACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,0,4,0,0,0,4,4
YACUIBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,122,23,0,0,122,23,145
YAMPARAEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,6,1,0,0,6,1,7
YANACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,3,0,0,0,3,0,3
YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,47,35,0,0,47,35,82
YOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,1,20,0,0,1,20,21
YOTALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,6,5,0,0,6,5,11
YUNCHARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,1,7,0,0,1,7,8
ZUDAÑEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-01-01,5,1,0,0,5,1,6
ACACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,7,0,0,1,7,8
ACHACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,30,113,0,0,30,113,143
ACHOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,37,0,0,1,37,38
AIQUILE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,16,54,0,0,16,54,70
ALALAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,6,0,0,0,6,6
ALCALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,2,0,0,1,2,3
ANCORAIMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,34,0,0,1,34,35
ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,2,0,0,1,2,3
ANTEQUERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,12,1,0,0,12,1,13
ANZALDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,3,23,0,0,3,23,26
APOLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,3,35,0,0,3,35,38
ARAMPAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,9,0,0,1,9,10
ARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,7,4,0,0,7,4,11
ARBIETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,4,18,0,0,4,18,22
ARQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,12,23,0,0,12,23,35
ASCENCION DE GUARAYOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,95,7,0,0,95,7,102
ATOCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,16,16,0,0,16,16,32
AUCAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,3,0,0,0,3,3
AYATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,15,0,0,0,15,15
AYO AYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,8,0,0,1,8,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,16,56,0,0,16,56,72
AZURDUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,11,15,0,0,11,15,26
BATALLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,10,20,0,0,10,20,30
BAURES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,14,0,0,0,14,0,14
BELEN DE ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,3,0,0,0,3,3
BELEN DE URMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,3,4,0,0,3,4,7
BELLA FLOR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,16,0,0,0,16,16
BERMEJO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,52,23,0,0,52,23,75
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,23,41,0,0,23,41,64
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,14,0,0,1,14,15
BOLPEBRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,8,0,0,0,8,8
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,7,0,0,0,7,7
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,15,17,0,0,15,17,32
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,28,51,0,0,28,51,79
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,2,11,0,0,2,11,13
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,8,0,0,0,8,8
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,15,0,0,0,15,0,15
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,5,6,0,0,5,6,11
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,14,16,0,0,14,16,30
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,14,8,0,0,14,8,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,7,4,0,0,7,4,11
CAMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,63,7,0,0,63,7,70
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,14,31,0,0,14,31,45
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,2,3,0,0,2,3,5
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,14,20,0,0,14,20,34
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,81,72,0,0,81,72,153
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,4,14,0,0,4,14,18
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,2,27,0,0,2,27,29
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,4,5,0,0,4,5,9
CATACORA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,3,1,0,0,3,1,4
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,16,29,0,0,16,29,45
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,3,7,0,0,3,7,10
CHARAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,8,83,0,0,8,83,91
CHARAÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,2,0,0,0,2,2
CHAYANTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,6,9,0,0,6,9,15
CHIMORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,20,12,0,0,20,12,32
CHIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,1,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,9,18,0,0,9,18,27
CHUMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,4,3,0,0,4,3,7
CLIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,19,24,0,0,19,24,43
COBIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,51,4,0,0,51,4,55
COCHABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,956,183,0,0,956,183,1139
COIPASA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,81,16,0,0,81,16,97
"COLCHA ""K""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,6,7,0,0,6,7,13
COLLANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,3,1,0,0,3,1,4
COLOMI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,15,27,0,0,15,27,42
COLPA BELGICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,7,7,0,0,7,7,14
COLQUECHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,15,58,0,0,15,58,73
COLQUENCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,3,8,0,0,3,8,11
COLQUIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,9,24,0,0,9,24,33
COMANCHE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,7,4,0,0,7,4,11
COMARAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,20,9,0,0,20,9,29
COMBAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,8,0,0,0,8,8
CONCEPCION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,27,4,0,0,27,4,31
COPACABANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,5,18,0,0,5,18,23
CORIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,8,20,0,0,8,20,28
CORO CORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,13,0,0,0,13,13
COROICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,13,21,0,0,13,21,34
CORQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,6,3,0,0,6,3,9
COTAGAITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,13,30,0,0,13,30,43
COTOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,68,45,0,0,68,45,113
CUATRO CAÑADAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,25,17,0,0,25,17,42
CUCHUMUELA (V. G. VILLARROEL),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,2,0,0,0,2,0,2
CUEVO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,3,0,0,1,3,4
CULPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,24,29,0,0,24,29,53
CURAHUARA DE CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,11,4,0,0,11,4,15
CURVA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,4,0,0,0,4,4
DESAGUADERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,3,9,0,0,3,9,12
EL ALTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1115,196,0,0,1115,196,1311
EL CHORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,5,5,0,0,5,5,10
EL PUENTE(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,15,5,0,0,15,5,20
EL PUENTE(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,5,9,0,0,5,9,14
EL TORNO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,89,9,0,0,89,9,98
EL VILLAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,9,3,0,0,9,3,12
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,32,21,0,0,32,21,53
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,29,12,0,0,29,12,41
EUCALIPTUS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,2,4,0,0,2,4,6
EUREKA (SANTOS MERCADO),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,0,0,0,1,0,1
EXALTACION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,2,9,0,0,2,9,11
FERNANDEZ ALONSO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,25,2,0,0,25,2,27
FILADELFIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,16,0,0,0,16,16
GENERAL SAAVEDRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,23,21,0,0,23,21,44
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,4,9,0,0,4,9,13
GUANAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,15,16,0,0,15,16,31
GUAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,4,9,0,0,4,9,13
GUAYARAMERIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,61,41,0,0,61,41,102
GUTIERREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,10,17,0,0,10,17,27
HUACARETA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,16,6,0,0,16,6,22
HUACAYA (VILLA DE HUACAYA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,4,0,0,0,4,0,4
HUACHACALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,32,4,0,0,32,4,36
HUARACAJE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,4,8,0,0,4,8,12
HUAYLLAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,5,4,0,0,5,4,9
ICHOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,2,3,0,0,2,3,5
ICLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,3,12,0,0,3,12,15
INCAHUASI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,19,29,0,0,19,29,48
INQUISIVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,16,0,0,0,16,16
IRUPANA (VILLA DE LANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,3,25,0,0,3,25,28
IXIAMAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,3,8,0,0,3,8,11
JESUS DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,8,12,0,0,8,12,20
LA ASUNTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,27,25,0,0,27,25,52
LA GUARDIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,100,7,0,0,100,7,107
LA PAZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1129,84,0,0,1129,84,1213
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,8,11,0,0,8,11,19
LAJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,4,17,0,0,4,17,21
LAS CARRERAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,3,4,0,0,3,4,7
LLALLAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,22,91,0,0,22,91,113
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,4,1,0,0,4,1,5
LORETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,26,0,0,0,26,26
LURIBAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,4,17,0,0,4,17,21
MACHACAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,2,1,0,0,2,1,3
MACHARETI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,6,10,0,0,6,10,16
MAGDALENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,14,19,0,0,14,19,33
MAIRANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,12,10,0,0,12,10,22
MALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,4,0,0,0,4,4
MAPIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,25,14,0,0,25,14,39
MECAPACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,6,20,0,0,6,20,26
MINEROS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,50,4,0,0,50,4,54
MIZQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,23,27,0,0,23,27,50
MOCOMOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,2,26,0,0,2,26,28
MOJOCOYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,5,5,0,0,5,5,10
MONTEAGUDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,34,15,0,0,34,15,49
MONTERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,178,40,0,0,178,40,218
MORO MORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,2,0,0,0,2,2
MOROCHATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,16,48,0,0,16,48,64
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,0,0,0,1,0,1
OCURI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,10,40,0,0,10,40,50
OKINAWA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,14,15,0,0,14,15,29
OMEREQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,3,11,0,0,3,11,14
ORURO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,385,41,0,0,385,41,426
PADCAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,10,6,0,0,10,6,16
PADILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,15,14,0,0,15,14,29
PAILON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,63,14,0,0,63,14,77
PALCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,3,19,0,0,3,19,22
PALOS BLANCOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,18,30,0,0,18,30,48
PAMPA AULLAGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,0,0,0,1,0,1
PAMPA GRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,10,0,0,0,10,0,10
PAPEL PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,1,4,0,0,1,4,5
PASORAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,0,8,0,0,0,8,8
PATACAMAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-02-01,8,15,0,0,8,15,23
