,group,variable,month,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,TOTALES,TOTALES,TOTALES
SAN LUCAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,18,40,0,0,18,40,58
SAN MATIAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,24,0,0,0,24,0,24
SAN MIGUEL DE VELASCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,20,3,0,0,20,3,23
SAN PEDRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,29,2,0,0,29,2,31
SAN PEDRO DE BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,7,31,0,0,7,31,38
SAN PEDRO DE CURAHUARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,0,3,0,0,0,3,3
SAN PEDRO DE TIQUINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,1,0,0,0,1,0,1
SAN RAFAEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,5,4,0,0,5,4,9
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,19,0,0,0,19,0,19
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,1,2,0,0,1,2,3
SANTA ANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,33,0,0,0,33,0,33
SANTA CRUZ DE LA SIERRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,2209,94,0,0,2209,94,2303
SANTA ROSA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,7,11,0,0,7,11,18
SANTA ROSA DEL SARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,8,17,0,0,8,17,25
SANTIAGO DE CALLAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,3,3,0,0,3,3,6
SANTIAGO DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,0,6,0,0,0,6,6
SANTIVAÑES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,4,6,0,0,4,6,10
SANTUARIO DE QUILLACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,1,4,0,0,1,4,5
SAPAHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,1,14,0,0,1,14,15
SENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,1,0,0,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,6,23,0,0,6,23,29
SICAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,0,9,0,0,0,9,9
SIPE SIPE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,37,4,0,0,37,4,41
SOPACHUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,1,7,0,0,1,7,8
SORACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,2,7,0,0,2,7,9
SORATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,8,14,0,0,8,14,22
SUCRE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,285,23,0,0,285,23,308
TACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,2,0,0,0,2,0,2
TACACOMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,3,18,0,0,3,18,21
TACOBAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,1,6,0,0,1,6,7
TACOPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,6,10,0,0,6,10,16
TAPACARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,16,15,0,0,16,15,31
TARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,11,22,0,0,11,22,33
TARACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,4,9,0,0,4,9,13
TARATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,6,10,0,0,6,10,16
TARIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,71,15,0,0,71,15,86
TARVITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,17,14,0,0,17,14,31
TEOPONTE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,1,15,0,0,1,15,16
TIAWANACU,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,9,21,0,0,9,21,30
TINGUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,7,7,0,0,7,7,14
TIPUANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,13,4,0,0,13,4,17
TIQUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,126,45,0,0,126,45,171
TIRAQUE (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,45,18,0,0,45,18,63
TOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,4,9,0,0,4,9,13
TOLATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,7,4,0,0,7,4,11
TOLEDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,6,3,0,0,6,3,9
TOMAVE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,2,1,0,0,2,1,3
TOMINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,1,12,0,0,1,12,13
TORO TORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,1,5,0,0,1,5,6
TOTORA(CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,15,7,0,0,15,7,22
TOTORA(ORR),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,1,0,0,0,1,0,1
TRIGAL,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,2,0,0,0,2,0,2
TRINIDAD,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,101,1,0,0,101,1,102
TUPIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,57,8,0,0,57,8,65
TURCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,4,0,0,0,4,0,4
UMALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,0,5,0,0,0,5,5
UNCIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,6,31,0,0,6,31,37
URIONDO (A. CONCEPCION),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,0,2,0,0,0,2,2
URUBICHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,16,0,0,0,16,0,16
UYUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,20,7,0,0,20,7,27
VACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,5,5,0,0,5,5,10
VALLEGRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,10,2,0,0,10,2,12
VIACHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,31,12,0,0,31,12,43
VILA VILA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,4,8,0,0,4,8,12
VILLA MONTES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,38,36,0,0,38,36,74
VILLA RIVERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,3,3,0,0,3,3,6
VILLA SERRANO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,5,8,0,0,5,8,13
VILLA TUNARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,83,22,0,0,83,22,105
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,5,3,0,0,5,3,8
VILLAZON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,74,18,0,0,74,18,92
VINTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,0,8,0,0,0,8,8
VITICHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,0,6,0,0,0,6,6
WALDO BALLIVIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,2,0,0,0,2,0,2
WARNES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,96,39,0,0,96,39,135
YACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,0,3,0,0,0,3,3
YACUIBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,116,23,0,0,116,23,139
YAMPARAEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,6,1,0,0,6,1,7
YANACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,3,0,0,0,3,0,3
YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,48,36,0,0,48,36,84
YOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,2,39,0,0,2,39,41
YOTALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,6,5,0,0,6,5,11
YUNCHARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,1,8,0,0,1,8,9
ZUDAÑEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-01-01,2,1,0,0,2,1,3
ACACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,1,7,0,0,1,7,8
ACHACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,26,116,0,0,26,116,142
ACHOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,1,39,0,0,1,39,40
AIQUILE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,16,53,0,0,16,53,69
ALALAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,9,0,0,0,9,9
ALCALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,1,2,0,0,1,2,3
ANCORAIMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,1,35,0,0,1,35,36
ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,1,3,0,0,1,3,4
ANTEQUERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,10,5,0,0,10,5,15
ANZALDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,3,23,0,0,3,23,26
APOLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,3,30,0,0,3,30,33
ARAMPAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,1,9,0,0,1,9,10
ARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,8,6,0,0,8,6,14
ARBIETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,4,24,0,0,4,24,28
ARQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,13,23,0,0,13,23,36
ASCENCION DE GUARAYOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,92,13,0,0,92,13,105
ATOCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,16,16,0,0,16,16,32
AUCAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,1,0,0,0,1,1
AYATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,15,0,0,0,15,15
AYO AYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,3,4,0,0,3,4,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,15,41,0,0,15,41,56
AZURDUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,10,12,0,0,10,12,22
BATALLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,9,19,0,0,9,19,28
BAURES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,14,0,0,0,14,0,14
BELEN DE ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,3,0,0,0,3,3
BELLA FLOR,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,16,0,0,0,16,16
BERMEJO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,60,28,0,0,60,28,88
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,25,36,0,0,25,36,61
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,3,19,0,0,3,19,22
BOLPEBRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,9,0,0,0,9,9
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,7,0,0,0,7,7
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,15,17,0,0,15,17,32
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,26,50,0,0,26,50,76
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,2,11,0,0,2,11,13
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,7,0,0,0,7,7
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,15,0,0,0,15,0,15
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,6,6,0,0,6,6,12
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,5,15,0,0,5,15,20
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,11,6,0,0,11,6,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,7,4,0,0,7,4,11
CAMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,62,0,0,0,62,0,62
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,14,31,0,0,14,31,45
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,2,6,0,0,2,6,8
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,11,10,0,0,11,10,21
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,88,80,0,0,88,80,168
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,5,16,0,0,5,16,21
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,2,25,0,0,2,25,27
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,4,5,0,0,4,5,9
CATACORA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,4,2,0,0,4,2,6
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,15,22,0,0,15,22,37
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,8,15,0,0,8,15,23
CHARAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,10,85,0,0,10,85,95
CHARAÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,1,0,0,0,1,0,1
CHAYANTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,4,5,0,0,4,5,9
CHIMORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,20,6,0,0,20,6,26
CHULUMANI (V. DE LA LIBERTAD),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,10,19,0,0,10,19,29
CHUMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,4,3,0,0,4,3,7
CLIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,17,26,0,0,17,26,43
COBIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,52,4,0,0,52,4,56
COCHABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,791,58,0,0,791,58,849
COIPASA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,3,0,0,0,3,0,3
COLCAPIRHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,64,1,0,0,64,1,65
"COLCHA ""K""",vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,1,3,0,0,1,3,4
COLLANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,3,1,0,0,3,1,4
COLOMI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,16,23,0,0,16,23,39
COLPA BELGICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,6,7,0,0,6,7,13
COLQUECHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,13,58,0,0,13,58,71
COLQUENCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,5,6,0,0,5,6,11
COLQUIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,1,33,0,0,1,33,34
COMANCHE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,8,4,0,0,8,4,12
COMARAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,12,7,0,0,12,7,19
COMBAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,8,0,0,0,8,8
CONCEPCION,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,30,5,0,0,30,5,35
COPACABANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,5,22,0,0,5,22,27
CORIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,8,18,0,0,8,18,26
CORO CORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,13,0,0,0,13,13
COROICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,11,30,0,0,11,30,41
CORQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,3,2,0,0,3,2,5
COTAGAITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,10,34,0,0,10,34,44
COTOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,62,45,0,0,62,45,107
CUATRO CAÑADAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,22,17,0,0,22,17,39
CUEVO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,1,4,0,0,1,4,5
CULPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,28,24,0,0,28,24,52
CURAHUARA DE CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,10,4,0,0,10,4,14
CURVA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,4,0,0,0,4,4
DESAGUADERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,2,8,0,0,2,8,10
EL ALTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,1122,235,0,0,1122,235,1357
EL CHORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,5,4,0,0,5,4,9
EL PUENTE(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,14,5,0,0,14,5,19
EL PUENTE(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,1,12,0,0,1,12,13
EL TORNO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,98,17,0,0,98,17,115
EL VILLAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,6,1,0,0,6,1,7
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,31,19,0,0,31,19,50
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,32,14,0,0,32,14,46
EUCALIPTUS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,1,4,0,0,1,4,5
EUREKA (SANTOS MERCADO),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,1,0,0,0,1,0,1
EXALTACION,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,2,9,0,0,2,9,11
FERNANDEZ ALONSO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,24,4,0,0,24,4,28
FILADELFIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,13,0,0,0,13,13
GENERAL SAAVEDRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,26,32,0,0,26,32,58
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,4,9,0,0,4,9,13
GUANAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,15,16,0,0,15,16,31
GUAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,4,9,0,0,4,9,13
GUAYARAMERIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,56,41,0,0,56,41,97
GUTIERREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,11,23,0,0,11,23,34
HUACARETA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,13,6,0,0,13,6,19
HUACAYA (VILLA DE HUACAYA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,4,0,0,0,4,0,4
HUANUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,36,8,0,0,36,8,44
HUARACAJE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,2,8,0,0,2,8,10
HUAYLLAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,5,3,0,0,5,3,8
ICHOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,2,0,0,0,2,2
ICLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,3,12,0,0,3,12,15
INCAHUASI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,19,29,0,0,19,29,48
INQUISIVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,16,0,0,0,16,16
IRUPANA (VILLA DE LANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,3,25,0,0,3,25,28
IXIAMAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,3,8,0,0,3,8,11
JESUS DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,5,5,0,0,5,5,10
LA ASUNTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,25,24,0,0,25,24,49
LA GUARDIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,100,7,0,0,100,7,107
LA PAZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,970,402,0,0,970,402,1372
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,8,11,0,0,8,11,19
LAJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,4,0,0,0,4,4
LAS CARRERAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,4,4,0,0,4,4,8
LLALLAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,18,73,0,0,18,73,91
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,5,2,0,0,5,2,7
LORETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-02-01,0,16,0,0,0,16,16
