,group,variable,month,DPT 5TA DOSIS CANTIDAD,DPT 5TA DOSIS CANTIDAD,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,4,6
VILLAZON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,40,1,41
VITICHI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,1,1
WARNES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,33,7,40
YACUIBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,44,42,86
YAMPARAEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,1,4
YOTALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,5,5
YUNCHARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,3,3
ACACIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,3,0,3
AIQUILE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,5,16,21
ALALAY,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,1,1
ALCALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,2,3,5
ANTEQUERA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,3,1,4
ARANI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,2,1,3
ARBIETO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,3,3,6
ARQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,3,4,7
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,14,1,15
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,2,17,19
AZURDUY,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,2,2
BAURES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,2,0,2
BELLA FLOR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
BERMEJO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,13,20,33
BOLIVAR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
BOLPEBRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,2,2
CABEZAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,9,0,9
"CAIZA ""D""",vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
CAMARGO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,3,5,8
CAQUIAVIRI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,3,3
CARACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,11,2,13
CARAPARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,4,5
CHALLAPATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,2,9,11
CHIMORE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,2,1,3
CHOQUE COTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,5,2,7
CHUMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
CKOCHAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,2,3
CLIZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,7,1,8
COBIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,26,24,50
COCAPATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,7,8
COCHABAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,98,27,125
COLCAPIRHUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,3,0,3
"COLCHA ""K""",vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,3,4
COLOMI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,4,8,12
COLQUIRI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,1,1
CONCEPCION,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,1,2
COTAGAITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,12,20,32
COTOCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,5,0,5
EL ALTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,137,153,290
EL PUENTE(STC),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
EL PUENTE(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
EL TORNO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,33,2,35
EL VILLAR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,5,0,5
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,8,10,18
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,1,1
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,12,1,13
FILADELFIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,3,3
GUAYARAMERIN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,10,11,21
HUACARETA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,4,0,4
HUANUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,9,1,10
ICLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,2,2,4
IXIAMAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,10,5,15
JESUS DE MACHACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,1,2
LA GUARDIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,7,0,7
LA PAZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,79,3,82
LAS CARRERAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,3,3
MACHACAMARCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,3,0,3
MACHARETI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,4,5
MAGDALENA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,2,1,3
MAIRANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
MINEROS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,13,4,17
MIZQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,3,4
MOJOCOYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,1,2
MONTEAGUDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,21,15,36
MONTERO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,56,15,71
MORO MORO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,1,1
MOROCHATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,2,8,10
NAZACARA DE PACAJES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,3,1,4
OKINAWA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,11,5,16
OMEREQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,6,6
ORURO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,94,0,94
PADCAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,6,6,12
PADILLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,7,8
PAILON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,8,9,17
PAMPA GRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,2,2,4
PASORAPA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
PAZÑA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,2,3
POCOATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,2,2
POCONA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,3,3,6
POJO (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
POROMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,7,8,15
PORONGO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
PORVENIR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,3,2,5
POTOSI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,33,4,37
PRESTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,3,4
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,5,5,10
PUERTO RICO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,4,0,4
PUERTO SUAREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,6,0,6
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,20,15,35
PUNA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,2,3
PUNATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,7,1,8
QUILLACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,20,44,64
RAVELO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,3,3
REYES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,10,0,10
RIBERALTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,9,16,25
ROBORE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,3,0,3
RURRENABAQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,10,1,11
SACABA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,29,2,31
SACABAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,14,14
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,4,5
SAN ANDRES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,2,2
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,1,1
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,2,0,2
SAN BENITO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,5,8,13
SAN BORJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,15,26,41
SAN IGNACIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,16,28,44
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,3,4
SAN JAVIER(STC),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,13,0,13
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,6,5,11
SAN JULIAN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,5,8,13
SAN LORENZO(PND),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,2,2
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,5,2,7
SAN LUCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,12,8,20
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,12,2,14
SAN PEDRO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,6,0,6
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,7,7
SAN PEDRO(PND),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,4,4
SAN RAFAEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,1,2
SAN RAMON BENI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,4,1,5
SAN RAMON SCZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,4,5,9
SANTA ANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,3,0,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,338,139,477
SANTA ROSA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,4,0,4
SHINAOTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,7,0,7
SORATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,1,1
SUCRE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,60,57,117
TACOPAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,10,10
TAPACARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,7,8
TARABUCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,2,2,4
TARATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,2,2
TARIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,79,33,112
TARVITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,7,13,20
TIQUIPAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,22,50,72
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
TOCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,1,1
TOLATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
TOMINA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,6,11,17
TOTORA(CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,3,8,11
TRIGAL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,26,1,27
TUPIZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,7,0,7
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,9,3,12
UYUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,5,2,7
VACAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,3,0,3
VALLEGRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,17,4,21
VIACHA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,8,0,8
VILA VILA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,2,3,5
VILLA CHARCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,6,4,10
VILLA MONTES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,19,16,35
VILLA RIVERO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,8,8
VILLA TUNARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,20,4,24
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,2,3
VILLAZON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,53,23,76
VITICHI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,0,1,1
WARNES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,43,12,55
YACUIBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,44,94,138
YAMPARAEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,4,0,4
YAPACANI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,2,3
YOTALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,4,0,4
YUNCHARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,12,13
ZUDAÑEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-09-01,1,6,7
ACHACACHI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,9,10
AIQUILE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,4,11,15
ALCALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,3,3
ANDAMARCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,0,1
ANTEQUERA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,1,2
ANZALDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,1,1
ARANI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,1,3
ARBIETO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,7,9
ARQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,1,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,37,5,42
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,4,4
AZURDUY,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,0,1
BATALLAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,1,2
BAURES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,0,2
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,3,3
BERMEJO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,21,26,47
BOLPEBRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,0,1
CABEZAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,0,1
"CAIZA ""D""",vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,2,4
CAMARGO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,8,8,16
CARACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,6,2,8
CARAPARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,2,3
CHALLAPATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,3,4
CHARAGUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,3,3
CHIMORE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,0,2
CHUMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,1,1
CKOCHAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,1,3
CLIZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,7,11,18
COBIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,29,16,45
COCAPATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,8,10,18
COCHABAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,110,16,126
COLCAPIRHUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,5,5
"COLCHA ""K""",vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,0,1
COLOMI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,4,9,13
COLQUIRI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,7,7
COMARAPA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,12,1,13
COPACABANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,4,4
COTAGAITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,8,9,17
COTOCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,7,17,24
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,7,9
CULPINA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,2,2
EL ALTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,122,109,231
EL PUENTE(STC),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,1,1
EL PUENTE(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,0,1
EL TORNO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,35,4,39
EL VILLAR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,0,1
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,5,16,21
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,14,2,16
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,10,8,18
FILADELFIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,4,5
GUAYARAMERIN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,27,50,77
HUACARETA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,7,1,8
HUANUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,9,3,12
HUARINA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,2,2
ICLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,5,1,6
INCAHUASI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,2,3
IXIAMAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,10,0,10
JESUS DE MACHACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,3,0,3
LA GUARDIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,10,0,10
LA PAZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,130,9,139
LICOMA PAMPA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,0,1
LORETO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,1,3
LURIBAY,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,1,1
MACHACAMARCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,0,1
MAGDALENA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,2,2
MINEROS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,27,5,32
MIZQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,3,3
MOJOCOYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,2,3
MONTEAGUDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,22,28,50
MONTERO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,73,20,93
MORO MORO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,3,3
MOROCHATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,5,7
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,0,2
OKINAWA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,9,3,12
OMEREQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,2,3
ORURO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,110,4,114
PADCAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,5,8,13
PADILLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,1,2
PAILON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,5,13,18
PALOS BLANCOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,1,1
PAMPA GRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,1,2
PAZÑA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,2,2
POCOATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,1,1
POCONA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,5,2,7
POJO (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,12,12
POROMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,3,5
PORONGO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,2,4
PORVENIR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,1,1
POSTRER VALLE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,2,2
POTOSI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,36,33,69
PRESTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,1,1
PUCARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,0,1
PUCARANI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,1,1,2
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,3,5
PUERTO RICO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,3,0,3
PUERTO SUAREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,8,0,8
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,13,7,20
PUNA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,1,1
PUNATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,18,5,23
QUILLACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,33,73,106
RAVELO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,0,2,2
REYES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,5,0,5
RIBERALTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,8,7,15
ROBORE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,7,9
RURRENABAQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,11,3,14
SACABA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,34,5,39
SACABAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,4,2,6
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,4,9,13
SAN ANDRES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,16,3,19
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,3,0,3
SAN BENITO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-10-01,2,1,3
