,group,variable,month,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTALES
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,2,2
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,7,10
CHUMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
CKOCHAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,2,5
CLIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,8,2,10
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,23,7,30
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,11,12
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,113,3,116
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,1,3
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
COLOMI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,5,5,10
COMARAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,0,3
CONCEPCION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,2,4
COPACABANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,3,3
CORQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,4,8,12
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,128,167,295
EL PUENTE(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,2,4
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,20,5,25
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,6,0,6
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,13,11,24
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,4,1,5
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,4,3,7
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,4,7
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,5,1,6
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,7,0,7
HUANUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,12,2,14
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,4,5
INCAHUASI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,1,3
INQUISIVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,5,5
IXIAMAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,6,4,10
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,9,0,9
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,88,0,88
LAGUNILLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,2,2
LLALLAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,0,2
LURIBAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,2,2
MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,1,4
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,8,4,12
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,1,1
MAIRANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,0,3
MINEROS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,13,4,17
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,8,7,15
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,3,5
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,21,4,25
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,60,12,72
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,4,3,7
OKINAWA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,7,10
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,7,8
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,84,3,87
PADCAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,9,5,14
PADILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,1,2
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,21,24
PAZÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
POCONA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,8,9,17
POJO (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,2,4
POROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,6,6,12
PORTACHUELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,16,2,18
PORVENIR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,21,2,23
PUCARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,1,1
PUERTO ACOSTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,7,7
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,0,3
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,0,3
PUERTO RICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,0,2
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,10,0,10
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,22,11,33
PUNA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,1,2
PUNATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,5,18,23
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,24,64,88
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,10,0,10
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,8,0,8
ROBORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,12,4,16
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,5,7,12
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,21,29,50
SACABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,3,4
SACACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,2,2
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,4,6,10
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,1,4
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,5,8
SAN BENITO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,4,4,8
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,10,38,48
SAN CARLOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,23,11,34
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,26,0,26
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,5,0,5
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,0,2
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,6,4,10
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,10,0,10
SAN JULIAN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,4,5
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,8,2,10
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,9,10
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,13,2,15
SAN PEDRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,0,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,9,10
SAN PEDRO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,1,1
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,0,2
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,13,0,13
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,424,234,658
SANTA ROSA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,0,3
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,2,3
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,4,0,4
SHINAOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,7,2,9
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,0,2
SORACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,69,35,104
TACOBAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,1,2
TACOPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,4,4
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,2,3
TARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,5,4,9
TARATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,1,1
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,61,13,74
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,9,7,16
TIQUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,17,18
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,4,4
TOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
TOLATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,1,1
TOMINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,5,1,6
TORO TORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,12,14
TOTORA(ORR),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
TRIGAL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,10,0,10
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,4,1,5
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,8,4,12
UYUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,2,2
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,22,1,23
VILA VILA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
VILLA CHARCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,1,3
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,13,7,20
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,21,6,27
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,4,6
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,40,2,42
VITICHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,1,1
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,33,7,40
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,42,42,84
YAMPARAEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,1,4
YOTALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,5,5
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,3,4
ACACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,3,0,3
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,5,16,21
ALALAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,1,1
ALCALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,3,5
ANTEQUERA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,3,1,4
ARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,1,3
ARBIETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,3,5,8
ARQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,3,6,9
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,14,1,15
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,17,19
AZURDUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,2,2
BAURES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,0,2
BELLA FLOR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,0,1
BERMEJO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,13,20,33
BOLIVAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,0,1
BOLPEBRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,2,2
CABEZAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,9,0,9
"CAIZA ""D""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,0,2
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,3,5,8
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,3,3
CARACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,12,2,14
CARANAVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,1,2
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,4,5
CHALLAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,9,11
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,6,8
CHOQUE COTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,5,5,10
CHUMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,0,1
CKOCHAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,2,4
CLIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,7,1,8
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,25,23,48
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,7,8
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,93,27,120
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,7,0,7
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,3,4
COLOMI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,4,8,12
COLQUIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,1,1
CONCEPCION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,1,2
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,12,19,31
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,5,0,5
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,137,153,290
EL PUENTE(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,0,1
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,0,1
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,34,2,36
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,5,0,5
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,8,10,18
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,1,1
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,12,1,13
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,3,3
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,10,11,21
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,4,0,4
HUANUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,9,1,10
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,2,4
IXIAMAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,10,5,15
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,1,2
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,7,0,7
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,96,3,99
LAS CARRERAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,0,1
LURIBAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,2,2
MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,3,0,3
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,4,5
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,1,3
MAIRANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,0,1
MINEROS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,13,4,17
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,3,4
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,1,2
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,22,15,37
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,56,15,71
MORO MORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,1,1
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,8,10
NAZACARA DE PACAJES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,3,1,4
OKINAWA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,11,5,16
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,6,0,6
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,96,0,96
PADCAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,6,6,12
PADILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,7,8
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,8,9,17
PAMPA GRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,2,4
PASORAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,0,1
PAZÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,2,2
POCOATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,2,2
POCONA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,3,3,6
POJO (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,0,1
POROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,7,8,15
PORTACHUELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,0,2
PORVENIR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,3,2,5
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,33,4,37
PRESTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,3,4
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,5,5,10
PUERTO RICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,4,0,4
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,6,0,6
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,18,13,31
PUNA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,2,3
PUNATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,8,3,11
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,20,43,63
RAVELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,3,3
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,10,0,10
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,9,16,25
ROBORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,4,0,4
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,10,1,11
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,29,2,31
SACABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,14,14
SACACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,11,11
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,4,5
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,2,3
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,0,1,1
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,2,0,2
SAN BENITO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,5,8,13
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,15,26,41
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,16,28,44
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,1,3,4
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,13,0,13
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-09-01,6,5,11
