,group,variable,month,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL POST,RAYOS X DENTAL POST,TOTALES
LA ASUNTA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,5,3,5,2,10,0,1,0,0,0,0,26
LA PAZ,atencion odontologica,rayos x dental,2024-02-01,24,7,83,91,56,69,223,362,91,70,0,0,0,0,1076
LAGUNILLAS,atencion odontologica,rayos x dental,2024-02-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
LAS CARRERAS,atencion odontologica,rayos x dental,2024-02-01,0,0,0,1,0,1,2,5,0,0,0,0,0,0,9
LLALLAGUA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
MACHACAMARCA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,1,0,0,1,3,0,1,0,0,0,0,6
MAGDALENA,atencion odontologica,rayos x dental,2024-02-01,0,0,1,4,0,1,0,1,0,2,0,0,0,0,9
MAIRANA,atencion odontologica,rayos x dental,2024-02-01,0,0,1,0,0,2,1,1,0,1,0,0,0,0,6
MAPIRI,atencion odontologica,rayos x dental,2024-02-01,0,0,2,2,0,1,1,3,1,0,0,0,0,0,10
MIZQUE,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
MOJINETE,atencion odontologica,rayos x dental,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,2,2,0,0,6,0,1,0,0,0,0,11
MONTEAGUDO,atencion odontologica,rayos x dental,2024-02-01,0,0,3,1,1,0,1,4,1,1,0,0,0,0,12
MONTERO,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,1,1,2,2,0,0,0,0,0,6
MORO MORO,atencion odontologica,rayos x dental,2024-02-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
OCURI,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4
ORURO,atencion odontologica,rayos x dental,2024-02-01,17,7,60,74,75,91,189,366,46,35,0,0,0,0,960
PADCAYA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PADILLA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,2,0,1,3,10,0,0,0,0,0,0,16
PAILON,atencion odontologica,rayos x dental,2024-02-01,1,2,0,0,0,0,1,0,1,1,0,0,0,0,6
PAMPA AULLAGAS,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4
PAMPA GRANDE,atencion odontologica,rayos x dental,2024-02-01,1,0,4,2,0,0,1,2,0,0,0,0,0,0,10
PAZÑA,atencion odontologica,rayos x dental,2024-02-01,0,0,1,4,1,0,4,5,0,0,0,0,0,0,15
POCOATA,atencion odontologica,rayos x dental,2024-02-01,0,0,4,0,1,0,1,2,0,0,0,0,0,0,8
POOPO,atencion odontologica,rayos x dental,2024-02-01,0,0,2,2,3,6,11,12,0,0,0,0,0,0,36
PORCO,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
PORONGO,atencion odontologica,rayos x dental,2024-02-01,0,0,9,6,3,2,2,10,0,1,0,0,0,0,33
POTOSI,atencion odontologica,rayos x dental,2024-02-01,1,0,7,21,17,25,32,94,15,1,0,0,0,0,213
PUCARANI,atencion odontologica,rayos x dental,2024-02-01,0,0,1,0,0,1,0,3,0,0,0,0,0,0,5
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,1,0,20,43,0,0,0,0,0,0,64
PUERTO QUIJARRO,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
PUERTO RICO,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,1,0,3,0,1,0,0,0,0,0,5
PUNA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,2,1,1,1,0,1,0,0,0,0,0,6
PUNATA,atencion odontologica,rayos x dental,2024-02-01,0,1,6,2,2,1,0,1,6,3,0,0,0,0,22
QUIABAYA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4
QUILLACOLLO,atencion odontologica,rayos x dental,2024-02-01,0,3,11,10,26,6,37,43,36,14,0,0,0,0,186
QUIRUSILLAS,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,0,5,1,0,0,0,0,0,6
RIBERALTA,atencion odontologica,rayos x dental,2024-02-01,0,0,4,6,1,0,7,19,0,1,0,0,0,0,38
SABAYA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SACABA,atencion odontologica,rayos x dental,2024-02-01,1,0,5,12,8,15,21,42,12,12,0,0,0,0,128
SACACA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,1,4,4,0,0,0,0,0,0,9
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2024-02-01,0,0,2,1,0,0,3,4,1,1,0,0,0,0,12
SAMAIPATA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,1,1,0,4,8,0,0,0,0,0,0,14
SAN ANDRES DE MACHACA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN CARLOS,atencion odontologica,rayos x dental,2024-02-01,0,0,1,1,1,3,1,3,0,1,0,0,0,0,11
SAN JOAQUIN,atencion odontologica,rayos x dental,2024-02-01,0,0,0,1,5,0,6,2,0,0,0,0,0,0,14
SAN LORENZO(TJA),atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,1,0,8,0,1,0,0,0,0,10
SAN LUCAS,atencion odontologica,rayos x dental,2024-02-01,0,0,0,2,0,0,2,2,0,0,0,0,0,0,6
SAN PEDRO,atencion odontologica,rayos x dental,2024-02-01,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,2,0,0,0,6,0,0,0,0,0,0,8
SAN PEDRO DE CURAHUARA,atencion odontologica,rayos x dental,2024-02-01,0,2,3,2,3,1,2,5,7,4,0,0,0,0,29
SAN PEDRO DE MACHA,atencion odontologica,rayos x dental,2024-02-01,0,0,1,1,0,1,3,11,0,1,0,0,0,0,18
SAN PEDRO DE QUEMES,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN RAMON SCZ,atencion odontologica,rayos x dental,2024-02-01,0,0,0,2,2,2,1,1,0,0,0,0,0,0,8
SANTA ANA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2024-02-01,12,18,81,106,95,64,388,619,102,151,0,0,0,0,1636
SANTA ROSA DEL SARA,atencion odontologica,rayos x dental,2024-02-01,0,0,2,7,1,3,3,13,0,0,0,0,0,0,29
SANTIAGO DE HUARI,atencion odontologica,rayos x dental,2024-02-01,1,0,3,0,0,0,4,9,3,2,0,0,0,0,22
SANTIAGO DE HUATA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SENA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
SICA SICA (VILLA AROMA),atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3
SOPACHUY,atencion odontologica,rayos x dental,2024-02-01,0,0,1,1,0,4,2,12,1,0,0,0,0,0,21
SORACACHI,atencion odontologica,rayos x dental,2024-02-01,0,0,2,5,0,6,3,4,0,0,0,0,0,0,20
SORATA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
SUCRE,atencion odontologica,rayos x dental,2024-02-01,2,2,21,23,14,20,47,67,14,9,0,0,0,0,219
TACACHI,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TARABUCO,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5
TARATA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TARIJA,atencion odontologica,rayos x dental,2024-02-01,1,1,6,6,7,15,32,72,7,3,0,0,0,0,150
TEOPONTE,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TINGUIPAYA,atencion odontologica,rayos x dental,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TOLEDO,atencion odontologica,rayos x dental,2024-02-01,1,0,1,6,0,5,3,2,0,1,0,0,0,0,19
TOMAVE,atencion odontologica,rayos x dental,2024-02-01,0,0,1,2,0,0,0,2,0,0,0,0,0,0,5
TORO TORO,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
TRIGAL,atencion odontologica,rayos x dental,2024-02-01,0,0,2,0,0,0,2,2,0,0,0,0,0,0,6
TRINIDAD,atencion odontologica,rayos x dental,2024-02-01,0,1,6,6,1,2,15,18,2,1,0,0,0,0,52
TUPIZA,atencion odontologica,rayos x dental,2024-02-01,1,0,6,7,4,7,15,28,11,13,0,0,0,0,92
TURCO,atencion odontologica,rayos x dental,2024-02-01,0,1,6,3,1,0,5,7,4,0,0,0,0,0,27
UNCIA,atencion odontologica,rayos x dental,2024-02-01,0,0,3,3,0,5,2,13,1,0,0,0,0,0,27
URIONDO (A. CONCEPCION),atencion odontologica,rayos x dental,2024-02-01,0,0,1,1,7,2,4,33,0,4,0,0,0,0,52
UYUNI,atencion odontologica,rayos x dental,2024-02-01,0,1,4,3,1,5,4,8,6,0,0,0,0,0,32
VACAS,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VALLEGRANDE,atencion odontologica,rayos x dental,2024-02-01,0,0,0,2,0,1,1,3,2,3,0,0,0,0,12
VIACHA,atencion odontologica,rayos x dental,2024-02-01,1,6,2,8,0,3,9,5,4,5,0,0,0,0,43
VILLA CHARCAS,atencion odontologica,rayos x dental,2024-02-01,0,1,0,1,1,1,4,4,0,0,0,0,0,0,12
VILLA MONTES,atencion odontologica,rayos x dental,2024-02-01,0,0,3,3,1,2,8,12,2,0,0,0,0,0,31
VILLA RIVERO,atencion odontologica,rayos x dental,2024-02-01,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4
VILLA TUNARI,atencion odontologica,rayos x dental,2024-02-01,0,0,1,1,1,0,1,7,2,0,0,0,0,0,13
VILLAZON,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,1,1,5,1,0,0,0,0,0,8
VITICHI,atencion odontologica,rayos x dental,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
WARNES,atencion odontologica,rayos x dental,2024-02-01,0,1,0,2,0,2,0,2,1,0,0,0,0,0,8
YACUIBA,atencion odontologica,rayos x dental,2024-02-01,1,0,2,2,2,0,9,5,0,2,0,0,0,0,23
YANACACHI,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
YOCALLA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,3,2,4,7,2,0,0,0,0,0,18
YUNCHARA,atencion odontologica,rayos x dental,2024-02-01,0,0,0,0,2,0,0,3,0,0,0,0,0,0,5
ZUDAÑEZ,atencion odontologica,rayos x dental,2024-02-01,0,0,0,1,1,1,0,4,0,0,0,0,0,0,7
ACACIO,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,4,5,3,0,0,0,0,0,0,12
ACHACACHI,atencion odontologica,rayos x dental,2024-03-01,1,0,4,4,0,4,1,24,1,0,0,0,0,0,39
AIQUILE,atencion odontologica,rayos x dental,2024-03-01,0,0,1,2,0,0,7,11,2,1,0,0,0,0,24
ANCORAIMES,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ANDAMARCA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ANTEQUERA,atencion odontologica,rayos x dental,2024-03-01,0,0,8,2,0,7,4,19,0,0,0,0,0,0,40
APOLO,atencion odontologica,rayos x dental,2024-03-01,1,1,1,0,3,0,1,7,1,0,0,0,0,0,15
ARANI,atencion odontologica,rayos x dental,2024-03-01,0,0,0,4,3,2,5,12,1,3,0,0,0,0,30
ARBIETO,atencion odontologica,rayos x dental,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ATOCHA,atencion odontologica,rayos x dental,2024-03-01,0,0,1,0,3,0,10,21,5,1,0,0,0,0,41
AUCAPATA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AYATA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,2,3,0,3,0,0,0,0,0,0,8
AYO AYO,atencion odontologica,rayos x dental,2024-03-01,0,0,0,1,1,0,0,7,1,0,0,0,0,0,10
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2024-03-01,0,0,1,3,5,1,18,13,0,1,0,0,0,0,42
BELEN DE URMIRI,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,rayos x dental,2024-03-01,0,0,1,1,3,0,2,10,6,1,0,0,0,0,24
BETANZOS,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
"CAIZA ""D""",atencion odontologica,rayos x dental,2024-03-01,0,0,0,2,0,0,1,3,0,0,0,0,0,0,6
CAMARGO,atencion odontologica,rayos x dental,2024-03-01,0,1,0,5,1,3,3,16,1,6,0,0,0,0,36
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
CAPINOTA,atencion odontologica,rayos x dental,2024-03-01,0,2,1,0,0,2,1,2,0,3,0,0,0,0,11
CARACOLLO,atencion odontologica,rayos x dental,2024-03-01,0,0,0,2,2,4,2,15,1,4,0,0,0,0,30
CARANAVI,atencion odontologica,rayos x dental,2024-03-01,0,1,0,1,0,2,5,5,0,0,0,0,0,0,14
CARIPUYO,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
CHALLAPATA,atencion odontologica,rayos x dental,2024-03-01,0,2,0,0,2,1,3,8,4,0,0,0,0,0,20
CHARAGUA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CHAYANTA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,1,2,2,3,0,0,0,0,0,8
CHIMORE,atencion odontologica,rayos x dental,2024-03-01,0,0,0,1,0,3,5,8,0,1,0,0,0,0,18
CHUA COCANI,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,rayos x dental,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,rayos x dental,2024-03-01,0,0,1,0,0,0,3,5,0,2,0,0,0,0,11
COCHABAMBA,atencion odontologica,rayos x dental,2024-03-01,17,21,84,63,43,62,250,389,147,88,0,0,0,0,1164
COLCAPIRHUA,atencion odontologica,rayos x dental,2024-03-01,0,3,0,3,0,4,13,13,1,2,0,0,0,0,39
"COLCHA ""K""",atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,5
COLLANA,atencion odontologica,rayos x dental,2024-03-01,0,1,4,4,4,3,6,13,0,1,0,0,0,0,36
COLQUECHACA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,2,8,0,0,0,0,0,0,10
COLQUIRI,atencion odontologica,rayos x dental,2024-03-01,1,1,4,3,11,13,22,23,0,0,0,0,0,0,78
COMARAPA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COPACABANA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CORO CORO,atencion odontologica,rayos x dental,2024-03-01,0,0,1,1,0,2,0,5,0,0,0,0,0,0,9
COTAGAITA,atencion odontologica,rayos x dental,2024-03-01,0,0,3,2,0,3,4,11,0,1,0,0,0,0,24
COTOCA,atencion odontologica,rayos x dental,2024-03-01,2,1,5,1,2,2,3,11,0,0,0,0,0,0,27
CRUZ DE MACHACAMARCA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CUEVO,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CULPINA,atencion odontologica,rayos x dental,2024-03-01,0,0,2,1,4,3,4,29,1,2,0,0,0,0,46
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
EL ALTO,atencion odontologica,rayos x dental,2024-03-01,4,6,2,10,13,16,27,26,12,2,0,0,0,0,118
EL PUENTE(STC),atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EL PUENTE(TJA),atencion odontologica,rayos x dental,2024-03-01,0,0,3,1,0,0,2,9,0,0,0,0,0,0,15
EL VILLAR,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,2,3,2,4,0,0,0,0,0,0,11
ENTRE RIOS CBBA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
FERNANDEZ ALONSO,atencion odontologica,rayos x dental,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GAIOC JATUN AYLLU YURA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,2,0,1,1,2,0,0,0,0,0,0,6
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2024-03-01,0,0,2,1,0,2,1,6,0,1,0,0,0,0,13
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,rayos x dental,2024-03-01,0,0,0,1,2,1,1,3,4,0,0,0,0,0,12
GUANAY,atencion odontologica,rayos x dental,2024-03-01,0,0,3,3,1,0,1,9,2,0,0,0,0,0,19
GUAYARAMERIN,atencion odontologica,rayos x dental,2024-03-01,0,0,0,2,0,0,1,3,0,0,0,0,0,0,6
GUTIERREZ,atencion odontologica,rayos x dental,2024-03-01,0,0,0,2,0,0,2,6,0,0,0,0,0,0,10
HUACAYA (VILLA DE HUACAYA),atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
HUACHACALLA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,1,0,0,0,0,3,0,0,0,0,0,4
HUANUNI,atencion odontologica,rayos x dental,2024-03-01,0,0,8,8,1,6,11,12,1,0,0,0,0,0,47
HUATAJATA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
INCAHUASI,atencion odontologica,rayos x dental,2024-03-01,0,0,6,0,0,0,5,10,1,0,0,0,0,0,22
INQUISIVI,atencion odontologica,rayos x dental,2024-03-01,0,0,0,1,0,2,2,5,0,0,0,0,0,0,10
IRUPANA (VILLA DE LANZA),atencion odontologica,rayos x dental,2024-03-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
IXIAMAS,atencion odontologica,rayos x dental,2024-03-01,0,0,2,1,0,2,3,16,0,0,0,0,0,0,24
JESUS DE MACHACA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
LA ASUNTA,atencion odontologica,rayos x dental,2024-03-01,0,0,2,1,3,7,4,6,0,0,0,0,0,0,23
LA PAZ,atencion odontologica,rayos x dental,2024-03-01,32,21,85,101,61,87,317,440,107,75,0,0,0,0,1326
LAGUNILLAS,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
LAS CARRERAS,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,1,1,2,3,2,0,0,0,0,0,9
LLALLAGUA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,1,0,2,5,0,3,0,0,0,0,11
MACHACAMARCA,atencion odontologica,rayos x dental,2024-03-01,0,1,0,2,0,0,2,8,0,0,0,0,0,0,13
MAGDALENA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,1,0,4,0,1,0,0,0,0,6
MAIRANA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MAPIRI,atencion odontologica,rayos x dental,2024-03-01,0,1,2,1,1,1,5,7,0,0,0,0,0,0,18
MECAPACA,atencion odontologica,rayos x dental,2024-03-01,0,0,27,4,5,10,22,17,0,0,0,0,0,0,85
MIZQUE,atencion odontologica,rayos x dental,2024-03-01,0,0,1,1,2,2,0,6,0,1,0,0,0,0,13
MOJINETE,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,rayos x dental,2024-03-01,0,0,1,1,0,1,1,2,1,0,0,0,0,0,7
MONTEAGUDO,atencion odontologica,rayos x dental,2024-03-01,0,0,3,2,0,4,1,2,2,0,0,0,0,0,14
MONTERO,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,2,2,2,6,2,0,0,0,0,0,14
OCURI,atencion odontologica,rayos x dental,2024-03-01,0,0,0,1,0,2,0,3,0,0,0,0,0,0,6
ORURO,atencion odontologica,rayos x dental,2024-03-01,19,19,84,84,42,75,292,391,39,36,0,0,0,0,1081
PADCAYA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PADILLA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,3,9,0,1,0,0,0,0,13
PALOS BLANCOS,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
PAMPA AULLAGAS,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,2,1,4,1,0,0,0,0,0,8
PAMPA GRANDE,atencion odontologica,rayos x dental,2024-03-01,0,0,1,9,0,0,0,2,0,0,0,0,0,0,12
PATACAMAYA,atencion odontologica,rayos x dental,2024-03-01,0,0,2,2,0,4,2,8,1,0,0,0,0,0,19
PAZÑA,atencion odontologica,rayos x dental,2024-03-01,0,1,2,4,0,0,4,13,0,5,0,0,0,0,29
POCOATA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
POOPO,atencion odontologica,rayos x dental,2024-03-01,0,1,1,4,1,9,13,22,2,0,0,0,0,0,53
PORCO,atencion odontologica,rayos x dental,2024-03-01,1,0,1,0,0,0,0,3,0,1,0,0,0,0,6
PORONGO,atencion odontologica,rayos x dental,2024-03-01,0,2,5,9,3,5,16,16,7,1,0,0,0,0,64
PORVENIR,atencion odontologica,rayos x dental,2024-03-01,0,0,0,2,1,0,1,3,0,0,0,0,0,0,7
POSTRER VALLE,atencion odontologica,rayos x dental,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,rayos x dental,2024-03-01,1,0,4,9,7,16,28,82,9,8,0,0,0,0,164
PUCARANI,atencion odontologica,rayos x dental,2024-03-01,1,0,1,0,0,3,1,2,0,0,0,0,0,0,8
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2024-03-01,0,0,5,0,3,0,0,41,0,5,0,0,0,0,54
PUERTO RICO,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
PUERTO VILLARROEL,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PUNA,atencion odontologica,rayos x dental,2024-03-01,0,0,1,0,2,3,2,4,0,0,0,0,0,0,12
PUNATA,atencion odontologica,rayos x dental,2024-03-01,0,1,2,1,0,1,0,1,2,2,0,0,0,0,10
QUIABAYA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
QUILLACOLLO,atencion odontologica,rayos x dental,2024-03-01,1,1,5,6,12,12,39,44,27,12,0,0,0,0,159
QUIRUSILLAS,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,1,3,5,0,0,0,0,0,0,9
RIBERALTA,atencion odontologica,rayos x dental,2024-03-01,0,0,2,3,4,0,4,23,3,1,0,0,0,0,40
SABAYA,atencion odontologica,rayos x dental,2024-03-01,0,0,1,1,0,0,1,3,0,0,0,0,0,0,6
SACABA,atencion odontologica,rayos x dental,2024-03-01,2,0,10,16,4,11,19,53,12,13,0,0,0,0,140
SACACA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,1,0,1,7,0,0,0,0,0,0,9
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2024-03-01,0,1,6,2,0,0,8,10,1,1,0,0,0,0,29
SAMAIPATA,atencion odontologica,rayos x dental,2024-03-01,1,0,1,2,2,2,3,13,3,1,0,0,0,0,28
SAN BENITO,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,1,1,2,1,0,1,0,0,0,0,6
SAN BORJA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,1,1,0,3,0,0,0,0,0,0,5
SAN CARLOS,atencion odontologica,rayos x dental,2024-03-01,0,0,1,0,0,2,3,5,0,0,0,0,0,0,11
SAN IGNACIO,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN JOAQUIN,atencion odontologica,rayos x dental,2024-03-01,0,0,1,0,3,1,3,3,0,0,0,0,0,0,11
SAN JULIAN,atencion odontologica,rayos x dental,2024-03-01,2,1,5,3,3,2,5,7,9,0,0,0,0,0,37
SAN LORENZO(TJA),atencion odontologica,rayos x dental,2024-03-01,0,0,0,1,0,2,2,5,1,0,0,0,0,0,11
SAN LUCAS,atencion odontologica,rayos x dental,2024-03-01,0,0,0,0,1,0,0,8,0,2,0,0,0,0,11
SAN MATIAS,atencion odontologica,rayos x dental,2024-03-01,0,3,4,1,1,5,4,8,0,0,0,0,0,0,26
SAN PEDRO,atencion odontologica,rayos x dental,2024-03-01,0,0,0,2,0,1,2,3,0,0,0,0,0,0,8
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2024-03-01,0,0,1,9,3,3,4,14,0,2,0,0,0,0,36
SAN PEDRO DE MACHA,atencion odontologica,rayos x dental,2024-03-01,0,0,0,2,1,3,6,19,3,3,0,0,0,0,37
SAN RAMON SCZ,atencion odontologica,rayos x dental,2024-03-01,0,0,2,2,2,2,2,2,0,0,0,0,0,0,12
