,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) POST,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) POST,TOTALES
VALLEGRANDE,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
VIACHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,3,2,5,5,0,10,0,4,1,0,0,0,0,0,30
VILLA CHARCAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,13,11,1,2,0,1,0,2,0,0,0,0,0,0,30
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,0,0,6,8,10,7,5,10,0,1,0,0,0,0,47
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,0,4,2,2,0,3,2,3,0,0,0,0,0,0,16
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,1,2,5,3,10,7,0,9,0,0,0,0,0,0,37
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,3,2,5,15,5,5,0,5,0,0,0,0,0,0,40
VILLAZON,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,2,1,5,10,0,2,1,1,0,0,0,0,0,0,22
VINTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,0,0,3,4,0,0,0,0,0,0,0,0,0,0,7
WALDO BALLIVIAN,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
YACO,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,0,0,1,0,4,0,3,0,0,0,0,0,0,0,8
YACUIBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,0,1,7,17,11,23,19,16,3,0,0,0,0,0,97
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,1,0,2,1,1,1,4,2,2,0,0,0,0,0,14
YOCALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
YOTALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
YUNGUYO DE LITORAL,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,0,0,1,1,1,0,0,2,0,0,0,0,0,0,5
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-01-01,1,2,0,1,3,1,0,0,0,0,0,0,0,0,8
ACHACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,1,3,0,1,1,2,0,0,0,0,0,0,9
ACHOCALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,7,4,0,9,2,3,1,1,0,0,0,0,0,0,27
AIQUILE,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,2,2,2,1,0,0,0,0,0,0,0,0,7
ALCALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,2,1,1,3,3,4,0,0,0,0,0,0,15
ALTO BENI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4
ANZALDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,4,0,0,0,1,3,0,0,0,0,0,0,9
ARANI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,1,0,2,2,1,0,2,1,0,0,0,0,0,10
ARBIETO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,0,2,1,1,2,0,1,0,0,0,0,0,0,8
ARQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,4,2,1,0,3,0,1,0,0,0,0,12
ATOCHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,5,1,1,0,1,0,0,0,0,0,0,0,8
AYO AYO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,1,1,1,0,1,0,0,0,0,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,2,5,2,0,3,1,0,0,0,0,0,0,13
AZURDUY,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BETANZOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
CAIROMA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"CAIZA ""D""",atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,3,1,0,0,0,1,0,0,0,0,0,0,5
CAJUATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3
CALACOTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
CALAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,1,2,1,0,0,2,0,0,0,0,0,0,7
CAMARGO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,1,2,4,1,1,0,7,0,0,0,0,0,0,17
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,2,1,1,2,5,1,0,0,0,0,0,13
CAMIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,12,19,68,69,9,36,17,82,10,6,0,0,0,0,328
CAPINOTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,2,0,0,2,1,0,2,0,0,0,0,7
CAQUIAVIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CARACOLLO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,2,1,0,0,0,0,1,0,0,0,0,0,0,4
CARANAVI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CARAPARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,1,0,3,1,0,0,0,0,0,5
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,3,4,2,2,2,6,0,0,0,0,0,0,20
CHAQUI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4
CHARAGUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,2,6,4,1,5,3,31,0,0,0,0,0,0,53
CHAYANTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
CHIMORE,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3
CHUA COCANI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CLIZA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,0,2,2,2,1,0,2,0,0,0,0,0,0,10
COBIJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,31,19,1,6,2,2,1,1,0,0,0,0,0,0,63
COCAPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,11,30,72,94,25,37,26,77,20,27,0,0,0,0,419
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,6,4,2,4,2,3,0,2,0,0,0,0,23
"COLCHA ""K""",atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
COLLANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4
COLOMI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,3,1,1,2,1,0,0,1,0,0,0,0,0,0,9
COLPA BELGICA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,19,10,7,7,17,58,7,0,0,0,0,0,125
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,1,0,2,2,0,0,0,0,0,0,5
COLQUIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COMARAPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,3,1,0,0,0,1,0,0,0,0,0,6
CORO CORO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4
CORQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COTAGAITA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,7,5,0,2,3,0,0,1,0,0,0,0,19
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
CULPINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,2,2,0,3,1,4,0,1,0,0,0,0,13
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
EL ALTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,9,11,28,24,4,12,7,13,2,1,0,0,0,0,111
EL PUENTE(STC),atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,0,1,2,0,0,0,4,1,0,0,0,0,0,9
EL PUENTE(TJA),atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
EL TORNO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,2,1,1,1,0,1,0,1,0,0,0,0,0,0,7
EL VILLAR,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,0,2,2,2,4,3,6,0,0,0,0,0,0,20
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,1,1,1,0,1,0,0,0,0,0,0,0,5
ESCOMA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
EUCALIPTUS,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
GUANAY,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,5,2,1,2,2,2,1,2,1,0,0,0,0,0,18
GUTIERREZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,15,9,41,44,9,20,14,40,0,0,0,0,0,0,192
HUACARETA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,2,0,1,2,0,1,1,0,0,0,0,0,0,0,7
HUACHACALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,0,2,3,1,2,3,2,0,0,0,0,0,0,14
HUATAJATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,0,1,1,0,2,0,0,0,0,0,0,5
HUMANATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
ICLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,0,1,0,2,2,1,0,0,0,0,0,0,7
INCAHUASI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,2,4,3,0,1,1,3,0,0,0,0,0,0,15
INQUISIVI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,1,0,0,1,0,1,0,0,0,0,0,0,4
IXIAMAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,3,0,2,0,0,0,0,0,0,0,0,5
LA ASUNTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4
LA GUARDIA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,5,0,0,1,0,0,0,0,0,0,0,0,0,0,6
LA PAZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,25,35,67,107,23,17,24,79,12,6,0,0,0,0,395
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,1,0,2,1,3,0,0,0,0,0,0,8
LLALLAGUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,5
LURIBAY,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3
MACHARETI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,3,4,0,1,0,0,0,0,0,0,0,0,0,0,8
MAIRANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MAPIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,0,1,1,0,1,0,0,0,0,0,0,4
MIZQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,1,0,1,0,0,1,1,0,0,0,0,0,0,5
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,0,2,4,1,0,1,1,0,0,0,0,0,0,10
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,3,3,14,1,3,4,10,0,0,0,0,0,0,38
MONTERO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3
MOROCHATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
OCURI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
OMEREQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4
ORURO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,24,19,54,73,51,80,60,111,7,2,0,0,0,0,481
PADILLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,2,2,2,2,5,0,1,0,0,0,0,14
PALCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
PALOS BLANCOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,3,1,2,1,1,1,3,1,0,0,0,0,0,14
PAMPA AULLAGAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PASORAPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,2,1,3,3,1,0,0,0,0,0,10
PATACAMAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
PAZÑA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,2,0,1,0,1,0,0,0,0,0,0,5
POCOATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,3,3,1,3,1,0,0,0,0,0,0,0,0,0,11
POCONA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,0,1,3,1,2,0,0,0,0,0,0,0,0,8
POJO (CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,2,1,1,4,12,1,0,0,0,0,0,22
POOPO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
PORCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,1,1,1,3,0,1,0,0,0,0,0,0,8
POROMA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
PORONGO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3
PORVENIR,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,4,2,0,2,0,0,0,0,0,0,0,0,9
POTOSI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,1,7,9,2,6,3,5,1,0,0,0,0,0,35
PRESTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,0,0,1,1,1,1,1,0,0,0,0,0,0,6
PUERTO QUIJARRO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,2,2,1,0,0,0,0,0,0,0,0,0,0,6
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,0,1,3,3,1,0,1,0,0,0,0,0,0,10
PUNATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,2,2,3,0,0,1,0,0,0,0,0,0,9
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,2,8,12,15,5,6,2,20,2,4,0,0,0,0,76
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,1,0,1,0,0,2,0,0,0,0,0,0,5
RIBERALTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,13,10,6,15,1,3,0,2,0,0,0,0,0,0,50
SACABA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,10,12,19,37,8,14,12,39,1,2,0,0,0,0,154
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3
SAN ANDRES,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
SAN ANDRES DE MACHACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,1,2,0,0,0,0,1,0,0,0,0,0,0,5
SAN BENITO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,1,0,1,1,1,0,1,0,0,0,0,5
SAN BORJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,1,2,1,6,2,5,0,0,0,0,0,0,18
SAN BUENA VENTURA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
SAN IGNACIO DE VELASCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
SAN JOAQUIN,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,2,5,0,0,1,1,0,0,0,0,0,0,9
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,7,11,2,4,4,10,3,8,0,0,0,0,0,0,49
SAN PABLO DE LIPEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SANTA ANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,2,0,0,2,0,1,0,0,0,0,5
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,100,121,42,49,17,18,33,79,35,39,0,0,0,0,533
SANTA ROSA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,0,1,0,2,0,4,0,0,0,0,0,0,8
SANTIAGO DE HUATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,2,0,1,2,0,1,2,2,0,0,0,0,0,0,10
SOPACHUY,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,3,2,1,0,0,0,0,0,0,6
SORACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
SORATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,4,3,1,0,0,0,0,0,0,0,0,0,0,8
SUCRE,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,38,33,55,51,18,27,25,78,6,4,0,0,0,0,335
TACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,1,0,1,0,1,2,1,1,0,0,0,0,8
TACOBAMBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TAPACARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,7,13,1,3,2,4,2,3,2,1,0,0,0,0,38
TARABUCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,16,8,2,1,0,2,3,3,0,1,0,0,0,0,36
TARATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,0,11,15,4,6,4,10,0,1,0,0,0,0,52
TARVITA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,4,6,1,1,3,6,0,1,0,0,0,0,23
TEOPONTE,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
TINGUIPAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,1,4,5,3,2,0,7,2,0,0,0,0,0,25
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,2,0,2,1,0,0,0,0,0,5
TOCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,3,0,1,0,2,0,0,0,0,0,0,7
TOLATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,2,2,1,0,0,0,2,0,0,0,0,0,0,8
TOLEDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3
TOMAVE,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TOMINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,1,1,2,0,6,4,8,0,0,0,0,0,0,23
TOTORA(CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3
TOTORA(ORR),atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TRIGAL,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
TRINIDAD,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,7,12,12,9,1,4,2,9,0,0,0,0,0,0,56
TUPIZA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TURCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
UNCIA,atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado (toit),2024-02-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
