,group,variable,month,TOTAL 1611 EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,TOTAL 1611 EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,TOTALES
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,2,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,17,13,30
SENA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,2,6,8
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,37,41,78
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,10,5,15
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,2,0,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,1,2
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,7,7,14
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,1,1
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,2,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,3,3,6
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,19,11,30
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,0,1
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,0,1
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,1,2
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,3,4
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,0,0
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,6,7,13
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,0,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,0,1
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,1,2
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,1,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,2,3,5
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,0,0
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,0,0
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,3,2,5
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,41,49,90
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,2,0,2
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,2,0,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,1,1
CURVA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,0,0
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,5,1,6
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,4,2,6
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,1,2
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,8,6,14
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,2,0,2
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,0,0
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,2,2
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,0,1
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,1,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,2,2,4
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,0,0
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,2,3,5
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,76,49,125
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,0,0
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,0,0
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,1,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,1,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,5,4,9
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,1,1
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,0,0
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,2,2,4
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,1,2
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,4,3,7
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,1,2
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,0,0
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,1,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,5,5,10
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,5,1,6
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,1,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,2,2
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,1,1
RAVELO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,1,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,3,3,6
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,3,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,1,1
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,1,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,0,0
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,2,1,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,6,6,12
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,1,2
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,0,0
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,16,9,25
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,17,23,40
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,5,2,7
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,11,10,21
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,2,0,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,3,4,7
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,9,9,18
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,1,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,2,3
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,0,0
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,0,0
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,1,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,2,2,4
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,2,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,2,0,2
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,30,19,49
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-12-01,1,0,1
