,group,variable,month,TOTAL 16.5 DIABETES MELLITUS I - II CANTIDAD,TOTAL 16.5 DIABETES MELLITUS I - II CANTIDAD,TOTALES
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,1032.0,1598.0,2630.0
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,11.0,17.0,28.0
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,3.0,9.0,12.0
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,2.0,0.0,2.0
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,0.0,2.0,2.0
SENA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,1.0,0.0,1.0
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,2.0,3.0,5.0
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,0.0,1.0,1.0
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,0.0,3.0,3.0
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,3.0,12.0,15.0
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,18.0,42.0,60.0
TACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,0.0,3.0,3.0
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,4.0,2.0,6.0
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,48.0,72.0,120.0
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,0.0,1.0,1.0
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,2.0,3.0,5.0
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,1.0,2.0,3.0
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,1.0,5.0,6.0
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,0.0,1.0,1.0
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,0.0,1.0,1.0
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,165.0,248.0,413.0
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,2.0,7.0,9.0
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,4.0,1.0,5.0
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,8.0,28.0,36.0
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,7.0,19.0,26.0
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,72.0,54.0,126.0
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,3.0,0.0,3.0
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,17.0,30.0,47.0
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,0.0,1.0,1.0
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,1.0,1.0,2.0
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,4.0,9.0,13.0
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,5.0,14.0,19.0
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,60.0,40.0,100.0
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,2.0,9.0,11.0
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,67.0,121.0,188.0
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,16.0,18.0,34.0
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,1.0,0.0,1.0
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-06-01,1.0,1.0,2.0
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,7.0,5.0,12.0
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,2.0,2.0
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,1.0,2.0
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,1.0,2.0
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,2.0,2.0
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,2.0,2.0
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,67.0,60.0,127.0
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,4.0,2.0,6.0
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,2.0,7.0,9.0
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,2.0,2.0
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,3.0,17.0,20.0
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,19.0,8.0,27.0
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,2.0,4.0,6.0
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,3.0,3.0
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,3.0,4.0
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,5.0,8.0,13.0
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,2.0,1.0,3.0
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,5.0,13.0,18.0
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,2.0,2.0,4.0
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,26.0,54.0,80.0
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,349.0,396.0,745.0
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,11.0,10.0,21.0
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,2.0,1.0,3.0
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,5.0,6.0
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,7.0,7.0
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,9.0,10.0,19.0
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,1.0,2.0
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,5.0,5.0
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,9.0,6.0,15.0
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,5.0,14.0,19.0
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,4.0,15.0,19.0
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,147.0,204.0,351.0
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,3.0,3.0
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,137.0,150.0,287.0
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,5.0,17.0,22.0
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,2.0,3.0
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,3.0,7.0,10.0
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,16.0,16.0,32.0
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,2.0,3.0
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,4.0,1.0,5.0
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,1.0,2.0
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,17.0,18.0,35.0
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,4.0,0.0,4.0
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,8.0,9.0
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,15.0,53.0,68.0
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,163.0,255.0,418.0
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,4.0,5.0,9.0
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,2.0,3.0,5.0
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,4.0,5.0,9.0
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,2.0,4.0,6.0
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,2.0,1.0,3.0
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,8.0,13.0,21.0
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,5.0,16.0,21.0
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,6.0,11.0,17.0
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,122.0,142.0,264.0
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,4.0,0.0,4.0
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,3.0,3.0,6.0
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,3.0,4.0,7.0
PAMPA AULLAGAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,1.0,2.0
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,3.0,3.0
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,9.0,13.0,22.0
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,4.0,1.0,5.0
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,3.0,1.0,4.0
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,76.0,78.0,154.0
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,2.0,3.0
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,1.0,2.0
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,15.0,14.0,29.0
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,22.0,40.0,62.0
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,5.0,11.0,16.0
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,17.0,29.0,46.0
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,4.0,14.0,18.0
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,3.0,3.0,6.0
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,7.0,4.0,11.0
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,24.0,44.0,68.0
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,12.0,8.0,20.0
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,26.0,38.0,64.0
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,11.0,12.0,23.0
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,3.0,4.0,7.0
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,2.0,2.0
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,2.0,3.0
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,15.0,21.0,36.0
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,3.0,4.0,7.0
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,12.0,28.0,40.0
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,4.0,17.0,21.0
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,21.0,62.0,83.0
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,4.0,5.0
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,9.0,10.0
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,10.0,23.0,33.0
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,3.0,3.0,6.0
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,2.0,1.0,3.0
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,5.0,7.0,12.0
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,1.0,2.0
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,2.0,1.0,3.0
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,6.0,19.0,25.0
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,3.0,7.0,10.0
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,3.0,8.0,11.0
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,7.0,11.0,18.0
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1233.0,2143.0,3376.0
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,8.0,21.0,29.0
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,2.0,3.0,5.0
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,2.0,3.0
SENA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,2.0,1.0,3.0
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,1.0,2.0
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,6.0,1.0,7.0
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,1.0,2.0
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,6.0,10.0,16.0
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,19.0,31.0,50.0
TACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,9.0,10.0
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,3.0,10.0,13.0
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,61.0,104.0,165.0
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,5.0,6.0
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,2.0,8.0,10.0
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,6.0,4.0,10.0
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,1.0,2.0
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,240.0,434.0,674.0
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,6.0,6.0
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,3.0,4.0
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,10.0,22.0,32.0
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,2.0,6.0,8.0
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,25.0,32.0,57.0
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,81.0,33.0,114.0
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,0.0,1.0
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,5.0,6.0
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,3.0,17.0,20.0
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,6.0,22.0,28.0
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,7.0,16.0,23.0
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,1.0,3.0,4.0
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,94.0,152.0,246.0
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,1.0,1.0
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,18.0,30.0,48.0
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-07-01,0.0,2.0,2.0
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,5.0,7.0,12.0
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,1.0,2.0
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,0.0,1.0
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,1.0,1.0
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,0.0,4.0,4.0
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,1.0,6.0,7.0
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-08-01,2.0,2.0,4.0
