,group,variable,month,TOTAL 16.1 CARDIOVASCULARES CANTIDAD,TOTAL 16.1 CARDIOVASCULARES CANTIDAD,TOTALES
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,385,719,1104
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,3,0,3
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,4,11,15
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,5,2,7
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,2,1,3
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,17,24,41
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,23,21,44
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,20,6,26
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,4,1,5
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,18,16,34
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,4,14,18
YACO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,45,67,112
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,2,7,9
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,1,1,2
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,3,5,8
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-02-01,5,2,7
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,9,2,11
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,3,5
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,5,6
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,3,3
AUCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,4,5
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,8,4,12
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,19,39,58
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,3,14,17
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,5,8,13
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,3,5
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,2,2
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,0,2
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,6,5,11
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,1,2
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,44,28,72
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,4,3,7
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,5,6
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,3,3,6
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,2,2
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,1,3
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,10,12
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,61,73,134
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,3,4
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,2,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,5,3,8
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,2,2
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,3,0,3
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,1,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,5,1,6
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,3,6,9
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,131,141,272
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,111,101,212
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,1,2
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,4,4
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,8,3,11
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,8,15,23
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,8,12,20
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,1,3
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,1,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,4,4,8
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,15,18,33
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,217,308,525
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,1,2
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,4,5,9
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,5,5,10
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,3,3
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,3,5
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,6,3,9
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,32,29,61
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,4,11,15
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,1,1
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,2,3
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,41,53,94
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,3,4
PAMPA AULLAGAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,1,3
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,6,4,10
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,2,3
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,6,11,17
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,44,69,113
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,2,4
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,13,15,28
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,5,0,5
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,1,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,10,18,28
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,7,4,11
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,2,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,3,7,10
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,4,2,6
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,3,4
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,6,7
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,1,1
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,4,5
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,13,16,29
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,5,2,7
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,4,0,4
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,1,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,16,6,22
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,1,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,13,15,28
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,1,2
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,3,3,6
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,3,3,6
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,8,11,19
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,14,22,36
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,0,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,9,14,23
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,2,2
SAN PEDRO(PND),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,8,16,24
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,561,813,1374
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,7,3,10
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,1,3
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,2,2
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,1,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,2,3
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,16,10,26
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,11,11,22
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,23,44,67
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,0,1,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,8,11,19
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,81,47,128
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,6,2,8
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,3,5
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,6,11,17
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,310,580,890
