,group,variable,month,ANTI AMARÍLICA,ANTI AMARÍLICA,TOTALES,TOTALES,TOTALES
YANACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-01-01,3,5,3,5,8
YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-01-01,13,19,13,19,32
YOTALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-01-01,1,12,1,12,13
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-01-01,0,9,0,9,9
ACACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,6,2,6,8
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,36,57,36,57,93
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,23,13,23,13,36
AIQUILE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,43,10,43,10,53
ALALAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,10,1,10,11
ALCALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,2,5,2,7
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,14,1,14,1,15
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,27,22,27,22,49
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,1,0,1,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,5,2,5,7
ANZALDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,30,1,30,31
APOLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,22,19,22,19,41
ARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,9,0,9,9
ARBIETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,15,0,15,15
ARQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,47,3,47,3,50
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,117,7,117,7,124
ATOCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,16,2,16,18
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,2,0,2,2
AYATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,19,5,19,24
AYO AYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,4,11,4,11,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,15,7,15,7,22
BATALLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,10,0,10,0,10
BAURES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,8,0,8,0,8
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,6,0,6,6
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,4,0,4,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,19,0,19,0,19
BETANZOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,30,5,30,35
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,9,10,9,10,19
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,4,0,4,4
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,9,16,9,16,25
CABEZAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,40,70,40,70,110
CAIROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,7,17,7,17,24
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,14,1,14,15
CAJUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,10,12,10,12,22
CALACOTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,2,0,2,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,10,28,10,28,38
CAMARGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,7,10,7,10,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,5,5,5,10
CAMIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,20,21,20,21,41
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,40,0,40,0,40
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,10,0,10,0,10
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,21,0,21,0,21
CARANAVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,53,60,53,60,113
CARAPARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,22,16,22,16,38
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,19,0,19,19
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,11,5,11,16
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,35,27,35,27,62
CHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,9,12,9,12,21
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,44,93,44,93,137
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,7,11,7,11,18
CHIMORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,21,8,21,8,29
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,14,8,14,8,22
CHUMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,11,1,11,1,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,9,16,9,16,25
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,4,12,4,12,16
CLIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,26,10,26,10,36
COBIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,36,16,36,16,52
COCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,17,0,17,17
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,792,16,792,16,808
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,1,5,1,6
COLLANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,5,0,5,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,19,5,19,5,24
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,14,2,14,16
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,14,3,14,17
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,23,0,23,23
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,48,3,48,51
COMARAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,23,14,23,14,37
COMBAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,10,0,10,10
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,54,0,54,0,54
CORIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,11,27,11,27,38
CORO CORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,34,0,34,34
COROICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,7,16,7,16,23
CORQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,5,3,5,8
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,4,9,4,9,13
COTOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,73,21,73,21,94
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,31,24,31,24,55
CULPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,27,8,27,8,35
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,6,11,6,11,17
CURVA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,5,0,5,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,988,49,988,49,1037
EL CHORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,13,0,13,13
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,9,31,9,31,40
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,17,9,17,9,26
EL TORNO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,75,31,75,31,106
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,4,2,4,6
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,14,10,14,10,24
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,23,36,23,36,59
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,11,8,11,8,19
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,3,0,3,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,41,33,41,33,74
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,82,35,82,35,117
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,7,0,7,7
GUANAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,6,14,6,14,20
GUAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,11,2,11,13
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,24,30,24,30,54
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,8,25,8,25,33
HUACARETA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,11,1,11,1,12
HUANUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,61,2,61,2,63
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,2,3,2,5
HUARINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,17,0,17,17
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,3,5,3,8
HUMANATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,7,2,7,2,9
ICHOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,0,5,0,5
ICLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,6,8,6,8,14
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,4,2,4,6
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,22,2,22,24
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,0,2,0,2
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,19,1,19,1,20
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,23,0,23,0,23
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,74,16,74,16,90
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,141,12,141,12,153
LA PAZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,757,35,757,35,792
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,9,5,9,14
LAJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,15,14,15,14,29
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,1,3,1,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,7,5,7,5,12
LLICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,0,3,0,3
LORETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,0,5,0,5
LURIBAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,2,0,2,2
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,0,3,0,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,4,8,4,8,12
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,6,12,6,12,18
MAIRANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,7,0,7,0,7
MALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,5,0,5,5
MAPIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,15,7,15,7,22
MECAPACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,9,23,9,23,32
MINEROS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,35,18,35,18,53
MIZQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,35,5,35,5,40
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,4,2,4,6
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,4,0,4,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,34,21,34,21,55
MONTERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,180,54,180,54,234
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,6,0,6,6
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,9,0,9,9
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,7,3,7,10
OCURI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,10,0,10,10
OKINAWA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,10,23,10,23,33
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,4,0,4,4
ORURO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,478,1,478,1,479
PADILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,0,2,0,2
PAILON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,44,28,44,28,72
PALCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,27,5,27,32
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,28,15,28,15,43
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,42,0,42,42
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,50,5,50,5,55
PAZÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,20,1,20,1,21
POCOATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,6,33,6,33,39
POCONA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,22,0,22,22
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,10,14,10,14,24
POOPO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,8,1,8,9
PORONGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,6,20,6,20,26
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,21,9,21,9,30
PORVENIR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,10,1,10,11
POTOSI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,142,7,142,7,149
PRESTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,15,2,15,17
PUCARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,0,1,0,1
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,18,0,18,18
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,20,0,20,20
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,5,1,5,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,17,34,17,34,51
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,10,3,10,13
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,10,26,10,26,36
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,78,28,78,28,106
PUNA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,7,11,7,11,18
PUNATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,36,1,36,1,37
QUIME,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,22,0,22,22
REYES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,24,25,24,25,49
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,119,110,119,110,229
ROBORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,50,0,50,0,50
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,9,31,9,31,40
SABAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,1,3,1,4
SACABA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,152,36,152,36,188
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,16,1,16,17
SAIPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,20,1,20,21
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,21,22,21,22,43
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,10,0,10,10
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,22,11,22,11,33
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,6,0,6,6
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,8,5,8,5,13
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,8,9,8,9,17
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,50,83,50,83,133
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,0,2,0,2
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,29,12,29,12,41
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,27,44,27,44,71
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,8,3,8,3,11
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,14,2,14,16
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,17,35,17,35,52
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,6,13,6,13,19
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,20,0,20,0,20
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,17,16,17,16,33
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,65,73,65,73,138
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,5,0,5,5
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,4,3,4,7
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,12,20,12,20,32
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,23,5,23,28
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,37,9,37,9,46
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,21,3,21,24
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,3,0,3,3
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,7,0,7,0,7
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,7,3,7,10
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,24,3,24,3,27
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,83,0,83,0,83
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1878,50,1878,50,1928
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,3,5,3,8
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,39,18,39,18,57
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,10,2,10,12
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,5,0,5,5
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,9,0,9,9
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,6,1,6,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,6,3,6,9
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,2,0,2,2
SENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,2,7,2,7,9
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,24,10,24,10,34
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,26,44,26,44,70
SICAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,4,0,4,4
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,14,3,14,17
SORACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,8,0,8,8
SORATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,8,0,8,8
SUCRE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,352,11,352,11,363
TACACOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,0,1,0,1
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,0,10,0,10,10
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,12,6,12,6,18
TAHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,3,0,3,0,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,14,12,14,12,26
TARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,11,13,11,13,24
TARATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,19,4,19,4,23
TARIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,219,1,219,1,220
TARVITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,9,5,9,14
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,4,16,4,16,20
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,11,1,11,12
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,4,12,4,12,16
TIPUANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,5,28,5,28,33
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,9,4,9,4,13
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,31,7,31,7,38
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,2,1,2,3
TOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,1,9,1,9,10
TOLATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,7,2,7,2,9
TOLEDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-02-01,4,0,4,0,4
