,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS,ANTIPOLIOMIELÍTICA 4TA DOSIS,TOTALES,TOTALES,TOTALES
LAJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,2,0,2,0,2
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,2,0,2,0,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,5,14,5,14,19
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,2,0,2,0,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,2,0,2,0,2
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,7,0,7,0,7
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,10,0,10,10
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,9,0,9,0,9
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,4,0,4,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,28,4,28,4,32
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,52,14,52,14,66
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,4,0,4,0,4
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,8,4,8,4,12
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,136,2,136,2,138
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,8,1,8,1,9
PADILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,7,3,7,3,10
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,5,0,5,0,5
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,0,1,0,1
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,2,5,2,5,7
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,80,0,80,0,80
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,3,2,3,2,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,10,0,10,0,10
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,15,5,15,5,20
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,6,0,6,0,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,10,2,10,2,12
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,4,0,4,4
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,11,0,11,0,11
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,21,11,21,11,32
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,2,8,2,8,10
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,26,0,26,0,26
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,4,0,4,0,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,33,14,33,14,47
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,2,0,2,0,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,11,2,11,2,13
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,12,1,12,1,13
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,6,0,6,0,6
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,18,0,18,18
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,13,5,13,5,18
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,5,0,5,5
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,2,5,2,5,7
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,15,6,15,6,21
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,0,1,0,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,3,5,3,5,8
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,15,0,15,0,15
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,401,84,401,84,485
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,14,0,14,0,14
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,2,0,2,0,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,10,0,10,0,10
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,2,2,2,2,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,60,37,60,37,97
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,2,3,2,3,5
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,2,0,2,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,124,13,124,13,137
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,2,7,2,7,9
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,4,3,4,3,7
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,2,1,2,3
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,6,0,6,0,6
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,28,6,28,6,34
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,33,8,33,8,41
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,3,2,3,2,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,10,2,10,2,12
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,4,0,4,4
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,14,0,14,0,14
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,27,8,27,8,35
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,43,6,43,6,49
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,8,4,8,4,12
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,4,1,4,1,5
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,27,0,27,0,27
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,22,2,22,2,24
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,70,14,70,14,84
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,2,0,2,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,2,0,2,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,4,0,4,0,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,1,0,1,1
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,11,8,11,8,19
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,14,3,14,3,17
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,28,15,28,15,43
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,14,2,14,2,16
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,2,2,2,2,4
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,2,1,2,3
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,2,0,2,2
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,14,16,14,16,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,3,0,3,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,2,0,2,2
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,16,0,16,0,16
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,6,0,6,6
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,1,0,1,1
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,4,1,4,1,5
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,2,2,2,2,4
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,16,19,16,19,35
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,2,1,2,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,269,2,269,2,271
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,7,1,7,8
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,2,1,2,1,3
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,1,1,1,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,13,0,13,13
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,34,24,34,24,58
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,4,4,4,4,8
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,319,122,319,122,441
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,3,2,3,2,5
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,42,3,42,3,45
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,2,3,2,3,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,9,4,9,4,13
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,9,16,9,16,25
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,18,1,18,1,19
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,3,4,3,4,7
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,1,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,34,0,34,0,34
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,2,1,2,1,3
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,4,1,4,1,5
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,2,0,2,0,2
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,3,8,3,8,11
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,17,0,17,0,17
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,44,2,44,2,46
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,45,11,45,11,56
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,0,1,0,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,7,3,7,3,10
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,2,1,2,3
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,168,12,168,12,180
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,6,1,6,1,7
PADILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,4,1,4,1,5
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,2,0,2,0,2
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,3,0,3,0,3
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,4,0,4,4
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,4,0,4,4
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,53,0,53,0,53
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,21,0,21,0,21
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,25,10,25,10,35
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,33,0,33,0,33
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,6,1,6,7
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,22,12,22,12,34
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,6,7,6,7,13
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,9,0,9,0,9
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,49,0,49,0,49
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,11,5,11,5,16
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,6,1,6,1,7
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,2,0,2,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,51,6,51,6,57
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,14,11,14,11,25
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,22,3,22,3,25
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,5,5,5,5,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,6,0,6,0,6
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,8,1,8,9
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,11,4,11,4,15
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,19,51,19,51,70
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,2,2,2,2,4
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,16,4,16,4,20
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,2,1,2,1,3
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,24,8,24,8,32
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,493,22,493,22,515
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,2,0,2,0,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,3,0,3,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,2,1,2,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,6,0,6,0,6
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,56,11,56,11,67
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,2,0,2,0,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,1,0,1,1
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,84,17,84,17,101
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,7,1,7,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,2,0,2,0,2
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,1,0,1,1
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,0,10,0,10,10
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,29,12,29,12,41
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,27,3,27,3,30
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,14,7,14,7,21
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,22,0,22,0,22
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,4,5,4,5,9
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,46,9,46,9,55
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,25,26,25,26,51
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,37,0,37,0,37
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,14,0,14,0,14
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,73,19,73,19,92
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,5,6,5,6,11
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,3,0,3,0,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-10-01,1,2,1,2,3
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,7,2,7,2,9
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,0,2,0,2,2
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,4,0,4,0,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,0,7,0,7,7
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,3,20,3,20,23
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,13,0,13,0,13
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,27,9,27,9,36
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,10,5,10,5,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,4,7,4,7,11
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,2,0,2,0,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,1,0,1,0,1
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,1,1,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,26,23,26,23,49
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,1,6,1,6,7
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,214,0,214,0,214
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,0,7,0,7,7
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,2,1,2,1,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,2,0,2,0,2
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,2,1,2,1,3
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,4,16,4,16,20
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,42,36,42,36,78
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,10,1,10,1,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,250,84,250,84,334
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,1,1,1,1,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,51,7,51,7,58
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-11-01,3,2,3,2,5
