,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,2,9,2,9,11
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,20,5,20,5,25
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,25,24,25,24,49
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,0,2,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,85,19,85,19,104
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,10,0,10,0,10
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,7,14,7,14,21
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,16,12,16,12,28
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,391,26,391,26,417
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,8,3,8,3,11
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,11,12,11,12,23
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,12,11,12,11,23
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,3,4,3,4,7
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,33,27,33,27,60
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,3,3,3,3,6
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,2,5,2,5,7
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,15,4,15,4,19
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,376,12,376,12,388
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,9,6,9,6,15
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,6,9,6,9,15
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,12,25,12,25,37
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,25,25,25,25,50
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,16,0,16,0,16
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,69,17,69,17,86
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,24,28,24,28,52
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,2,0,2,0,2
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,1,8,1,8,9
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,11,2,11,2,13
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,2,3,2,3,5
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,8,6,8,6,14
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,8,9,8,9,17
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,12,7,12,7,19
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,23,4,23,4,27
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,5,2,5,2,7
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,160,8,160,8,168
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,98,22,98,22,120
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,2,1,2,1,3
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,0,19,0,19,19
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,16,6,16,6,22
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,21,3,21,3,24
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,9,9,9,9,18
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,41,7,41,7,48
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,8,12,8,12,20
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,19,9,19,9,28
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,104,13,104,13,117
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,2,5,2,5,7
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,17,8,17,8,25
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,74,18,74,18,92
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,2,0,2,0,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,6,10,6,10,16
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,12,12,12,12,24
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,119,29,119,29,148
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,9,7,9,7,16
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,92,13,92,13,105
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,61,5,61,5,66
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,13,1,13,1,14
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,95,10,95,10,105
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,3,9,3,9,12
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,129,19,129,19,148
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,6,6,6,6,12
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,4,0,4,0,4
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,80,17,80,17,97
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,8,3,8,3,11
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,6,12,6,12,18
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,2,7,2,7,9
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-01-01,5,1,5,1,6
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,6,12,6,12,18
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,34,45,34,45,79
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,7,3,7,3,10
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,44,15,44,15,59
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,4,1,4,1,5
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,4,2,4,2,6
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,15,1,15,1,16
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,20,8,20,8,28
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,2,3,2,3,5
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,10,26,10,26,36
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,23,19,23,19,42
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,5,10,5,10,15
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,13,11,13,11,24
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,5,11,5,11,16
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,42,7,42,7,49
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,85,4,85,4,89
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,16,9,16,9,25
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,8,2,8,2,10
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,10,18,10,18,28
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,8,8,8,8,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,29,13,29,13,42
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,11,11,11,11,22
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,15,9,15,9,24
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,8,0,8,0,8
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,0,4,0,4,4
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,6,2,6,2,8
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,54,9,54,9,63
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,37,54,37,54,91
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,11,12,11,12,23
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,1,0,1,0,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,0,3,0,3,3
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,15,21,15,21,36
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,30,38,30,38,68
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,12,18,12,18,30
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,5,8,5,8,13
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,10,6,10,6,16
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,2,3,2,3,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,9,14,9,14,23
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,25,9,25,9,34
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,3,4,3,4,7
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,32,16,32,16,48
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,34,14,34,14,48
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,5,3,5,3,8
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,20,14,20,14,34
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,88,76,88,76,164
CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,0,1,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,21,4,21,4,25
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,0,27,0,27,27
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,5,7,5,7,12
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,3,2,3,2,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,31,22,31,22,53
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,13,9,13,9,22
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,34,91,34,91,125
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,4,0,4,0,4
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,11,24,11,24,35
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,28,10,28,10,38
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,23,10,23,10,33
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,20,10,20,10,30
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,4,14,4,14,18
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,6,18,6,18,24
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,23,10,23,10,33
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,71,10,71,10,81
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,8,23,8,23,31
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,847,38,847,38,885
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,55,0,55,0,55
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,11,5,11,5,16
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,2,2,2,2,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,34,2,34,2,36
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,6,8,6,8,14
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,38,72,38,72,110
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,6,9,6,9,15
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,4,44,4,44,48
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,4,0,4,0,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,19,13,19,13,32
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,0,5,0,5,5
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,36,0,36,0,36
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,3,18,3,18,21
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,23,22,23,22,45
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,3,23,3,23,26
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,18,22,18,22,40
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,7,1,7,1,8
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,13,21,13,21,34
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,80,21,80,21,101
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,20,16,20,16,36
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,1,0,1,0,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,3,1,3,1,4
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,28,13,28,13,41
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,6,3,6,3,9
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,0,4,0,4,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,5,7,5,7,12
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,1158,114,1158,114,1272
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,0,13,0,13,13
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,12,12,12,12,24
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,19,8,19,8,27
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,80,7,80,7,87
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,2,4,2,4,6
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,19,6,19,6,25
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,27,27,27,27,54
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,7,4,7,4,11
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,7,4,7,4,11
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,1,4,1,4,5
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,14,13,14,13,27
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,3,3,3,3,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,19,19,19,19,38
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,10,12,10,12,22
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,6,11,6,11,17
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,2,12,2,12,14
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,64,39,64,39,103
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,18,10,18,10,28
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,13,4,13,4,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,43,2,43,2,45
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,3,2,3,2,5
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,4,4,4,4,8
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,3,2,3,2,5
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,7,2,7,2,9
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,1,5,1,5,6
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,12,11,12,11,23
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,14,4,14,4,18
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,4,21,4,21,25
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,2,2,2,2,4
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,16,3,16,3,19
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,26,3,26,3,29
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,74,19,74,19,93
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,86,11,86,11,97
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,1037,63,1037,63,1100
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,7,7,7,7,14
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,15,8,15,8,23
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,3,1,3,1,4
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,33,42,33,42,75
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,3,0,3,0,3
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,7,0,7,0,7
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,9,3,9,3,12
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,4,0,4,0,4
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,2,7,2,7,9
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,6,9,6,9,15
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,13,0,13,0,13
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,0,6,0,6,6
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,17,6,17,6,23
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,15,12,15,12,27
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,34,23,34,23,57
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,46,22,46,22,68
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,6,3,6,3,9
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,4,4,4,4,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,45,12,45,12,57
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,179,46,179,46,225
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,1,0,1,0,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,9,14,9,14,23
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,2,8,2,8,10
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,2,4,2,4,6
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,8,34,8,34,42
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,7,18,7,18,25
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,5,9,5,9,14
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,411,7,411,7,418
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,29,3,29,3,32
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,1,3,1,3,4
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,30,30,30,30,60
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,9,26,9,26,35
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,44,11,44,11,55
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,1,2,1,2,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,15,3,15,3,18
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,3,9,3,9,12
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,18,7,18,7,25
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,24,3,24,3,27
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,17,10,17,10,27
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,7,28,7,28,35
POCONA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,7,20,7,20,27
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,16,10,16,10,26
POOPO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,5,1,5,1,6
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,13,14,13,14,27
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,9,10,9,10,19
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,5,9,5,9,14
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,26,9,26,9,35
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,1,10,1,10,11
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,3,5,3,5,8
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,277,11,277,11,288
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,2,9,2,9,11
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-02-01,1,1,1,1,2
