,group,variable,month,DPT 4TA DOSIS,DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,17,0,17,0,17
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,4,0,4,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,24,2,24,2,26
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,4,1,4,1,5
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,5,1,5,1,6
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,2,0,2,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,4,8,4,8,12
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,1,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,4,1,4,5
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,4,0,4,0,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,83,29,83,29,112
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,4,4,4,4,8
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,2,0,2,0,2
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,2,0,2,0,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,2,2,2,2,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,5,14,5,14,19
LURIBAY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,2,0,2,0,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,2,0,2,0,2
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,7,0,7,0,7
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,9,0,9,0,9
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,4,0,4,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,25,4,25,4,29
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,52,14,52,14,66
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,4,0,4,0,4
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,8,4,8,4,12
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,88,2,88,2,90
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,8,4,8,4,12
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,1,1,1,2
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,7,3,7,3,10
PAZÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,5,0,5,0,5
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,4,0,4,4
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,2,5,2,5,7
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,80,0,80,0,80
PRESTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,3,2,3,2,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,10,0,10,0,10
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,16,5,16,5,21
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,6,0,6,0,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,6,1,6,1,7
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,2,0,2,2
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,11,0,11,0,11
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,28,2,28,2,30
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,2,11,2,11,13
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,26,0,26,0,26
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,4,0,4,0,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,21,8,21,8,29
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,2,0,2,0,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,11,2,11,2,13
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,12,1,12,1,13
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,18,0,18,18
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,13,5,13,5,18
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,5,0,5,5
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,2,5,2,5,7
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,15,6,15,6,21
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,3,5,3,5,8
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,15,0,15,0,15
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,389,77,389,77,466
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,14,0,14,0,14
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,2,0,2,0,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,1,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,10,0,10,0,10
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,2,2,2,2,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,65,40,65,40,105
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,171,17,171,17,188
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,2,7,2,7,9
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,3,3,3,3,6
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,2,1,2,3
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,6,0,6,0,6
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,32,6,32,6,38
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,36,13,36,13,49
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,3,72,3,72,75
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,14,2,14,2,16
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,4,0,4,4
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,14,0,14,0,14
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,27,8,27,8,35
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,43,6,43,6,49
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,8,4,8,4,12
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,4,1,4,1,5
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,24,0,24,0,24
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,22,2,22,2,24
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,70,14,70,14,84
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,1,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,5,0,5,5
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,4,0,4,0,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,0,1,0,1
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,10,0,10,0,10
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,1,0,1,1
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,11,8,11,8,19
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,14,3,14,3,17
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,0,1,0,1
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,14,2,14,2,16
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,2,3,2,3,5
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,2,1,2,3
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,0,1,0,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,14,16,14,16,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,3,0,3,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,16,0,16,0,16
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,6,0,6,6
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,2,1,2,1,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,5,19,5,19,24
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,2,1,2,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,245,0,245,0,245
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,2,0,2,2
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,1,0,1,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,12,0,12,12
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,34,24,34,24,58
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,4,4,4,4,8
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,304,61,304,61,365
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,3,2,3,2,5
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,42,3,42,3,45
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,3,0,3,3
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,9,4,9,4,13
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,6,1,6,1,7
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,18,1,18,1,19
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,3,4,3,4,7
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,43,0,43,0,43
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,2,1,2,1,3
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,4,1,4,1,5
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,3,2,3,2,5
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,2,0,2,0,2
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,3,8,3,8,11
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,17,0,17,0,17
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,44,2,44,2,46
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,45,11,45,11,56
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,0,1,0,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,7,3,7,3,10
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,2,1,2,3
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,156,13,156,13,169
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,11,2,11,2,13
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,4,1,4,1,5
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,2,0,2,0,2
PAZÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,3,0,3,0,3
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,55,0,55,0,55
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,21,0,21,0,21
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,24,5,24,5,29
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,3,2,3,2,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,0,1,0,1
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,22,12,22,12,34
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,27,7,27,7,34
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,9,0,9,0,9
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,49,0,49,0,49
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,11,5,11,5,16
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,6,1,6,1,7
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,2,0,2,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,51,6,51,6,57
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,14,11,14,11,25
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,26,3,26,3,29
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,5,5,5,5,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,6,0,6,0,6
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,8,1,8,9
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,11,4,11,4,15
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,19,51,19,51,70
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,2,5,2,5,7
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,16,4,16,4,20
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,2,1,2,1,3
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,24,8,24,8,32
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,419,22,419,22,441
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,2,0,2,0,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,3,0,3,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,2,1,2,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,2,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,7,0,7,0,7
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,61,11,61,11,72
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,2,0,2,0,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,160,29,160,29,189
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,7,1,7,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,2,0,2,0,2
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,1,0,1,1
TRIGAL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,10,0,10,10
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,30,12,30,12,42
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,36,0,36,0,36
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,0,2,0,2,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,14,7,14,7,21
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,22,0,22,0,22
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,4,5,4,5,9
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,48,9,48,9,57
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,25,26,25,26,51
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,20,0,20,0,20
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,14,0,14,0,14
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,70,23,70,23,93
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,5,6,5,6,11
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,3,0,3,0,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-10-01,1,2,1,2,3
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,7,2,7,2,9
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,0,2,0,2,2
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,2,1,2,1,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,0,1,0,1
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,3,20,3,20,23
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,13,0,13,0,13
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,10,5,10,5,15
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,2,9,2,9,11
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,4,7,4,7,11
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,0,9,0,9,9
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,0,1,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,2,0,2,0,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,0,1,0,1
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,3,1,3,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,1,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,26,15,26,15,41
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,6,1,6,7
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,200,0,200,0,200
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,2,1,2,1,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,2,0,2,0,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,0,6,0,6,6
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,42,36,42,36,78
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,10,1,10,1,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,236,20,236,20,256
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,6,1,6,1,7
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,51,7,51,7,58
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,3,2,3,2,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,6,0,6,0,6
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,2,1,2,1,3
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,0,4,0,4,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,18,36,18,36,54
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,0,4,0,4,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,0,1,0,1
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,2,0,2,0,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,4,10,4,10,14
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-11-01,1,0,1,0,1
