municipality,group,variable,month,Pentavalentes 2da dosis -DENTRO,TOTAL DENTRO,Pentavalentes 2da dosis -FUERA,TOTAL FUERA
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,6,6,7,7
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,46,46,3,3
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,26,26,4,4
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,90,90,24,24
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,2,2,0,0
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,26,26,4,4
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,3,3,8,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,16,16,5,5
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,8,8,6,6
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,55,55,25,25
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,1,1,0,0
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,19,19,6,6
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,33,33,44,44
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,26,26,10,10
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,8,8,8,8
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,2,2,1,1
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,26,26,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,9,9,17,17
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,0,0,9,9
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,1,1,5,5
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,2,2,1,1
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,19,19,0,0
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,5,5,4,4
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,32,32,0,0
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,2276,2276,130,130
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,13,13,3,3
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,20,20,14,14
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,1,1,6,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,6,6,10,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,3,3,0,0
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,7,7,2,2
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,2,2,2,2
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,3,3,7,7
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,5,5,7,7
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,6,6,29,29
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,0,0,2,2
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,41,41,14,14
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,4,4,7,7
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,6,6,5,5
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,3,3,10,10
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,365,365,53,53
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,1,1,0,0
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,11,11,3,3
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,3,3,8,8
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,10,10,9,9
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,19,19,11,11
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,15,15,14,14
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,1,1,4,4
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,18,18,3,3
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,275,275,22,22
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,20,20,21,21
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,2,2,6,6
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,10,10,16,16
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,5,5,22,22
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,8,8,9,9
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,69,69,0,0
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,51,51,17,17
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,1,1,1,1
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,2,2,2,2
TODOS SANTOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,0,0,1,1
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,8,8,3,3
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,2,2,2,2
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,7,7,4,4
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,9,9,9,9
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,7,7,14,14
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,11,11,2,2
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,1,1,2,2
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,0,0,2,2
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,195,195,9,9
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,38,38,20,20
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,3,3,2,2
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,0,0,5,5
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,7,7,32,32
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,13,13,11,11
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,7,7,3,3
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,11,11,7,7
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,23,23,4,4
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,49,49,20,20
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,3,3,0,0
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,45,45,14,14
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,0,0,3,3
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,3,3,7,7
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,8,8,12,12
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,90,90,23,23
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,12,12,16,16
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,67,67,13,13
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,36,36,4,4
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,6,6,10,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,0,0,1,1
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,80,80,17,17
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,0,0,13,13
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,96,96,14,14
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,6,6,4,4
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,2,2,1,1
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,69,69,21,21
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,1,1,3,3
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,5,5,4,4
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,3,3,2,2
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-01-01,8,8,9,9
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,5,5,15,15
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,20,20,61,61
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,3,3,28,28
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,18,18,27,27
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,4,4,9,9
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,1,1,1,1
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,0,0,11,11
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,0,0,6,6
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,2,2,3,3
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,4,4,7,7
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,8,8,24,24
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,0,0,8,8
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,6,6,15,15
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,6,6,4,4
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,11,11,15,15
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,79,79,12,12
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,14,14,14,14
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,0,0,8,8
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,2,2,11,11
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,1,1,9,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,21,21,35,35
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,12,12,27,27
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,15,15,10,10
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,9,9,5,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,0,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,0,0,6,6
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,0,0,1,1
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,15,15,1,1
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,20,20,31,31
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,3,3,2,2
BOLPEBRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,0,0,5,5
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,4,4,10,10
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,10,10,10,10
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,23,23,6,6
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,0,0,8,8
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,2,2,10,10
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,17,17,4,4
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,4,4,4,4
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,4,4,10,10
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,17,17,25,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,2,2,1,1
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,29,29,21,21
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2006-02-01,21,21,16,16
