municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,35,35,5,5
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,7,7,3,3
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,0,0,10,10
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,16,16,16,16
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,440,440,19,19
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,2,2,3,3
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,19,19,1,1
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,1,1,10,10
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,20,20,2,2
TAHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,0,0,1,1
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,26,26,17,17
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,26,26,28,28
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,0,0,4,4
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,18,18,0,0
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,342,342,4,4
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,15,15,11,11
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,0,0,4,4
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,3,3,18,18
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,20,20,44,44
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,14,14,7,7
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,97,97,0,0
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,63,63,11,11
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,1,1,2,2
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,2,2,0,0
TODOS SANTOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,0,0,2,2
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,2,2,5,5
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,1,1,3,3
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,1,1,17,17
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,16,16,8,8
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,13,13,18,18
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,19,19,3,3
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,2,2,4,4
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,0,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,283,283,0,0
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,50,50,15,15
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,2,2,1,1
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,0,0,5,5
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,18,18,24,24
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,7,7,4,4
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,8,8,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,21,21,3,3
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,1,1,25,25
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,23,23,0,0
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,61,61,10,10
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,59,59,2,2
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,0,0,6,6
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,3,3,4,4
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,6,6,3,3
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,92,92,16,16
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,7,7,11,11
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,70,70,11,11
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,82,82,8,8
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,2,2,7,7
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,70,70,2,2
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,0,0,13,13
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,115,115,2,2
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,10,10,3,3
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,0,0,1,1
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,74,74,6,6
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,2,2,3,3
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,10,10,4,4
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,0,0,5,5
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-01-01,6,6,9,9
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,15,15
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,37,37,88,88
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,7,7,23,23
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,27,27,17,17
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,1,1
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,2,2
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,36,36
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,5,5
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,5,5,0,0
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,9,9,8,8
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,13,13,29,29
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,12,12
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,14,14,7,7
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,3,3
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,17,17,20,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,68,68,5,5
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,14,14,8,8
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,11,11
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,28,28
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,4,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,33,33,28,28
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,23,23,13,13
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,17,17,9,9
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,6,6,0,0
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,1,1
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,35,35,1,1
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,15,15,29,29
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,15,15
BOLPEBRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,2,2
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,12,12
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,13,13,4,4
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,18,18,20,20
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,35,35
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,7,7
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,7,7,2,2
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,3,3
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,5,5,15,15
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,21,21,9,9
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,2,2
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,24,24,52,52
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,20,20,6,6
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,7,7,17,17
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,22,22,15,15
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,66,66,50,50
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,6,6,7,7
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,6,6,11,11
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,6,6
CHACARILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,3,3
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,21,21,30,30
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,8,8
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,26,26,51,51
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,7,7,10,10
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,19,19,11,11
CHOQUE COTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,16,16,12,12
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,23,23
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,23,23,7,7
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,95,95,0,0
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1201,1201,6,6
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,48,48,0,0
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,16,16,10,10
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,1,1
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,26,26,7,7
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,11,11,1,1
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,14,14,89,89
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,11,11
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,5,5,30,30
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,3,3
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,28,28,6,6
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,24,24,0,0
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,19,19,9,9
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,18,18,3,3
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,6,6,9,9
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,9,9,12,12
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,2,2
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,13,13,42,42
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,71,71,3,3
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,20,20,4,4
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,3,3
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,8,8
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,20,20,8,8
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,7,7
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,1,1
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,5,5
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1263,1263,5,5
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,3,3
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,2,2
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,6,6,18,18
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,66,66,1,1
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,2,2
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,18,18,8,8
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,32,32,5,5
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,3,3
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,6,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,10,10,11,11
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,4,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,24,24,12,12
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,18,18
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,16,16,5,5
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,11,11
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,88,88,6,6
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,5,5,27,27
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,8,8,7,7
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,2,2
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,31,31,9,9
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,5,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,4,4,3,3
ICHOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,5,5
ICLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,7,7,9,9
INCAHUASI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,26,26,37,37
INGAVI (HUMAITA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,4,4
INQUISIVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,5,5,24,24
