,group,variable,month,L 17.1 BCG,L 17.1 BCG,TOTALES
UNCIA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,41,7,48
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,10,1,11
URUBICHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,10,0,10
UYUNI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,46,2,48
VACAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,2,21,23
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,31,0,31
VIACHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,99,5,104
VILA VILA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,2,0,2
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,21,3,24
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,85,2,87
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,1,3,4
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,1,1,2
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,4,5,9
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,174,16,190
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,8,6,14
VILLAZON,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,64,2,66
VINTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,122,0,122
VITICHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,4,5,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,0,2,2
WARNES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,152,11,163
YACO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,0,13,13
YACUIBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,193,1,194
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,4,0,4
YANACACHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,3,0,3
YAPACANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,84,10,94
YOCALLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,7,1,8
YOTALA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,7,0,7
YUNCHARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,1,4,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-01-01,13,7,20
ACACIO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,4,7,11
ACHACACHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,54,23,77
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,7,6,13
AIQUILE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,32,2,34
ALALAY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,6,7
ALCALA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,0,2
ALTO BENI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,14,0,14
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,6,13,19
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,1,1
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,1,3
ANZALDO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,9,5,14
APOLO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,18,12,30
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,6,7,13
ARANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,12,0,12
ARBIETO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,12,5,17
ARQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,16,7,23
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,55,0,55
ATOCHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,17,0,17
AUCAPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,7,9
AYATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,8,11
AYO AYO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,18,20
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,19,13,32
AZURDUY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,10,2,12
BATALLAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,16,9,25
BAURES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,9,0,9
BELEN DE URMIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,47,1,48
BETANZOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,33,5,38
BOLIVAR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,11,11
BOLPEBRA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,4,4
BUENA VISTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,7,3,10
CABEZAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,22,11,33
CAIROMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,8,5,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,12,0,12
CAJUATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,10,2,12
CALACOTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,3,3
CALAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,11,16,27
CAMARGO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,19,6,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,4,1,5
CAMIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,83,1,84
CAPINOTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,17,0,17
CAQUIAVIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,1,2
CARACOLLO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,23,4,27
CARANAVI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,93,26,119
CARAPARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,9,12,21
CARIPUYO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,14,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,7,7
CHACARILLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,66,17,83
CHAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,4,4
CHARAGUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,26,34,60
CHAYANTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,11,10,21
CHIMORE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,17,10,27
CHIPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,25,7,32
CHUMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,6,6,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,4,17,21
CKOCHAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,8,20,28
CLIZA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,34,6,40
COBIJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,124,0,124
COCAPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,7,33,40
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1328,254,1582
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,75,0,75
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,9,1,10
COLLANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,3,4
COLOMI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,18,11,29
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,3,5
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,14,28,42
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,15,17
COLQUIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,24,25
COMANCHE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,0,1
COMARAPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,33,4,37
COMBAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,3,3
CONCEPCION,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,49,2,51
COPACABANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,8,12,20
CORIPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,12,7,19
CORO CORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,8,8
COROICO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,10,1,11
CORQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,3,4
COTAGAITA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,18,20
COTOCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,143,4,147
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,30,3,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,1,1
CUEVO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,2,4
CULPINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,11,8,19
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,6,3,9
CURVA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,9,9
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,8,9
EL ALTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1645,22,1667
EL CHORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,9,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,17,0,17
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,5,14,19
EL TORNO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,79,0,79
EL VILLAR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,1,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,22,10,32
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,39,3,42
ESCOMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,7,2,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,1,2
EXALTACION,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,3,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,14,7,21
FILADELFIA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,8,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,13,7,20
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,19,21
GUANAY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,9,7,16
GUAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,8,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,103,3,106
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,9,17,26
HUACARETA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,7,4,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,3,4
HUANUNI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,44,0,44
HUARACAJE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,0,3
HUARINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,4,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,2,3
ICHOCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,3,3
ICLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,9,12
INCAHUASI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,5,5,10
INQUISIVI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,5,10,15
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,7,10,17
IXIAMAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,11,3,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,7,12,19
LA ASUNTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,62,14,76
LA GUARDIA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,105,4,109
LA PAZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1690,5,1695
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,0,3
LAJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,7,14,21
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,4,3,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,38,54,92
LLICA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,7,1,8
LORETO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,5,6
LURIBAY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,4,7,11
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,0,3
MACHARETI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,6,9
MAGDALENA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,14,12,26
MAIRANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,23,0,23
MALLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,1,2
MAPIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,13,0,13
MECAPACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,6,9
MINEROS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,38,0,38
MIZQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,45,8,53
MOCOMOCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,5,18,23
MOJOCOYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,5,4,9
MONTEAGUDO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,48,2,50
MONTERO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,318,0,318
MORO MORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,1,2
MOROCHATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,7,1,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,0,1
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,0,1
OCURI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,9,13,22
OKINAWA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,11,1,12
OMEREQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,8,11
ORURO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,620,2,622
PADCAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,8,3,11
PADILLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,21,2,23
PAILON,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,37,65,102
PALCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,3,5
PALOS BLANCOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,28,14,42
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,3,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,6,0,6
PAPEL PAMPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,4,4
PASORAPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,36,4,40
PAZÑA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,9,10
PELECHUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,12,4,16
POCOATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,11,42,53
POCONA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,4,7,11
POJO (CBBA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,15,4,19
POOPO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,4,2,6
PORCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,19,5,24
POROMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,7,6,13
PORONGO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,7,10
PORTACHUELO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,43,0,43
PORVENIR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,7,2,9
POTOSI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,324,9,333
PRESTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,5,6
PUCARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,27,24,51
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,6,14,20
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,23,26
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,5,1,6
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,6,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,28,6,34
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,11,8,19
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,35,2,37
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,110,4,114
PUNA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,15,10,25
PUNATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,73,0,73
QUIABAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,16,16
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,151,0,151
QUIME,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,16,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,7,10,17
REYES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,21,4,25
RIBERALTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,263,1,264
ROBORE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,40,0,40
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,21,9,30
SACABA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,233,3,236
SACABAMBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,1,1
SACACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,16,20,36
SAIPINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,3,4
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,10,8,18
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,11,3,14
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,7,8
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,2,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,13,16
SAN BENITO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,4,8,12
SAN BORJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,79,16,95
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,18,16,34
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,49,7,56
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,64,16,80
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,139,10,149
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,1,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,37,0,37
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,29,0,29
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,12,0,12
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,82,16,98
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,4,2,6
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,12,2,14
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,23,21,44
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,21,4,25
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,16,1,17
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,1,4
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,17,2,19
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,23,21,44
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,5,6
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,2,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,6,0,6
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,6,11,17
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,9,1,10
SANTA ANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,31,0,31
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,4252,103,4355
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,10,8,18
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,11,2,13
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,0,4,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,10,3,13
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,12,15
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,3,1,4
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,4,5,9
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-02-01,1,4,5
