,group,variable,month,L 17.3 PENTAVALENTE 2DA. DOSIS,L 17.3 PENTAVALENTE 2DA. DOSIS,TOTALES
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,9,3,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,2,8,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,9,0,9
SANTA ANA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,30,0,30
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,2462,52,2514
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,14,7,21
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,38,2,40
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,2,1,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,7,3,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,6,10,16
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,4,4,8
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,4,3,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,8,4,12
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,4,6,10
SENA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,6,0,6
SHINAOTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,44,4,48
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,18,18,36
SICAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,4,1,5
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,76,2,78
SOPACHUY,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,10,7,17
SORACACHI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,16,7,23
SORATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,18,10,28
SUCRE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,501,14,515
TACACHI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,9,1,10
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,9,4,13
TACOPAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,10,7,17
TAHUA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,28,16,44
TARABUCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,4,5,9
TARACO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,3,4,7
TARATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,11,0,11
TARIJA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,377,5,382
TARVITA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,13,11,24
TEOPONTE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,11,15,26
TIAWANACU,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,12,10,22
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,32,13,45
TIPUANI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,22,3,25
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,112,6,118
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,28,15,43
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,2,0,2
TOCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,3,2,5
TOLATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,11,0,11
TOLEDO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,4,0,4
TOMAVE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,7,9,16
TOMINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,7,16,23
TORO TORO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,8,0,8
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,25,2,27
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,6,3,9
TRIGAL,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,228,4,232
TUPIZA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,93,7,100
TURCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,4,0,4
UMALA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,2,9,11
UNCIA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,19,3,22
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,21,2,23
URUBICHA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,2,4,6
UYUNI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,39,1,40
VACAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,2,9,11
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,21,2,23
VIACHA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,124,9,133
VILA VILA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,3,6,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,15,6,21
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,56,11,67
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,0,10,10
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,8,2,10
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,9,12,21
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,161,12,173
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,16,1,17
VILLAZON,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,74,6,80
VINTO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,98,0,98
VITICHI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,5,2,7
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,3,1,4
WARNES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,178,9,187
YACO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,4,7,11
YACUIBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,120,2,122
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,9,1,10
YANACACHI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,11,1,12
YAPACANI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,86,7,93
YOCALLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,8,5,13
YOTALA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,8,2,10
YUNCHARA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,2,7,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-01-01,5,2,7
ACACIO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,5,3,8
ACHACACHI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,57,18,75
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,9,6,15
AIQUILE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,39,12,51
ALALAY,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,0,1,1
ALCALA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,3,2,5
ALTO BENI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,17,3,20
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,10,6,16
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,4,2,6
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,3,1,4
ANZALDO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,8,2,10
APOLO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,22,12,34
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,3,4,7
ARANI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,19,4,23
ARBIETO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,16,8,24
ARQUE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,15,6,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,51,1,52
ATOCHA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,19,5,24
AUCAPATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,3,0,3
AYATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,3,17,20
AYO AYO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,13,3,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,35,19,54
AZURDUY,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,13,8,21
BATALLAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,15,9,24
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,1,4,5
BELLA FLOR,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,0,4,4
BERMEJO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,49,4,53
BETANZOS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,26,18,44
BOLIVAR,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,9,12,21
BOYUIBE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,9,1,10
BUENA VISTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,16,14,30
CABEZAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,26,10,36
CAIROMA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,9,5,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,7,6,13
CAJUATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,10,2,12
CALACOTO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,0,5,5
CALAMARCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,13,16,29
CAMARGO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,18,8,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,4,1,5
CAMIRI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,48,5,53
CAPINOTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,41,1,42
CAQUIAVIRI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,6,6,12
CARACOLLO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,20,13,33
CARANAVI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,72,24,96
CARAPARI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,17,7,24
CARIPUYO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,2,13,15
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,3,5,8
CATACORA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,31,11,42
CHAQUI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,5,3,8
CHARAGUA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,5,24,29
CHARAÑA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,18,16,34
CHIMORE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,29,16,45
CHIPAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,18,11,29
CHUMA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,16,13,29
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,6,4,10
CKOCHAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,16,16,32
CLIZA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,25,5,30
COBIJA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,88,10,98
COCAPATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,10,31,41
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,1345,8,1353
COIPASA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,78,5,83
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,12,2,14
COLOMI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,39,8,47
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,18,0,18
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,22,30,52
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,13,0,13
COLQUIRI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,13,24,37
COMANCHE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,5,0,5
COMARAPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,24,9,33
COMBAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,2,6,8
CONCEPCION,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,30,5,35
COPACABANA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,8,15,23
CORIPATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,26,6,32
CORO CORO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,14,4,18
COROICO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,18,6,24
CORQUE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,4,3,7
COTAGAITA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,20,13,33
COTOCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,107,11,118
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,29,8,37
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,1,0,1
CUEVO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,2,0,2
CULPINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,19,9,28
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,4,1,5
CURVA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,0,3,3
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,1,0,1
EL ALTO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,1391,69,1460
EL CHORO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,6,5,11
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,26,2,28
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,11,1,12
EL TORNO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,94,1,95
EL VILLAR,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,3,3,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,22,8,30
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,49,14,63
ESCARA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,3,4,7
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,7,2,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,0,3,3
EXALTACION,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,2,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,20,2,22
FILADELFIA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,4,6,10
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,26,6,32
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,7,8,15
GUANAY,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,12,10,22
GUAQUI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,3,6,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,99,5,104
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,24,5,29
HUACARETA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,6,10,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,45,1,46
HUARACAJE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,10,1,11
HUARINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,6,2,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,1,0,1
HUMANATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,2,3,5
ICHOCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,0,4,4
ICLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,4,8,12
INCAHUASI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,13,2,15
INQUISIVI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,7,5,12
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,11,6,17
IXIAMAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,17,2,19
JESUS DE MACHACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-02-01,7,2,9
