,group,variable,month,L 17.9 ANTIROTAVIRICA 2RA. DOSIS,L 17.9 ANTIROTAVIRICA 2RA. DOSIS,TOTALES
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,1,1,2
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,32,0,32
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,19,20,39
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,4,2,6
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,5,5,10
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,9,2,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,2,8,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,9,0,9
SANTA ANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,24,0,24
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,2168,36,2204
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,9,7,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,36,2,38
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,1,1,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,7,3,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,6,11,17
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,4,4,8
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,4,3,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,10,6,16
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,3,6,9
SENA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,4,0,4
SHINAOTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,41,2,43
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,9,14,23
SICAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,4,1,5
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,74,1,75
SOPACHUY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,8,8,16
SORACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,15,7,22
SORATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,17,8,25
SUCRE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,483,13,496
TACACOMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,5,2,7
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,9,4,13
TACOPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,9,7,16
TAHUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,29,17,46
TARABUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,8,5,13
TARACO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,1,1,2
TARATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,11,0,11
TARIJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,361,4,365
TARVITA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,13,11,24
TEOPONTE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,3,8,11
TIAWANACU,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,12,10,22
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,31,10,41
TIPUANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,22,3,25
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,115,6,121
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,28,14,42
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,2,0,2
TOCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,3,2,5
TOLATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,11,0,11
TOLEDO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,4,0,4
TOMAVE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,6,8,14
TOMINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,7,15,22
TORO TORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,8,2,10
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,21,3,24
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,6,3,9
TRIGAL,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,234,4,238
TUPIZA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,80,7,87
TURCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,4,0,4
UMALA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,1,12,13
UNCIA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,19,3,22
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,18,2,20
URUBICHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,1,4,5
UYUNI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,33,1,34
VACAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,1,17,18
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,21,2,23
VIACHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,122,9,131
VILA VILA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,3,6,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,15,6,21
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,56,12,68
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,0,10,10
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,8,2,10
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,9,12,21
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,162,10,172
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,16,1,17
VILLAZON,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,72,5,77
VINTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,91,0,91
VITICHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,5,2,7
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,3,1,4
WARNES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,175,8,183
YACO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,4,7,11
YACUIBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,111,2,113
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,8,1,9
YANACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,11,1,12
YAPACANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,88,5,93
YOCALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,6,4,10
YOTALA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,8,2,10
YUNCHARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,2,7,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-01-01,5,2,7
ACACIO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,3,3,6
ACHACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,53,17,70
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,9,5,14
AIQUILE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,39,12,51
ALALAY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,0,1,1
ALCALA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,3,2,5
ALTO BENI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,17,0,17
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,10,3,13
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,4,5,9
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,3,1,4
ANZALDO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,8,2,10
APOLO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,21,10,31
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,5,6,11
ARANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,19,3,22
ARBIETO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,15,8,23
ARQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,14,6,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,51,1,52
ATOCHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,15,0,15
AUCAPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,3,0,3
AYATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,3,17,20
AYO AYO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,13,6,19
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,33,19,52
AZURDUY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,13,8,21
BATALLAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,15,7,22
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,1,4,5
BELLA FLOR,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,0,6,6
BERMEJO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,49,4,53
BETANZOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,25,18,43
BOLIVAR,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,9,12,21
BOYUIBE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,9,1,10
BUENA VISTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,15,14,29
CABEZAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,27,11,38
CAIROMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,9,5,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,7,6,13
CAJUATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,9,0,9
CALACOTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,1,4,5
CALAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,15,14,29
CAMARGO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,17,7,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,4,1,5
CAMIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,46,4,50
CAPINOTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,43,1,44
CAQUIAVIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,6,7,13
CARACOLLO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,20,12,32
CARANAVI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,73,31,104
CARAPARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,18,8,26
CARIPUYO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,2,13,15
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,3,5,8
CATACORA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,30,13,43
CHAQUI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,4,3,7
CHARAGUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,3,19,22
CHARAÑA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,18,15,33
CHIMORE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,30,13,43
CHIPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,16,5,21
CHUMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,16,13,29
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,4,3,7
CKOCHAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,16,13,29
CLIZA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,25,6,31
COBIJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,86,12,98
COCAPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,8,27,35
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,1297,5,1302
COIPASA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,77,2,79
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,10,2,12
COLOMI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,35,5,40
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,17,0,17
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,20,24,44
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,13,0,13
COLQUIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,13,24,37
COMANCHE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,5,0,5
COMARAPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,25,8,33
COMBAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,2,4,6
CONCEPCION,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,35,5,40
COPACABANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,8,14,22
CORIPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,23,6,29
CORO CORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,12,2,14
COROICO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,18,6,24
CORQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,4,3,7
COTAGAITA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,19,13,32
COTOCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,89,10,99
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,27,8,35
CUEVO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,1,0,1
CULPINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,16,7,23
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,4,1,5
CURVA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,0,3,3
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,1,0,1
EL ALTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,1275,31,1306
EL CHORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,5,5,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,19,2,21
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,6,1,7
EL TORNO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,98,3,101
EL VILLAR,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,2,3,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,21,7,28
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,50,13,63
ESCOMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,6,2,8
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,7,2,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,0,3,3
EXALTACION,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,3,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,21,2,23
FILADELFIA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,4,6,10
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,20,1,21
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,7,8,15
GUANAY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,12,8,20
GUAQUI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,3,6,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,79,3,82
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,20,5,25
HUACARETA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,6,10,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,43,0,43
HUARACAJE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,10,0,10
HUARINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,6,2,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,1,0,1
HUMANATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,1,3,4
ICHOCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,0,3,3
ICLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,4,9,13
INCAHUASI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-02-01,13,2,15
