,group,variable,month,L 17.8 ANTIROTAVIRICA 1RA. DOSIS,L 17.8 ANTIROTAVIRICA 1RA. DOSIS,TOTALES
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,22,7,29
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,1,3,4
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,19,0,19
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,32,21,53
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,2,0,2
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,4,4,8
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,1,5,6
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,6,3,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,7,5,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,19,0,19
SANTA ANA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,27,0,27
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,2555,40,2595
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,24,4,28
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,26,2,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,1,3,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,8,4,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,4,9,13
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,2,0,2
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,8,2,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,1,1,2
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,5,5,10
SENA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,10,0,10
SHINAOTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,48,4,52
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,15,17,32
SICAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,1,3,4
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,88,5,93
SOPACHUY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,6,7,13
SORACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,11,5,16
SORATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,17,7,24
SUCRE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,464,10,474
TACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,11,4,15
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,10,5,15
TACOPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,16,4,20
TAHUA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,24,26,50
TARABUCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,13,20,33
TARACO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,3,3,6
TARATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,19,1,20
TARIJA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,331,7,338
TARVITA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,16,14,30
TEOPONTE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,20,9,29
TIAWANACU,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,16,7,23
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,41,6,47
TIPUANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,22,3,25
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,107,24,131
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,23,8,31
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,1,0,1
TOCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,6,5,11
TOLATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,15,0,15
TOLEDO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,3,1,4
TOMAVE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,6,10,16
TOMINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,10,4,14
TORO TORO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,8,5,13
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,26,3,29
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,4,3,7
TRIGAL,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,254,1,255
TUPIZA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,95,10,105
TURCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,4,0,4
UMALA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,5,9,14
UNCIA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,26,9,35
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,19,5,24
URUBICHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,5,5,10
UYUNI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,38,2,40
VACAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,6,10,16
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,24,7,31
VIACHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,136,11,147
VILA VILA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,5,3,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,21,12,33
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,53,0,53
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,0,3,3
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,13,1,14
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,16,10,26
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,156,19,175
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,19,2,21
VILLAZON,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,57,6,63
VINTO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,121,0,121
VITICHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,3,1,4
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,2,0,2
WARNES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,149,14,163
YACO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,7,8,15
YACUIBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,114,1,115
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,4,1,5
YANACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,7,1,8
YAPACANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,87,3,90
YOCALLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,10,2,12
YOTALA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,11,4,15
YUNCHARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,2,10,12
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-01-01,4,6,10
ACACIO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,4,10,14
ACHACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,35,25,60
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,12,10,22
AIQUILE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,39,13,52
ALALAY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,2,3,5
ALCALA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,6,0,6
ALTO BENI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,17,0,17
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,7,6,13
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,2,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,5,1,6
ANZALDO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,9,3,12
APOLO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,18,14,32
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,1,5,6
ARANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,14,1,15
ARBIETO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,12,5,17
ARQUE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,17,4,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,49,0,49
ATOCHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,20,8,28
AUCAPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,1,1,2
AYATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,4,8,12
AYO AYO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,10,3,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,34,25,59
AZURDUY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,10,12,22
BATALLAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,12,5,17
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,0,4,4
BERMEJO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,47,2,49
BETANZOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,28,12,40
BOLIVAR,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,12,9,21
BOLPEBRA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,1,1,2
BOYUIBE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,6,2,8
BUENA VISTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,11,8,19
CABEZAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,42,7,49
CAIROMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,9,4,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,4,8,12
CAJUATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,9,1,10
CALACOTO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,3,5,8
CALAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,15,7,22
CAMARGO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,20,1,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,64,5,69
CAPINOTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,44,0,44
CAQUIAVIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,4,8,12
CARACOLLO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,21,9,30
CARANAVI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,60,30,90
CARAPARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,16,9,25
CARIPUYO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,4,11,15
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,2,4,6
CHACARILLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,44,13,57
CHAQUI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,5,0,5
CHARAGUA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,10,11,21
CHARAÑA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,11,14,25
CHIMORE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,37,6,43
CHIPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,6,0,6
CHOQUE COTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,18,7,25
CHUMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,8,8,16
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,7,0,7
CKOCHAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,13,15,28
CLIZA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,31,5,36
COBIJA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,100,10,110
COCAPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,15,24,39
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,1323,5,1328
COIPASA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,78,0,78
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,19,1,20
COLLANA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,2,0,2
COLOMI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,29,7,36
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,14,1,15
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,19,35,54
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,9,0,9
COLQUIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,19,28,47
COMANCHE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,3,1,4
COMARAPA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,34,11,45
COMBAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,1,5,6
CONCEPCION,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,40,7,47
COPACABANA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,6,13,19
CORIPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,22,4,26
CORO CORO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,4,5,9
COROICO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,12,4,16
CORQUE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,7,1,8
COTAGAITA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,18,15,33
COTOCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,99,6,105
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,23,7,30
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,4,0,4
CUEVO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,9,4,13
CULPINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,25,7,32
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,5,0,5
CURVA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,0,6,6
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,3,2,5
EL ALTO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,1392,17,1409
EL CHORO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,2,2,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,29,2,31
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,7,1,8
EL TORNO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,83,2,85
EL VILLAR,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,4,1,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,29,14,43
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,51,13,64
ESCOMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,4,2,6
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,6,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,1,2,3
EXALTACION,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,1,1,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,17,1,18
FILADELFIA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,4,2,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,30,4,34
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,4,14,18
GUANAY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,16,10,26
GUAQUI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,4,3,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,96,10,106
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,15,11,26
HUACARETA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,7,4,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,1,1,2
HUANUNI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-02-01,49,0,49
