,group,variable,month,L 23.2 N° DE TBP BAAR (+) NUEVOS CANTIDAD,L 23.2 N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
SAN JULIAN,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,3,1,4
SAN LUCAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,6,0,6
SAN MATIAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
SAN RAMON BENI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,91,65,156
SANTA ROSA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
SANTIVAÑES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,1,2
SHINAOTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,3,1,4
SICA SICA (VILLA AROMA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
SIPE SIPE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,2,3
SORATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,3,0,3
SUCRE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,3,2,5
TARATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
TARIJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,5,8,13
TEOPONTE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,3,1,4
TOCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
TRINIDAD,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,4,2,6
TUPIZA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,2,1,3
VIACHA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
VILLA MONTES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,4,1,5
VILLA TUNARI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,6,4,10
VILLAZON,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,2,3
VINTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,2,2
VITICHI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
WARNES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,5,3,8
YACUIBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,4,3,7
YAPACANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,3,5,8
ACHACACHI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,4,0,4
ACHOCALLA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
AIQUILE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
ALTO BENI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
APOLO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,2,3
AUCAPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
BERMEJO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,2,3
BUENA VISTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
CABEZAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
CALAMARCA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,0,2
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
CAMIRI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
CARANAVI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,9,4,13
CHALLAPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
CHAYANTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
CHIMORE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,2,3
CLIZA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
COBIJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,3,1,4
COCHABAMBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,11,5,16
COLCAPIRHUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
"COLCHA ""K""",tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,1,2
COLQUECHACA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
CORIPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,1,3
COROICO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,1,3
COTOCA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,4,4,8
CUATRO CAÑADAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,2,2
CULPINA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,0,2
EL ALTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,23,5,28
EL TORNO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,6,0,6
ENTRE RIOS TRJ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,4,1,5
GENERAL SAAVEDRA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,1,2
GUANAY,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,4,6
HUANUNI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
INCAHUASI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,1,3
LA ASUNTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,1,2
LA GUARDIA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,3,5
LA PAZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,34,15,49
LAS CARRERAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
LICOMA PAMPA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
LLALLAGUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,0,2
MAIRANA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
MECAPACA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
MONTERO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,6,1,7
MOROCHATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
OCURI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
OKINAWA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,5,0,5
ORURO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,4,2,6
PADILLA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
PAILON,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,2,2
PALOS BLANCOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,4,0,4
POCONA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
PORCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
POROMA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
PORONGO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
POTOSI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,4,5,9
PRESTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
PUCARANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,3,3
PUERTO VILLARROEL,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,3,3,6
QUILLACOLLO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,5,5,10
RIBERALTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,5,3,8
RURRENABAQUE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
SACABA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,5,1,6
SACACA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
SAIPINA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
SAN BENITO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,2,3
SAN BORJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,4,0,4
SAN BUENA VENTURA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
SAN JOAQUIN,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
SAN JULIAN,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,3,1,4
SAN LORENZO(TJA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
SAN LUCAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,0,2
SAN PEDRO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,1,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,73,46,119
SANTA ROSA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
SHINAOTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
SICA SICA (VILLA AROMA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
SIPE SIPE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
SOPACHUY,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
SORATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,0,2
SUCRE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,9,4,13
TACOBAMBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
TAPACARI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
TARABUCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
TARIJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,3,2,5
TEOPONTE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,0,2
TIPUANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,2,3
TIQUIPAYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,2,4
TIRAQUE (CBBA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
TRINIDAD,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,3,2,5
UNCIA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,0,2
URUBICHA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
UYUNI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
VIACHA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,5,0,5
VILLA CHARCAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
VILLA MONTES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,5,1,6
VILLA TUNARI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,3,4,7
VINTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,2,1,3
VITICHI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
WARNES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,4,2,6
YACUIBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,4,3,7
YANACACHI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
YAPACANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,3,5,8
YOCALLA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
YUNCHARA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,0,1,1
ZUDAÑEZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-11-01,1,0,1
ALTO BENI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
ARAMPAMPA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,2,3
AUCAPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,3,0,3
BERMEJO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,5,0,5
BUENA VISTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
CABEZAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,3,0,3
"CAIZA ""D""",tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
CAJUATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
CALAMARCA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
CAMIRI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
CAPINOTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,5,2,7
CARANAVI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,3,0,3
CHALLAPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
CHARAGUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
CHIMORE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
CLIZA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
COBIJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,3,2,5
COCHABAMBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,19,5,24
COLCAPIRHUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
COMARAPA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
COMBAYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
COPACABANA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
CORIPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
COROICO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
CURVA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
EL ALTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,19,12,31
EL PUENTE(STC),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,3,3
EL TORNO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,4,3,7
ENTRE RIOS TRJ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
ESCOMA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,4,3,7
HUANUNI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
HUMANATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
LA ASUNTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,2,2,4
LA GUARDIA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,2,1,3
LA PAZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,31,12,43
LLALLAGUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
LURIBAY,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
MINEROS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
MIZQUE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
MONTERO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,6,5,11
OCURI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
OKINAWA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
ORURO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,2,2,4
PADCAYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,3,0,3
PAILON,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,2,0,2
PALCA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,2,3
PALOS BLANCOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,3,0,3
POCOATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
PORONGO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,2,1,3
PORTACHUELO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
PORVENIR,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
POTOSI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,9,3,12
PRESTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
PUCARANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
PUERTO GONZALO MORENO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,3,4,7
PUNATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,3,3,6
QUIME,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
RIBERALTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
ROBORE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
SACABA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,6,0,6
SACACA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
SAN BENITO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
SAN BORJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
SAN IGNACIO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
SAN JULIAN,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,3,4
SAN LORENZO(TJA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
SAN LUCAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,2,0,2
SAN PEDRO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
SANTA ANA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,52,52,104
SENA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
SHINAOTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,1,2
SICA SICA (VILLA AROMA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
SOPACHUY,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,2,0,2
SORATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
SUCRE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,3,2,5
TARIJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,3,1,4
TIPUANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,3,1,4
TRINIDAD,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
VIACHA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,2,0,2
VILLA CHARCAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,0,1,1
VILLA MONTES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,2,0,2
VILLA SERRANO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,8,4,12
VILLAZON,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,1,0,1
WARNES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,2,4,6
YACUIBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,7,4,11
YAPACANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-12-01,3,3,6
