municipality,group,variable,month,Nº de comunidades que participaron en el CAI de sector,TOTAL
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,11,11
SAN PEDRO DE QUEMES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,5,5
SANTA ANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,3,3
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,7,7
SANTA ROSA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
SANTIAGO DE CALLAPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,6,6
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,3,3
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,17,17
SICAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,20,20
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,12,12
TACOBAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,7,7
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,8,8
TARACO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,3,3
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,7,7
TARVITA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,9,9
TINGUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,4,4
TIPUANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,4,4
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,13,13
TOCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
TOLATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,7,7
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,21,21
TRINIDAD,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
TURCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,2,2
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,6,6
UYUNI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,6,6
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,20,20
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,2,2
VILLA MONTES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,4,4
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,3,3
VILLA SERRANO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,8,8
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,13,13
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,23,23
WALDO BALLIVIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,4,4
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,9,9
YACUIBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,6,6
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,40,40
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,19,19
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,29,29
ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,23,23
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,13,13
APOLO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,10,10
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,13,13
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,6,6
BERMEJO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,16,16
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,49,49
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,3,3
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,15,15
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,50,50
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,3,3
CARACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,19,19
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,34,34
CARAPARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,6,6
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,27,27
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,3,3
CHUMA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
CLIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
COBIJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,10,10
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,4,4
COLCAPIRHUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,5,5
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,7,7
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,8,8
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,3,3
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,8,8
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,6,6
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,61,61
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,8,8
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,4,4
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,9,9
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,11,11
HUACARETA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,7,7
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,15,15
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,7,7
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,79,79
LAGUNILLAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,10,10
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,3,3
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,3,3
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,5,5
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,10,10
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,10,10
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,3,3
OCURI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,52,52
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,3,3
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,5,5
PAILON,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,5,5
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
PAPEL PAMPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,13,13
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,8,8
POCONA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
POJO (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,7,7
PORCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,14,14
POSTRER VALLE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,15,15
PUERTO GONZALO MORENO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,12,12
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
PUERTO SILES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,4,4
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,90,90
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,17,17
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,82,82
REYES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,5,5
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,23,23
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,7,7
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,12,12
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,34,34
SAN ANDRES DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,5,5
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,7,7
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,5,5
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,20,20
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,36,36
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,47,47
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,49,49
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,8,8
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,3,3
SAN RAFAEL,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,10,10
SAN RAMON,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,3,3
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,198,198
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,6,6
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,6,6
SICAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,8,8
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,5,5
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,13,13
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,6,6
TINGUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,14,14
TIQUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,13,13
TOCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
TRINIDAD,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,4,4
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,9,9
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,7,7
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
UYUNI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,2,2
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,21,21
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,16,16
VILLA NUEVA (LOMA ALTA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,4,4
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,5,5
VILLA SERRANO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,12,12
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
VILLAZON,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,3,3
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,12,12
WALDO BALLIVIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,3,3
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,10,10
YAMPARAEZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,23,23
YANACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-10-01,1,1
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,22,22
ALCALA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,18,18
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,29,29
ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,9,9
ANTEQUERA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,9,9
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,5,5
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,8,8
ATOCHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,6,6
AUCAPATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,14,14
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,3,3
BELEN DE URMIRI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,3,3
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,9,9
BOLPEBRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,13,13
CALACOTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,5,5
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,5,5
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,5,5
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,5,5
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,12,12
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,4,4
CHUMA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
CLIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
COLCAPIRHUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,4,4
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,18,18
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,14,14
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,6,6
CORIPATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,9,9
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,8,8
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
CUEVO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
CULPINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,6,6
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,46,46
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,19,19
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,7,7
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,35,35
HUACARETA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,3,3
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,87,87
LAGUNILLAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,25,25
LAS CARRERAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,8,8
LICOMA PAMPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,4,4
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,5,5
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,5,5
MOJOCOYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,11,11
MONTEAGUDO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,9,9
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,15,15
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,4,4
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
PAPEL PAMPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,10,10
POJO (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,7,7
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,82,82
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,10,10
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,3,3
POSTRER VALLE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,11,11
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,102,102
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,7,7
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,3,3
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,8,8
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,6,6
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,13,13
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,23,23
SAIPINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,4,4
SAN JAVIER(BNI),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,4,4
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,26,26
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,19,19
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,10,10
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,6,6
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,6,6
SAN PEDRO DE QUEMES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,15,15
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,15,15
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,12,12
SANTIAGO DE CALLAPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,7,7
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,4,4
SENA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,3,3
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,3,3
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,8,8
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,18,18
TACOBAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,28,28
TACOPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,32,32
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,6,6
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,10,10
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,17,17
TINGUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,14,14
TIQUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,12,12
TOCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
TOLATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
TOMINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,25,25
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,26,26
TRINIDAD,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,2,2
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,5,5
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,17,17
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-11-01,1,1
