municipality,group,variable,month,Acciones preventivas,TOTAL
MIZQUE,atenciones odontologicas,acciones preventivas,2008-02-01,49,49
MOCOMOCO,atenciones odontologicas,acciones preventivas,2008-02-01,106,106
MONTEAGUDO,atenciones odontologicas,acciones preventivas,2008-02-01,201,201
MONTERO,atenciones odontologicas,acciones preventivas,2008-02-01,230,230
MORO MORO,atenciones odontologicas,acciones preventivas,2008-02-01,21,21
MOROCHATA,atenciones odontologicas,acciones preventivas,2008-02-01,94,94
OCURI,atenciones odontologicas,acciones preventivas,2008-02-01,1,1
OKINAWA,atenciones odontologicas,acciones preventivas,2008-02-01,12,12
OMEREQUE,atenciones odontologicas,acciones preventivas,2008-02-01,15,15
ORURO,atenciones odontologicas,acciones preventivas,2008-02-01,1535,1535
PADCAYA,atenciones odontologicas,acciones preventivas,2008-02-01,60,60
PADILLA,atenciones odontologicas,acciones preventivas,2008-02-01,110,110
PALCA,atenciones odontologicas,acciones preventivas,2008-02-01,102,102
PALOS BLANCOS,atenciones odontologicas,acciones preventivas,2008-02-01,103,103
PAMPA AULLAGAS,atenciones odontologicas,acciones preventivas,2008-02-01,3,3
PAPEL PAMPA,atenciones odontologicas,acciones preventivas,2008-02-01,3,3
PASORAPA,atenciones odontologicas,acciones preventivas,2008-02-01,13,13
PATACAMAYA,atenciones odontologicas,acciones preventivas,2008-02-01,26,26
PAZÑA,atenciones odontologicas,acciones preventivas,2008-02-01,49,49
PELECHUCO,atenciones odontologicas,acciones preventivas,2008-02-01,64,64
POCOATA,atenciones odontologicas,acciones preventivas,2008-02-01,46,46
POCONA,atenciones odontologicas,acciones preventivas,2008-02-01,10,10
POOPO,atenciones odontologicas,acciones preventivas,2008-02-01,11,11
PORCO,atenciones odontologicas,acciones preventivas,2008-02-01,17,17
POROMA,atenciones odontologicas,acciones preventivas,2008-02-01,5,5
PORONGO,atenciones odontologicas,acciones preventivas,2008-02-01,116,116
PORTACHUELO,atenciones odontologicas,acciones preventivas,2008-02-01,16,16
PORVENIR,atenciones odontologicas,acciones preventivas,2008-02-01,44,44
POSTRER VALLE,atenciones odontologicas,acciones preventivas,2008-02-01,4,4
POTOSI,atenciones odontologicas,acciones preventivas,2008-02-01,650,650
PUCARA,atenciones odontologicas,acciones preventivas,2008-02-01,29,29
PUCARANI,atenciones odontologicas,acciones preventivas,2008-02-01,9,9
PUERTO ACOSTA,atenciones odontologicas,acciones preventivas,2008-02-01,209,209
PUERTO GONZALO MORENO,atenciones odontologicas,acciones preventivas,2008-02-01,9,9
PUERTO QUIJARRO,atenciones odontologicas,acciones preventivas,2008-02-01,505,505
PUERTO RICO,atenciones odontologicas,acciones preventivas,2008-02-01,70,70
PUERTO SUAREZ,atenciones odontologicas,acciones preventivas,2008-02-01,26,26
PUERTO VILLARROEL,atenciones odontologicas,acciones preventivas,2008-02-01,59,59
PUNA,atenciones odontologicas,acciones preventivas,2008-02-01,59,59
PUNATA,atenciones odontologicas,acciones preventivas,2008-02-01,303,303
QUIABAYA,atenciones odontologicas,acciones preventivas,2008-02-01,56,56
QUILLACOLLO,atenciones odontologicas,acciones preventivas,2008-02-01,931,931
QUIME,atenciones odontologicas,acciones preventivas,2008-02-01,288,288
QUIRUSILLAS,atenciones odontologicas,acciones preventivas,2008-02-01,21,21
REYES,atenciones odontologicas,acciones preventivas,2008-02-01,12,12
RIBERALTA,atenciones odontologicas,acciones preventivas,2008-02-01,265,265
ROBORE,atenciones odontologicas,acciones preventivas,2008-02-01,57,57
RURRENABAQUE,atenciones odontologicas,acciones preventivas,2008-02-01,13,13
SABAYA,atenciones odontologicas,acciones preventivas,2008-02-01,9,9
SACABA,atenciones odontologicas,acciones preventivas,2008-02-01,452,452
SACABAMBA,atenciones odontologicas,acciones preventivas,2008-02-01,15,15
SACACA,atenciones odontologicas,acciones preventivas,2008-02-01,98,98
SAIPINA,atenciones odontologicas,acciones preventivas,2008-02-01,169,169
SALINAS DE GARCI MENDOZA,atenciones odontologicas,acciones preventivas,2008-02-01,126,126
SAMAIPATA,atenciones odontologicas,acciones preventivas,2008-02-01,65,65
SAN AGUSTIN,atenciones odontologicas,acciones preventivas,2008-02-01,2,2
SAN ANDRES,atenciones odontologicas,acciones preventivas,2008-02-01,172,172
SAN ANDRES DE MACHACA,atenciones odontologicas,acciones preventivas,2008-02-01,9,9
SAN ANTONIO DE LOMERIO,atenciones odontologicas,acciones preventivas,2008-02-01,12,12
SAN BENITO,atenciones odontologicas,acciones preventivas,2008-02-01,138,138
SAN BORJA,atenciones odontologicas,acciones preventivas,2008-02-01,12,12
SAN BUENA VENTURA,atenciones odontologicas,acciones preventivas,2008-02-01,250,250
SAN CARLOS,atenciones odontologicas,acciones preventivas,2008-02-01,25,25
SAN IGNACIO,atenciones odontologicas,acciones preventivas,2008-02-01,21,21
SAN IGNACIO DE VELASCO,atenciones odontologicas,acciones preventivas,2008-02-01,297,297
SAN JAVIER(STC),atenciones odontologicas,acciones preventivas,2008-02-01,331,331
SAN JOAQUIN,atenciones odontologicas,acciones preventivas,2008-02-01,157,157
SAN JUAN DE YAPACANI,atenciones odontologicas,acciones preventivas,2008-02-01,37,37
SAN JULIAN,atenciones odontologicas,acciones preventivas,2008-02-01,3,3
SAN LORENZO(TJA),atenciones odontologicas,acciones preventivas,2008-02-01,142,142
SAN LUCAS,atenciones odontologicas,acciones preventivas,2008-02-01,113,113
SAN MATIAS,atenciones odontologicas,acciones preventivas,2008-02-01,17,17
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,acciones preventivas,2008-02-01,26,26
SAN PEDRO DE CURAHUARA,atenciones odontologicas,acciones preventivas,2008-02-01,37,37
SAN PEDRO DE TIQUINA,atenciones odontologicas,acciones preventivas,2008-02-01,4,4
SAN RAFAEL,atenciones odontologicas,acciones preventivas,2008-02-01,57,57
SAN RAMON,atenciones odontologicas,acciones preventivas,2008-02-01,18,18
SANTA ANA,atenciones odontologicas,acciones preventivas,2008-02-01,297,297
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,acciones preventivas,2008-02-01,5882,5882
SANTA ROSA,atenciones odontologicas,acciones preventivas,2008-02-01,47,47
SANTA ROSA DEL SARA,atenciones odontologicas,acciones preventivas,2008-02-01,162,162
SANTIAGO DE HUARI,atenciones odontologicas,acciones preventivas,2008-02-01,133,133
SANTIAGO DE MACHACA,atenciones odontologicas,acciones preventivas,2008-02-01,4,4
SANTIVAÑES,atenciones odontologicas,acciones preventivas,2008-02-01,10,10
SANTUARIO DE QUILLACAS,atenciones odontologicas,acciones preventivas,2008-02-01,29,29
SAPAHAQUI,atenciones odontologicas,acciones preventivas,2008-02-01,89,89
SENA,atenciones odontologicas,acciones preventivas,2008-02-01,92,92
SICA SICA (VILLA AROMA),atenciones odontologicas,acciones preventivas,2008-02-01,239,239
SIPE SIPE,atenciones odontologicas,acciones preventivas,2008-02-01,206,206
SOPACHUY,atenciones odontologicas,acciones preventivas,2008-02-01,100,100
SORACACHI,atenciones odontologicas,acciones preventivas,2008-02-01,4,4
SORATA,atenciones odontologicas,acciones preventivas,2008-02-01,72,72
SUCRE,atenciones odontologicas,acciones preventivas,2008-02-01,917,917
TACACOMA,atenciones odontologicas,acciones preventivas,2008-02-01,88,88
TACOPAYA,atenciones odontologicas,acciones preventivas,2008-02-01,4,4
TAPACARI,atenciones odontologicas,acciones preventivas,2008-02-01,17,17
TARABUCO,atenciones odontologicas,acciones preventivas,2008-02-01,1014,1014
TARACO,atenciones odontologicas,acciones preventivas,2008-02-01,1,1
TARATA,atenciones odontologicas,acciones preventivas,2008-02-01,37,37
TARIJA,atenciones odontologicas,acciones preventivas,2008-02-01,461,461
TARVITA,atenciones odontologicas,acciones preventivas,2008-02-01,187,187
TEOPONTE,atenciones odontologicas,acciones preventivas,2008-02-01,31,31
TINGUIPAYA,atenciones odontologicas,acciones preventivas,2008-02-01,68,68
TIPUANI,atenciones odontologicas,acciones preventivas,2008-02-01,2,2
TIQUIPAYA,atenciones odontologicas,acciones preventivas,2008-02-01,318,318
TIRAQUE (CBBA),atenciones odontologicas,acciones preventivas,2008-02-01,181,181
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,acciones preventivas,2008-02-01,8,8
TOCO,atenciones odontologicas,acciones preventivas,2008-02-01,85,85
TOLATA,atenciones odontologicas,acciones preventivas,2008-02-01,140,140
TOLEDO,atenciones odontologicas,acciones preventivas,2008-02-01,6,6
TOMAVE,atenciones odontologicas,acciones preventivas,2008-02-01,21,21
TOMINA,atenciones odontologicas,acciones preventivas,2008-02-01,329,329
TORO TORO,atenciones odontologicas,acciones preventivas,2008-02-01,4,4
TOTORA(CBBA),atenciones odontologicas,acciones preventivas,2008-02-01,107,107
TRIGAL,atenciones odontologicas,acciones preventivas,2008-02-01,4,4
TRINIDAD,atenciones odontologicas,acciones preventivas,2008-02-01,1220,1220
TUPIZA,atenciones odontologicas,acciones preventivas,2008-02-01,21,21
TURCO,atenciones odontologicas,acciones preventivas,2008-02-01,30,30
UMALA,atenciones odontologicas,acciones preventivas,2008-02-01,133,133
UNCIA,atenciones odontologicas,acciones preventivas,2008-02-01,28,28
URIONDO (A. CONCEPCION),atenciones odontologicas,acciones preventivas,2008-02-01,79,79
URUBICHA,atenciones odontologicas,acciones preventivas,2008-02-01,10,10
UYUNI,atenciones odontologicas,acciones preventivas,2008-02-01,16,16
VACAS,atenciones odontologicas,acciones preventivas,2008-02-01,190,190
VALLEGRANDE,atenciones odontologicas,acciones preventivas,2008-02-01,367,367
VIACHA,atenciones odontologicas,acciones preventivas,2008-02-01,612,612
VILLA MONTES,atenciones odontologicas,acciones preventivas,2008-02-01,43,43
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,acciones preventivas,2008-02-01,16,16
VILLA RIVERO,atenciones odontologicas,acciones preventivas,2008-02-01,37,37
VILLA SERRANO,atenciones odontologicas,acciones preventivas,2008-02-01,113,113
VILLA TUNARI,atenciones odontologicas,acciones preventivas,2008-02-01,136,136
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,acciones preventivas,2008-02-01,210,210
VILLAZON,atenciones odontologicas,acciones preventivas,2008-02-01,208,208
VINTO,atenciones odontologicas,acciones preventivas,2008-02-01,16,16
WARNES,atenciones odontologicas,acciones preventivas,2008-02-01,102,102
YACUIBA,atenciones odontologicas,acciones preventivas,2008-02-01,245,245
YAMPARAEZ,atenciones odontologicas,acciones preventivas,2008-02-01,259,259
YANACACHI,atenciones odontologicas,acciones preventivas,2008-02-01,3,3
YAPACANI,atenciones odontologicas,acciones preventivas,2008-02-01,39,39
YOCALLA,atenciones odontologicas,acciones preventivas,2008-02-01,80,80
YOTALA,atenciones odontologicas,acciones preventivas,2008-02-01,204,204
YUNCHARA,atenciones odontologicas,acciones preventivas,2008-02-01,24,24
ZUDAÑEZ,atenciones odontologicas,acciones preventivas,2008-02-01,239,239
ACACIO,atenciones odontologicas,acciones preventivas,2008-03-01,13,13
ACHACACHI,atenciones odontologicas,acciones preventivas,2008-03-01,1474,1474
ACHOCALLA,atenciones odontologicas,acciones preventivas,2008-03-01,311,311
AIQUILE,atenciones odontologicas,acciones preventivas,2008-03-01,13,13
ALALAY,atenciones odontologicas,acciones preventivas,2008-03-01,254,254
ALCALA,atenciones odontologicas,acciones preventivas,2008-03-01,129,129
ANCORAIMES,atenciones odontologicas,acciones preventivas,2008-03-01,108,108
ANDAMARCA,atenciones odontologicas,acciones preventivas,2008-03-01,19,19
ANTEQUERA,atenciones odontologicas,acciones preventivas,2008-03-01,5,5
ANZALDO,atenciones odontologicas,acciones preventivas,2008-03-01,184,184
APOLO,atenciones odontologicas,acciones preventivas,2008-03-01,4,4
ARAMPAMPA,atenciones odontologicas,acciones preventivas,2008-03-01,4,4
ARANI,atenciones odontologicas,acciones preventivas,2008-03-01,150,150
ARBIETO,atenciones odontologicas,acciones preventivas,2008-03-01,5,5
ARQUE,atenciones odontologicas,acciones preventivas,2008-03-01,144,144
ASCENCION DE GUARAYOS,atenciones odontologicas,acciones preventivas,2008-03-01,183,183
ATOCHA,atenciones odontologicas,acciones preventivas,2008-03-01,108,108
AYATA,atenciones odontologicas,acciones preventivas,2008-03-01,38,38
AYO AYO,atenciones odontologicas,acciones preventivas,2008-03-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,acciones preventivas,2008-03-01,164,164
AZURDUY,atenciones odontologicas,acciones preventivas,2008-03-01,52,52
BATALLAS,atenciones odontologicas,acciones preventivas,2008-03-01,36,36
BAURES,atenciones odontologicas,acciones preventivas,2008-03-01,4,4
BELEN DE URMIRI,atenciones odontologicas,acciones preventivas,2008-03-01,8,8
BERMEJO,atenciones odontologicas,acciones preventivas,2008-03-01,126,126
BETANZOS,atenciones odontologicas,acciones preventivas,2008-03-01,36,36
BOLIVAR,atenciones odontologicas,acciones preventivas,2008-03-01,22,22
BOLPEBRA,atenciones odontologicas,acciones preventivas,2008-03-01,40,40
BOYUIBE,atenciones odontologicas,acciones preventivas,2008-03-01,11,11
CABEZAS,atenciones odontologicas,acciones preventivas,2008-03-01,1020,1020
CAIROMA,atenciones odontologicas,acciones preventivas,2008-03-01,206,206
"CAIZA ""D""",atenciones odontologicas,acciones preventivas,2008-03-01,8,8
CAJUATA,atenciones odontologicas,acciones preventivas,2008-03-01,314,314
CALACOTO,atenciones odontologicas,acciones preventivas,2008-03-01,17,17
CALAMARCA,atenciones odontologicas,acciones preventivas,2008-03-01,437,437
CAMARGO,atenciones odontologicas,acciones preventivas,2008-03-01,218,218
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,acciones preventivas,2008-03-01,69,69
CAMIRI,atenciones odontologicas,acciones preventivas,2008-03-01,301,301
CAPINOTA,atenciones odontologicas,acciones preventivas,2008-03-01,144,144
CAQUIAVIRI,atenciones odontologicas,acciones preventivas,2008-03-01,5,5
CARACOLLO,atenciones odontologicas,acciones preventivas,2008-03-01,87,87
CARANAVI,atenciones odontologicas,acciones preventivas,2008-03-01,163,163
CARAPARI,atenciones odontologicas,acciones preventivas,2008-03-01,94,94
CHALLAPATA,atenciones odontologicas,acciones preventivas,2008-03-01,174,174
CHAQUI,atenciones odontologicas,acciones preventivas,2008-03-01,8,8
CHARAGUA,atenciones odontologicas,acciones preventivas,2008-03-01,410,410
CHAYANTA,atenciones odontologicas,acciones preventivas,2008-03-01,38,38
CHIMORE,atenciones odontologicas,acciones preventivas,2008-03-01,51,51
CHOQUE COTA,atenciones odontologicas,acciones preventivas,2008-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,acciones preventivas,2008-03-01,172,172
CHUMA,atenciones odontologicas,acciones preventivas,2008-03-01,9,9
CLIZA,atenciones odontologicas,acciones preventivas,2008-03-01,712,712
COBIJA,atenciones odontologicas,acciones preventivas,2008-03-01,612,612
COCHABAMBA,atenciones odontologicas,acciones preventivas,2008-03-01,11338,11338
COLCAPIRHUA,atenciones odontologicas,acciones preventivas,2008-03-01,137,137
"COLCHA ""K""",atenciones odontologicas,acciones preventivas,2008-03-01,25,25
COLLANA,atenciones odontologicas,acciones preventivas,2008-03-01,2,2
COLOMI,atenciones odontologicas,acciones preventivas,2008-03-01,41,41
COLPA BELGICA,atenciones odontologicas,acciones preventivas,2008-03-01,184,184
COLQUECHACA,atenciones odontologicas,acciones preventivas,2008-03-01,19,19
COLQUENCHA,atenciones odontologicas,acciones preventivas,2008-03-01,5,5
COLQUIRI,atenciones odontologicas,acciones preventivas,2008-03-01,230,230
COMANCHE,atenciones odontologicas,acciones preventivas,2008-03-01,18,18
COMARAPA,atenciones odontologicas,acciones preventivas,2008-03-01,218,218
COMBAYA,atenciones odontologicas,acciones preventivas,2008-03-01,5,5
CONCEPCION,atenciones odontologicas,acciones preventivas,2008-03-01,39,39
COPACABANA,atenciones odontologicas,acciones preventivas,2008-03-01,9,9
CORIPATA,atenciones odontologicas,acciones preventivas,2008-03-01,21,21
CORO CORO,atenciones odontologicas,acciones preventivas,2008-03-01,13,13
COROICO,atenciones odontologicas,acciones preventivas,2008-03-01,87,87
CORQUE,atenciones odontologicas,acciones preventivas,2008-03-01,43,43
COTAGAITA,atenciones odontologicas,acciones preventivas,2008-03-01,14,14
COTOCA,atenciones odontologicas,acciones preventivas,2008-03-01,20,20
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,acciones preventivas,2008-03-01,20,20
CUEVO,atenciones odontologicas,acciones preventivas,2008-03-01,680,680
CULPINA,atenciones odontologicas,acciones preventivas,2008-03-01,30,30
CURAHUARA DE CARANGAS,atenciones odontologicas,acciones preventivas,2008-03-01,11,11
DESAGUADERO,atenciones odontologicas,acciones preventivas,2008-03-01,43,43
EL ALTO,atenciones odontologicas,acciones preventivas,2008-03-01,1796,1796
EL PUENTE(STC),atenciones odontologicas,acciones preventivas,2008-03-01,23,23
EL PUENTE(TJA),atenciones odontologicas,acciones preventivas,2008-03-01,36,36
EL TORNO,atenciones odontologicas,acciones preventivas,2008-03-01,58,58
EL VILLAR,atenciones odontologicas,acciones preventivas,2008-03-01,75,75
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2008-03-01,138,138
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2008-03-01,30,30
EUCALIPTUS,atenciones odontologicas,acciones preventivas,2008-03-01,23,23
FERNANDEZ ALONSO,atenciones odontologicas,acciones preventivas,2008-03-01,22,22
FILADELFIA,atenciones odontologicas,acciones preventivas,2008-03-01,5,5
GENERAL SAAVEDRA,atenciones odontologicas,acciones preventivas,2008-03-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,acciones preventivas,2008-03-01,261,261
GUANAY,atenciones odontologicas,acciones preventivas,2008-03-01,218,218
GUAQUI,atenciones odontologicas,acciones preventivas,2008-03-01,10,10
GUAYARAMERIN,atenciones odontologicas,acciones preventivas,2008-03-01,88,88
GUTIERREZ,atenciones odontologicas,acciones preventivas,2008-03-01,186,186
HUACARETA,atenciones odontologicas,acciones preventivas,2008-03-01,2,2
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,acciones preventivas,2008-03-01,15,15
