municipality,group,variable,month,Actividades Odontológicas en la Comunidad,TOTAL
HUAYLLAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,3,3
ICLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,4,4
INCAHUASI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,10,10
INQUISIVI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,3,3
IRUPANA (VILLA DE LANZA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,81,81
IXIAMAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,2,2
JESUS DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,3,3
LA ASUNTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,6,6
LA PAZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,161,161
LAGUNILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,6,6
LAJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,7,7
LICOMA PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,7,7
MACHACAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,746,746
MACHARETI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,6,6
MAPIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
MECAPACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,9,9
MINEROS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,32,32
MIZQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,5,5
MOCOMOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,17,17
MONTEAGUDO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,16,16
MOROCHATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,9,9
OCURI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,18,18
OMEREQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,8,8
ORURO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,136,136
PADILLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,24,24
PALCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,7,7
PALOS BLANCOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
PAMPA AULLAGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,4,4
PAPEL PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,10,10
PASORAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
PATACAMAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,13,13
PELECHUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
POOPO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,15,15
PORCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
POROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,6,6
PORVENIR,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,3,3
POTOSI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
PRESTO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,2,2
PUCARA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,2,2
PUCARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,11,11
PUERTO ACOSTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
PUERTO GONZALO MORENO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
PUERTO VILLARROEL,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,2,2
PUNA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,9,9
PUNATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,225,225
QUIABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,10,10
QUILLACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,3,3
QUIME,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
RIBERALTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,285,285
RURRENABAQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,2,2
SABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,17,17
SACABA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,30,30
SACABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
SALINAS DE GARCI MENDOZA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,20,20
SAN ANDRES DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,8,8
SAN BENITO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,5,5
SAN BORJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,244,244
SAN BUENA VENTURA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
SAN IGNACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,34,34
SAN IGNACIO DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,55,55
SAN JULIAN,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,15,15
SAN LORENZO(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,23,23
SAN LUCAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,6,6
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,6,6
SAN PEDRO DE TIQUINA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,11,11
SAN RAFAEL,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,2,2
SANTA ROSA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,4,4
SANTIAGO DE HUARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,5,5
SANTIAGO DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
SANTUARIO DE QUILLACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,7,7
SAPAHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,2,2
SICA SICA (VILLA AROMA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,29,29
SIPE SIPE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,2,2
SOPACHUY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,92,92
SORACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,14,14
SORATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,10,10
SUCRE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,13,13
TACACOMA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,24,24
TACOPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,2,2
TAPACARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,19,19
TARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,20,20
TARACO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,10,10
TARATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,127,127
TARIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,215,215
TARVITA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,5,5
TINGUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,19,19
TIQUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,673,673
TIRAQUE (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,278,278
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,5,5
TOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,30,30
TOLATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,120,120
TOLEDO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,12,12
TORO TORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,46,46
TRIGAL,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,4,4
TRINIDAD,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,8,8
TUPIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,36,36
TURCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,16,16
UMALA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,15,15
UNCIA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,25,25
URIONDO (A. CONCEPCION),atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,162,162
VIACHA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,15,15
VILLA MONTES,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,18,18
VILLA RIVERO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,3,3
VILLA TUNARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,8,8
VILLAZON,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
VITICHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,1,1
WALDO BALLIVIAN,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,16,16
YACUIBA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,11,11
YANACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,13,13
YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,17,17
YOTALA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,28,28
YUNCHARA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,5,5
ZUDAÑEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-03-01,8,8
ACACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,100,100
ACHACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,13,13
AIQUILE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,1,1
ALCALA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,6,6
ANCORAIMES,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,11,11
ANDAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,27,27
ANTEQUERA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,32,32
ANZALDO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,30,30
ARQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,1,1
ASCENCION DE GUARAYOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,11,11
ATOCHA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,23,23
AYATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,7,7
AYO AYO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,219,219
AZURDUY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,7,7
BERMEJO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,8,8
BETANZOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,6,6
BOLPEBRA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,12,12
BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,1,1
CAIROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,21,21
"CAIZA ""D""",atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,3,3
CAJUATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,6,6
CALACOTO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,18,18
CALAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,9,9
CAMARGO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,30,30
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,5,5
CAPINOTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,6,6
CAQUIAVIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,7,7
CARACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,10,10
CARANAVI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,16,16
CARAPARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,16,16
CARIPUYO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,34,34
CATACORA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,9,9
CHALLAPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,16,16
CHARAÑA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,5,5
CHAYANTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,48,48
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,1,1
CHUMA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,21,21
CLIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,10,10
COBIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,8,8
COCHABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,427,427
COIPASA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,1,1
COLCAPIRHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,190,190
COLLANA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,7,7
COLQUIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,1,1
COMBAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,3,3
COPACABANA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,3,3
CORIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,8,8
CORO CORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,3,3
CORQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,4,4
COTAGAITA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,122,122
CULPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,6,6
CURAHUARA DE CARANGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,6,6
EL ALTO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-04-01,777,777
