municipality,group,variable,month,Exodoncias,TOTAL
IXIAMAS,atenciones odontologicas,exodoncias,2008-02-01,49,49
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2008-02-01,108,108
LA ASUNTA,atenciones odontologicas,exodoncias,2008-02-01,82,82
LA GUARDIA,atenciones odontologicas,exodoncias,2008-02-01,74,74
LA PAZ,atenciones odontologicas,exodoncias,2008-02-01,2982,2982
LAGUNILLAS,atenciones odontologicas,exodoncias,2008-02-01,23,23
LAJA,atenciones odontologicas,exodoncias,2008-02-01,96,96
LICOMA PAMPA,atenciones odontologicas,exodoncias,2008-02-01,51,51
LLALLAGUA,atenciones odontologicas,exodoncias,2008-02-01,37,37
LLICA,atenciones odontologicas,exodoncias,2008-02-01,38,38
LURIBAY,atenciones odontologicas,exodoncias,2008-02-01,39,39
MACHACAMARCA,atenciones odontologicas,exodoncias,2008-02-01,32,32
MACHARETI,atenciones odontologicas,exodoncias,2008-02-01,22,22
MAGDALENA,atenciones odontologicas,exodoncias,2008-02-01,45,45
MAIRANA,atenciones odontologicas,exodoncias,2008-02-01,3,3
MALLA,atenciones odontologicas,exodoncias,2008-02-01,11,11
MAPIRI,atenciones odontologicas,exodoncias,2008-02-01,89,89
MECAPACA,atenciones odontologicas,exodoncias,2008-02-01,114,114
MINEROS,atenciones odontologicas,exodoncias,2008-02-01,26,26
MIZQUE,atenciones odontologicas,exodoncias,2008-02-01,24,24
MOCOMOCO,atenciones odontologicas,exodoncias,2008-02-01,136,136
MOJOCOYA,atenciones odontologicas,exodoncias,2008-02-01,16,16
MONTEAGUDO,atenciones odontologicas,exodoncias,2008-02-01,53,53
MONTERO,atenciones odontologicas,exodoncias,2008-02-01,171,171
MORO MORO,atenciones odontologicas,exodoncias,2008-02-01,9,9
MOROCHATA,atenciones odontologicas,exodoncias,2008-02-01,81,81
OCURI,atenciones odontologicas,exodoncias,2008-02-01,59,59
OKINAWA,atenciones odontologicas,exodoncias,2008-02-01,26,26
OMEREQUE,atenciones odontologicas,exodoncias,2008-02-01,12,12
ORURO,atenciones odontologicas,exodoncias,2008-02-01,1208,1208
PADCAYA,atenciones odontologicas,exodoncias,2008-02-01,96,96
PADILLA,atenciones odontologicas,exodoncias,2008-02-01,46,46
PAILON,atenciones odontologicas,exodoncias,2008-02-01,104,104
PALCA,atenciones odontologicas,exodoncias,2008-02-01,79,79
PALOS BLANCOS,atenciones odontologicas,exodoncias,2008-02-01,75,75
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2008-02-01,17,17
PAPEL PAMPA,atenciones odontologicas,exodoncias,2008-02-01,1,1
PASORAPA,atenciones odontologicas,exodoncias,2008-02-01,21,21
PATACAMAYA,atenciones odontologicas,exodoncias,2008-02-01,43,43
PAZÑA,atenciones odontologicas,exodoncias,2008-02-01,29,29
PELECHUCO,atenciones odontologicas,exodoncias,2008-02-01,33,33
POCOATA,atenciones odontologicas,exodoncias,2008-02-01,18,18
POCONA,atenciones odontologicas,exodoncias,2008-02-01,5,5
POOPO,atenciones odontologicas,exodoncias,2008-02-01,36,36
PORCO,atenciones odontologicas,exodoncias,2008-02-01,11,11
POROMA,atenciones odontologicas,exodoncias,2008-02-01,20,20
PORONGO,atenciones odontologicas,exodoncias,2008-02-01,41,41
PORTACHUELO,atenciones odontologicas,exodoncias,2008-02-01,32,32
PORVENIR,atenciones odontologicas,exodoncias,2008-02-01,8,8
POSTRER VALLE,atenciones odontologicas,exodoncias,2008-02-01,13,13
POTOSI,atenciones odontologicas,exodoncias,2008-02-01,484,484
PRESTO,atenciones odontologicas,exodoncias,2008-02-01,8,8
PUCARA,atenciones odontologicas,exodoncias,2008-02-01,21,21
PUCARANI,atenciones odontologicas,exodoncias,2008-02-01,181,181
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2008-02-01,154,154
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2008-02-01,89,89
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2008-02-01,2,2
PUERTO PEREZ,atenciones odontologicas,exodoncias,2008-02-01,12,12
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2008-02-01,39,39
PUERTO RICO,atenciones odontologicas,exodoncias,2008-02-01,2,2
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2008-02-01,48,48
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2008-02-01,75,75
PUNA,atenciones odontologicas,exodoncias,2008-02-01,52,52
PUNATA,atenciones odontologicas,exodoncias,2008-02-01,102,102
QUIABAYA,atenciones odontologicas,exodoncias,2008-02-01,41,41
QUILLACOLLO,atenciones odontologicas,exodoncias,2008-02-01,159,159
QUIME,atenciones odontologicas,exodoncias,2008-02-01,214,214
QUIRUSILLAS,atenciones odontologicas,exodoncias,2008-02-01,5,5
RAVELO,atenciones odontologicas,exodoncias,2008-02-01,37,37
REYES,atenciones odontologicas,exodoncias,2008-02-01,80,80
RIBERALTA,atenciones odontologicas,exodoncias,2008-02-01,363,363
ROBORE,atenciones odontologicas,exodoncias,2008-02-01,86,86
RURRENABAQUE,atenciones odontologicas,exodoncias,2008-02-01,83,83
SABAYA,atenciones odontologicas,exodoncias,2008-02-01,9,9
SACABA,atenciones odontologicas,exodoncias,2008-02-01,143,143
SACABAMBA,atenciones odontologicas,exodoncias,2008-02-01,4,4
SACACA,atenciones odontologicas,exodoncias,2008-02-01,16,16
SAIPINA,atenciones odontologicas,exodoncias,2008-02-01,39,39
SALINAS DE GARCI MENDOZA,atenciones odontologicas,exodoncias,2008-02-01,3,3
SAMAIPATA,atenciones odontologicas,exodoncias,2008-02-01,32,32
SAN AGUSTIN,atenciones odontologicas,exodoncias,2008-02-01,9,9
SAN ANDRES,atenciones odontologicas,exodoncias,2008-02-01,20,20
SAN ANDRES DE MACHACA,atenciones odontologicas,exodoncias,2008-02-01,74,74
SAN ANTONIO DE LOMERIO,atenciones odontologicas,exodoncias,2008-02-01,35,35
SAN BENITO,atenciones odontologicas,exodoncias,2008-02-01,22,22
SAN BORJA,atenciones odontologicas,exodoncias,2008-02-01,80,80
SAN BUENA VENTURA,atenciones odontologicas,exodoncias,2008-02-01,59,59
SAN CARLOS,atenciones odontologicas,exodoncias,2008-02-01,24,24
SAN IGNACIO,atenciones odontologicas,exodoncias,2008-02-01,178,178
SAN IGNACIO DE VELASCO,atenciones odontologicas,exodoncias,2008-02-01,149,149
SAN JAVIER(STC),atenciones odontologicas,exodoncias,2008-02-01,33,33
SAN JOAQUIN,atenciones odontologicas,exodoncias,2008-02-01,82,82
SAN JOSE DE CHIQUITOS,atenciones odontologicas,exodoncias,2008-02-01,32,32
SAN JUAN DE YAPACANI,atenciones odontologicas,exodoncias,2008-02-01,29,29
SAN JULIAN,atenciones odontologicas,exodoncias,2008-02-01,39,39
SAN LORENZO(TJA),atenciones odontologicas,exodoncias,2008-02-01,144,144
SAN LUCAS,atenciones odontologicas,exodoncias,2008-02-01,43,43
SAN MATIAS,atenciones odontologicas,exodoncias,2008-02-01,63,63
SAN MIGUEL DE VELASCO,atenciones odontologicas,exodoncias,2008-02-01,50,50
SAN PEDRO,atenciones odontologicas,exodoncias,2008-02-01,28,28
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,exodoncias,2008-02-01,24,24
SAN PEDRO DE CURAHUARA,atenciones odontologicas,exodoncias,2008-02-01,25,25
SAN PEDRO DE TIQUINA,atenciones odontologicas,exodoncias,2008-02-01,34,34
SAN RAFAEL,atenciones odontologicas,exodoncias,2008-02-01,48,48
SAN RAMON,atenciones odontologicas,exodoncias,2008-02-01,3,3
SAN RAMON,atenciones odontologicas,exodoncias,2008-02-01,18,18
SANTA ANA,atenciones odontologicas,exodoncias,2008-02-01,132,132
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,exodoncias,2008-02-01,1833,1833
SANTA ROSA,atenciones odontologicas,exodoncias,2008-02-01,34,34
SANTA ROSA DEL SARA,atenciones odontologicas,exodoncias,2008-02-01,74,74
SANTIAGO DE CALLAPA,atenciones odontologicas,exodoncias,2008-02-01,8,8
SANTIAGO DE HUARI,atenciones odontologicas,exodoncias,2008-02-01,102,102
SANTIAGO DE MACHACA,atenciones odontologicas,exodoncias,2008-02-01,23,23
SANTIVAÑES,atenciones odontologicas,exodoncias,2008-02-01,12,12
SANTUARIO DE QUILLACAS,atenciones odontologicas,exodoncias,2008-02-01,6,6
SAPAHAQUI,atenciones odontologicas,exodoncias,2008-02-01,44,44
SENA,atenciones odontologicas,exodoncias,2008-02-01,7,7
SICA SICA (VILLA AROMA),atenciones odontologicas,exodoncias,2008-02-01,96,96
SICAYA,atenciones odontologicas,exodoncias,2008-02-01,14,14
SIPE SIPE,atenciones odontologicas,exodoncias,2008-02-01,53,53
SOPACHUY,atenciones odontologicas,exodoncias,2008-02-01,169,169
SORACACHI,atenciones odontologicas,exodoncias,2008-02-01,9,9
SORATA,atenciones odontologicas,exodoncias,2008-02-01,208,208
SUCRE,atenciones odontologicas,exodoncias,2008-02-01,884,884
TACACOMA,atenciones odontologicas,exodoncias,2008-02-01,70,70
TACOPAYA,atenciones odontologicas,exodoncias,2008-02-01,10,10
TAPACARI,atenciones odontologicas,exodoncias,2008-02-01,27,27
TARABUCO,atenciones odontologicas,exodoncias,2008-02-01,40,40
TARACO,atenciones odontologicas,exodoncias,2008-02-01,46,46
TARATA,atenciones odontologicas,exodoncias,2008-02-01,11,11
TARIJA,atenciones odontologicas,exodoncias,2008-02-01,713,713
TARVITA,atenciones odontologicas,exodoncias,2008-02-01,39,39
TEOPONTE,atenciones odontologicas,exodoncias,2008-02-01,31,31
TIAWANACU,atenciones odontologicas,exodoncias,2008-02-01,55,55
TINGUIPAYA,atenciones odontologicas,exodoncias,2008-02-01,65,65
TIPUANI,atenciones odontologicas,exodoncias,2008-02-01,7,7
TIQUIPAYA,atenciones odontologicas,exodoncias,2008-02-01,62,62
TIRAQUE (CBBA),atenciones odontologicas,exodoncias,2008-02-01,101,101
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,exodoncias,2008-02-01,12,12
TOCO,atenciones odontologicas,exodoncias,2008-02-01,9,9
TOLATA,atenciones odontologicas,exodoncias,2008-02-01,10,10
TOLEDO,atenciones odontologicas,exodoncias,2008-02-01,17,17
TOMAVE,atenciones odontologicas,exodoncias,2008-02-01,20,20
TOMINA,atenciones odontologicas,exodoncias,2008-02-01,47,47
TORO TORO,atenciones odontologicas,exodoncias,2008-02-01,32,32
TOTORA(CBBA),atenciones odontologicas,exodoncias,2008-02-01,25,25
TOTORA(ORR),atenciones odontologicas,exodoncias,2008-02-01,2,2
TRIGAL,atenciones odontologicas,exodoncias,2008-02-01,18,18
TRINIDAD,atenciones odontologicas,exodoncias,2008-02-01,575,575
TUPIZA,atenciones odontologicas,exodoncias,2008-02-01,94,94
TURCO,atenciones odontologicas,exodoncias,2008-02-01,6,6
UMALA,atenciones odontologicas,exodoncias,2008-02-01,13,13
UNCIA,atenciones odontologicas,exodoncias,2008-02-01,40,40
URIONDO (A. CONCEPCION),atenciones odontologicas,exodoncias,2008-02-01,153,153
URUBICHA,atenciones odontologicas,exodoncias,2008-02-01,15,15
UYUNI,atenciones odontologicas,exodoncias,2008-02-01,98,98
VACAS,atenciones odontologicas,exodoncias,2008-02-01,40,40
VALLEGRANDE,atenciones odontologicas,exodoncias,2008-02-01,60,60
VIACHA,atenciones odontologicas,exodoncias,2008-02-01,138,138
VILLA MONTES,atenciones odontologicas,exodoncias,2008-02-01,351,351
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,exodoncias,2008-02-01,21,21
VILLA RIVERO,atenciones odontologicas,exodoncias,2008-02-01,17,17
VILLA SERRANO,atenciones odontologicas,exodoncias,2008-02-01,11,11
VILLA TUNARI,atenciones odontologicas,exodoncias,2008-02-01,214,214
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,exodoncias,2008-02-01,47,47
VILLAZON,atenciones odontologicas,exodoncias,2008-02-01,172,172
VINTO,atenciones odontologicas,exodoncias,2008-02-01,26,26
VITICHI,atenciones odontologicas,exodoncias,2008-02-01,8,8
WALDO BALLIVIAN,atenciones odontologicas,exodoncias,2008-02-01,11,11
WARNES,atenciones odontologicas,exodoncias,2008-02-01,83,83
YACUIBA,atenciones odontologicas,exodoncias,2008-02-01,213,213
YAMPARAEZ,atenciones odontologicas,exodoncias,2008-02-01,18,18
YANACACHI,atenciones odontologicas,exodoncias,2008-02-01,25,25
YAPACANI,atenciones odontologicas,exodoncias,2008-02-01,109,109
YOCALLA,atenciones odontologicas,exodoncias,2008-02-01,13,13
YOTALA,atenciones odontologicas,exodoncias,2008-02-01,29,29
YUNCHARA,atenciones odontologicas,exodoncias,2008-02-01,56,56
ZUDAÑEZ,atenciones odontologicas,exodoncias,2008-02-01,43,43
ACACIO,atenciones odontologicas,exodoncias,2008-03-01,22,22
ACHACACHI,atenciones odontologicas,exodoncias,2008-03-01,144,144
ACHOCALLA,atenciones odontologicas,exodoncias,2008-03-01,42,42
AIQUILE,atenciones odontologicas,exodoncias,2008-03-01,10,10
ALALAY,atenciones odontologicas,exodoncias,2008-03-01,1,1
ALCALA,atenciones odontologicas,exodoncias,2008-03-01,33,33
ANCORAIMES,atenciones odontologicas,exodoncias,2008-03-01,51,51
ANDAMARCA,atenciones odontologicas,exodoncias,2008-03-01,35,35
ANTEQUERA,atenciones odontologicas,exodoncias,2008-03-01,29,29
ANZALDO,atenciones odontologicas,exodoncias,2008-03-01,25,25
APOLO,atenciones odontologicas,exodoncias,2008-03-01,19,19
ARAMPAMPA,atenciones odontologicas,exodoncias,2008-03-01,4,4
ARANI,atenciones odontologicas,exodoncias,2008-03-01,33,33
ARQUE,atenciones odontologicas,exodoncias,2008-03-01,33,33
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2008-03-01,43,43
ATOCHA,atenciones odontologicas,exodoncias,2008-03-01,185,185
AYATA,atenciones odontologicas,exodoncias,2008-03-01,16,16
AYO AYO,atenciones odontologicas,exodoncias,2008-03-01,39,39
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2008-03-01,76,76
AZURDUY,atenciones odontologicas,exodoncias,2008-03-01,51,51
BATALLAS,atenciones odontologicas,exodoncias,2008-03-01,95,95
BAURES,atenciones odontologicas,exodoncias,2008-03-01,40,40
BELEN DE URMIRI,atenciones odontologicas,exodoncias,2008-03-01,15,15
BERMEJO,atenciones odontologicas,exodoncias,2008-03-01,196,196
BETANZOS,atenciones odontologicas,exodoncias,2008-03-01,84,84
BOLIVAR,atenciones odontologicas,exodoncias,2008-03-01,40,40
BOLPEBRA,atenciones odontologicas,exodoncias,2008-03-01,22,22
BOYUIBE,atenciones odontologicas,exodoncias,2008-03-01,36,36
BUENA VISTA,atenciones odontologicas,exodoncias,2008-03-01,15,15
CABEZAS,atenciones odontologicas,exodoncias,2008-03-01,37,37
CAIROMA,atenciones odontologicas,exodoncias,2008-03-01,118,118
"CAIZA ""D""",atenciones odontologicas,exodoncias,2008-03-01,17,17
CAJUATA,atenciones odontologicas,exodoncias,2008-03-01,26,26
CALACOTO,atenciones odontologicas,exodoncias,2008-03-01,91,91
CALAMARCA,atenciones odontologicas,exodoncias,2008-03-01,53,53
CAMARGO,atenciones odontologicas,exodoncias,2008-03-01,60,60
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2008-03-01,25,25
CAMIRI,atenciones odontologicas,exodoncias,2008-03-01,151,151
CAPINOTA,atenciones odontologicas,exodoncias,2008-03-01,46,46
CAQUIAVIRI,atenciones odontologicas,exodoncias,2008-03-01,24,24
CARACOLLO,atenciones odontologicas,exodoncias,2008-03-01,94,94
CARANAVI,atenciones odontologicas,exodoncias,2008-03-01,102,102
CARAPARI,atenciones odontologicas,exodoncias,2008-03-01,161,161
CARIPUYO,atenciones odontologicas,exodoncias,2008-03-01,13,13
CATACORA,atenciones odontologicas,exodoncias,2008-03-01,4,4
CHALLAPATA,atenciones odontologicas,exodoncias,2008-03-01,116,116
CHAQUI,atenciones odontologicas,exodoncias,2008-03-01,5,5
CHARAGUA,atenciones odontologicas,exodoncias,2008-03-01,191,191
CHARAÑA,atenciones odontologicas,exodoncias,2008-03-01,26,26
CHAYANTA,atenciones odontologicas,exodoncias,2008-03-01,21,21
CHIMORE,atenciones odontologicas,exodoncias,2008-03-01,13,13
CHOQUE COTA,atenciones odontologicas,exodoncias,2008-03-01,7,7
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2008-03-01,28,28
CHUMA,atenciones odontologicas,exodoncias,2008-03-01,128,128
CLIZA,atenciones odontologicas,exodoncias,2008-03-01,7,7
COBIJA,atenciones odontologicas,exodoncias,2008-03-01,133,133
COCHABAMBA,atenciones odontologicas,exodoncias,2008-03-01,1035,1035
COIPASA,atenciones odontologicas,exodoncias,2008-03-01,19,19
COLCAPIRHUA,atenciones odontologicas,exodoncias,2008-03-01,53,53
"COLCHA ""K""",atenciones odontologicas,exodoncias,2008-03-01,32,32
COLLANA,atenciones odontologicas,exodoncias,2008-03-01,7,7
COLOMI,atenciones odontologicas,exodoncias,2008-03-01,16,16
COLPA BELGICA,atenciones odontologicas,exodoncias,2008-03-01,25,25
COLQUECHACA,atenciones odontologicas,exodoncias,2008-03-01,65,65
COLQUENCHA,atenciones odontologicas,exodoncias,2008-03-01,30,30
COLQUIRI,atenciones odontologicas,exodoncias,2008-03-01,86,86
COMANCHE,atenciones odontologicas,exodoncias,2008-03-01,71,71
COMARAPA,atenciones odontologicas,exodoncias,2008-03-01,98,98
COMBAYA,atenciones odontologicas,exodoncias,2008-03-01,9,9
CONCEPCION,atenciones odontologicas,exodoncias,2008-03-01,14,14
COPACABANA,atenciones odontologicas,exodoncias,2008-03-01,55,55
CORIPATA,atenciones odontologicas,exodoncias,2008-03-01,58,58
CORO CORO,atenciones odontologicas,exodoncias,2008-03-01,24,24
COROICO,atenciones odontologicas,exodoncias,2008-03-01,117,117
CORQUE,atenciones odontologicas,exodoncias,2008-03-01,9,9
COTAGAITA,atenciones odontologicas,exodoncias,2008-03-01,25,25
COTOCA,atenciones odontologicas,exodoncias,2008-03-01,62,62
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,exodoncias,2008-03-01,9,9
CUEVO,atenciones odontologicas,exodoncias,2008-03-01,15,15
CULPINA,atenciones odontologicas,exodoncias,2008-03-01,42,42
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2008-03-01,31,31
DESAGUADERO,atenciones odontologicas,exodoncias,2008-03-01,86,86
EL ALTO,atenciones odontologicas,exodoncias,2008-03-01,2788,2788
EL PUENTE(STC),atenciones odontologicas,exodoncias,2008-03-01,37,37
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2008-03-01,147,147
EL TORNO,atenciones odontologicas,exodoncias,2008-03-01,64,64
EL VILLAR,atenciones odontologicas,exodoncias,2008-03-01,7,7
ENTRE RIOS,atenciones odontologicas,exodoncias,2008-03-01,47,47
ENTRE RIOS,atenciones odontologicas,exodoncias,2008-03-01,116,116
EUCALIPTUS,atenciones odontologicas,exodoncias,2008-03-01,20,20
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2008-03-01,35,35
FILADELFIA,atenciones odontologicas,exodoncias,2008-03-01,24,24
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2008-03-01,123,123
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2008-03-01,48,48
GUANAY,atenciones odontologicas,exodoncias,2008-03-01,31,31
GUAQUI,atenciones odontologicas,exodoncias,2008-03-01,53,53
GUAYARAMERIN,atenciones odontologicas,exodoncias,2008-03-01,74,74
GUTIERREZ,atenciones odontologicas,exodoncias,2008-03-01,59,59
HUACARETA,atenciones odontologicas,exodoncias,2008-03-01,25,25
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,exodoncias,2008-03-01,12,12
HUACHACALLA,atenciones odontologicas,exodoncias,2008-03-01,19,19
HUANUNI,atenciones odontologicas,exodoncias,2008-03-01,74,74
HUARACAJE,atenciones odontologicas,exodoncias,2008-03-01,10,10
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2008-03-01,16,16
ICHOCA,atenciones odontologicas,exodoncias,2008-03-01,5,5
ICLA,atenciones odontologicas,exodoncias,2008-03-01,20,20
INCAHUASI,atenciones odontologicas,exodoncias,2008-03-01,37,37
INQUISIVI,atenciones odontologicas,exodoncias,2008-03-01,81,81
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2008-03-01,72,72
IXIAMAS,atenciones odontologicas,exodoncias,2008-03-01,80,80
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2008-03-01,253,253
LA ASUNTA,atenciones odontologicas,exodoncias,2008-03-01,51,51
LA GUARDIA,atenciones odontologicas,exodoncias,2008-03-01,88,88
LA PAZ,atenciones odontologicas,exodoncias,2008-03-01,2736,2736
LAGUNILLAS,atenciones odontologicas,exodoncias,2008-03-01,27,27
LAJA,atenciones odontologicas,exodoncias,2008-03-01,82,82
LICOMA PAMPA,atenciones odontologicas,exodoncias,2008-03-01,55,55
LLALLAGUA,atenciones odontologicas,exodoncias,2008-03-01,107,107
LLICA,atenciones odontologicas,exodoncias,2008-03-01,26,26
LURIBAY,atenciones odontologicas,exodoncias,2008-03-01,8,8
MACHACAMARCA,atenciones odontologicas,exodoncias,2008-03-01,27,27
MACHARETI,atenciones odontologicas,exodoncias,2008-03-01,13,13
MAGDALENA,atenciones odontologicas,exodoncias,2008-03-01,25,25
MAIRANA,atenciones odontologicas,exodoncias,2008-03-01,12,12
MALLA,atenciones odontologicas,exodoncias,2008-03-01,15,15
MAPIRI,atenciones odontologicas,exodoncias,2008-03-01,38,38
MECAPACA,atenciones odontologicas,exodoncias,2008-03-01,300,300
MINEROS,atenciones odontologicas,exodoncias,2008-03-01,15,15
MIZQUE,atenciones odontologicas,exodoncias,2008-03-01,21,21
MOCOMOCO,atenciones odontologicas,exodoncias,2008-03-01,134,134
MOJOCOYA,atenciones odontologicas,exodoncias,2008-03-01,34,34
MONTEAGUDO,atenciones odontologicas,exodoncias,2008-03-01,41,41
MONTERO,atenciones odontologicas,exodoncias,2008-03-01,133,133
MOROCHATA,atenciones odontologicas,exodoncias,2008-03-01,96,96
OCURI,atenciones odontologicas,exodoncias,2008-03-01,62,62
OKINAWA,atenciones odontologicas,exodoncias,2008-03-01,26,26
