municipality,group,variable,month,Niños (as) 6 a 23 meses que reciben Alimento compl,TOTAL
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,224,224
SAN JAVIER(BNI),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,2,2
SAN JAVIER(STC),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,80,80
SAN JOAQUIN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,64,64
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,10,10
SAN JULIAN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,43,43
SAN MATIAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,65,65
SAN PEDRO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,46,46
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,14,14
SANTA ANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,200,200
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,126,126
SANTA ROSA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,20,20
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,103,103
SANTIVAÑES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,5,5
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,52,52
TACOBAMBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,30,30
TAPACARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,489,489
TARABUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,482,482
TARACO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,10,10
TARIJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,25,25
TEOPONTE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,45,45
TINGUIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,20,20
TIPUANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,14,14
TIQUIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,2,2
TIRAQUE (CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,31,31
TODOS SANTOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,2,2
TOLEDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,96,96
TOMAVE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,14,14
TORO TORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,9,9
TOTORA(CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,25,25
TOTORA(ORR),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,34,34
TRINIDAD,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,85,85
TURCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,147,147
URUBICHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,61,61
VACAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,1,1
VIACHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,38,38
VILA VILA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,7,7
VITICHI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,13,13
WARNES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,89,89
YAMPARAEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,164,164
YANACACHI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,2,2
YAPACANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,65,65
YOTALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,109,109
YUNCHARA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,1,1
ZUDAÑEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-02-01,39,39
ACACIO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,133,133
ALCALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,92,92
ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,68,68
ANTEQUERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,32,32
ANZALDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,14,14
ARQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,51,51
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,85,85
BAURES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,54,54
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,15,15
BELEN DE URMIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,4,4
BETANZOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,82,82
BOLIVAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,174,174
BUENA VISTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,28,28
CAJUATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,27,27
CALACOTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,69,69
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,64,64
CAPINOTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,62,62
CARACOLLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,227,227
CARANAVI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,33,33
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,26,26
CHALLAPATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,273,273
CHOQUE COTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,26,26
CHUMA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,124,124
COIPASA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,7,7
COMANCHE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,56,56
COMARAPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,73,73
CONCEPCION,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,19,19
CORIPATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,16,16
CORO CORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,1,1
COROICO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,3,3
CORQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,90,90
COTAGAITA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,54,54
CUATRO CAÑADAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,52,52
CUEVO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,1,1
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,74,74
DESAGUADERO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,10,10
EL ALTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,10,10
EL CHORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,23,23
EL PUENTE(STC),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,60,60
EL PUENTE(TJA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,9,9
EL TORNO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,3,3
EUCALIPTUS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,83,83
EXALTACION,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,21,21
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,35,35
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,27,27
GUAYARAMERIN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,262,262
HUACHACALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,12,12
HUANUNI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,186,186
HUARACAJE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,6,6
HUAYLLAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,64,64
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,3,3
LA ASUNTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,10,10
LA RIVERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,4,4
LLALLAGUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,12,12
LORETO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,14,14
MACHACAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,50,50
MINEROS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,51,51
MIZQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,1,1
MOJOCOYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,1,1
MONTEAGUDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,463,463
MONTERO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,248,248
MOROCHATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,6,6
OCURI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,657,657
OKINAWA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,55,55
ORURO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,2510,2510
PALOS BLANCOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,4,4
PAMPA AULLAGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,42,42
PAZÑA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,89,89
PELECHUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,2,2
POOPO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,1,1
POROMA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,23,23
POTOSI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,160,160
PUERTO QUIJARRO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,38,38
PUERTO SUAREZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,12,12
RIBERALTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,520,520
RURRENABAQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,160,160
SABAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,24,24
SACACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,341,341
SAIPINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,3,3
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,190,190
SAN ANDRES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,17,17
SAN BORJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,482,482
SAN BUENA VENTURA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,13,13
SAN CARLOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,45,45
SAN IGNACIO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,147,147
SAN JAVIER(BNI),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,5,5
SAN JAVIER(STC),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,90,90
SAN JOAQUIN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,48,48
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,34,34
SAN JULIAN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,74,74
SAN MATIAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,135,135
SAN PEDRO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,47,47
SAN RAFAEL,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,114,114
SAN RAMON,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,38,38
SAN RAMON,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,32,32
SANTA ANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,171,171
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,110,110
SANTA ROSA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,17,17
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,132,132
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,4,4
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,45,45
TAPACARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,505,505
TARABUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,553,553
TARIJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,95,95
TEOPONTE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,22,22
TINGUIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,25,25
TIPUANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,2,2
TIQUIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,8,8
TODOS SANTOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,10,10
TOLEDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,97,97
TOTORA(CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,86,86
TOTORA(ORR),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,31,31
TRINIDAD,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,38,38
TURCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,108,108
UMALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,18,18
URUBICHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,30,30
VACAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,7,7
VIACHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,88,88
VILA VILA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,5,5
WARNES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,152,152
YAMPARAEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,266,266
YANACACHI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,6,6
YAPACANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,245,245
YOTALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,170,170
YUNCHARA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,8,8
ZUDAÑEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-03-01,2,2
ACACIO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-04-01,74,74
ALALAY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-04-01,8,8
ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-04-01,76,76
ANTEQUERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-04-01,41,41
ANZALDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-04-01,10,10
APOLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-04-01,1,1
