municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vi,TOTAL
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,23,23
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,8,8
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,23,23
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,15,15
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,22,22
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,57,57
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,90,90
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,4,4
TODOS SANTOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,2,2
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,5,5
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,9,9
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,11,11
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,7,7
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,20,20
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,12,12
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,6,6
TRIGAL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,2,2
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,60,60
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,64,64
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,2,2
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,2,2
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,40,40
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,16,16
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,14,14
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,39,39
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,14,14
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,27,27
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,26,26
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,6,6
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,55,55
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,3,3
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,3,3
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,12,12
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,97,97
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,6,6
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,58,58
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,44,44
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,11,11
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,24,24
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,15,15
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,89,89
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,8,8
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,1,1
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,44,44
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,7,7
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,14,14
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,4,4
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-01-01,14,14
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,9,9
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,48,48
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,14,14
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,33,33
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,7,7
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,13,13
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,6,6
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,7,7
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,40,40
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,8,8
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,3,3
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,11,11
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,20,20
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,41,41
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,18,18
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,6,6
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,11,11
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,37,37
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,20,20
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,12,12
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
BELEN DE ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,2,2
BELEN DE URMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,1,1
BELLA FLOR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,2,2
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,54,54
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,37,37
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,9,9
BOLPEBRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,1,1
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,4,4
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,22,22
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,21,21
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,15,15
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,7,7
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,11,11
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,13,13
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,27,27
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,8,8
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,16,16
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,27,27
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,28,28
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,124,124
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,10,10
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,20,20
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,4,4
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,50,50
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,8,8
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,61,61
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,2,2
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,22,22
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,12,12
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,3,3
CHOQUE COTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,29,29
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,8,8
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,15,15
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,106,106
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,876,876
COIPASA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,38,38
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,13,13
COLLANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,3,3
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,27,27
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,8,8
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,47,47
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,11,11
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,31,31
COMANCHE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,1,1
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,29,29
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,7,7
CONCEPCION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,1,1
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,14,14
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,17,17
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,10,10
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,18,18
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,7,7
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,23,23
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,77,77
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,27,27
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,3,3
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,2,2
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,33,33
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,28,28
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,2,2
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,10,10
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,939,939
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,6,6
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,7,7
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,13,13
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,10,10
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,4,4
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,18,18
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,23,23
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,7,7
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,6,6
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,12,12
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,14,14
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,19,19
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,12,12
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,121,121
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,23,23
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,16,16
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,3,3
HUANUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,20,20
HUARACAJE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,4,4
HUAYLLAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,9,9
ICHOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
ICLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,14,14
INCAHUASI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,54,54
INGAVI (HUMAITA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,2,2
INQUISIVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,8,8
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,15,15
IXIAMAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,12,12
JESUS DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,21,21
LA ASUNTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,38,38
