municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitamina,TOTAL
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,4,4
SANTIVAÑES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,10,10
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,9,9
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,23,23
SENA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,1,1
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,22,22
SICAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,11,11
SIPE SIPE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,47,47
SOPACHUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,17,17
SORACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,11,11
SORATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,59,59
SUCRE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,240,240
TACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,4,4
TACACOMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,15,15
TACOBAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,14,14
TACOPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,12,12
TAHUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,2,2
TAPACARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,43,43
TARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,64,64
TARACO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,10,10
TARATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,16,16
TARIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,289,289
TARVITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,26,26
TEOPONTE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,17,17
TIAWANACU,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,25,25
TINGUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,34,34
TIPUANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,26,26
TIQUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,102,102
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,45,45
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,2,2
TOCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,7,7
TOLATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,7,7
TOLEDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,9,9
TOMAVE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,11,11
TOMINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,6,6
TORO TORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,9,9
TOTORA(CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,16,16
TOTORA(ORR),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,10,10
TRIGAL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,1,1
TRINIDAD,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,208,208
TUPIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,71,71
TURCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,6,6
UMALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,6,6
UNCIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,11,11
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,22,22
UYUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,25,25
VACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,11,11
VALLEGRANDE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,12,12
VIACHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,42,42
VILA VILA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,11,11
VILLA MONTES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,52,52
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,3,3
VILLA RIVERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,8,8
VILLA SERRANO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,9,9
VILLA TUNARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,162,162
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,18,18
VILLAZON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,48,48
VINTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,24,24
VITICHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,26,26
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,2,2
WARNES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,129,129
YACO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,17,17
YACUIBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,145,145
YAMPARAEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,14,14
YANACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,4,4
YAPACANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,66,66
YOCALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,21,21
YOTALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,11,11
YUNCHARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,14,14
ZUDAÑEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-01-01,13,13
ACACIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,4,4
ACHACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,159,159
ACHOCALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,28,28
AIQUILE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,58,58
ALALAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,9,9
ALCALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,4,4
ANCORAIMES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,22,22
ANDAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,8,8
ANTEQUERA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,9,9
ANZALDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,21,21
APOLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,37,37
ARAMPAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,6,6
ARANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,7,7
ARBIETO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,23,23
ARQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,29,29
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,182,182
ATOCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,16,16
AUCAPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,2,2
AYATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,13,13
AYO AYO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,49,49
AZURDUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,34,34
BATALLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,36,36
BAURES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,5,5
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,3,3
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,5,5
BERMEJO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,82,82
BETANZOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,62,62
BOLIVAR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,15,15
BOYUIBE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,7,7
BUENA VISTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,122,122
CABEZAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,91,91
CAIROMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,17,17
"CAIZA ""D""",nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,18,18
CAJUATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,23,23
CALACOTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,10,10
CALAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,14,14
CAMARGO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,19,19
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,4,4
CAMIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,64,64
CAPINOTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,33,33
CAQUIAVIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,11,11
CARACOLLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,31,31
CARANAVI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,138,138
CARAPARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,19,19
CARIPUYO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,24,24
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,5,5
CATACORA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,5,5
CHALLAPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,49,49
CHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,16,16
CHARAGUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,65,65
CHARAÑA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,4,4
CHAYANTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,19,19
CHIMORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,15,15
CHIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,7,7
CHOQUE COTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,27,27
CHUMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,15,15
CLIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,22,22
COBIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,65,65
COCHABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,852,852
COLCAPIRHUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,69,69
COLOMI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,46,46
COLPA BELGICA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,13,13
COLQUECHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,66,66
COLQUENCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,12,12
COLQUIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,30,30
COMANCHE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,2,2
COMARAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,44,44
COMBAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,12,12
CONCEPCION,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,39,39
COPACABANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,21,21
CORIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,18,18
CORO CORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,24,24
COROICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,33,33
CORQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,8,8
COTAGAITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,31,31
COTOCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,89,89
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,43,43
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,3,3
CUEVO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,6,6
CULPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,59,59
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,19,19
CURVA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,7,7
DESAGUADERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,8,8
EL ALTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,1109,1109
EL CHORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,19,19
EL PUENTE(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,18,18
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,21,21
EL TORNO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,92,92
EL VILLAR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,4,4
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,39,39
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,33,33
EUCALIPTUS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,21,21
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,1,1
EXALTACION,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,12,12
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,16,16
FILADELFIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,18,18
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,32,32
GUANAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,37,37
GUAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,6,6
GUAYARAMERIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,75,75
GUTIERREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,28,28
HUACARETA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,30,30
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,3,3
HUACHACALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,1,1
HUANUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,58,58
HUARACAJE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,2,2
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,5,5
ICHOCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,9,9
ICLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,8,8
INCAHUASI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,99,99
