municipality,group,variable,month,Niños de 1 año a menores de 5 años con 1ra dosis v,TOTAL
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,9,9
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,40,40
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,5,5
SAN RAFAEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,76,76
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,38,38
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,26,26
SANTA ANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,61,61
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,3983,3983
SANTA ROSA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,71,71
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,182,182
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,6,6
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,96,96
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,9,9
SANTIVAÑES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,44,44
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,46,46
SAPAHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,214,214
SENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,3,3
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,53,53
SICAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,33,33
SIPE SIPE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,184,184
SOPACHUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,173,173
SORACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,69,69
SORATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,137,137
SUCRE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,1464,1464
TACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,4,4
TACACOMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,58,58
TACOBAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,71,71
TACOPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,75,75
TAHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,4,4
TAPACARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,105,105
TARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,922,922
TARACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,32,32
TARATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,105,105
TARIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,540,540
TARVITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,553,553
TEOPONTE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,19,19
TIAWANACU,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,78,78
TINGUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,139,139
TIPUANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,53,53
TIQUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,163,163
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,226,226
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,15,15
TOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,22,22
TOLATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,34,34
TOLEDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,31,31
TOMAVE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,55,55
TOMINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,1,1
TORO TORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,74,74
TOTORA(CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,37,37
TOTORA(ORR),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,58,58
TRIGAL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,11,11
TRINIDAD,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,310,310
TUPIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,353,353
TURCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,29,29
UMALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,40,40
UNCIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,23,23
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,87,87
UYUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,110,110
VACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,28,28
VALLEGRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,63,63
VIACHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,59,59
VILA VILA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,24,24
VILLA MONTES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,926,926
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,6,6
VILLA RIVERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,7,7
VILLA SERRANO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,104,104
VILLA TUNARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,448,448
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,160,160
VILLAZON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,377,377
VINTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,57,57
VITICHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,116,116
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,3,3
WARNES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,626,626
YACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,78,78
YACUIBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,368,368
YAMPARAEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,78,78
YANACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,13,13
YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,327,327
YOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,115,115
YOTALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,86,86
YUNCHARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,67,67
ZUDAÑEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-01-01,71,71
ACACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,99,99
ACHACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,495,495
ACHOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,50,50
AIQUILE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,222,222
ALALAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,26,26
ALCALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,154,154
ANCORAIMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,122,122
ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,27,27
ANTEQUERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,42,42
ANZALDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,89,89
APOLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,149,149
ARAMPAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,22,22
ARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,9,9
ARBIETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,75,75
ARQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,140,140
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,1013,1013
ATOCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,76,76
AUCAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,20,20
AYATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,53,53
AYO AYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,55,55
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,194,194
AZURDUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,423,423
BATALLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,97,97
BAURES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,53,53
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,14,14
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,37,37
BELLA FLOR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,1,1
BERMEJO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,495,495
BETANZOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,450,450
BOLIVAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,101,101
BOLPEBRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,9,9
BOYUIBE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,58,58
BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,69,69
CABEZAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,350,350
CAIROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,59,59
"CAIZA ""D""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,86,86
CAJUATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,70,70
CALACOTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,42,42
CALAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,64,64
CAMARGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,152,152
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,78,78
CAMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,290,290
CAPINOTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,95,95
CAQUIAVIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,54,54
CARACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,83,83
CARANAVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,418,418
CARAPARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,150,150
CARIPUYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,251,251
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,17,17
CATACORA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,14,14
CHALLAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,246,246
CHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,80,80
CHARAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,730,730
CHARAÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,23,23
CHAYANTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,79,79
CHIMORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,95,95
CHIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,23,23
CHOQUE COTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,42,42
CHUMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,50,50
CLIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,217,217
COBIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,144,144
COCHABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,1526,1526
COIPASA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,2,2
COLCAPIRHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,125,125
"COLCHA ""K""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,9,9
COLLANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,1,1
COLOMI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,119,119
COLPA BELGICA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,105,105
COLQUECHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,328,328
COLQUENCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,75,75
COLQUIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,80,80
COMANCHE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,30,30
COMARAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,129,129
COMBAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,83,83
CONCEPCION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,152,152
COPACABANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,78,78
CORIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,43,43
CORO CORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,49,49
COROICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,74,74
CORQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,31,31
COTAGAITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,251,251
COTOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,459,459
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,217,217
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,15,15
CUEVO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,81,81
CULPINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,339,339
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,48,48
CURVA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,16,16
DESAGUADERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,21,21
EL ALTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,2967,2967
EL CHORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,36,36
EL PUENTE(STC),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,83,83
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,119,119
EL TORNO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,799,799
EL VILLAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,2,2
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,57,57
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,198,198
EUCALIPTUS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,26,26
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,5,5
EXALTACION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,32,32
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,114,114
FILADELFIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,34,34
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,257,257
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-02-01,63,63
